t_s,temp_c,throttled_hex,arm_hz
2.0,49.6,0x0,2400033792
4.02,53.45,0x0,2400027136
6.02,54.55,0x0,2400027136
8.04,53.45,0x0,2400033792
10.06,55.1,0x0,2400027136
12.08,54.55,0x0,2400033792
14.09,55.65,0x0,2400020480
16.1,54.0,0x0,2400033792
18.1,54.55,0x0,2400033792
20.12,55.65,0x0,2400027136
22.12,55.1,0x0,2400027136
24.13,55.1,0x0,2400020480
26.15,55.65,0x0,2400017408
28.17,55.65,0x0,2400033792
30.18,56.2,0x0,2400030464
32.2,56.2,0x0,2400027136
34.21,56.75,0x0,2400030464
36.24,56.75,0x0,2400017408
38.24,56.75,0x0,2400020480
40.25,55.65,0x0,2400027136
42.26,56.2,0x0,2400027136
44.26,56.75,0x0,2400020480
46.28,56.75,0x0,2400027136
48.3,56.75,0x0,2400023808
50.32,56.75,0x0,2400030464
52.33,55.65,0x0,2400033792
54.34,57.3,0x0,2400030464
56.34,55.1,0x0,2400017408
58.36,57.3,0x0,2400030464
60.36,56.75,0x0,2400033792
62.37,56.2,0x0,2400030464
64.38,56.2,0x0,2400023808
66.39,56.75,0x0,2400020480
68.4,55.65,0x0,2400033792
70.41,57.3,0x0,2400020480
72.41,57.3,0x0,2400033792
74.43,56.2,0x0,2400037120
76.44,56.75,0x0,2400020480
78.46,56.2,0x0,2400030464
80.47,56.75,0x0,2400033792
82.47,56.2,0x0,2400030464
84.5,57.3,0x0,2400017408
86.51,57.3,0x0,2400017408
88.53,57.3,0x0,2400030464
90.55,57.3,0x0,2400033792
92.56,57.3,0x0,2400030464
94.57,57.85,0x0,2400037120
96.57,57.85,0x0,2400033792
98.59,57.3,0x0,2400030464
100.59,57.3,0x0,2400033792
102.62,57.85,0x0,2400027136
104.62,58.4,0x0,2400033792
106.65,57.3,0x0,2400017408
108.65,57.3,0x0,2400027136
110.67,57.3,0x0,2400033792
112.68,57.3,0x0,2400020480
114.69,56.75,0x0,2400033792
116.71,57.3,0x0,2400020480
118.72,57.85,0x0,2400030464
120.73,58.4,0x0,2400030464
122.75,57.85,0x0,2400030464
124.76,56.75,0x0,2400020480
126.77,57.85,0x0,2400030464
128.77,57.85,0x0,2400033792
130.78,57.85,0x0,2400030464
132.78,57.85,0x0,2400033792
134.8,57.3,0x0,2400033792
136.8,57.3,0x0,2400033792
138.81,58.4,0x0,2400033792
140.82,58.4,0x0,2400017408
142.83,57.85,0x0,2400020480
144.85,56.75,0x0,2400033792
146.87,57.85,0x0,2400030464
148.87,56.2,0x0,2400033792
150.89,57.3,0x0,2400030464
152.91,57.3,0x0,2400033792
154.91,56.75,0x0,2400027136
156.93,57.85,0x0,2400030464
158.95,57.3,0x0,2400033792
160.96,58.4,0x0,2400017408
162.98,57.85,0x0,2400017408
165.0,58.4,0x0,2400030464
167.01,58.95,0x0,2400030464
169.03,57.85,0x0,2400030464
171.04,57.85,0x0,2400020480
173.05,57.3,0x0,2400027136
175.07,58.4,0x0,2400020480
177.09,57.85,0x0,2400027136
179.1,57.3,0x0,2400027136
181.12,57.85,0x0,2400030464
183.14,57.3,0x0,2400033792
185.15,57.85,0x0,2400027136
187.16,58.4,0x0,2400033792
189.18,57.3,0x0,2400020480
191.18,58.95,0x0,2400027136
193.19,57.85,0x0,2400033792
195.2,58.4,0x0,2400033792
197.2,57.85,0x0,2400017408
199.2,57.85,0x0,2400017408
201.22,57.3,0x0,2400020480
203.23,57.85,0x0,2400020480
205.24,56.75,0x0,2400030464
207.25,58.4,0x0,2400033792
209.25,57.85,0x0,2400030464
211.25,57.85,0x0,2400033792
213.26,57.3,0x0,2400020480
215.27,58.95,0x0,2400017408
217.27,58.4,0x0,2400027136
219.29,57.85,0x0,2400020480
221.3,57.85,0x0,2400033792
223.31,57.85,0x0,2400030464
225.33,57.85,0x0,2400027136
227.35,57.85,0x0,2400030464
229.36,57.85,0x0,2400030464
231.38,57.85,0x0,2400020480
233.38,57.3,0x0,2400020480
235.4,57.3,0x0,2400037120
237.41,57.85,0x0,2400033792
239.43,58.4,0x0,2400020480
241.43,56.75,0x0,2400027136
243.45,56.75,0x0,2400020480
245.47,57.85,0x0,2400030464
247.49,57.85,0x0,2400033792
249.52,57.85,0x0,2400030464
251.52,58.4,0x0,2400020480
253.53,57.3,0x0,2400033792
255.54,57.3,0x0,2400030464
257.56,57.85,0x0,2400027136
259.58,58.4,0x0,2400033792
261.59,57.85,0x0,2400027136
263.6,57.3,0x0,2400033792
265.61,57.85,0x0,2400030464
267.62,57.85,0x0,2400037120
269.64,57.3,0x0,2400030464
271.65,56.75,0x0,2400020480
273.67,58.4,0x0,2400037120
275.69,57.85,0x0,2400037120
277.7,57.3,0x0,2400030464
279.71,57.85,0x0,2400027136
281.72,57.85,0x0,2400033792
283.73,58.4,0x0,2400030464
285.75,57.85,0x0,2400030464
287.76,57.3,0x0,2400033792
289.77,58.4,0x0,2400033792
291.77,58.95,0x0,2400020480
293.79,57.3,0x0,2400027136
295.8,58.4,0x0,2400030464
297.81,57.3,0x0,2400030464
299.82,57.85,0x0,2400017408
301.83,58.4,0x0,2400027136
303.84,57.3,0x0,2400030464
305.85,57.3,0x0,2400030464
307.85,58.95,0x0,2400033792
309.87,58.4,0x0,2400037120
311.88,57.85,0x0,2400020480
313.89,57.3,0x0,2400033792
315.89,57.85,0x0,2400020480
317.91,58.4,0x0,2400033792
319.91,58.4,0x0,2400033792
321.92,57.3,0x0,2400027136
323.93,56.75,0x0,2400033792
325.93,58.4,0x0,2400030464
327.93,58.95,0x0,2400030464
329.93,57.85,0x0,2400027136
331.95,57.85,0x0,2400033792
333.95,58.95,0x0,2400033792
335.96,57.85,0x0,2400037120
337.98,58.95,0x0,2400027136
340.0,57.85,0x0,2400033792
342.01,58.95,0x0,2400020480
344.02,57.85,0x0,2400027136
346.04,57.3,0x0,2400037120
348.04,57.85,0x0,2400037120
350.06,58.95,0x0,2400030464
352.07,57.85,0x0,2400017408
354.08,58.95,0x0,2400027136
356.1,57.85,0x0,2400033792
358.11,56.75,0x0,2400027136
360.11,57.85,0x0,2400027136
362.13,57.3,0x0,2400030464
364.14,57.3,0x0,2400017408
366.15,58.4,0x0,2400027136
368.17,57.3,0x0,2400017408
370.19,57.85,0x0,2400020480
372.19,59.5,0x0,2400033792
374.2,58.95,0x0,2400033792
376.21,57.3,0x0,2400020480
378.23,57.85,0x0,2400033792
380.24,57.85,0x0,2400037120
382.25,57.3,0x0,2400027136
384.26,58.4,0x0,2400030464
386.28,57.3,0x0,2400030464
388.3,57.85,0x0,2400027136
390.31,58.4,0x0,2400030464
392.33,58.4,0x0,2400027136
394.35,57.85,0x0,2400033792
396.36,58.4,0x0,2400017408
398.36,57.3,0x0,2400020480
400.39,58.4,0x0,2400030464
402.4,58.4,0x0,2400033792
404.42,57.3,0x0,2400030464
406.43,58.4,0x0,2400037120
408.44,56.75,0x0,2400030464
410.46,57.85,0x0,2400030464
412.46,57.85,0x0,2400020480
414.47,57.85,0x0,2400033792
416.49,58.4,0x0,2400030464
418.51,58.4,0x0,2400020480
