phase,t_sim,t_phase,pose_t_sim,east_m,north_m,up_m,tilt_deg,lean_bearing_deg
B,51.4400,11.1240,51.4400,0.0000,0.0000,0.2400,0.0000,0.000
B,51.5400,11.2240,51.5400,0.0000,0.0000,0.2400,0.0000,0.000
B,51.6400,11.3240,51.6400,0.0000,0.0000,0.2400,0.0000,0.000
B,51.7400,11.4240,51.7400,0.0000,0.0000,0.2400,0.0000,0.000
B,51.8400,11.5240,51.8400,0.0000,0.0000,0.2400,0.0000,0.000
B,51.9440,11.6280,51.9360,0.0000,0.0000,0.2400,0.0000,0.000
B,52.0440,11.7280,52.0360,0.0000,0.0000,0.2400,0.0000,0.000
B,52.1480,11.8320,52.1360,0.0000,0.0000,0.2400,0.0000,0.000
B,52.2480,11.9320,52.2360,0.0000,0.0000,0.2400,0.0000,0.000
B,52.3480,12.0320,52.3360,0.0000,0.0000,0.2400,0.0000,0.000
B,52.4480,12.1320,52.4360,0.0000,0.0000,0.2400,0.0000,0.000
B,52.5520,12.2360,52.5360,0.0000,0.0000,0.2400,0.0000,0.000
B,52.6520,12.3360,52.6360,0.0000,0.0000,0.2400,0.0000,0.000
B,52.7520,12.4360,52.7360,0.0000,0.0000,0.2400,0.0000,0.000
B,52.8440,12.5280,52.8440,0.0000,0.0000,0.2400,0.0000,0.000
B,52.9400,12.6240,52.9360,0.0000,0.0000,0.2400,0.0000,0.000
B,53.0400,12.7240,53.0360,0.0000,0.0000,0.2400,0.0000,0.000
B,53.1400,12.8240,53.1360,0.0000,0.0000,0.2400,0.0000,0.000
B,53.2440,12.9280,53.2360,0.0000,0.0000,0.2400,0.0000,0.000
B,53.3440,13.0280,53.3360,0.0000,0.0000,0.2400,0.0000,0.000
B,53.4440,13.1280,53.4360,0.0000,0.0000,0.2400,0.0000,0.000
B,53.5480,13.2320,53.5360,0.0000,0.0000,0.2400,0.0000,0.000
B,53.6480,13.3320,53.6360,0.0000,0.0000,0.2400,0.0000,0.000
B,53.7480,13.4320,53.7360,0.0000,0.0000,0.2400,0.0000,0.000
B,53.8520,13.5360,53.8360,0.0000,0.0000,0.2400,0.0000,0.000
B,53.9520,13.6360,53.9360,0.0000,0.0000,0.2400,0.0000,0.000
B,54.0520,13.7360,54.0360,0.0000,0.0000,0.2400,0.0000,0.000
B,54.1560,13.8400,54.1360,0.0000,0.0000,0.2400,0.0000,0.000
B,54.2560,13.9400,54.2560,0.0000,0.0000,0.2400,0.0000,0.000
B,54.3560,14.0400,54.3560,0.0000,0.0000,0.2400,0.0000,0.000
B,54.4560,14.1400,54.4560,0.0000,0.0000,0.2400,0.0000,0.000
B,54.5560,14.2400,54.5560,0.0000,0.0000,0.2400,0.0000,0.000
B,54.6600,14.3440,54.6560,0.0000,0.0000,0.2400,0.0000,0.000
B,54.7600,14.4440,54.7520,0.0000,0.0000,0.2400,0.0000,0.000
B,54.8480,14.5320,54.8400,0.0000,0.0000,0.2400,0.0000,0.000
B,54.9400,14.6240,54.9240,0.0000,0.0000,0.2400,0.0000,0.000
B,55.0400,14.7240,55.0240,0.0000,0.0000,0.2400,0.0000,0.000
B,55.1400,14.8240,55.1240,0.0000,0.0000,0.2400,0.0000,0.000
B,55.2400,14.9240,55.2240,0.0000,0.0000,0.2400,0.0000,0.000
B,55.3440,15.0280,55.3440,0.0000,0.0000,0.2400,0.0000,0.000
B,55.4440,15.1280,55.4440,0.0000,0.0000,0.2400,0.0000,0.000
B,55.5440,15.2280,55.5440,0.0000,0.0000,0.2400,0.0000,0.000
B,55.6480,15.3320,55.6440,0.0000,0.0000,0.2400,0.0000,0.000
B,55.7480,15.4320,55.7440,0.0000,0.0000,0.2400,0.0000,0.000
B,55.8480,15.5320,55.8440,0.0000,0.0000,0.2400,0.0000,0.000
B,55.9520,15.6360,55.9440,0.0000,0.0000,0.2400,0.0000,0.000
B,56.0520,15.7360,56.0440,0.0000,0.0000,0.2400,0.0000,0.000
B,56.1520,15.8360,56.1440,0.0000,0.0000,0.2400,0.0000,0.000
B,56.2520,15.9360,56.2440,0.0000,0.0000,0.2400,0.0000,0.000
B,56.3560,16.0400,56.3440,0.0000,0.0000,0.2400,0.0000,0.000
B,56.4560,16.1400,56.4440,0.0000,0.0000,0.2400,0.0000,0.000
B,56.5560,16.2400,56.5440,0.0000,0.0000,0.2400,0.0000,0.000
B,56.6560,16.3400,56.6440,0.0000,0.0000,0.2400,0.0000,0.000
B,56.7560,16.4400,56.7440,0.0000,0.0000,0.2400,0.0000,0.000
B,56.8440,16.5280,56.8320,0.0000,0.0000,0.2400,0.0000,0.000
B,56.9400,16.6240,56.9240,0.0000,0.0000,0.2400,0.0000,0.000
B,57.0440,16.7280,57.0240,0.0000,0.0000,0.2400,0.0000,0.000
B,57.1440,16.8280,57.1440,0.0000,0.0000,0.2400,0.0000,0.000
B,57.2440,16.9280,57.2440,0.0000,0.0000,0.2400,0.0000,0.000
B,57.3440,17.0280,57.3440,0.0000,0.0000,0.2400,0.0000,0.000
B,57.4440,17.1280,57.4440,0.0000,0.0000,0.2400,0.0000,0.000
B,57.5480,17.2320,57.5440,0.0000,0.0000,0.2400,0.0000,0.000
B,57.6480,17.3320,57.6440,0.0000,0.0000,0.2400,0.0000,0.000
B,57.7520,17.4360,57.7440,0.0000,0.0000,0.2400,0.0000,0.000
B,57.8520,17.5360,57.8440,0.0000,0.0000,0.2400,0.0000,0.000
B,57.9520,17.6360,57.9440,0.0000,0.0000,0.2400,0.0000,0.000
B,58.0520,17.7360,58.0400,0.0000,0.0000,0.2400,0.0000,0.000
B,58.1560,17.8400,58.1400,0.0000,0.0000,0.2400,0.0000,0.000
B,58.2560,17.9400,58.2400,0.0000,0.0000,0.2400,0.0000,0.000
B,58.3560,18.0400,58.3400,0.0000,0.0000,0.2400,0.0000,0.000
B,58.4560,18.1400,58.4400,0.0000,0.0000,0.2400,0.0000,0.000
B,58.5560,18.2400,58.5400,0.0000,0.0000,0.2400,0.0000,0.000
B,58.6600,18.3440,58.6600,0.0000,0.0000,0.2400,0.0000,0.000
B,58.7600,18.4440,58.7600,0.0000,0.0000,0.2400,0.0000,0.000
B,58.8440,18.5280,58.8360,0.0000,0.0000,0.2400,0.0000,0.000
B,58.9440,18.6280,58.9280,0.0000,0.0000,0.2400,0.0000,0.000
B,59.0440,18.7280,59.0280,0.0000,0.0000,0.2400,0.0000,0.000
B,59.1440,18.8280,59.1280,0.0000,0.0000,0.2400,0.0000,0.000
B,59.2480,18.9320,59.2280,0.0000,0.0000,0.2400,0.0000,0.000
B,59.3480,19.0320,59.3280,0.0000,0.0000,0.2400,0.0000,0.000
B,59.4480,19.1320,59.4480,0.0000,0.0000,0.2400,0.0000,0.000
B,59.5480,19.2320,59.5480,0.0000,0.0000,0.2400,0.0000,0.000
B,59.6480,19.3320,59.6480,0.0000,0.0000,0.2400,0.0000,0.000
B,59.7480,19.4320,59.7480,0.0000,0.0000,0.2400,0.0000,0.000
B,59.8520,19.5360,59.8480,0.0000,0.0000,0.2400,0.0000,0.000
B,59.9520,19.6360,59.9480,0.0000,0.0000,0.2400,0.0000,0.000
B,60.0520,19.7360,60.0480,0.0000,0.0000,0.2400,0.0000,0.000
B,60.1520,19.8360,60.1480,0.0000,0.0000,0.2400,0.0000,0.000
B,60.2520,19.9360,60.2480,0.0000,0.0000,0.2400,0.0000,0.000
B,60.3560,20.0400,60.3480,0.0000,0.0000,0.2400,0.0000,0.000
B,60.4560,20.1400,60.4480,0.0000,0.0000,0.2400,0.0000,0.000
B,60.5560,20.2400,60.5480,0.0000,0.0000,0.2400,0.0000,0.000
B,60.6560,20.3400,60.6480,0.0000,0.0000,0.2400,0.0000,0.000
B,60.7560,20.4400,60.7480,0.0000,0.0000,0.2400,0.0000,0.000
B,60.8400,20.5240,60.8280,0.0000,0.0000,0.2400,0.0000,0.000
B,60.9280,20.6120,60.9200,0.0000,0.0000,0.2400,0.0000,0.000
B,61.0200,20.7040,61.0040,0.0000,0.0000,0.2400,0.0000,0.000
B,61.1200,20.8040,61.1040,0.0000,0.0000,0.2400,0.0000,0.000
B,61.2200,20.9040,61.2040,0.0000,0.0000,0.2400,0.0000,0.000
B,61.3240,21.0080,61.3200,0.0000,0.0000,0.2400,0.0000,0.000
B,61.4240,21.1080,61.4200,0.0000,0.0000,0.2400,0.0000,0.000
B,61.5240,21.2080,61.5200,0.0000,0.0000,0.2400,0.0000,0.000
B,61.6240,21.3080,61.6200,0.0000,0.0000,0.2400,0.0000,0.000
B,61.7280,21.4120,61.7200,0.0000,0.0000,0.2400,0.0000,0.000
B,61.8280,21.5120,61.8200,0.0000,0.0000,0.2400,0.0000,0.000
B,61.9280,21.6120,61.9200,0.0000,0.0000,0.2400,0.0000,0.000
B,62.0280,21.7120,62.0200,0.0000,0.0000,0.2400,0.0000,0.000
B,62.1320,21.8160,62.1200,0.0000,0.0000,0.2400,0.0000,0.000
B,62.2320,21.9160,62.2200,0.0000,0.0000,0.2400,0.0000,0.000
B,62.3320,22.0160,62.3200,0.0000,0.0000,0.2400,0.0000,0.000
B,62.4360,22.1200,62.4200,0.0000,0.0000,0.2400,0.0000,0.000
B,62.5360,22.2200,62.5200,0.0000,0.0000,0.2400,0.0000,0.000
B,62.6360,22.3200,62.6200,0.0000,0.0000,0.2400,0.0000,0.000
B,62.7400,22.4240,62.7200,0.0000,0.0000,0.2400,0.0000,0.000
B,62.8400,22.5240,62.8400,0.0000,0.0000,0.2400,0.0000,0.000
B,62.9320,22.6160,62.9320,0.0000,0.0000,0.2400,0.0000,0.000
B,63.0160,22.7000,63.0040,0.0000,0.0000,0.2400,0.0000,0.000
B,63.1080,22.7920,63.1040,0.0000,0.0000,0.2400,0.0000,0.000
B,63.2000,22.8840,63.1920,0.0000,0.0000,0.2400,0.0000,0.000
B,63.3000,22.9840,63.2880,0.0000,0.0000,0.2400,0.0000,0.000
B,63.4000,23.0840,63.3880,0.0000,0.0000,0.2400,0.0000,0.000
B,63.5000,23.1840,63.4880,0.0000,0.0000,0.2400,0.0000,0.000
B,63.6000,23.2840,63.5880,0.0000,0.0000,0.2400,0.0000,0.000
B,63.7000,23.3840,63.6840,0.0000,0.0000,0.2400,0.0000,0.000
B,63.8000,23.4840,63.7840,0.0000,0.0000,0.2400,0.0000,0.000
B,63.9040,23.5880,63.9000,0.0000,0.0000,0.2400,0.0000,0.000
B,64.0040,23.6880,64.0000,0.0000,0.0000,0.2400,0.0000,0.000
B,64.1080,23.7920,64.1000,0.0000,0.0000,0.2400,0.0000,0.000
B,64.2080,23.8920,64.2000,0.0000,0.0000,0.2400,0.0000,0.000
B,64.3080,23.9920,64.3000,0.0000,0.0000,0.2400,0.0000,0.000
B,64.4120,24.0960,64.4000,0.0000,0.0000,0.2400,0.0000,0.000
B,64.5120,24.1960,64.5000,0.0000,0.0000,0.2400,0.0000,0.000
B,64.6120,24.2960,64.6000,0.0000,0.0000,0.2400,0.0000,0.000
B,64.7160,24.4000,64.7000,0.0000,0.0000,0.2400,0.0000,0.000
B,64.8160,24.5000,64.8160,0.0000,0.0000,0.2400,0.0000,0.000
B,64.9160,24.6000,64.9160,0.0000,0.0000,0.2400,0.0000,0.000
B,65.0160,24.7000,65.0160,0.0000,0.0000,0.2400,0.0000,0.000
B,65.1120,24.7960,65.1080,0.0000,0.0000,0.2400,0.0000,0.000
B,65.2040,24.8880,65.1880,0.0000,0.0000,0.2400,0.0000,0.000
B,65.3040,24.9880,65.2880,0.0000,0.0000,0.2400,0.0000,0.000
B,65.4040,25.0880,65.3880,0.0000,0.0000,0.2400,0.0000,0.000
B,65.5080,25.1920,65.5080,0.0000,0.0000,0.2400,0.0000,0.000
B,65.6080,25.2920,65.6080,0.0000,0.0000,0.2400,0.0000,0.000
B,65.7080,25.3920,65.7080,0.0000,0.0000,0.2400,0.0000,0.000
B,65.8120,25.4960,65.8080,0.0000,0.0000,0.2400,0.0000,0.000
B,65.9120,25.5960,65.9080,0.0000,0.0000,0.2400,0.0000,0.000
B,66.0160,25.7000,66.0080,0.0000,0.0000,0.2400,0.0000,0.000
B,66.1160,25.8000,66.1080,0.0000,0.0000,0.2400,0.0000,0.000
B,66.2160,25.9000,66.2080,0.0000,0.0000,0.2400,0.0000,0.000
B,66.3160,26.0000,66.3080,0.0000,0.0000,0.2400,0.0000,0.000
B,66.4160,26.1000,66.4080,0.0000,0.0000,0.2400,0.0000,0.000
B,66.5160,26.2000,66.5080,0.0000,0.0000,0.2400,0.0000,0.000
B,66.6200,26.3040,66.6080,0.0000,0.0000,0.2400,0.0000,0.000
B,66.7200,26.4040,66.7080,0.0000,0.0000,0.2400,0.0000,0.000
B,66.8200,26.5040,66.8080,0.0000,0.0000,0.2400,0.0000,0.000
B,66.9240,26.6080,66.9040,0.0000,0.0000,0.2400,0.0000,0.000
B,67.0240,26.7080,67.0240,0.0000,0.0000,0.2400,0.0000,0.000
B,67.1160,26.8000,67.0960,0.0000,0.0000,0.2400,0.0000,0.000
B,67.2080,26.8920,67.1920,0.0000,0.0000,0.2400,0.0000,0.000
B,67.3080,26.9920,67.2920,0.0000,0.0000,0.2400,0.0000,0.000
B,67.4120,27.0960,67.4120,0.0000,0.0000,0.2400,0.0000,0.000
B,67.5120,27.1960,67.5120,0.0000,0.0000,0.2400,0.0000,0.000
B,67.6120,27.2960,67.6120,0.0000,0.0000,0.2400,0.0000,0.000
B,67.7160,27.4000,67.7120,0.0000,0.0000,0.2400,0.0000,0.000
B,67.8160,27.5000,67.8120,0.0000,0.0000,0.2400,0.0000,0.000
B,67.9160,27.6000,67.9080,0.0000,0.0000,0.2400,0.0000,0.000
B,68.0160,27.7000,68.0080,0.0000,0.0000,0.2400,0.0000,0.000
B,68.1200,27.8040,68.1080,0.0000,0.0000,0.2400,0.0000,0.000
B,68.2200,27.9040,68.2080,0.0000,0.0000,0.2400,0.0000,0.000
B,68.3200,28.0040,68.3080,0.0000,0.0000,0.2400,0.0000,0.000
B,68.4200,28.1040,68.4080,0.0000,0.0000,0.2400,0.0000,0.000
B,68.5240,28.2080,68.5080,0.0000,0.0000,0.2400,0.0000,0.000
B,68.6240,28.3080,68.6080,0.0000,0.0000,0.2400,0.0000,0.000
B,68.7240,28.4080,68.7080,0.0000,0.0000,0.2400,0.0000,0.000
B,68.8280,28.5120,68.8080,0.0000,0.0000,0.2400,0.0000,0.000
B,68.9280,28.6120,68.9280,0.0000,0.0000,0.2400,0.0000,0.000
B,69.0200,28.7040,69.0120,0.0000,0.0000,0.2400,0.0000,0.000
B,69.1120,28.7960,69.1080,0.0000,0.0000,0.2400,0.0000,0.000
B,69.2120,28.8960,69.2080,0.0000,0.0000,0.2400,0.0000,0.000
B,69.3120,28.9960,69.3080,0.0000,0.0000,0.2400,0.0000,0.000
B,69.4160,29.1000,69.4080,0.0000,0.0000,0.2400,0.0000,0.000
B,69.5160,29.2000,69.5080,0.0000,0.0000,0.2400,0.0000,0.000
B,69.6160,29.3000,69.6080,0.0000,0.0000,0.2400,0.0000,0.000
B,69.7160,29.4000,69.7080,0.0000,0.0000,0.2400,0.0000,0.000
B,69.8200,29.5040,69.8080,0.0000,0.0000,0.2400,0.0000,0.000
B,69.9200,29.6040,69.9080,0.0000,0.0000,0.2400,0.0000,0.000
B,70.0200,29.7040,70.0080,0.0000,0.0000,0.2400,0.0000,0.000
B,70.1200,29.8040,70.1080,0.0000,0.0000,0.2400,0.0000,0.000
B,70.2200,29.9040,70.2080,0.0000,0.0000,0.2400,0.0000,0.000
B,70.3240,30.0080,70.3080,0.0000,0.0000,0.2400,0.0000,0.000
C,70.4880,0.0000,70.4880,0.0000,0.0000,0.2400,0.0000,0.000
C,70.5880,0.1000,70.5880,0.0000,0.0000,0.2400,0.0000,0.000
C,70.6880,0.2000,70.6880,0.0000,0.0000,0.2400,0.0000,0.000
C,70.7920,0.3040,70.7840,0.0000,0.0000,0.2400,0.0000,0.000
C,70.8920,0.4040,70.8840,0.0000,0.0000,0.2400,0.0000,0.000
C,70.9920,0.5040,70.9840,0.0000,0.0000,0.2400,0.0000,0.000
C,71.0840,0.5960,71.0800,0.0000,0.0000,0.2400,0.0000,0.000
C,71.1800,0.6920,71.1640,0.0000,0.0000,0.2400,0.0000,0.000
C,71.2640,0.7760,71.2600,0.0000,0.0000,0.2400,0.0000,0.000
C,71.3680,0.8800,71.3600,0.0000,0.0000,0.2400,0.0000,0.000
C,71.4680,0.9800,71.4600,0.0000,0.0000,0.2400,0.0000,0.000
C,71.5680,1.0800,71.5600,0.0000,0.0000,0.2400,0.0000,0.000
C,71.6720,1.1840,71.6600,0.0000,0.0000,0.2400,0.0000,0.000
C,71.7720,1.2840,71.7600,0.0000,0.0000,0.2400,0.0000,0.000
C,71.8720,1.3840,71.8600,0.0000,0.0000,0.2400,0.0000,0.000
C,71.9720,1.4840,71.9600,0.0000,0.0000,0.2400,0.0000,0.000
C,72.0760,1.5880,72.0600,0.0000,0.0000,0.2400,0.0000,0.000
C,72.1760,1.6880,72.1600,0.0000,0.0000,0.2400,0.0000,0.000
C,72.2760,1.7880,72.2600,0.0000,0.0000,0.2400,0.0000,0.000
C,72.3800,1.8920,72.3600,0.0000,0.0000,0.2400,0.0000,0.000
C,72.4800,1.9920,72.4800,0.0000,0.0000,0.2400,0.0000,0.000
C,72.5800,2.0920,72.5800,0.0000,0.0000,0.2400,0.0000,0.000
C,72.6800,2.1920,72.6800,0.0000,0.0000,0.2400,0.0000,0.000
C,72.7840,2.2960,72.7800,0.0000,0.0000,0.2400,0.0000,0.000
C,72.8840,2.3960,72.8800,0.0000,0.0000,0.2400,0.0000,0.000
C,72.9840,2.4960,72.9800,0.0000,0.0000,0.2400,0.0000,0.000
C,73.0840,2.5960,73.0800,0.0000,0.0000,0.2400,0.0000,0.000
C,73.1880,2.7000,73.1800,0.0000,0.0000,0.2400,0.0000,0.000
C,73.2720,2.7840,73.2680,0.0000,0.0000,0.2400,0.0000,0.000
C,73.3760,2.8880,73.3680,0.0000,0.0000,0.2400,0.0000,0.000
C,73.4760,2.9880,73.4680,0.0000,0.0000,0.2400,0.0000,0.000
C,73.5760,3.0880,73.5680,0.0000,0.0000,0.2400,0.0000,0.000
C,73.6760,3.1880,73.6680,0.0000,0.0000,0.2400,0.0000,0.000
C,73.7800,3.2920,73.7680,0.0000,0.0000,0.2400,0.0000,0.000
C,73.8800,3.3920,73.8680,0.0000,0.0000,0.2400,0.0000,0.000
C,73.9800,3.4920,73.9680,0.0000,0.0000,0.2400,0.0000,0.000
C,74.0800,3.5920,74.0640,0.0000,0.0000,0.2400,0.0000,0.000
C,74.1800,3.6920,74.1640,0.0000,0.0000,0.2400,0.0000,0.000
C,74.2840,3.7960,74.2840,0.0000,0.0000,0.2400,0.0000,0.000
C,74.3840,3.8960,74.3840,0.0000,0.0000,0.2400,0.0000,0.000
C,74.4880,4.0000,74.4840,0.0000,0.0000,0.2400,0.0000,0.000
C,74.5880,4.1000,74.5840,0.0000,0.0000,0.2400,0.0000,0.000
C,74.6880,4.2000,74.6840,0.0000,0.0000,0.2400,0.0000,0.000
C,74.7880,4.3000,74.7840,0.0000,0.0000,0.2400,0.0000,0.000
C,74.8920,4.4040,74.8840,0.0000,0.0000,0.2400,0.0000,0.000
C,74.9920,4.5040,74.9840,0.0000,0.0000,0.2400,0.0000,0.000
C,75.0920,4.6040,75.0840,0.0000,0.0000,0.2400,0.0000,0.000
C,75.1840,4.6960,75.1760,0.0000,0.0000,0.2400,0.0000,0.000
C,75.2800,4.7920,75.2640,0.0000,0.0000,0.2400,0.0000,0.000
C,75.3800,4.8920,75.3640,0.0000,0.0000,0.2400,0.0000,0.000
C,75.4800,4.9920,75.4640,0.0000,0.0000,0.2400,0.0000,0.000
C,75.5800,5.0920,75.5640,0.0000,0.0000,0.2400,0.0000,0.000
C,75.6840,5.1960,75.6640,0.0000,0.0000,0.2400,0.0000,0.000
C,75.7840,5.2960,75.7840,0.0000,0.0000,0.2400,0.0000,0.000
C,75.8840,5.3960,75.8840,0.0000,0.0000,0.2400,0.0000,0.000
C,75.9880,5.5000,75.9840,0.0000,0.0000,0.2400,0.0000,0.000
C,76.0880,5.6000,76.0840,0.0000,0.0000,0.2400,0.0000,0.000
C,76.1880,5.7000,76.1840,0.0000,0.0000,0.2400,0.0000,0.000
C,76.2880,5.8000,76.2840,0.0000,0.0000,0.2400,0.0000,0.000
C,76.3880,5.9000,76.3840,0.0000,0.0000,0.2400,0.0000,0.000
C,76.4920,6.0040,76.4840,0.0000,0.0000,0.2400,0.0000,0.000
C,76.5920,6.1040,76.5840,0.0000,0.0000,0.2400,0.0000,0.000
C,76.6920,6.2040,76.6840,0.0000,0.0000,0.2400,0.0000,0.000
C,76.7960,6.3080,76.7840,0.0000,0.0000,0.2400,0.0000,0.000
C,76.8960,6.4080,76.8840,0.0000,0.0000,0.2400,0.0000,0.000
C,76.9960,6.5080,76.9840,0.0000,0.0000,0.2400,0.0000,0.000
C,77.0960,6.6080,77.0840,0.0000,0.0000,0.2400,0.0000,0.000
C,77.1880,6.7000,77.1800,0.0000,0.0000,0.2400,0.0000,0.000
C,77.2840,6.7960,77.2680,0.0000,0.0000,0.2400,0.0000,0.000
C,77.3880,6.9000,77.3680,0.0000,0.0000,0.2400,0.0000,0.000
C,77.4880,7.0000,77.4880,0.0000,0.0000,0.2400,0.0000,0.000
C,77.5880,7.1000,77.5880,0.0000,0.0000,0.2400,0.0000,0.000
C,77.6880,7.2000,77.6880,0.0000,0.0000,0.2400,0.0000,0.000
C,77.7880,7.3000,77.7880,0.0000,0.0000,0.2400,0.0000,0.000
C,77.8920,7.4040,77.8880,0.0000,0.0000,0.2400,0.0000,0.000
C,77.9920,7.5040,77.9880,0.0000,0.0000,0.2400,0.0000,0.000
C,78.0920,7.6040,78.0880,0.0000,0.0000,0.2400,0.0000,0.000
C,78.1920,7.7040,78.1880,0.0000,0.0000,0.2400,0.0000,0.000
C,78.2960,7.8080,78.2880,0.0000,0.0000,0.2400,0.0000,0.000
C,78.3960,7.9080,78.3880,0.0000,0.0000,0.2400,0.0000,0.000
C,78.4960,8.0080,78.4880,0.0000,0.0000,0.2400,0.0000,0.000
C,78.5960,8.1080,78.5880,0.0000,0.0000,0.2400,0.0000,0.000
C,78.7000,8.2120,78.6880,0.0000,0.0000,0.2400,0.0000,0.000
C,78.8000,8.3120,78.7880,0.0000,0.0000,0.2400,0.0000,0.000
C,78.9000,8.4120,78.8880,0.0000,0.0000,0.2400,0.0000,0.000
C,79.0000,8.5120,78.9880,0.0000,0.0000,0.2400,0.0000,0.000
C,79.1000,8.6120,79.0880,0.0000,0.0000,0.2400,0.0000,0.000
C,79.1960,8.7080,79.1960,0.0000,0.0000,0.2400,0.0000,0.000
C,79.2920,8.8040,79.2840,0.0000,0.0000,0.2400,0.0000,0.000
C,79.3920,8.9040,79.3840,0.0000,0.0000,0.2400,0.0000,0.000
C,79.4920,9.0040,79.4840,0.0000,0.0000,0.2400,0.0000,0.000
C,79.5920,9.1040,79.5840,0.0000,0.0000,0.2400,0.0000,0.000
C,79.6960,9.2080,79.6840,0.0000,0.0000,0.2400,0.0000,0.000
C,79.7960,9.3080,79.7800,0.0000,0.0000,0.2400,0.0000,0.000
C,79.8960,9.4080,79.8800,0.0000,0.0000,0.2400,0.0000,0.000
C,79.9960,9.5080,79.9800,0.0000,0.0000,0.2400,0.0000,0.000
C,80.1000,9.6120,80.0800,0.0000,0.0000,0.2400,0.0000,0.000
C,80.2000,9.7120,80.2000,0.0000,0.0000,0.2400,0.0000,0.000
C,80.3000,9.8120,80.3000,0.0000,0.0000,0.2400,0.0000,0.000
C,80.4000,9.9120,80.4000,0.0000,0.0000,0.2400,0.0000,0.000
C,80.5000,10.0120,80.5000,0.0000,0.0000,0.2400,0.0000,0.000
C,80.6000,10.1120,80.6000,0.0000,0.0000,0.2400,0.0000,0.000
C,80.7040,10.2160,80.7000,0.0000,0.0000,0.2400,0.0000,0.000
C,80.8040,10.3160,80.8000,0.0000,0.0000,0.2400,0.0000,0.000
C,80.9040,10.4160,80.9000,0.0000,0.0000,0.2400,0.0000,0.000
C,81.0040,10.5160,81.0000,0.0000,0.0000,0.2400,0.0000,0.000
C,81.1080,10.6200,81.1000,0.0000,0.0000,0.2400,0.0000,0.000
C,81.1960,10.7080,81.1920,0.0000,0.0000,0.2400,0.0000,0.000
C,81.2840,10.7960,81.2800,0.0000,0.0000,0.2400,0.0000,0.000
C,81.3800,10.8920,81.3720,0.0000,0.0000,0.2400,0.0000,0.000
C,81.4760,10.9880,81.4640,0.0000,0.0000,0.2400,0.0000,0.000
C,81.5760,11.0880,81.5640,0.0000,0.0000,0.2400,0.0000,0.000
C,81.6760,11.1880,81.6640,0.0000,0.0000,0.2400,0.0000,0.000
C,81.7760,11.2880,81.7640,0.0000,0.0000,0.2400,0.0000,0.000
C,81.8760,11.3880,81.8640,0.0000,0.0000,0.2400,0.0000,0.000
C,81.9800,11.4920,81.9640,0.0000,0.0000,0.2400,0.0000,0.000
C,82.0800,11.5920,82.0640,0.0000,0.0000,0.2400,0.0000,0.000
C,82.1800,11.6920,82.1640,0.0000,0.0000,0.2400,0.0000,0.000
C,82.2800,11.7920,82.2640,0.0000,0.0000,0.2400,0.0000,0.000
C,82.3800,11.8920,82.3640,0.0000,0.0000,0.2400,0.0000,0.000
C,82.4800,11.9920,82.4640,0.0000,0.0000,0.2400,0.0000,0.000
C,82.5840,12.0960,82.5640,0.0000,0.0000,0.2400,0.0000,0.000
C,82.6840,12.1960,82.6840,0.0000,0.0000,0.2400,0.0000,0.000
C,82.7840,12.2960,82.7840,0.0000,0.0000,0.2400,0.0000,0.000
C,82.8880,12.4000,82.8840,0.0000,0.0000,0.2400,0.0000,0.000
C,82.9880,12.5000,82.9840,0.0000,0.0000,0.2400,0.0000,0.000
C,83.0880,12.6000,83.0840,0.0000,0.0000,0.2400,0.0000,0.000
C,83.1920,12.7040,83.1840,0.0000,0.0000,0.2400,0.0000,0.000
C,83.2840,12.7960,83.2840,0.0000,0.0000,0.2400,0.0000,0.000
C,83.3760,12.8880,83.3640,0.0000,0.0000,0.2400,0.0000,0.000
C,83.4800,12.9920,83.4600,0.0000,0.0000,0.2400,0.0000,0.000
C,83.5800,13.0920,83.5800,0.0000,0.0000,0.2400,0.0000,0.000
C,83.6800,13.1920,83.6800,0.0000,0.0000,0.2400,0.0000,0.000
C,83.7800,13.2920,83.7800,0.0000,0.0000,0.2400,0.0000,0.000
C,83.8840,13.3960,83.8800,0.0000,0.0000,0.2400,0.0000,0.000
C,83.9840,13.4960,83.9800,0.0000,0.0000,0.2400,0.0000,0.000
C,84.0840,13.5960,84.0800,0.0000,0.0000,0.2400,0.0000,0.000
C,84.1840,13.6960,84.1800,0.0000,0.0000,0.2400,0.0000,0.000
C,84.2840,13.7960,84.2800,0.0000,0.0000,0.2400,0.0000,0.000
C,84.3880,13.9000,84.3800,0.0000,0.0000,0.2400,0.0000,0.000
C,84.4880,14.0000,84.4800,0.0000,0.0000,0.2400,0.0000,0.000
C,84.5880,14.1000,84.5800,0.0000,0.0000,0.2400,0.0000,0.000
C,84.6920,14.2040,84.6800,0.0000,0.0000,0.2400,0.0000,0.000
C,84.7920,14.3040,84.7800,0.0000,0.0000,0.2400,0.0000,0.000
C,84.8920,14.4040,84.8760,0.0000,0.0000,0.2400,0.0000,0.000
C,84.9920,14.5040,84.9760,0.0000,0.0000,0.2400,0.0000,0.000
C,85.0920,14.6040,85.0760,0.0000,0.0000,0.2400,0.0000,0.000
C,85.1920,14.7040,85.1760,0.0000,0.0000,0.2400,0.0000,0.000
C,85.2880,14.8000,85.2800,0.0000,0.0000,0.2400,0.0000,0.000
C,85.3760,14.8880,85.3640,0.0000,0.0000,0.2400,0.0000,0.000
