# scripts/wind_driver.py -- APPLIED wind wrench log (world-side disturbance; gt side of the honesty boundary, scoring/audit only)
# world=apriltag entity=x500_mono_cam_0::base_link topic=/world/apriltag/wrench/persistent
# label=gate0 mean_mps=5.0 dir_from_deg=270.0 height_m=6.0 sigma_mps=0.0 tau_s=8.629200809773325 seed=7 rate_hz=20.0
# conditions_provenance=Gate-0 physics probe: synthetic steady wind, NOT a field reading (docs/wind_gate0_prereg.md)
# drag: mass_kg=2.114307692307692 mcoef_per_s=0.15 bcoef=100.0 rho=1.225
# drag_provenance=PX4 defaults + SDF mass, SITL ONLY: EKF2_MCOEF=0.15 1/s and EKF2_BCOEF_X/Y=100 kg/m^2 from src/modules/ekf2/params_drag.yaml; mass 2.114308 kg = x500_base/model.sdf (2.0 + 4*0.016076923) + mono_cam/model.sdf (0.050); rho 1.225 ISA. NOT measured on the real airframe -- do not quote a field number off these.
# columns applied_f_* are what was PUT ON THE WIRE; `published` is whether gz-transport accepted it (ADR-0090 pattern: log what was applied, not what was intended)
t_sim,grid_index,wind_n,wind_e,wind_d,steady_n,steady_e,gust_u,gust_v,v_veh_n,v_veh_e,v_rel_n,v_rel_e,v_rel_mps,a_drag_m_s2,applied_f_n,applied_f_e,applied_f_d,applied_f_world_x,applied_f_world_y,applied_f_world_z,published,publish_error
40.9760,819,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
41.0240,820,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
41.0760,821,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
41.1240,822,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
41.1760,823,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
41.2240,824,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
41.2760,825,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
41.3240,826,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
41.3760,827,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
41.4240,828,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
41.4760,829,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
41.5240,830,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
41.5760,831,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
41.6240,832,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
41.6760,833,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
41.7240,834,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
41.7760,835,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
41.8240,836,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
41.8760,837,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
41.9240,838,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
41.9760,839,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
42.0240,840,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
42.0760,841,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
42.1240,842,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
42.1760,843,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
42.2240,844,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
42.2760,845,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
42.3240,846,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
42.3760,847,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
42.4240,848,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
42.4760,849,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
42.5240,850,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
42.5760,851,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
42.6240,852,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
42.6760,853,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
42.7240,854,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
42.7760,855,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
42.8240,856,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
42.8760,857,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
42.9240,858,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
42.9760,859,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
43.0240,860,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
43.0760,861,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
43.1240,862,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
43.1760,863,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
43.2240,864,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
43.2760,865,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
43.3240,866,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
43.3760,867,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
43.4240,868,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
43.4760,869,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
43.5240,870,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
43.5760,871,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
43.6240,872,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
43.6760,873,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
43.7240,874,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
43.7760,875,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
43.8240,876,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
43.8760,877,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
43.9240,878,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
43.9760,879,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
44.0240,880,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
44.0760,881,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
44.1240,882,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
44.1760,883,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
44.2240,884,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
44.2760,885,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
44.3240,886,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
44.3760,887,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
44.4240,888,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
44.4760,889,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
44.5240,890,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
44.5760,891,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
44.6240,892,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
44.6760,893,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
44.7240,894,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
44.7760,895,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
44.8240,896,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
44.8760,897,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
44.9240,898,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
44.9760,899,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
45.0240,900,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
45.0760,901,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
45.1240,902,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
45.1760,903,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
45.2240,904,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
45.2760,905,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
45.3240,906,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
45.3760,907,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
45.4240,908,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
45.4760,909,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
45.5240,910,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
45.5760,911,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
45.6240,912,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
45.6760,913,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
45.7240,914,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
45.7760,915,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
45.8240,916,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
45.8760,917,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
45.9240,918,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
45.9760,919,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
46.0240,920,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
46.0760,921,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
46.1240,922,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
46.1760,923,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
46.2240,924,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
46.2760,925,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
46.3240,926,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
46.3760,927,0.00000,5.00000,0.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.00000,5.00000,0.90312,0.00000,1.90948,0.00000,1.90948,0.00000,-0.00000,1,
