run_idx,law,target_vx,target_vy,target_start_y,cue_seed,miss_m,clean,handoff,handoff_range_m,handoff_t_s,first_det_range_m,coverage,breakoff_reason,flight_csv_path,config,direction,target_start_x,py_exit_code,sim_log_path,run_log_path,path,geometry,path_seed
0,pronav,0.000,12.000,-30.684,730045,1.8340,1,1,2.451,24.920,12.29,,no_coverage_line_in_run_log,/home/emerson/interceptor-sim/logs/m4_intercept_pronav_20260711T075700Z.csv,pronav_12.000,l2r,6.500,0,/home/emerson/interceptor-sim/logs/mc_batch_sim_0_20260711T075642Z.log,/home/emerson/interceptor-sim/logs/mc_batch_run_0_20260711T075642Z.log,weave,standard,75495
1,pronav,0.000,-12.000,30.088,485001,0.7090,1,1,8.886,27.951,15.92,,no_coverage_line_in_run_log,/home/emerson/interceptor-sim/logs/m4_intercept_pronav_20260711T075809Z.csv,pronav_12.000,r2l,6.500,0,/home/emerson/interceptor-sim/logs/mc_batch_sim_1_20260711T075751Z.log,/home/emerson/interceptor-sim/logs/mc_batch_run_1_20260711T075751Z.log,weave,standard,463425
2,pronav,0.000,12.000,-29.690,732366,2.1890,0,0,,,14.07,,python_exit_1,/home/emerson/interceptor-sim/logs/m4_intercept_pronav_20260711T075945Z.csv,pronav_12.000,l2r,6.500,1,/home/emerson/interceptor-sim/logs/mc_batch_sim_2_20260711T075928Z.log,/home/emerson/interceptor-sim/logs/mc_batch_run_2_20260711T075928Z.log,weave,standard,843053
3,pronav,0.000,-12.000,30.179,475204,2.0600,1,1,7.656,28.494,23.09,,no_coverage_line_in_run_log,/home/emerson/interceptor-sim/logs/m4_intercept_pronav_20260711T080127Z.csv,pronav_12.000,r2l,6.500,0,/home/emerson/interceptor-sim/logs/mc_batch_sim_3_20260711T080110Z.log,/home/emerson/interceptor-sim/logs/mc_batch_run_3_20260711T080110Z.log,weave,standard,204029
4,pronav,0.000,12.000,-29.004,638571,2.1510,0,0,,,12.44,,python_exit_1,/home/emerson/interceptor-sim/logs/m4_intercept_pronav_20260711T080236Z.csv,pronav_12.000,l2r,6.500,1,/home/emerson/interceptor-sim/logs/mc_batch_sim_4_20260711T080219Z.log,/home/emerson/interceptor-sim/logs/mc_batch_run_4_20260711T080219Z.log,weave,standard,568751
5,pronav,0.000,-12.000,27.857,453393,1.6790,1,1,3.231,29.273,20.23,,no_coverage_line_in_run_log,/home/emerson/interceptor-sim/logs/m4_intercept_pronav_20260711T080515Z.csv,pronav_12.000,r2l,6.500,0,/home/emerson/interceptor-sim/logs/mc_batch_sim_5_20260711T080457Z.log,/home/emerson/interceptor-sim/logs/mc_batch_run_5_20260711T080457Z.log,weave,standard,545121
6,pronav,0.000,12.000,-29.070,654847,1.9750,0,0,,,13.18,,python_exit_1,/home/emerson/interceptor-sim/logs/m4_intercept_pronav_20260711T080627Z.csv,pronav_12.000,l2r,6.500,1,/home/emerson/interceptor-sim/logs/mc_batch_sim_6_20260711T080610Z.log,/home/emerson/interceptor-sim/logs/mc_batch_run_6_20260711T080610Z.log,weave,standard,91064
7,pronav,0.000,-12.000,30.357,573555,2.0090,0,0,,,24.88,,python_exit_1,/home/emerson/interceptor-sim/logs/m4_intercept_pronav_20260711T080905Z.csv,pronav_12.000,r2l,6.500,1,/home/emerson/interceptor-sim/logs/mc_batch_sim_7_20260711T080847Z.log,/home/emerson/interceptor-sim/logs/mc_batch_run_7_20260711T080847Z.log,weave,standard,986479
