t,t_sim,phase,law,detected,meas_x,meas_y,meas_z,meas_range,meas_conf,bearing_rad,psi_deg,lambda_deg,lambda_dot_deg_s,r_hat_m,rdot_hat_m_s,vc_m_s,a_cmd_m_s2,v_perp_m_s,cmd_vn,cmd_ve,cmd_vd,cmd_yaw_deg,alt_m,gt_cam_x,gt_cam_y,gt_cam_z,gt_tag_x,gt_tag_y,gt_tag_z,gt_range,ext_x,ext_y,ext_z,ext_fresh,tgt_n_hat,tgt_e_hat,tgt_vn_hat,tgt_ve_hat,ext_age_s,cue_stale,coast_phase,ekf_dn_hat,ekf_de_hat,ekf_dvn_hat,ekf_dve_hat,ekf_p_diag0,ekf_p_diag1,ekf_p_diag2,ekf_p_diag3,meas_source
3.821,10.932,TAKEOFF,pronav,0,,,,,,,96.499,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,-28.7060,0.5000,29.4370,,,,,,,,,,,,,,,,,,,,
4.031,11.056,TAKEOFF,pronav,0,,,,,,,96.510,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,-28.7060,0.5000,29.4370,,,,,,,,,,,,,,,,,,,,
4.237,11.156,TAKEOFF,pronav,0,,,,,,,96.520,,,,,,,0.0000,,,,,-0.0020,0.1200,0.0300,0.2290,6.5000,-28.7060,0.5000,29.4370,,,,,,,,,,,,,,,,,,,,
4.442,11.288,TAKEOFF,pronav,0,,,,,,,96.525,,,,,,,0.0000,,,,,-0.0030,0.1200,0.0300,0.2290,6.5000,-28.7060,0.5000,29.4370,,,,,,,,,,,,,,,,,,,,
4.642,11.416,TAKEOFF,pronav,0,,,,,,,96.523,,,,,,,0.0000,,,,,-0.0040,0.1200,0.0300,0.2290,6.5000,-28.7060,0.5000,29.4370,,,,,,,,,,,,,,,,,,,,
4.843,11.540,TAKEOFF,pronav,0,,,,,,,96.520,,,,,,,0.0000,,,,,-0.0030,0.1200,0.0300,0.2290,6.5000,-28.7060,0.5000,29.4370,,,,,,,,,,,,,,,,,,,,
5.045,11.652,TAKEOFF,pronav,0,,,,,,,96.517,,,,,,,0.0000,,,,,-0.0030,0.1200,0.0300,0.2290,6.5000,-28.7060,0.5000,29.4370,,,,,,,,,,,,,,,,,,,,
5.246,11.752,TAKEOFF,pronav,0,,,,,,,96.514,,,,,,,0.0000,,,,,-0.0030,0.1200,0.0300,0.2290,6.5000,-28.7060,0.5000,29.4370,,,,,,,,,,,,,,,,,,,,
5.451,11.884,TAKEOFF,pronav,0,,,,,,,96.509,,,,,,,0.0000,,,,,-0.0030,0.1200,0.0300,0.2290,6.5000,-28.7060,0.5000,29.4370,,,,,,,,,,,,,,,,,,,,
5.651,12.012,TAKEOFF,pronav,0,,,,,,,96.504,,,,,,,0.0000,,,,,-0.0040,0.1200,0.0300,0.2290,6.5000,-28.7060,0.5000,29.4370,,,,,,,,,,,,,,,,,,,,
