background,attitude_axis,frame,gt_range,gcx,gcy,gbearing_deg,n_boxes,any_hit,top1_hit,target_hit_rank,top1_is_phantom
sky,off,sky_level_000287_r020.0_pos,20.0,483.9,323.8,-16.1,4,1,1,1,0
sky,off,sky_level_000288_r020.0_pos,20.0,483.6,323.7,-16.2,4,1,1,1,0
sky,off,sky_level_000289_r020.0_pos,20.0,483.4,324.1,-16.2,13,1,1,3,0
sky,off,sky_level_000290_r020.0_pos,20.0,483.3,324.6,-16.2,19,1,1,5,0
sky,off,sky_level_000291_r020.0_pos,20.0,483.4,325.3,-16.2,12,1,1,1,0
sky,off,sky_level_000292_r020.0_pos,20.0,483.6,326.2,-16.2,8,1,1,7,0
sky,off,sky_level_000293_r020.0_pos,20.0,483.9,327.2,-16.1,4,0,0,,1
sky,off,sky_level_000294_r020.0_pos,20.0,484.3,327.9,-16.1,2,1,1,1,0
sky,off,sky_level_000295_r020.0_pos,20.0,484.6,328.3,-16.1,3,1,1,1,0
sky,off,sky_level_000296_r020.0_pos,20.0,484.8,328.6,-16.0,3,1,1,1,0
sky,off,sky_level_000297_r020.0_pos,20.0,484.9,328.7,-16.0,9,1,1,1,0
sky,off,sky_level_000298_r020.0_pos,20.0,484.8,328.4,-16.0,14,1,1,3,0
sky,off,sky_level_000299_r020.0_pos,20.0,484.6,328.1,-16.1,8,0,0,,1
sky,off,sky_level_000300_r020.0_pos,20.0,484.3,327.8,-16.1,3,0,0,,1
sky,off,sky_level_000301_r020.0_pos,20.0,484.0,327.7,-16.1,2,1,1,1,0
sky,off,sky_level_000302_r020.0_pos,20.0,483.7,327.9,-16.1,3,1,1,1,0
sky,off,sky_level_000303_r020.0_pos,20.0,483.5,328.5,-16.2,3,1,1,1,0
horizon,off,horizon_level_000001_r020.0_pos,20.0,485.7,703.5,-15.9,14,1,1,6,0
horizon,off,horizon_level_000002_r020.0_pos,20.0,486.0,704.2,-15.9,2,1,1,1,0
horizon,off,horizon_level_000003_r020.0_pos,20.0,486.1,704.8,-15.9,2,1,1,1,0
horizon,off,horizon_level_000004_r020.0_pos,20.0,486.0,705.3,-15.9,2,1,1,1,0
horizon,off,horizon_level_000005_r020.0_pos,20.0,485.7,705.4,-15.9,11,1,1,6,0
horizon,off,horizon_level_000006_r020.0_pos,20.0,485.4,705.3,-16.0,8,1,1,2,0
horizon,off,horizon_level_000007_r020.0_pos,20.0,485.3,705.3,-16.0,7,1,1,1,0
horizon,off,horizon_level_000008_r020.0_pos,20.0,485.3,705.0,-16.0,9,1,0,5,1
horizon,off,horizon_level_000009_r020.0_pos,20.0,485.4,705.0,-16.0,2,1,1,1,0
horizon,off,horizon_level_000010_r020.0_pos,20.0,485.5,704.7,-16.0,6,1,1,2,0
horizon,off,horizon_level_000011_r020.0_pos,20.0,485.7,704.5,-16.0,8,1,1,1,0
horizon,off,horizon_level_000012_r020.1_pos,20.1,485.9,704.0,-15.9,10,1,1,2,0
horizon,on,horizon_level_000013_r006.0_pos,6.0,640.3,479.0,+0.0,24,1,1,1,0
horizon,on,horizon_level_000014_r006.0_pos,6.0,640.4,478.3,+0.0,13,1,1,1,0
horizon,on,horizon_level_000015_r006.0_pos,6.0,640.5,477.4,+0.1,10,1,1,1,0
horizon,on,horizon_level_000016_r006.0_pos,6.0,640.6,476.9,+0.1,10,1,1,1,0
horizon,on,horizon_level_000017_r006.0_pos,6.0,640.7,476.7,+0.1,10,1,1,1,0
horizon,on,horizon_level_000018_r006.0_pos,6.0,640.9,476.8,+0.1,30,1,1,1,0
horizon,on,horizon_level_000019_r006.0_pos,6.0,641.1,477.1,+0.1,24,1,1,1,0
horizon,on,horizon_level_000020_r006.0_pos,6.0,641.4,477.7,+0.1,17,1,1,1,0
horizon,on,horizon_level_000021_r006.0_pos,6.0,641.7,478.3,+0.2,13,1,1,1,0
horizon,on,horizon_level_000022_r006.0_pos,6.0,642.1,478.5,+0.2,10,1,1,1,0
horizon,on,horizon_level_000023_r006.0_pos,6.0,642.4,478.8,+0.3,10,1,1,1,0
horizon,on,horizon_level_000024_r006.0_pos,6.0,642.7,479.1,+0.3,10,1,1,1,0
horizon,on,horizon_level_000025_r006.0_pos,6.0,643.0,479.2,+0.3,16,1,1,1,0
horizon,on,horizon_level_000026_r006.0_pos,6.0,643.2,479.3,+0.3,20,1,1,1,0
horizon,on,horizon_level_000027_r006.0_pos,6.0,643.3,479.3,+0.4,23,1,1,1,0
horizon,on,horizon_level_000028_r006.0_pos,6.0,643.5,479.3,+0.4,17,1,1,1,0
horizon,on,horizon_level_000029_r006.0_pos,6.0,643.7,479.2,+0.4,10,1,1,1,0
horizon,on,horizon_level_000030_r006.0_pos,6.0,643.9,478.9,+0.4,10,1,1,1,0
horizon,on,horizon_level_000031_r006.0_pos,6.0,644.2,478.4,+0.4,10,1,1,1,0
horizon,on,horizon_level_000032_r006.0_pos,6.0,644.5,478.1,+0.5,19,1,1,1,0
horizon,on,horizon_level_000033_r006.0_pos,6.0,644.8,478.1,+0.5,18,1,1,1,0
horizon,on,horizon_level_000034_r006.0_pos,6.0,645.2,478.5,+0.6,13,1,1,1,0
horizon,off,horizon_level_000035_r006.0_pos,6.0,485.3,480.2,-16.0,13,1,1,1,0
horizon,off,horizon_level_000036_r006.0_pos,6.0,485.7,480.9,-15.9,19,1,1,1,0
horizon,off,horizon_level_000037_r006.0_pos,6.0,486.0,481.4,-15.9,15,1,1,1,0
horizon,off,horizon_level_000038_r006.0_pos,6.0,486.3,481.7,-15.9,10,1,1,1,0
horizon,off,horizon_level_000039_r006.0_pos,6.0,486.4,481.9,-15.9,24,1,1,1,0
horizon,off,horizon_level_000040_r006.0_pos,6.0,486.3,481.8,-15.9,15,1,1,1,0
horizon,off,horizon_level_000041_r006.0_pos,6.0,486.2,481.5,-15.9,15,1,1,1,0
horizon,off,horizon_level_000042_r006.0_pos,6.0,486.0,481.3,-15.9,11,1,1,1,0
horizon,off,horizon_level_000043_r006.0_pos,6.0,485.8,481.2,-15.9,11,1,1,1,0
horizon,off,horizon_level_000044_r006.0_pos,6.0,485.6,481.1,-16.0,11,1,1,1,0
horizon,off,horizon_level_000045_r006.0_pos,6.0,485.3,481.3,-16.0,21,1,1,1,0
horizon,off,horizon_level_000046_r006.0_pos,6.0,485.0,481.9,-16.0,18,1,1,1,0
horizon,off,horizon_level_000047_r006.0_pos,6.0,484.6,482.5,-16.1,16,1,1,1,0
horizon,off,horizon_level_000048_r006.0_pos,6.0,484.1,482.9,-16.1,22,1,1,1,0
horizon,off,horizon_level_000049_r006.0_pos,6.0,483.5,483.3,-16.2,12,1,1,1,0
horizon,off,horizon_level_000050_r006.0_pos,6.0,482.7,483.4,-16.2,10,1,1,1,0
horizon,off,horizon_level_000051_r006.0_pos,6.0,482.0,483.4,-16.3,10,1,1,1,0
horizon,off,horizon_level_000052_r006.0_pos,6.0,481.3,483.0,-16.4,10,1,1,1,0
horizon,off,horizon_level_000053_r006.0_pos,6.0,480.8,482.8,-16.4,19,1,1,1,0
horizon,off,horizon_level_000054_r006.0_pos,6.0,480.4,482.2,-16.5,22,1,1,1,0
horizon,off,horizon_level_000055_r006.0_pos,6.0,480.1,481.9,-16.5,15,1,1,1,0
horizon,off,horizon_level_000056_r006.0_pos,6.0,479.8,481.9,-16.5,12,1,1,1,0
horizon,off,horizon_level_000057_r006.0_pos,6.0,479.6,482.0,-16.5,19,1,1,1,0
horizon,off,horizon_level_000058_r006.0_pos,6.0,479.3,482.1,-16.6,11,1,1,1,0
horizon,off,horizon_level_000059_r006.0_pos,6.0,479.2,482.4,-16.6,20,1,1,1,0
horizon,on,horizon_level_000060_r008.0_pos,8.0,639.9,480.3,-0.0,16,1,1,1,0
horizon,on,horizon_level_000061_r008.0_pos,8.0,639.9,480.6,-0.0,14,1,1,1,0
horizon,on,horizon_level_000062_r008.0_pos,8.0,640.1,481.1,+0.0,17,1,1,2,0
horizon,on,horizon_level_000063_r008.0_pos,8.0,640.3,481.3,+0.0,12,1,1,1,0
horizon,on,horizon_level_000064_r008.0_pos,8.0,640.6,481.3,+0.1,8,1,1,1,0
horizon,on,horizon_level_000065_r008.0_pos,8.0,640.9,481.2,+0.1,7,1,1,1,0
horizon,on,horizon_level_000066_r008.0_pos,8.0,641.2,481.0,+0.1,17,1,1,1,0
horizon,on,horizon_level_000067_r008.0_pos,8.0,641.5,480.8,+0.2,14,1,1,1,0
horizon,on,horizon_level_000068_r008.0_pos,8.0,641.6,480.5,+0.2,12,1,1,1,0
horizon,on,horizon_level_000069_r008.0_pos,8.0,641.7,480.0,+0.2,12,1,1,1,0
horizon,on,horizon_level_000070_r008.0_pos,8.0,641.7,479.5,+0.2,10,1,1,1,0
horizon,on,horizon_level_000071_r008.0_pos,8.0,641.6,479.4,+0.2,20,1,1,1,0
horizon,on,horizon_level_000072_r008.0_pos,8.0,641.6,479.1,+0.2,16,1,1,1,0
horizon,on,horizon_level_000073_r008.0_pos,8.0,641.7,479.1,+0.2,17,1,1,1,0
horizon,on,horizon_level_000074_r008.0_pos,8.0,641.8,479.4,+0.2,22,1,1,1,0
horizon,on,horizon_level_000075_r008.0_pos,8.0,642.1,480.0,+0.2,15,1,1,1,0
horizon,on,horizon_level_000076_r008.0_pos,8.0,642.4,480.7,+0.3,10,1,1,1,0
horizon,on,horizon_level_000077_r008.0_pos,8.0,642.8,481.4,+0.3,8,1,1,1,0
horizon,on,horizon_level_000078_r008.0_pos,8.0,643.2,481.9,+0.3,9,1,1,1,0
horizon,on,horizon_level_000079_r008.0_pos,8.0,643.4,482.1,+0.4,9,1,1,1,0
horizon,on,horizon_level_000080_r008.0_pos,8.0,643.5,482.4,+0.4,28,1,1,1,0
horizon,on,horizon_level_000081_r008.0_pos,8.0,643.5,482.6,+0.4,22,1,1,1,0
horizon,on,horizon_level_000082_r008.0_pos,8.0,643.4,482.8,+0.4,12,1,1,1,0
horizon,on,horizon_level_000083_r008.0_pos,8.0,643.1,482.7,+0.3,17,1,1,1,0
horizon,off,horizon_level_000084_r008.0_pos,8.0,484.9,479.5,-16.0,10,1,1,1,0
horizon,off,horizon_level_000085_r008.0_pos,8.0,484.6,478.9,-16.1,10,1,1,1,0
horizon,off,horizon_level_000086_r008.0_pos,8.0,484.4,478.2,-16.1,13,1,1,1,0
horizon,off,horizon_level_000087_r008.0_pos,8.0,484.1,477.5,-16.1,17,1,1,1,0
horizon,off,horizon_level_000088_r008.0_pos,8.0,483.9,477.0,-16.1,15,1,1,1,0
horizon,off,horizon_level_000089_r008.0_pos,8.0,483.6,477.0,-16.2,24,1,1,1,0
horizon,off,horizon_level_000090_r008.0_pos,8.0,483.2,477.0,-16.2,10,1,1,1,0
horizon,off,horizon_level_000091_r008.0_pos,8.0,482.9,477.0,-16.2,10,1,1,1,0
horizon,off,horizon_level_000092_r008.0_pos,8.0,482.6,477.2,-16.3,18,1,1,1,0
horizon,off,horizon_level_000093_r008.0_pos,8.0,482.4,477.3,-16.3,11,1,1,1,0
horizon,off,horizon_level_000094_r008.0_pos,8.0,482.4,477.6,-16.3,18,1,1,1,0
horizon,off,horizon_level_000095_r008.0_pos,8.0,482.4,477.9,-16.3,16,1,1,1,0
horizon,off,horizon_level_000096_r008.0_pos,8.0,482.5,478.1,-16.3,12,1,1,1,0
horizon,off,horizon_level_000097_r008.0_pos,8.0,482.7,478.2,-16.2,16,1,1,1,0
horizon,off,horizon_level_000098_r008.0_pos,8.0,482.8,478.2,-16.2,16,1,1,1,0
horizon,off,horizon_level_000099_r008.0_pos,8.0,482.8,478.3,-16.2,11,1,1,1,0
horizon,off,horizon_level_000100_r008.0_pos,8.0,482.9,478.4,-16.2,16,1,1,1,0
horizon,off,horizon_level_000101_r008.0_pos,8.0,482.8,478.2,-16.2,19,1,1,1,0
horizon,off,horizon_level_000102_r008.0_pos,8.0,482.7,478.0,-16.2,15,1,1,1,0
horizon,off,horizon_level_000103_r008.0_pos,8.0,482.7,477.7,-16.2,13,1,1,1,0
horizon,off,horizon_level_000104_r008.0_pos,8.0,482.6,477.2,-16.2,9,1,1,1,0
horizon,off,horizon_level_000105_r008.0_pos,8.0,482.7,477.1,-16.2,10,1,1,1,0
horizon,off,horizon_level_000106_r008.0_pos,8.0,482.7,477.0,-16.2,20,1,1,1,0
horizon,off,horizon_level_000107_r008.0_pos,8.0,482.7,477.2,-16.2,27,1,1,1,0
horizon,on,horizon_level_000108_r010.0_pos,10.0,640.0,480.2,+0.0,15,1,1,1,0
horizon,on,horizon_level_000109_r010.0_pos,10.0,640.0,480.9,-0.0,12,1,1,1,0
horizon,on,horizon_level_000110_r010.0_pos,10.0,640.0,481.7,-0.0,6,1,1,1,0
horizon,on,horizon_level_000111_r010.0_pos,10.0,640.0,482.5,-0.0,6,1,1,1,0
horizon,on,horizon_level_000112_r010.0_pos,10.0,639.9,483.2,-0.0,6,1,1,1,0
horizon,on,horizon_level_000113_r010.0_pos,10.0,639.9,483.8,-0.0,6,1,1,1,0
horizon,on,horizon_level_000114_r010.0_pos,10.0,639.7,484.1,-0.0,16,1,1,1,0
horizon,on,horizon_level_000115_r010.0_pos,10.0,639.5,484.1,-0.1,22,1,1,2,0
horizon,on,horizon_level_000116_r010.0_pos,10.0,639.3,483.8,-0.1,21,1,1,3,0
horizon,on,horizon_level_000117_r010.0_pos,10.0,639.0,483.1,-0.1,15,1,1,1,0
horizon,on,horizon_level_000118_r010.0_pos,10.0,638.7,482.3,-0.1,6,1,1,1,0
horizon,on,horizon_level_000119_r010.0_pos,10.0,638.3,481.5,-0.2,6,1,1,1,0
horizon,on,horizon_level_000120_r010.0_pos,10.0,637.9,480.9,-0.2,5,1,1,1,0
horizon,on,horizon_level_000121_r010.0_pos,10.0,637.4,480.5,-0.3,11,1,1,1,0
horizon,on,horizon_level_000122_r010.0_pos,10.0,636.9,480.0,-0.3,11,1,1,1,0
horizon,on,horizon_level_000123_r010.0_pos,10.0,636.5,479.5,-0.4,9,1,1,1,0
horizon,on,horizon_level_000124_r010.0_pos,10.0,636.2,479.2,-0.4,18,1,1,3,0
horizon,on,horizon_level_000125_r010.0_pos,10.0,636.2,478.9,-0.4,15,1,1,3,0
horizon,on,horizon_level_000126_r010.0_pos,10.0,636.3,478.5,-0.4,8,1,1,1,0
horizon,on,horizon_level_000127_r010.0_pos,10.0,636.6,478.1,-0.4,7,1,1,1,0
horizon,on,horizon_level_000128_r010.0_pos,10.0,636.9,477.7,-0.3,16,1,1,1,0
horizon,on,horizon_level_000129_r010.0_pos,10.0,637.2,477.4,-0.3,12,1,1,1,0
horizon,on,horizon_level_000130_r010.0_pos,10.0,637.5,477.2,-0.3,8,1,1,1,0
horizon,on,horizon_level_000131_r010.0_pos,10.0,637.8,477.2,-0.2,13,1,1,1,0
horizon,off,horizon_level_000132_r010.0_pos,10.0,485.2,480.0,-16.0,5,0,0,,1
horizon,off,horizon_level_000133_r010.0_pos,10.0,485.4,480.0,-16.0,19,1,1,1,0
horizon,off,horizon_level_000134_r010.0_pos,10.0,485.5,480.4,-16.0,18,1,1,1,0
horizon,off,horizon_level_000135_r010.0_pos,10.0,485.4,481.1,-16.0,16,1,1,1,0
horizon,off,horizon_level_000136_r010.0_pos,10.0,485.3,481.8,-16.0,21,1,1,1,0
horizon,off,horizon_level_000137_r010.0_pos,10.0,485.0,482.4,-16.0,12,1,1,1,0
horizon,off,horizon_level_000138_r010.0_pos,10.0,484.7,483.0,-16.0,9,1,1,1,0
horizon,off,horizon_level_000139_r010.0_pos,10.0,484.4,483.5,-16.1,9,1,1,1,0
horizon,off,horizon_level_000140_r010.0_pos,10.0,484.1,483.9,-16.1,9,1,1,1,0
horizon,off,horizon_level_000141_r010.0_pos,10.0,483.8,484.5,-16.1,9,1,1,1,0
horizon,off,horizon_level_000142_r010.0_pos,10.0,483.5,484.9,-16.2,19,1,1,1,0
horizon,off,horizon_level_000143_r010.0_pos,10.0,483.1,484.7,-16.2,15,1,1,1,0
horizon,off,horizon_level_000144_r010.0_pos,10.0,482.8,484.2,-16.2,10,1,1,1,0
horizon,off,horizon_level_000145_r010.0_pos,10.0,482.7,483.5,-16.2,9,1,1,1,0
horizon,off,horizon_level_000146_r010.0_pos,10.0,482.6,482.5,-16.2,6,1,1,1,0
horizon,off,horizon_level_000147_r010.0_pos,10.0,482.8,481.9,-16.2,6,1,1,1,0
horizon,off,horizon_level_000148_r010.0_pos,10.0,483.0,481.5,-16.2,12,1,1,1,0
horizon,off,horizon_level_000149_r010.0_pos,10.0,483.2,480.9,-16.2,15,1,1,1,0
horizon,off,horizon_level_000150_r010.0_pos,10.0,483.4,480.5,-16.2,19,1,1,2,0
horizon,off,horizon_level_000151_r010.0_pos,10.0,483.5,480.0,-16.2,16,1,1,1,0
horizon,off,horizon_level_000152_r010.0_pos,10.0,483.6,479.7,-16.2,7,1,1,1,0
horizon,off,horizon_level_000153_r010.0_pos,10.0,483.6,479.7,-16.2,6,1,1,1,0
horizon,off,horizon_level_000154_r010.0_pos,10.0,483.6,480.0,-16.2,5,1,1,1,0
horizon,on,horizon_level_000155_r012.0_pos,12.0,640.0,480.0,+0.0,13,1,1,3,0
horizon,on,horizon_level_000156_r012.0_pos,12.0,640.0,480.2,+0.0,11,1,1,1,0
horizon,on,horizon_level_000157_r012.0_pos,12.0,640.0,480.5,-0.0,10,1,1,1,0
horizon,on,horizon_level_000158_r012.0_pos,12.0,639.9,480.9,-0.0,7,1,1,1,0
horizon,on,horizon_level_000159_r012.0_pos,12.0,639.9,481.4,-0.0,14,1,1,4,0
horizon,on,horizon_level_000160_r012.0_pos,12.0,639.9,481.8,-0.0,12,1,1,3,0
horizon,on,horizon_level_000161_r012.0_pos,12.0,639.9,482.0,-0.0,10,1,1,1,0
horizon,on,horizon_level_000162_r012.0_pos,12.0,640.0,481.9,+0.0,14,1,1,1,0
horizon,on,horizon_level_000163_r012.0_pos,12.0,640.2,481.9,+0.0,10,1,1,1,0
horizon,on,horizon_level_000164_r012.0_pos,12.0,640.4,481.8,+0.0,10,1,1,1,0
horizon,on,horizon_level_000165_r012.0_pos,12.0,640.6,481.7,+0.1,7,1,1,1,0
horizon,on,horizon_level_000166_r011.9_pos,11.9,640.8,481.8,+0.1,5,1,1,1,0
horizon,on,horizon_level_000167_r011.9_pos,11.9,640.8,482.2,+0.1,5,1,1,1,0
horizon,on,horizon_level_000168_r011.9_pos,11.9,640.8,482.9,+0.1,15,1,1,3,0
horizon,on,horizon_level_000169_r011.9_pos,11.9,640.7,483.3,+0.1,20,1,1,6,0
horizon,on,horizon_level_000170_r011.9_pos,11.9,640.6,483.6,+0.1,10,1,1,1,0
horizon,on,horizon_level_000171_r011.9_pos,11.9,640.4,483.9,+0.0,8,1,1,1,0
horizon,on,horizon_level_000172_r011.9_pos,11.9,640.2,484.0,+0.0,6,1,1,1,0
horizon,on,horizon_level_000173_r011.9_pos,11.9,640.0,484.1,+0.0,6,1,1,1,0
horizon,on,horizon_level_000174_r011.9_pos,11.9,639.8,484.1,-0.0,6,1,1,1,0
horizon,on,horizon_level_000175_r011.9_pos,11.9,639.7,483.9,-0.0,5,1,1,1,0
horizon,on,horizon_level_000176_r011.9_pos,11.9,639.5,483.8,-0.0,13,1,1,2,0
horizon,off,horizon_level_000177_r012.0_pos,12.0,485.1,479.7,-16.0,18,1,1,1,0
horizon,off,horizon_level_000178_r012.0_pos,12.0,485.0,479.1,-16.0,10,1,1,1,0
horizon,off,horizon_level_000179_r012.0_pos,12.0,485.1,478.6,-16.0,4,1,1,1,0
horizon,off,horizon_level_000180_r012.0_pos,12.0,485.2,478.2,-16.0,5,1,1,1,0
horizon,off,horizon_level_000181_r012.0_pos,12.0,485.4,477.9,-16.0,5,1,1,1,0
horizon,off,horizon_level_000182_r012.0_pos,12.0,485.7,477.7,-15.9,15,1,1,1,0
horizon,off,horizon_level_000183_r012.0_pos,12.0,486.1,477.5,-15.9,13,1,1,1,0
horizon,off,horizon_level_000184_r012.0_pos,12.0,486.4,477.2,-15.9,12,1,1,1,0
horizon,off,horizon_level_000185_r012.0_pos,12.0,486.6,477.0,-15.9,9,1,1,1,0
horizon,off,horizon_level_000186_r012.0_pos,12.0,486.8,477.0,-15.8,13,1,1,1,0
horizon,off,horizon_level_000187_r012.0_pos,12.0,486.8,476.9,-15.8,10,1,1,1,0
horizon,off,horizon_level_000188_r012.0_pos,12.0,486.8,476.9,-15.8,6,1,1,1,0
horizon,off,horizon_level_000189_r012.0_pos,12.0,486.8,476.7,-15.8,6,1,1,1,0
horizon,off,horizon_level_000190_r012.0_pos,12.0,486.7,476.5,-15.9,11,1,1,1,0
horizon,off,horizon_level_000191_r012.0_pos,12.0,486.6,476.4,-15.9,12,1,1,1,0
horizon,off,horizon_level_000192_r012.0_pos,12.0,486.5,476.7,-15.9,8,1,1,1,0
horizon,off,horizon_level_000193_r012.0_pos,12.0,486.5,477.3,-15.9,6,1,1,1,0
horizon,off,horizon_level_000194_r012.0_pos,12.0,486.5,478.3,-15.9,16,1,1,1,0
horizon,off,horizon_level_000195_r012.0_pos,12.0,486.5,479.2,-15.9,13,1,1,1,0
horizon,off,horizon_level_000196_r012.0_pos,12.0,486.5,479.9,-15.9,18,1,1,1,0
horizon,off,horizon_level_000197_r012.0_pos,12.0,486.4,480.1,-15.9,13,1,1,1,0
horizon,off,horizon_level_000198_r012.0_pos,12.0,486.3,479.9,-15.9,8,1,1,1,0
horizon,on,horizon_level_000199_r016.0_pos,16.0,640.0,479.9,-0.0,6,1,1,1,0
horizon,on,horizon_level_000200_r016.0_pos,16.0,640.0,479.6,-0.0,4,1,1,1,0
horizon,on,horizon_level_000201_r016.0_pos,16.0,639.9,479.3,-0.0,4,1,1,1,0
horizon,on,horizon_level_000202_r016.0_pos,16.0,639.8,479.0,-0.0,4,1,1,1,0
horizon,on,horizon_level_000203_r016.0_pos,16.0,639.7,478.8,-0.0,23,1,1,5,0
horizon,on,horizon_level_000204_r016.0_pos,16.0,639.6,478.5,-0.0,17,1,1,6,0
horizon,on,horizon_level_000205_r016.0_pos,16.0,639.5,478.2,-0.1,13,1,0,2,1
horizon,on,horizon_level_000206_r016.0_pos,16.0,639.5,478.0,-0.1,9,1,1,1,0
horizon,on,horizon_level_000207_r016.0_pos,16.0,639.4,477.8,-0.1,4,1,1,1,0
horizon,on,horizon_level_000208_r016.0_pos,16.0,639.3,477.7,-0.1,4,1,1,1,0
horizon,on,horizon_level_000209_r016.0_pos,16.0,639.2,477.9,-0.1,4,1,1,1,0
horizon,on,horizon_level_000210_r016.0_pos,16.0,639.1,478.3,-0.1,11,1,1,1,0
horizon,on,horizon_level_000211_r016.0_pos,16.0,639.0,478.7,-0.1,10,1,1,2,0
horizon,on,horizon_level_000212_r016.0_pos,16.0,638.9,479.1,-0.1,17,1,1,5,0
horizon,on,horizon_level_000213_r016.0_pos,16.0,638.9,479.5,-0.1,14,1,1,4,0
horizon,on,horizon_level_000214_r016.0_pos,16.0,639.1,479.8,-0.1,4,1,1,1,0
horizon,on,horizon_level_000215_r016.0_pos,16.0,639.3,480.0,-0.1,4,1,1,1,0
horizon,on,horizon_level_000216_r016.0_pos,16.0,639.6,480.0,-0.0,6,1,1,1,0
horizon,on,horizon_level_000217_r016.0_pos,16.0,639.8,479.9,-0.0,12,1,1,1,0
horizon,on,horizon_level_000218_r016.0_pos,16.0,640.1,479.8,+0.0,10,1,1,1,0
horizon,on,horizon_level_000219_r016.0_pos,16.0,640.2,479.3,+0.0,9,1,0,2,1
horizon,on,horizon_level_000220_r016.0_pos,16.0,640.3,478.9,+0.0,12,1,0,3,1
horizon,on,horizon_level_000221_r016.0_pos,16.0,640.2,478.4,+0.0,14,1,1,3,0
horizon,on,horizon_level_000222_r016.0_pos,16.0,640.1,478.1,+0.0,9,1,1,1,0
horizon,off,horizon_level_000223_r016.0_pos,16.0,485.1,479.9,-16.0,8,1,1,1,0
horizon,off,horizon_level_000224_r016.0_pos,16.0,485.0,479.8,-16.0,10,1,1,1,0
horizon,off,horizon_level_000225_r016.0_pos,16.0,485.0,479.9,-16.0,7,1,1,1,0
horizon,off,horizon_level_000226_r016.0_pos,16.0,485.2,480.4,-16.0,3,1,1,1,0
horizon,off,horizon_level_000227_r016.0_pos,16.0,485.3,481.2,-16.0,4,1,1,1,0
horizon,off,horizon_level_000228_r016.0_pos,16.0,485.5,482.0,-16.0,4,1,1,1,0
horizon,off,horizon_level_000229_r016.0_pos,16.0,485.7,482.9,-16.0,4,1,1,1,0
horizon,off,horizon_level_000230_r016.0_pos,16.0,485.7,483.6,-15.9,21,1,1,4,0
horizon,off,horizon_level_000231_r016.0_pos,16.0,485.6,483.9,-16.0,15,1,1,1,0
horizon,off,horizon_level_000232_r016.0_pos,16.0,485.3,483.7,-16.0,8,1,1,1,0
horizon,off,horizon_level_000233_r016.0_pos,16.0,485.0,483.4,-16.0,5,1,1,1,0
horizon,off,horizon_level_000234_r016.0_pos,16.0,484.6,482.9,-16.1,4,1,1,1,0
horizon,off,horizon_level_000235_r016.0_pos,16.0,484.3,482.2,-16.1,4,1,1,1,0
horizon,off,horizon_level_000236_r016.0_pos,16.0,484.0,481.5,-16.1,4,1,1,1,0
horizon,off,horizon_level_000237_r016.0_pos,16.0,484.0,480.7,-16.1,10,1,1,1,0
horizon,off,horizon_level_000238_r016.0_pos,16.0,484.0,479.9,-16.1,17,1,1,1,0
horizon,off,horizon_level_000239_r016.0_pos,16.0,484.2,479.0,-16.1,16,1,1,3,0
horizon,off,horizon_level_000240_r016.0_pos,16.0,484.5,478.2,-16.1,8,1,1,1,0
horizon,off,horizon_level_000241_r016.0_pos,16.0,484.8,478.0,-16.0,3,1,1,1,0
horizon,off,horizon_level_000242_r016.0_pos,16.0,485.0,478.5,-16.0,4,1,1,1,0
horizon,off,horizon_level_000243_r016.0_pos,16.0,485.0,479.6,-16.0,4,1,1,1,0
horizon,off,horizon_level_000244_r016.0_pos,16.0,484.8,480.5,-16.0,11,1,1,3,0
horizon,off,horizon_level_000245_r016.0_pos,16.0,484.3,481.2,-16.1,10,1,1,1,0
horizon,off,horizon_level_000246_r016.0_pos,16.0,483.9,481.7,-16.1,7,1,1,1,0
horizon,off,horizon_level_000247_r016.0_pos,16.0,483.6,482.0,-16.2,23,1,0,9,1
horizon,on,horizon_level_000248_r020.0_pos,20.0,639.8,480.2,-0.0,12,1,1,4,0
horizon,on,horizon_level_000249_r020.0_pos,20.0,639.8,480.1,-0.0,9,1,1,1,0
horizon,on,horizon_level_000250_r020.0_pos,20.0,639.7,479.8,-0.0,10,1,1,1,0
horizon,on,horizon_level_000251_r020.0_pos,20.0,639.7,479.4,-0.0,12,1,1,4,0
horizon,on,horizon_level_000252_r020.0_pos,20.0,639.5,478.9,-0.1,9,1,1,2,0
horizon,on,horizon_level_000253_r020.0_pos,20.0,639.2,478.6,-0.1,9,1,0,3,1
horizon,on,horizon_level_000254_r020.0_pos,20.0,638.8,478.6,-0.1,4,1,1,1,0
horizon,on,horizon_level_000255_r020.0_pos,20.0,638.5,478.4,-0.2,4,1,1,1,0
horizon,on,horizon_level_000256_r020.0_pos,20.0,638.2,478.4,-0.2,9,1,1,1,0
horizon,on,horizon_level_000257_r020.0_pos,20.0,638.0,478.7,-0.2,12,1,1,7,0
horizon,on,horizon_level_000258_r020.0_pos,20.0,637.8,479.1,-0.2,11,1,1,2,0
horizon,on,horizon_level_000259_r020.0_pos,20.0,637.8,479.4,-0.2,9,1,1,2,0
horizon,on,horizon_level_000260_r020.0_pos,20.0,637.8,479.8,-0.2,14,1,1,10,0
horizon,on,horizon_level_000261_r020.0_pos,20.0,637.9,479.8,-0.2,3,1,1,1,0
horizon,on,horizon_level_000262_r020.0_pos,20.0,638.0,479.6,-0.2,2,1,1,1,0
