t,t_sim,phase,law,detected,meas_x,meas_y,meas_z,meas_range,meas_conf,bearing_rad,psi_deg,lambda_deg,lambda_dot_deg_s,r_hat_m,rdot_hat_m_s,vc_m_s,a_cmd_m_s2,v_perp_m_s,cmd_vn,cmd_ve,cmd_vd,cmd_yaw_deg,alt_m,gt_cam_x,gt_cam_y,gt_cam_z,gt_tag_x,gt_tag_y,gt_tag_z,gt_range,ext_x,ext_y,ext_z,ext_fresh,tgt_n_hat,tgt_e_hat,tgt_vn_hat,tgt_ve_hat,ext_age_s,cue_stale,coast_phase,ekf_dn_hat,ekf_de_hat,ekf_dvn_hat,ekf_dve_hat,ekf_p_diag0,ekf_p_diag1,ekf_p_diag2,ekf_p_diag3,meas_source
3.853,10.932,TAKEOFF,pronav,0,,,,,,,96.629,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,29.5710,0.5000,30.2233,,,,,,,,,,,,,,,,,,,,
4.054,11.056,TAKEOFF,pronav,0,,,,,,,96.630,,,,,,,0.0000,,,,,-0.0020,0.1200,0.0300,0.2290,6.5000,29.5710,0.5000,30.2233,,,,,,,,,,,,,,,,,,,,
4.255,11.188,TAKEOFF,pronav,0,,,,,,,96.636,,,,,,,0.0000,,,,,-0.0050,0.1200,0.0300,0.2290,6.5000,29.5710,0.5000,30.2233,,,,,,,,,,,,,,,,,,,,
4.456,11.288,TAKEOFF,pronav,0,,,,,,,96.640,,,,,,,0.0000,,,,,-0.0080,0.1200,0.0300,0.2290,6.5000,29.5710,0.5000,30.2233,,,,,,,,,,,,,,,,,,,,
4.657,11.416,TAKEOFF,pronav,0,,,,,,,96.645,,,,,,,0.0000,,,,,-0.0110,0.1200,0.0300,0.2290,6.5000,29.5710,0.5000,30.2233,,,,,,,,,,,,,,,,,,,,
4.860,11.520,TAKEOFF,pronav,0,,,,,,,96.646,,,,,,,0.0000,,,,,-0.0140,0.1200,0.0300,0.2290,6.5000,29.5710,0.5000,30.2233,,,,,,,,,,,,,,,,,,,,
5.061,11.648,TAKEOFF,pronav,0,,,,,,,96.648,,,,,,,0.0000,,,,,-0.0150,0.1200,0.0300,0.2290,6.5000,29.5710,0.5000,30.2233,,,,,,,,,,,,,,,,,,,,
5.262,11.764,TAKEOFF,pronav,0,,,,,,,96.649,,,,,,,0.0000,,,,,-0.0150,0.1200,0.0300,0.2290,6.5000,29.5710,0.5000,30.2233,,,,,,,,,,,,,,,,,,,,
5.463,11.868,TAKEOFF,pronav,0,,,,,,,96.651,,,,,,,0.0000,,,,,-0.0140,0.1200,0.0300,0.2290,6.5000,29.5710,0.5000,30.2233,,,,,,,,,,,,,,,,,,,,
5.665,11.980,TAKEOFF,pronav,0,,,,,,,96.651,,,,,,,0.0000,,,,,-0.0130,0.1200,0.0300,0.2290,6.5000,29.5710,0.5000,30.2233,,,,,,,,,,,,,,,,,,,,
5.866,12.112,TAKEOFF,pronav,0,,,,,,,96.654,,,,,,,0.0000,,,,,-0.0120,0.1200,0.0300,0.2290,6.5000,29.5710,0.5000,30.2233,,,,,,,,,,,,,,,,,,,,
6.067,12.236,TAKEOFF,pronav,0,,,,,,,96.655,,,,,,,0.0000,,,,,-0.0110,0.1200,0.0300,0.2290,6.5000,29.5710,0.5000,30.2233,,,,,,,,,,,,,,,,,,,,
6.267,12.356,TAKEOFF,pronav,0,,,,,,,96.656,,,,,,,0.0000,,,,,-0.0100,0.1200,0.0300,0.2290,6.5000,29.5710,0.5000,30.2233,,,,,,,,,,,,,,,,,,,,
6.469,12.464,TAKEOFF,pronav,0,,,,,,,96.655,,,,,,,0.0000,,,,,-0.0100,0.1200,0.0300,0.2290,6.5000,29.5710,0.5000,30.2233,,,,,,,,,,,,,,,,,,,,
6.670,12.584,TAKEOFF,pronav,0,,,,,,,96.653,,,,,,,0.0000,,,,,-0.0120,0.1200,0.0300,0.2290,6.5000,29.5710,0.5000,30.2233,,,,,,,,,,,,,,,,,,,,
6.872,12.708,TAKEOFF,pronav,0,,,,,,,96.649,,,,,,,0.0000,,,,,-0.0010,0.1200,0.0300,0.2290,6.5000,29.5710,0.5000,30.2233,,,,,,,,,,,,,,,,,,,,
7.073,12.808,TAKEOFF,pronav,0,,,,,,,96.646,,,,,,,0.0000,,,,,-0.0040,0.1200,0.0300,0.2290,6.5000,29.5710,0.5000,30.2233,,,,,,,,,,,,,,,,,,,,
