t,phase,detected,meas_x,meas_y,meas_z,meas_range,bearing_rad,cmd_vf,cmd_vr,cmd_vd,cmd_yawrate_deg_s,alt_m,gt_cam_x,gt_cam_y,gt_cam_z,gt_tag_x,gt_tag_y,gt_tag_z,gt_range,settled
18.989,GUIDE,1,-0.0560,0.7244,3.0523,3.1375,-0.01835,0.5688,0.0000,-0.0430,-1.5767,0.9570,2.0130,-0.0683,1.1462,5.0000,0.0000,0.5000,3.0569,0
19.039,GUIDE,1,-0.0569,0.7267,3.0165,3.1033,-0.01884,0.5517,0.0000,-0.0410,-1.6196,0.9590,2.0401,-0.0712,1.1471,5.0000,0.0000,0.5000,3.0307,0
19.090,GUIDE,1,-0.0578,0.7306,2.9862,3.0749,-0.01935,0.5374,0.0000,-0.0400,-1.6631,0.9600,2.0667,-0.0741,1.1479,5.0000,0.0000,0.5000,3.0049,0
19.142,GUIDE,1,-0.0587,0.7330,2.9597,3.0497,-0.01981,0.5249,0.0000,-0.0390,-1.7029,0.9610,2.0930,-0.0769,1.1488,5.0000,0.0000,0.5000,2.9795,0
19.192,GUIDE,1,-0.0602,0.7349,2.9319,3.0232,-0.02052,0.5116,0.0000,-0.0380,-1.7636,0.9620,2.1221,-0.0802,1.1497,5.0000,0.0000,0.5000,2.9514,0
19.244,GUIDE,1,-0.0609,0.7364,2.8953,2.9881,-0.02104,0.4940,0.0000,-0.0370,-1.8080,0.9630,2.1476,-0.0831,1.1504,5.0000,0.0000,0.5000,2.9268,0
19.295,GUIDE,1,-0.0621,0.7409,2.8814,2.9758,-0.02154,0.4879,0.0000,-0.0360,-1.8516,0.9640,2.1727,-0.0860,1.1511,5.0000,0.0000,0.5000,2.9026,0
19.345,GUIDE,1,-0.0629,0.7419,2.8541,2.9496,-0.02203,0.4748,0.0000,-0.0350,-1.8937,0.9650,2.1974,-0.0890,1.1518,5.0000,0.0000,0.5000,2.8788,0
19.396,GUIDE,1,-0.0639,0.7412,2.8208,2.9173,-0.02266,0.4587,0.0000,-0.0340,-1.9479,0.9660,2.2246,-0.0923,1.1526,5.0000,0.0000,0.5000,2.8525,0
19.448,GUIDE,1,-0.0641,0.7432,2.7940,2.8919,-0.02293,0.4460,0.0000,-0.0330,-1.9708,0.9670,2.2485,-0.0953,1.1532,5.0000,0.0000,0.5000,2.8296,0
19.497,GUIDE,1,-0.0649,0.7444,2.7684,2.8675,-0.02342,0.4337,0.0000,-0.0320,-2.0131,0.9680,2.2805,-0.0993,1.1540,5.0000,0.0000,0.5000,2.7987,0
19.548,GUIDE,1,-0.0666,0.7446,2.7456,2.8456,-0.02424,0.4228,0.0000,-0.0310,-2.0829,0.9690,2.3062,-0.1027,1.1546,5.0000,0.0000,0.5000,2.7741,0
19.600,GUIDE,1,-0.0672,0.7438,2.7176,2.8183,-0.02473,0.4092,0.0000,-0.0310,-2.1256,0.9690,2.3286,-0.1057,1.1551,5.0000,0.0000,0.5000,2.7526,0
19.651,GUIDE,1,-0.0683,0.7459,2.6715,2.7745,-0.02555,0.3873,0.0000,-0.0300,-2.1961,0.9700,2.3506,-0.1087,1.1555,5.0000,0.0000,0.5000,2.7315,0
19.702,GUIDE,1,-0.0697,0.7440,2.6428,2.7464,-0.02638,0.3732,0.0000,-0.0290,-2.2668,0.9710,2.3722,-0.1117,1.1560,5.0000,0.0000,0.5000,2.7108,0
19.752,GUIDE,1,-0.0697,0.7440,2.6428,2.7464,-0.02638,0.3732,0.0000,-0.0280,-2.2668,0.9720,2.3959,-0.1150,1.1564,5.0000,0.0000,0.5000,2.6880,0
19.804,GUIDE,1,-0.0701,0.7453,2.6021,2.7077,-0.02693,0.3538,0.0000,-0.0280,-2.3142,0.9720,2.4166,-0.1180,1.1568,5.0000,0.0000,0.5000,2.6682,0
19.854,GUIDE,1,-0.0717,0.7463,2.5843,2.6909,-0.02773,0.3454,0.0000,-0.0270,-2.3832,0.9730,2.4369,-0.1210,1.1572,5.0000,0.0000,0.5000,2.6487,0
19.905,GUIDE,1,-0.0718,0.7462,2.5661,2.6733,-0.02797,0.3367,0.0000,-0.0260,-2.4038,0.9740,2.4568,-0.1240,1.1576,5.0000,0.0000,0.5000,2.6297,0
19.956,GUIDE,1,-0.0725,0.7450,2.5439,2.6517,-0.02850,0.3259,0.0000,-0.0250,-2.4490,0.9750,2.4787,-0.1274,1.1579,5.0000,0.0000,0.5000,2.6088,0
20.007,GUIDE,1,-0.0735,0.7430,2.5156,2.6241,-0.02919,0.3120,0.0000,-0.0250,-2.5088,0.9750,2.4978,-0.1304,1.1582,5.0000,0.0000,0.5000,2.5906,0
20.058,GUIDE,1,-0.0734,0.7447,2.5059,2.6153,-0.02929,0.3076,0.0000,-0.0240,-2.5174,0.9760,2.5279,-0.1353,1.1587,5.0000,0.0000,0.5000,2.5619,0
20.109,GUIDE,1,-0.0746,0.7424,2.4832,2.5929,-0.03004,0.2964,0.0000,-0.0230,-2.5821,0.9770,2.5459,-0.1383,1.1589,5.0000,0.0000,0.5000,2.5448,0
20.160,GUIDE,1,-0.0753,0.7404,2.4609,2.5710,-0.03058,0.2855,0.0000,-0.0230,-2.6286,0.9770,2.5657,-0.1417,1.1591,5.0000,0.0000,0.5000,2.5259,0
20.211,GUIDE,1,-0.0753,0.7401,2.4463,2.5569,-0.03078,0.2785,0.0000,-0.0220,-2.6453,0.9780,2.5829,-0.1447,1.1593,5.0000,0.0000,0.5000,2.5096,0
20.264,GUIDE,1,-0.0760,0.7386,2.4265,2.5376,-0.03131,0.2688,0.0000,-0.0220,-2.6908,0.9780,2.5998,-0.1477,1.1595,5.0000,0.0000,0.5000,2.4936,0
20.314,GUIDE,1,-0.0762,0.7365,2.4098,2.5210,-0.03160,0.2605,0.0000,-0.0210,-2.7155,0.9790,2.6162,-0.1508,1.1597,5.0000,0.0000,0.5000,2.4780,0
20.367,GUIDE,1,-0.0767,0.7360,2.3952,2.5069,-0.03203,0.2535,0.0000,-0.0210,-2.7529,0.9790,2.6343,-0.1541,1.1599,5.0000,0.0000,0.5000,2.4608,0
20.419,GUIDE,1,-0.0777,0.7339,2.3750,2.4871,-0.03272,0.2435,0.0000,-0.0200,-2.8118,0.9800,2.6500,-0.1571,1.1600,5.0000,0.0000,0.5000,2.4459,0
20.470,GUIDE,1,-0.0775,0.7331,2.3607,2.4731,-0.03280,0.2365,0.0000,-0.0200,-2.8192,0.9800,2.6654,-0.1601,1.1601,5.0000,0.0000,0.5000,2.4314,0
20.525,GUIDE,1,-0.0779,0.7314,2.3426,2.4553,-0.03323,0.2277,0.0000,-0.0190,-2.8560,0.9810,2.6804,-0.1631,1.1602,5.0000,0.0000,0.5000,2.4172,0
20.575,GUIDE,1,-0.0784,0.7312,2.3334,2.4466,-0.03359,0.2233,0.0000,-0.0190,-2.8866,0.9810,2.6969,-0.1665,1.1603,5.0000,0.0000,0.5000,2.4017,0
20.625,GUIDE,1,-0.0789,0.7286,2.3131,2.4264,-0.03412,0.2132,0.0000,-0.0180,-2.9323,0.9820,2.7112,-0.1694,1.1604,5.0000,0.0000,0.5000,2.3882,0
20.676,GUIDE,1,-0.0796,0.7275,2.2996,2.4132,-0.03462,0.2066,0.0000,-0.0180,-2.9754,0.9820,2.7251,-0.1724,1.1605,5.0000,0.0000,0.5000,2.3751,0
20.727,GUIDE,1,-0.0792,0.7273,2.2871,2.4013,-0.03462,0.2006,0.0000,-0.0180,-2.9754,0.9820,2.7388,-0.1753,1.1606,5.0000,0.0000,0.5000,2.3622,0
20.778,GUIDE,1,-0.0799,0.7256,2.2724,2.3867,-0.03516,0.1934,0.0000,-0.0170,-3.0221,0.9830,2.7455,-0.1767,1.1606,5.0000,0.0000,0.5000,2.3559,0
20.829,GUIDE,1,-0.0803,0.7250,2.2608,2.3755,-0.03551,0.1878,0.0000,-0.0170,-3.0521,0.9830,2.7587,-0.1796,1.1607,5.0000,0.0000,0.5000,2.3436,0
20.880,GUIDE,1,-0.0803,0.7250,2.2608,2.3755,-0.03551,0.1878,0.0000,-0.0170,-3.0521,0.9830,2.7715,-0.1825,1.1607,5.0000,0.0000,0.5000,2.3315,0
20.932,GUIDE,1,-0.0803,0.7220,2.2425,2.3573,-0.03578,0.1786,0.0000,-0.0160,-3.0753,0.9840,2.7794,-0.1843,1.1607,5.0000,0.0000,0.5000,2.3241,0
20.985,GUIDE,1,-0.0800,0.7221,2.2328,2.3480,-0.03580,0.1740,0.0000,-0.0160,-3.0766,0.9840,2.7917,-0.1871,1.1608,5.0000,0.0000,0.5000,2.3126,0
21.035,GUIDE,1,-0.0803,0.7211,2.2209,2.3364,-0.03616,0.1682,0.0000,-0.0160,-3.1079,0.9840,2.8053,-0.1903,1.1608,5.0000,0.0000,0.5000,2.2999,0
21.087,GUIDE,1,-0.0809,0.7205,2.2104,2.3263,-0.03659,0.1632,0.0000,-0.0160,-3.1444,0.9840,2.8170,-0.1930,1.1608,5.0000,0.0000,0.5000,2.2889,0
21.138,GUIDE,1,-0.0810,0.7186,2.1969,2.3129,-0.03683,0.1564,0.0000,-0.0150,-3.1657,0.9850,2.8285,-0.1958,1.1607,5.0000,0.0000,0.5000,2.2783,0
21.188,GUIDE,1,-0.0806,0.7168,2.1834,2.2995,-0.03688,0.1497,0.0000,-0.0150,-3.1700,0.9850,2.8396,-0.1985,1.1607,5.0000,0.0000,0.5000,2.2679,0
21.239,GUIDE,1,-0.0806,0.7163,2.1766,2.2929,-0.03701,0.1464,0.0000,-0.0150,-3.1807,0.9850,2.8451,-0.1998,1.1607,5.0000,0.0000,0.5000,2.2628,0
21.290,GUIDE,1,-0.0802,0.7147,2.1628,2.2793,-0.03706,0.1396,0.0000,-0.0150,-3.1849,0.9850,2.8558,-0.2025,1.1607,5.0000,0.0000,0.5000,2.2528,0
21.340,GUIDE,1,-0.0802,0.7147,2.1628,2.2793,-0.03706,0.1396,0.0000,-0.0160,-3.1849,0.9840,2.8663,-0.2051,1.1606,5.0000,0.0000,0.5000,2.2430,0
21.392,GUIDE,1,-0.0797,0.7123,2.1484,2.2648,-0.03710,0.1324,0.0000,-0.0160,-3.1883,0.9840,2.8727,-0.2067,1.1606,5.0000,0.0000,0.5000,2.2371,0
21.444,GUIDE,1,-0.0792,0.7111,2.1387,2.2553,-0.03703,0.1276,0.0000,-0.0160,-3.1827,0.9840,2.8828,-0.2093,1.1606,5.0000,0.0000,0.5000,2.2278,0
21.495,GUIDE,1,-0.0796,0.7118,2.1348,2.2517,-0.03729,0.1259,0.0000,-0.0160,-3.2044,0.9840,2.8937,-0.2121,1.1606,5.0000,0.0000,0.5000,2.2176,0
21.546,GUIDE,1,-0.0789,0.7091,2.1196,2.2365,-0.03719,0.1182,0.0000,-0.0160,-3.1961,0.9840,2.9032,-0.2146,1.1606,5.0000,0.0000,0.5000,2.2088,0
21.598,GUIDE,1,-0.0784,0.7089,2.1131,2.2302,-0.03707,0.1151,0.0000,-0.0160,-3.1860,0.9830,2.9125,-0.2170,1.1606,5.0000,0.0000,0.5000,2.2002,0
21.648,GUIDE,1,-0.0778,0.7076,2.1037,2.2209,-0.03696,0.1105,0.0000,-0.0170,-3.1763,0.9830,2.9215,-0.2194,1.1606,5.0000,0.0000,0.5000,2.1919,0
21.698,GUIDE,1,-0.0768,0.7066,2.0955,2.2128,-0.03665,0.1064,0.0000,-0.0170,-3.1498,0.9830,2.9259,-0.2206,1.1606,5.0000,0.0000,0.5000,2.1879,0
21.750,GUIDE,1,-0.0760,0.7052,2.0855,2.2028,-0.03644,0.1014,0.0000,-0.0170,-3.1317,0.9830,2.9346,-0.2230,1.1606,5.0000,0.0000,0.5000,2.1799,0
21.802,GUIDE,1,-0.0760,0.7052,2.0855,2.2028,-0.03644,0.1014,0.0000,-0.0170,-3.1317,0.9830,2.9399,-0.2244,1.1606,5.0000,0.0000,0.5000,2.1750,0
21.852,GUIDE,1,-0.0754,0.7045,2.0780,2.1955,-0.03627,0.0977,0.0000,-0.0170,-3.1171,0.9830,2.9482,-0.2267,1.1606,5.0000,0.0000,0.5000,2.1674,0
21.906,GUIDE,1,-0.0746,0.7032,2.0688,2.1863,-0.03603,0.0932,0.0000,-0.0180,-3.0969,0.9820,2.9563,-0.2289,1.1607,5.0000,0.0000,0.5000,2.1600,0
21.955,GUIDE,1,-0.0745,0.7029,2.0630,2.1807,-0.03608,0.0904,0.0000,-0.0180,-3.1011,0.9820,2.9651,-0.2314,1.1607,5.0000,0.0000,0.5000,2.1520,0
22.007,GUIDE,1,-0.0734,0.7011,2.0520,2.1697,-0.03573,0.0848,0.0000,-0.0180,-3.0710,0.9820,2.9727,-0.2336,1.1608,5.0000,0.0000,0.5000,2.1450,0
22.058,GUIDE,1,-0.0727,0.7005,2.0451,2.1630,-0.03553,0.0815,0.0000,-0.0180,-3.0533,0.9820,2.9801,-0.2357,1.1609,5.0000,0.0000,0.5000,2.1383,0
22.108,GUIDE,1,-0.0716,0.6992,2.0372,2.1551,-0.03516,0.0775,0.0000,-0.0180,-3.0214,0.9820,2.9873,-0.2378,1.1610,5.0000,0.0000,0.5000,2.1317,0
22.160,GUIDE,1,-0.0705,0.6980,2.0292,2.1471,-0.03471,0.0735,0.0000,-0.0190,-2.9834,0.9810,2.9909,-0.2388,1.1610,5.0000,0.0000,0.5000,2.1285,0
22.211,GUIDE,1,-0.0705,0.6980,2.0292,2.1471,-0.03471,0.0735,0.0000,-0.0190,-2.9834,0.9810,2.9978,-0.2408,1.1612,5.0000,0.0000,0.5000,2.1223,0
22.262,GUIDE,1,-0.0695,0.6983,2.0255,2.1436,-0.03429,0.0718,0.0000,-0.0190,-2.9470,0.9810,3.0020,-0.2421,1.1613,5.0000,0.0000,0.5000,2.1184,0
22.314,GUIDE,1,-0.0684,0.6966,2.0161,2.1341,-0.03391,0.0671,0.0000,-0.0190,-2.9145,0.9810,3.0086,-0.2440,1.1614,5.0000,0.0000,0.5000,2.1125,0
22.363,GUIDE,1,-0.0673,0.6965,2.0112,2.1294,-0.03343,0.0647,0.0000,-0.0190,-2.8732,0.9810,3.0150,-0.2460,1.1616,5.0000,0.0000,0.5000,2.1067,0
22.415,GUIDE,1,-0.0668,0.6965,2.0071,2.1256,-0.03325,0.0628,0.0000,-0.0190,-2.8574,0.9810,3.0221,-0.2481,1.1618,5.0000,0.0000,0.5000,2.1004,0
22.465,GUIDE,1,-0.0652,0.6952,1.9987,2.1171,-0.03259,0.0586,0.0000,-0.0190,-2.8006,0.9810,3.0281,-0.2499,1.1620,5.0000,0.0000,0.5000,2.0950,0
22.515,GUIDE,1,-0.0642,0.6951,1.9948,2.1134,-0.03219,0.0567,0.0000,-0.0190,-2.7664,0.9810,3.0303,-0.2506,1.1621,5.0000,0.0000,0.5000,2.0930,0
22.567,GUIDE,1,-0.0632,0.6948,1.9902,2.1089,-0.03175,0.0544,0.0000,-0.0190,-2.7286,0.9810,3.0361,-0.2524,1.1623,5.0000,0.0000,0.5000,2.0878,0
22.618,GUIDE,1,-0.0632,0.6948,1.9902,2.1089,-0.03175,0.0544,0.0000,-0.0190,-2.7286,0.9810,3.0425,-0.2544,1.1625,5.0000,0.0000,0.5000,2.0822,0
22.669,GUIDE,1,-0.0620,0.6939,1.9838,2.1026,-0.03123,0.0513,0.0000,-0.0190,-2.6844,0.9810,3.0459,-0.2554,1.1626,5.0000,0.0000,0.5000,2.0791,0
22.721,GUIDE,1,-0.0604,0.6931,1.9769,2.0957,-0.03052,0.0479,0.0000,-0.0190,-2.6232,0.9810,3.0513,-0.2571,1.1629,5.0000,0.0000,0.5000,2.0744,0
22.772,GUIDE,1,-0.0596,0.6928,1.9722,2.0912,-0.03020,0.0456,0.0000,-0.0190,-2.5954,0.9810,3.0565,-0.2588,1.1631,5.0000,0.0000,0.5000,2.0698,0
22.823,GUIDE,1,-0.0580,0.6920,1.9662,2.0852,-0.02951,0.0426,0.0000,-0.0190,-2.5363,0.9810,3.0615,-0.2604,1.1634,5.0000,0.0000,0.5000,2.0653,0
22.873,GUIDE,1,-0.0570,0.6916,1.9620,2.0811,-0.02902,0.0406,0.0000,-0.0190,-2.4940,0.9810,3.0671,-0.2622,1.1637,5.0000,0.0000,0.5000,2.0605,0
22.924,GUIDE,1,-0.0556,0.6914,1.9577,2.0769,-0.02837,0.0385,0.0000,-0.0190,-2.4384,0.9810,3.0718,-0.2638,1.1640,5.0000,0.0000,0.5000,2.0563,0
22.975,GUIDE,1,-0.0550,0.6914,1.9545,2.0740,-0.02816,0.0370,0.0000,-0.0190,-2.4198,0.9810,3.0735,-0.2643,1.1641,5.0000,0.0000,0.5000,2.0548,0
23.025,GUIDE,1,-0.0550,0.6914,1.9545,2.0740,-0.02816,0.0370,0.0000,-0.0190,-2.4198,0.9810,3.0781,-0.2659,1.1644,5.0000,0.0000,0.5000,2.0508,0
23.077,GUIDE,1,-0.0537,0.6911,1.9495,2.0691,-0.02753,0.0345,0.0000,-0.0190,-2.3661,0.9810,3.0831,-0.2675,1.1647,5.0000,0.0000,0.5000,2.0465,0
23.128,GUIDE,1,-0.0525,0.6906,1.9447,2.0644,-0.02700,0.0322,0.0000,-0.0180,-2.3205,0.9820,3.0858,-0.2685,1.1649,5.0000,0.0000,0.5000,2.0441,0
23.183,GUIDE,1,-0.0512,0.6908,1.9414,2.0613,-0.02635,0.0307,0.0000,-0.0180,-2.2645,0.9820,3.0900,-0.2699,1.1652,5.0000,0.0000,0.5000,2.0405,0
23.230,GUIDE,1,-0.0497,0.6897,1.9343,2.0542,-0.02568,0.0271,0.0000,-0.0180,-2.2067,0.9820,3.0940,-0.2713,1.1655,5.0000,0.0000,0.5000,2.0370,0
23.280,GUIDE,1,-0.0486,0.6901,1.9328,2.0529,-0.02514,0.0264,0.0000,-0.0180,-2.1610,0.9820,3.0980,-0.2727,1.1658,5.0000,0.0000,0.5000,2.0336,0
23.331,GUIDE,1,-0.0471,0.6899,1.9292,2.0494,-0.02440,0.0247,0.0000,-0.0170,-2.0973,0.9830,3.1022,-0.2743,1.1661,5.0000,0.0000,0.5000,2.0299,0
23.382,GUIDE,1,-0.0461,0.6900,1.9256,2.0460,-0.02395,0.0230,0.0000,-0.0170,-2.0581,0.9830,3.1036,-0.2748,1.1662,5.0000,0.0000,0.5000,2.0287,0
23.433,GUIDE,1,-0.0450,0.6895,1.9208,2.0413,-0.02343,0.0207,0.0000,-0.0170,-2.0138,0.9830,3.1073,-0.2761,1.1665,5.0000,0.0000,0.5000,2.0256,0
23.483,GUIDE,1,-0.0450,0.6895,1.9208,2.0413,-0.02343,0.0207,0.0000,-0.0170,-2.0138,0.9830,3.1108,-0.2774,1.1668,5.0000,0.0000,0.5000,2.0226,0
23.534,GUIDE,1,-0.0444,0.6884,1.9155,2.0359,-0.02318,0.0179,0.0000,-0.0170,-1.9925,0.9830,3.1129,-0.2782,1.1670,5.0000,0.0000,0.5000,2.0207,0
23.588,GUIDE,1,-0.0435,0.6890,1.9137,2.0344,-0.02271,0.0172,0.0000,-0.0170,-1.9516,0.9830,3.1167,-0.2796,1.1674,5.0000,0.0000,0.5000,2.0175,0
23.639,GUIDE,1,-0.0424,0.6891,1.9115,2.0323,-0.02220,0.0162,0.0000,-0.0170,-1.9083,0.9830,3.1199,-0.2809,1.1677,5.0000,0.0000,0.5000,2.0148,0
23.691,GUIDE,1,-0.0417,0.6893,1.9091,2.0301,-0.02184,0.0151,0.0000,-0.0170,-1.8767,0.9830,3.1230,-0.2821,1.1680,5.0000,0.0000,0.5000,2.0122,0
23.740,GUIDE,1,-0.0402,0.6884,1.9039,2.0249,-0.02113,0.0125,0.0000,-0.0160,-1.8160,0.9840,3.1260,-0.2833,1.1683,5.0000,0.0000,0.5000,2.0096,0
23.791,GUIDE,1,-0.0393,0.6879,1.9000,2.0211,-0.02068,0.0105,0.0000,-0.0160,-1.7770,0.9840,3.1293,-0.2846,1.1686,5.0000,0.0000,0.5000,2.0069,0
23.842,GUIDE,1,-0.0388,0.6883,1.8991,2.0204,-0.02041,0.0102,0.0000,-0.0160,-1.7542,0.9840,3.1303,-0.2850,1.1687,5.0000,0.0000,0.5000,2.0060,0
23.892,GUIDE,1,-0.0378,0.6891,1.8990,2.0205,-0.01993,0.0103,0.0000,-0.0160,-1.7126,0.9840,3.1331,-0.2861,1.1690,5.0000,0.0000,0.5000,2.0037,0
23.943,GUIDE,1,-0.0378,0.6891,1.8990,2.0205,-0.01993,0.0103,0.0000,-0.0160,-1.7126,0.9840,3.1348,-0.2868,1.1692,5.0000,0.0000,0.5000,2.0023,0
23.994,GUIDE,1,-0.0365,0.6884,1.8955,2.0169,-0.01928,0.0085,0.0000,-0.0150,-1.6569,0.9850,3.1374,-0.2879,1.1695,5.0000,0.0000,0.5000,2.0001,0
24.045,GUIDE,1,-0.0357,0.6883,1.8929,2.0145,-0.01886,0.0073,0.0000,-0.0150,-1.6206,0.9850,3.1402,-0.2891,1.1698,5.0000,0.0000,0.5000,1.9978,0
24.096,GUIDE,1,-0.0346,0.6879,1.8891,2.0108,-0.01832,0.0054,0.0000,-0.0150,-1.5745,0.9850,3.1426,-0.2901,1.1701,5.0000,0.0000,0.5000,1.9958,0
24.147,GUIDE,1,-0.0342,0.6873,1.8853,2.0070,-0.01814,0.0035,0.0000,-0.0150,-1.5593,0.9850,3.1449,-0.2911,1.1704,5.0000,0.0000,0.5000,1.9939,0
24.198,GUIDE,1,-0.0333,0.6883,1.8868,2.0087,-0.01767,0.0044,0.0000,-0.0150,-1.5183,0.9850,3.1471,-0.2920,1.1707,5.0000,0.0000,0.5000,1.9920,0
24.249,GUIDE,1,-0.0326,0.6886,1.8859,2.0079,-0.01731,0.0040,0.0000,-0.0140,-1.4873,0.9860,3.1482,-0.2925,1.1708,5.0000,0.0000,0.5000,1.9911,0
24.300,GUIDE,1,-0.0326,0.6886,1.8859,2.0079,-0.01731,0.0040,0.0000,-0.0140,-1.4873,0.9860,3.1503,-0.2934,1.1711,5.0000,0.0000,0.5000,1.9894,0
24.351,GUIDE,1,-0.0316,0.6886,1.8839,2.0060,-0.01678,0.0030,0.0000,-0.0140,-1.4422,0.9860,3.1516,-0.2940,1.1713,5.0000,0.0000,0.5000,1.9884,0
24.402,GUIDE,1,-0.0308,0.6877,1.8794,2.0015,-0.01641,0.0008,0.0000,-0.0140,-1.4103,0.9860,3.1536,-0.2949,1.1716,5.0000,0.0000,0.5000,1.9868,0
24.452,GUIDE,1,-0.0301,0.6872,1.8760,1.9981,-0.01603,-0.0009,0.0000,-0.0140,-1.3774,0.9860,3.1555,-0.2957,1.1718,5.0000,0.0000,0.5000,1.9852,0
24.503,GUIDE,1,-0.0290,0.6869,1.8733,1.9955,-0.01550,-0.0022,0.0000,-0.0140,-1.3323,0.9860,3.1575,-0.2966,1.1721,5.0000,0.0000,0.5000,1.9835,0
24.554,GUIDE,1,-0.0285,0.6874,1.8730,1.9954,-0.01522,-0.0023,0.0000,-0.0130,-1.3081,0.9870,3.1593,-0.2974,1.1724,5.0000,0.0000,0.5000,1.9821,0
24.604,GUIDE,1,-0.0275,0.6881,1.8736,1.9962,-0.01469,-0.0019,0.0000,-0.0130,-1.2628,0.9870,3.1609,-0.2982,1.1727,5.0000,0.0000,0.5000,1.9808,0
24.655,GUIDE,1,-0.0268,0.6887,1.8735,1.9962,-0.01431,-0.0019,0.0000,-0.0130,-1.2302,0.9870,3.1616,-0.2985,1.1728,5.0000,0.0000,0.5000,1.9803,0
24.706,GUIDE,1,-0.0257,0.6882,1.8698,1.9926,-0.01377,-0.0037,0.0000,-0.0130,-1.1834,0.9870,3.1633,-0.2993,1.1731,5.0000,0.0000,0.5000,1.9789,0
24.757,GUIDE,1,-0.0257,0.6882,1.8698,1.9926,-0.01377,-0.0037,0.0000,-0.0130,-1.1834,0.9870,3.1643,-0.2997,1.1732,5.0000,0.0000,0.5000,1.9781,0
24.808,GUIDE,1,-0.0250,0.6876,1.8663,1.9891,-0.01341,-0.0055,0.0000,-0.0130,-1.1528,0.9870,3.1657,-0.3004,1.1735,5.0000,0.0000,0.5000,1.9770,0
24.859,GUIDE,1,-0.0242,0.6877,1.8650,1.9879,-0.01300,-0.0061,0.0000,-0.0130,-1.1170,0.9870,3.1671,-0.3010,1.1738,5.0000,0.0000,0.5000,1.9759,0
24.909,GUIDE,1,-0.0234,0.6877,1.8638,1.9867,-0.01255,-0.0066,0.0000,-0.0120,-1.0787,0.9880,3.1684,-0.3017,1.1740,5.0000,0.0000,0.5000,1.9749,0
24.960,GUIDE,1,-0.0227,0.6880,1.8632,1.9863,-0.01217,-0.0068,0.0000,-0.0120,-1.0455,0.9880,3.1698,-0.3023,1.1743,5.0000,0.0000,0.5000,1.9738,0
25.011,GUIDE,1,-0.0220,0.6884,1.8632,1.9865,-0.01180,-0.0068,0.0000,-0.0120,-1.0145,0.9880,3.1702,-0.3025,1.1744,5.0000,0.0000,0.5000,1.9734,0
25.062,GUIDE,1,-0.0215,0.6883,1.8615,1.9848,-0.01156,-0.0076,0.0000,-0.0120,-0.9937,0.9880,3.1714,-0.3031,1.1747,5.0000,0.0000,0.5000,1.9726,0
25.113,GUIDE,1,-0.0215,0.6883,1.8615,1.9848,-0.01156,-0.0076,0.0000,-0.0110,-0.9937,0.9890,3.1725,-0.3036,1.1750,5.0000,0.0000,0.5000,1.9717,0
25.164,GUIDE,1,-0.0208,0.6885,1.8607,1.9841,-0.01118,-0.0079,0.0000,-0.0110,-0.9610,0.9890,3.1731,-0.3039,1.1751,5.0000,0.0000,0.5000,1.9712,1
25.217,HOLD,1,-0.0202,0.6888,1.8603,1.9839,-0.01085,-0.0081,0.0000,-0.0100,-0.9328,0.9900,3.1742,-0.3045,1.1754,5.0000,0.0000,0.5000,1.9704,1
25.266,HOLD,1,-0.0189,0.6890,1.8596,1.9833,-0.01015,-0.0084,0.0000,-0.0100,-0.8724,0.9900,3.1751,-0.3049,1.1757,5.0000,0.0000,0.5000,1.9697,1
25.318,HOLD,1,-0.0180,0.6893,1.8592,1.9829,-0.00966,-0.0085,0.0000,-0.0100,-0.8305,0.9900,3.1760,-0.3054,1.1759,5.0000,0.0000,0.5000,1.9690,1
25.368,HOLD,1,-0.0175,0.6885,1.8558,1.9795,-0.00942,-0.0103,0.0000,-0.0090,-0.8092,0.9910,3.1768,-0.3058,1.1761,5.0000,0.0000,0.5000,1.9684,1
25.419,HOLD,1,-0.0170,0.6886,1.8553,1.9790,-0.00917,-0.0105,0.0000,-0.0090,-0.7880,0.9910,3.1776,-0.3062,1.1763,5.0000,0.0000,0.5000,1.9678,1
25.470,HOLD,1,-0.0159,0.6895,1.8575,1.9814,-0.00857,-0.0093,0.0000,-0.0090,-0.7366,0.9910,3.1779,-0.3064,1.1764,5.0000,0.0000,0.5000,1.9676,1
25.521,HOLD,1,-0.0149,0.6895,1.8568,1.9808,-0.00803,-0.0096,0.0000,-0.0080,-0.6897,0.9920,3.1785,-0.3067,1.1766,5.0000,0.0000,0.5000,1.9671,1
25.572,HOLD,1,-0.0149,0.6895,1.8568,1.9808,-0.00803,-0.0096,0.0000,-0.0080,-0.6897,0.9920,3.1791,-0.3070,1.1768,5.0000,0.0000,0.5000,1.9667,1
25.624,HOLD,1,-0.0141,0.6894,1.8558,1.9798,-0.00761,-0.0101,0.0000,-0.0070,-0.6543,0.9930,3.1795,-0.3072,1.1769,5.0000,0.0000,0.5000,1.9664,1
25.676,HOLD,1,-0.0135,0.6890,1.8542,1.9781,-0.00728,-0.0109,0.0000,-0.0070,-0.6258,0.9930,3.1801,-0.3076,1.1771,5.0000,0.0000,0.5000,1.9660,1
25.726,HOLD,1,-0.0129,0.6890,1.8544,1.9783,-0.00694,-0.0108,0.0000,-0.0070,-0.5968,0.9930,3.1806,-0.3078,1.1773,5.0000,0.0000,0.5000,1.9657,1
