t,t_sim,phase,law,detected,meas_x,meas_y,meas_z,meas_range,meas_conf,bearing_rad,psi_deg,lambda_deg,lambda_dot_deg_s,r_hat_m,rdot_hat_m_s,vc_m_s,a_cmd_m_s2,v_perp_m_s,cmd_vn,cmd_ve,cmd_vd,cmd_yaw_deg,alt_m,gt_cam_x,gt_cam_y,gt_cam_z,gt_tag_x,gt_tag_y,gt_tag_z,gt_range,ext_x,ext_y,ext_z,ext_fresh,tgt_n_hat,tgt_e_hat,tgt_vn_hat,tgt_ve_hat,ext_age_s,cue_stale,coast_phase,ekf_dn_hat,ekf_de_hat,ekf_dvn_hat,ekf_dve_hat,ekf_p_diag0,ekf_p_diag1,ekf_p_diag2,ekf_p_diag3,meas_source
2.378,10.036,TAKEOFF,pronav,0,,,,,,,96.483,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,29.9480,0.5000,30.5919,,,,,,,,,,,,,,,,,,,,
2.579,10.128,TAKEOFF,pronav,0,,,,,,,96.479,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,29.9480,0.5000,30.5919,,,,,,,,,,,,,,,,,,,,
2.780,10.240,TAKEOFF,pronav,0,,,,,,,96.477,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,29.9480,0.5000,30.5919,,,,,,,,,,,,,,,,,,,,
2.982,10.364,TAKEOFF,pronav,0,,,,,,,96.470,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,29.9480,0.5000,30.5919,,,,,,,,,,,,,,,,,,,,
3.183,10.496,TAKEOFF,pronav,0,,,,,,,96.467,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,29.9480,0.5000,30.5919,,,,,,,,,,,,,,,,,,,,
3.384,10.596,TAKEOFF,pronav,0,,,,,,,96.466,,,,,,,0.0000,,,,,-0.0020,0.1200,0.0300,0.2290,6.5000,29.9480,0.5000,30.5919,,,,,,,,,,,,,,,,,,,,
3.586,10.704,TAKEOFF,pronav,0,,,,,,,96.462,,,,,,,0.0000,,,,,-0.0030,0.1200,0.0300,0.2290,6.5000,29.9480,0.5000,30.5919,,,,,,,,,,,,,,,,,,,,
3.787,10.828,TAKEOFF,pronav,0,,,,,,,96.461,,,,,,,0.0000,,,,,-0.0060,0.1200,0.0300,0.2290,6.5000,29.9480,0.5000,30.5919,,,,,,,,,,,,,,,,,,,,
3.988,10.956,TAKEOFF,pronav,0,,,,,,,96.461,,,,,,,0.0000,,,,,-0.0090,0.1200,0.0300,0.2290,6.5000,29.9480,0.5000,30.5919,,,,,,,,,,,,,,,,,,,,
4.189,11.056,TAKEOFF,pronav,0,,,,,,,96.464,,,,,,,0.0000,,,,,-0.0120,0.1200,0.0300,0.2290,6.5000,29.9480,0.5000,30.5919,,,,,,,,,,,,,,,,,,,,
