t,t_sim,phase,law,detected,meas_x,meas_y,meas_z,meas_range,meas_conf,bearing_rad,psi_deg,lambda_deg,lambda_dot_deg_s,r_hat_m,rdot_hat_m_s,vc_m_s,a_cmd_m_s2,v_perp_m_s,cmd_vn,cmd_ve,cmd_vd,cmd_yaw_deg,alt_m,gt_cam_x,gt_cam_y,gt_cam_z,gt_tag_x,gt_tag_y,gt_tag_z,gt_range,ext_x,ext_y,ext_z,ext_fresh,tgt_n_hat,tgt_e_hat,tgt_vn_hat,tgt_ve_hat,ext_age_s,cue_stale,coast_phase,ekf_dn_hat,ekf_de_hat,ekf_dvn_hat,ekf_dve_hat,ekf_p_diag0,ekf_p_diag1,ekf_p_diag2,ekf_p_diag3,meas_source
2.414,9.964,TAKEOFF,pronav,0,,,,,,,96.515,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
2.615,10.088,TAKEOFF,pronav,0,,,,,,,96.512,,,,,,,0.0000,,,,,0.0010,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
2.815,10.204,TAKEOFF,pronav,0,,,,,,,96.507,,,,,,,0.0000,,,,,0.0020,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
3.017,10.332,TAKEOFF,pronav,0,,,,,,,96.503,,,,,,,0.0000,,,,,0.0040,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
3.218,10.432,TAKEOFF,pronav,0,,,,,,,96.501,,,,,,,0.0000,,,,,0.0060,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
3.420,10.564,TAKEOFF,pronav,0,,,,,,,96.498,,,,,,,0.0000,,,,,0.0090,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
3.622,10.684,TAKEOFF,pronav,0,,,,,,,96.493,,,,,,,0.0000,,,,,0.0120,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
3.823,10.780,TAKEOFF,pronav,0,,,,,,,96.490,,,,,,,0.0000,,,,,0.0150,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
4.024,10.896,TAKEOFF,pronav,0,,,,,,,96.488,,,,,,,0.0000,,,,,0.0190,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
4.226,11.024,TAKEOFF,pronav,0,,,,,,,96.494,,,,,,,0.0000,,,,,0.0220,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
4.427,11.156,TAKEOFF,pronav,0,,,,,,,96.500,,,,,,,0.0000,,,,,0.0250,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
4.628,11.256,TAKEOFF,pronav,0,,,,,,,96.503,,,,,,,0.0000,,,,,0.0270,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
4.830,11.380,TAKEOFF,pronav,0,,,,,,,96.511,,,,,,,0.0000,,,,,0.0280,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
5.031,11.496,TAKEOFF,pronav,0,,,,,,,96.515,,,,,,,0.0000,,,,,0.0270,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
5.233,11.620,TAKEOFF,pronav,0,,,,,,,96.513,,,,,,,0.0000,,,,,0.0260,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
5.434,11.752,TAKEOFF,pronav,0,,,,,,,96.504,,,,,,,0.0000,,,,,-0.0010,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
5.635,11.848,TAKEOFF,pronav,0,,,,,,,96.496,,,,,,,0.0000,,,,,-0.0030,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
5.836,11.968,TAKEOFF,pronav,0,,,,,,,96.489,,,,,,,0.0000,,,,,-0.0060,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
6.037,12.088,TAKEOFF,pronav,0,,,,,,,96.483,,,,,,,0.0000,,,,,-0.0080,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
6.240,12.212,TAKEOFF,pronav,0,,,,,,,96.482,,,,,,,0.0000,,,,,-0.0100,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
6.440,12.344,TAKEOFF,pronav,0,,,,,,,96.489,,,,,,,0.0000,,,,,-0.0090,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
6.642,12.444,TAKEOFF,pronav,0,,,,,,,96.496,,,,,,,0.0000,,,,,-0.0080,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
6.843,12.568,TAKEOFF,pronav,0,,,,,,,96.508,,,,,,,0.0000,,,,,-0.0060,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
7.044,12.692,TAKEOFF,pronav,0,,,,,,,96.518,,,,,,,0.0000,,,,,-0.0030,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
7.245,12.808,TAKEOFF,pronav,0,,,,,,,96.530,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
7.446,12.904,TAKEOFF,pronav,0,,,,,,,96.536,,,,,,,0.0000,,,,,0.0010,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
7.650,13.036,TAKEOFF,pronav,0,,,,,,,96.541,,,,,,,0.0000,,,,,0.0030,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
7.851,13.168,TAKEOFF,pronav,0,,,,,,,96.545,,,,,,,0.0000,,,,,0.0040,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
8.052,13.292,TAKEOFF,pronav,0,,,,,,,96.546,,,,,,,0.0000,,,,,0.0050,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
8.253,13.408,TAKEOFF,pronav,0,,,,,,,96.547,,,,,,,0.0000,,,,,0.0050,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
8.453,13.500,TAKEOFF,pronav,0,,,,,,,96.548,,,,,,,0.0000,,,,,0.0060,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
8.656,13.632,TAKEOFF,pronav,0,,,,,,,96.548,,,,,,,0.0000,,,,,0.0060,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
8.857,13.764,TAKEOFF,pronav,0,,,,,,,96.552,,,,,,,0.0000,,,,,0.0050,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
9.059,13.888,TAKEOFF,pronav,0,,,,,,,96.555,,,,,,,0.0000,,,,,0.0040,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
9.262,13.996,TAKEOFF,pronav,0,,,,,,,96.559,,,,,,,0.0000,,,,,0.0040,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
9.463,14.104,TAKEOFF,pronav,0,,,,,,,96.563,,,,,,,0.0000,,,,,0.0030,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
9.668,14.224,TAKEOFF,pronav,0,,,,,,,96.569,,,,,,,0.0000,,,,,0.0010,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
9.869,14.356,TAKEOFF,pronav,0,,,,,,,96.573,,,,,,,0.0000,,,,,-0.0010,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
10.071,14.476,TAKEOFF,pronav,0,,,,,,,96.574,,,,,,,0.0000,,,,,-0.0030,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
10.273,14.580,TAKEOFF,pronav,0,,,,,,,96.573,,,,,,,0.0000,,,,,-0.0050,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
10.475,14.696,TAKEOFF,pronav,0,,,,,,,96.571,,,,,,,0.0000,,,,,-0.0070,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
10.677,14.820,TAKEOFF,pronav,0,,,,,,,96.566,,,,,,,0.0000,,,,,-0.0080,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
10.880,14.952,TAKEOFF,pronav,0,,,,,,,96.561,,,,,,,0.0000,,,,,-0.0080,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
11.081,15.084,TAKEOFF,pronav,0,,,,,,,96.562,,,,,,,0.0000,,,,,-0.0070,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
11.282,15.172,TAKEOFF,pronav,0,,,,,,,96.562,,,,,,,0.0000,,,,,-0.0070,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
11.483,15.288,TAKEOFF,pronav,0,,,,,,,96.563,,,,,,,0.0000,,,,,-0.0060,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
11.686,15.412,TAKEOFF,pronav,0,,,,,,,96.564,,,,,,,0.0000,,,,,-0.0060,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
11.887,15.544,TAKEOFF,pronav,0,,,,,,,96.564,,,,,,,0.0000,,,,,-0.0050,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
12.088,15.660,TAKEOFF,pronav,0,,,,,,,96.565,,,,,,,0.0000,,,,,-0.0040,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
12.289,15.744,TAKEOFF,pronav,0,,,,,,,96.567,,,,,,,0.0000,,,,,-0.0030,0.1200,0.0300,0.2290,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
12.490,15.876,TAKEOFF,pronav,0,,,,,,,96.576,,,,,,,0.0000,,,,,-0.0010,0.1201,0.0300,0.2294,6.5000,30.0760,0.5000,30.7171,,,,,,,,,,,,,,,,,,,,
12.691,15.992,TAKEOFF,pronav,0,,,,,,,96.582,,,,,,,0.0000,,,,,0.0020,0.1203,0.0300,0.2316,6.5000,30.0760,0.5000,30.7170,,,,,,,,,,,,,,,,,,,,
12.892,16.108,TAKEOFF,pronav,0,,,,,,,96.587,,,,,,,0.0000,,,,,0.0090,0.1207,0.0301,0.2365,6.5000,30.0760,0.5000,30.7168,,,,,,,,,,,,,,,,,,,,
13.095,16.240,TAKEOFF,pronav,0,,,,,,,96.591,,,,,,,0.0000,,,,,0.0220,0.1214,0.0300,0.2449,6.5000,30.0760,0.5000,30.7167,,,,,,,,,,,,,,,,,,,,
13.296,16.336,TAKEOFF,pronav,0,,,,,,,96.592,,,,,,,0.0000,,,,,0.0320,0.1220,0.0298,0.2539,6.5000,30.0760,0.5000,30.7167,,,,,,,,,,,,,,,,,,,,
13.497,16.456,TAKEOFF,pronav,0,,,,,,,96.590,,,,,,,0.0000,,,,,0.0470,0.1225,0.0294,0.2653,6.5000,30.0760,0.5000,30.7169,,,,,,,,,,,,,,,,,,,,
13.698,16.572,TAKEOFF,pronav,0,,,,,,,96.587,,,,,,,0.0000,,,,,0.0620,0.1231,0.0285,0.2809,6.5000,30.0760,0.5000,30.7175,,,,,,,,,,,,,,,,,,,,
13.900,16.700,TAKEOFF,pronav,0,,,,,,,96.590,,,,,,,0.0000,,,,,0.0840,0.1235,0.0274,0.2964,6.5000,30.0760,0.5000,30.7184,,,,,,,,,,,,,,,,,,,,
14.103,16.816,TAKEOFF,pronav,0,,,,,,,96.591,,,,,,,0.0000,,,,,0.1040,0.1237,0.0259,0.3117,6.5000,30.0760,0.5000,30.7197,,,,,,,,,,,,,,,,,,,,
14.304,16.932,TAKEOFF,pronav,0,,,,,,,96.589,,,,,,,0.0000,,,,,0.1210,0.1239,0.0241,0.3288,6.5000,30.0760,0.5000,30.7214,,,,,,,,,,,,,,,,,,,,
14.505,17.064,TAKEOFF,pronav,0,,,,,,,96.581,,,,,,,0.0000,,,,,0.1440,0.1242,0.0217,0.3483,6.5000,30.0760,0.5000,30.7236,,,,,,,,,,,,,,,,,,,,
