t,t_sim,phase,law,detected,meas_x,meas_y,meas_z,meas_range,meas_conf,bearing_rad,psi_deg,lambda_deg,lambda_dot_deg_s,r_hat_m,rdot_hat_m_s,vc_m_s,a_cmd_m_s2,v_perp_m_s,cmd_vn,cmd_ve,cmd_vd,cmd_yaw_deg,alt_m,gt_cam_x,gt_cam_y,gt_cam_z,gt_tag_x,gt_tag_y,gt_tag_z,gt_range,ext_x,ext_y,ext_z,ext_fresh,tgt_n_hat,tgt_e_hat,tgt_vn_hat,tgt_ve_hat,ext_age_s,cue_stale,coast_phase,ekf_dn_hat,ekf_de_hat,ekf_dvn_hat,ekf_dve_hat,ekf_p_diag0,ekf_p_diag1,ekf_p_diag2,ekf_p_diag3,meas_source
2.496,9.944,TAKEOFF,pronav,0,,,,,,,96.511,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
2.699,10.068,TAKEOFF,pronav,0,,,,,,,96.511,,,,,,,0.0000,,,,,0.0030,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
2.900,10.200,TAKEOFF,pronav,0,,,,,,,96.508,,,,,,,0.0000,,,,,0.0060,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
3.101,10.320,TAKEOFF,pronav,0,,,,,,,96.507,,,,,,,0.0000,,,,,0.0080,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
3.302,10.432,TAKEOFF,pronav,0,,,,,,,96.504,,,,,,,0.0000,,,,,0.0090,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
3.503,10.528,TAKEOFF,pronav,0,,,,,,,96.501,,,,,,,0.0000,,,,,0.0100,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
3.704,10.660,TAKEOFF,pronav,0,,,,,,,96.499,,,,,,,0.0000,,,,,0.0090,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
3.906,10.784,TAKEOFF,pronav,0,,,,,,,96.498,,,,,,,0.0000,,,,,0.0050,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
4.106,10.900,TAKEOFF,pronav,0,,,,,,,96.497,,,,,,,0.0000,,,,,0.0010,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
4.308,10.992,TAKEOFF,pronav,0,,,,,,,96.498,,,,,,,0.0000,,,,,-0.0020,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
4.511,11.124,TAKEOFF,pronav,0,,,,,,,96.498,,,,,,,0.0000,,,,,-0.0060,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
4.712,11.256,TAKEOFF,pronav,0,,,,,,,96.498,,,,,,,0.0000,,,,,-0.0090,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
4.913,11.376,TAKEOFF,pronav,0,,,,,,,96.502,,,,,,,0.0000,,,,,-0.0130,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
5.114,11.492,TAKEOFF,pronav,0,,,,,,,96.506,,,,,,,0.0000,,,,,-0.0160,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
5.316,11.584,TAKEOFF,pronav,0,,,,,,,96.508,,,,,,,0.0000,,,,,-0.0200,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
5.516,11.716,TAKEOFF,pronav,0,,,,,,,96.507,,,,,,,0.0000,,,,,-0.0020,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
5.718,11.836,TAKEOFF,pronav,0,,,,,,,96.500,,,,,,,0.0000,,,,,-0.0050,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
5.919,11.952,TAKEOFF,pronav,0,,,,,,,96.491,,,,,,,0.0000,,,,,-0.0070,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
6.121,12.080,TAKEOFF,pronav,0,,,,,,,96.481,,,,,,,0.0000,,,,,-0.0070,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
6.321,12.180,TAKEOFF,pronav,0,,,,,,,96.480,,,,,,,0.0000,,,,,-0.0080,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
6.522,12.304,TAKEOFF,pronav,0,,,,,,,96.485,,,,,,,0.0000,,,,,-0.0080,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
6.723,12.420,TAKEOFF,pronav,0,,,,,,,96.492,,,,,,,0.0000,,,,,-0.0080,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
6.925,12.544,TAKEOFF,pronav,0,,,,,,,96.499,,,,,,,0.0000,,,,,-0.0100,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
7.130,12.640,TAKEOFF,pronav,0,,,,,,,96.501,,,,,,,0.0000,,,,,-0.0100,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
7.331,12.764,TAKEOFF,pronav,0,,,,,,,96.503,,,,,,,0.0000,,,,,-0.0110,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
7.532,12.888,TAKEOFF,pronav,0,,,,,,,96.507,,,,,,,0.0000,,,,,-0.0100,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
7.733,13.004,TAKEOFF,pronav,0,,,,,,,96.507,,,,,,,0.0000,,,,,-0.0090,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
7.936,13.136,TAKEOFF,pronav,0,,,,,,,96.505,,,,,,,0.0000,,,,,-0.0060,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
8.136,13.232,TAKEOFF,pronav,0,,,,,,,96.505,,,,,,,0.0000,,,,,-0.0040,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
8.338,13.352,TAKEOFF,pronav,0,,,,,,,96.500,,,,,,,0.0000,,,,,-0.0030,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
8.539,13.468,TAKEOFF,pronav,0,,,,,,,96.491,,,,,,,0.0000,,,,,-0.0020,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
8.741,13.600,TAKEOFF,pronav,0,,,,,,,96.482,,,,,,,0.0000,,,,,-0.0020,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
8.941,13.728,TAKEOFF,pronav,0,,,,,,,96.473,,,,,,,0.0000,,,,,-0.0010,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
9.143,13.820,TAKEOFF,pronav,0,,,,,,,96.471,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
9.344,13.940,TAKEOFF,pronav,0,,,,,,,96.468,,,,,,,0.0000,,,,,0.0010,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
9.546,14.060,TAKEOFF,pronav,0,,,,,,,96.468,,,,,,,0.0000,,,,,0.0030,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
9.747,14.188,TAKEOFF,pronav,0,,,,,,,96.473,,,,,,,0.0000,,,,,0.0050,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
9.948,14.292,TAKEOFF,pronav,0,,,,,,,96.478,,,,,,,0.0000,,,,,0.0070,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
10.149,14.416,TAKEOFF,pronav,0,,,,,,,96.489,,,,,,,0.0000,,,,,0.0100,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
10.350,14.536,TAKEOFF,pronav,0,,,,,,,96.501,,,,,,,0.0000,,,,,0.0130,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
10.554,14.620,TAKEOFF,pronav,0,,,,,,,96.506,,,,,,,0.0000,,,,,0.0150,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
10.756,14.752,TAKEOFF,pronav,0,,,,,,,96.514,,,,,,,0.0000,,,,,0.0200,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
10.961,14.884,TAKEOFF,pronav,0,,,,,,,96.523,,,,,,,0.0000,,,,,0.0230,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
11.162,15.000,TAKEOFF,pronav,0,,,,,,,96.529,,,,,,,0.0000,,,,,0.0250,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
11.363,15.116,TAKEOFF,pronav,0,,,,,,,96.531,,,,,,,0.0000,,,,,0.0260,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
11.564,15.216,TAKEOFF,pronav,0,,,,,,,96.530,,,,,,,0.0000,,,,,0.0270,0.1200,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8852,,,,,,,,,,,,,,,,,,,,
11.765,15.348,TAKEOFF,pronav,0,,,,,,,96.531,,,,,,,0.0000,,,,,0.0280,0.1203,0.0300,0.2290,6.5000,-29.1650,0.5000,29.8851,,,,,,,,,,,,,,,,,,,,
