t,t_sim,phase,law,detected,meas_x,meas_y,meas_z,meas_range,meas_conf,bearing_rad,psi_deg,lambda_deg,lambda_dot_deg_s,r_hat_m,rdot_hat_m_s,vc_m_s,a_cmd_m_s2,v_perp_m_s,cmd_vn,cmd_ve,cmd_vd,cmd_yaw_deg,alt_m,gt_cam_x,gt_cam_y,gt_cam_z,gt_tag_x,gt_tag_y,gt_tag_z,gt_range,ext_x,ext_y,ext_z,ext_fresh,tgt_n_hat,tgt_e_hat,tgt_vn_hat,tgt_ve_hat,ext_age_s,cue_stale,coast_phase,ekf_dn_hat,ekf_de_hat,ekf_dvn_hat,ekf_dve_hat,ekf_p_diag0,ekf_p_diag1,ekf_p_diag2,ekf_p_diag3,meas_source
8.017,13.248,TAKEOFF,pronav,0,,,,,,,96.460,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,29.1480,0.5000,29.8100,,,,,,,,,,,,,,,,,,,,
8.218,13.368,TAKEOFF,pronav,0,,,,,,,96.464,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,29.1480,0.5000,29.8100,,,,,,,,,,,,,,,,,,,,
8.420,13.468,TAKEOFF,pronav,0,,,,,,,96.466,,,,,,,0.0000,,,,,0.0020,0.1200,0.0300,0.2290,6.5000,29.1480,0.5000,29.8100,,,,,,,,,,,,,,,,,,,,
8.621,13.596,TAKEOFF,pronav,0,,,,,,,96.469,,,,,,,0.0000,,,,,0.0050,0.1200,0.0300,0.2290,6.5000,29.1480,0.5000,29.8100,,,,,,,,,,,,,,,,,,,,
8.821,13.716,TAKEOFF,pronav,0,,,,,,,96.468,,,,,,,0.0000,,,,,0.0080,0.1200,0.0300,0.2290,6.5000,29.1480,0.5000,29.8100,,,,,,,,,,,,,,,,,,,,
9.023,13.828,TAKEOFF,pronav,0,,,,,,,96.465,,,,,,,0.0000,,,,,0.0100,0.1200,0.0300,0.2290,6.5000,29.1480,0.5000,29.8100,,,,,,,,,,,,,,,,,,,,
9.225,13.960,TAKEOFF,pronav,0,,,,,,,96.460,,,,,,,0.0000,,,,,0.0110,0.1200,0.0300,0.2290,6.5000,29.1480,0.5000,29.8100,,,,,,,,,,,,,,,,,,,,
9.427,14.056,TAKEOFF,pronav,0,,,,,,,96.453,,,,,,,0.0000,,,,,0.0110,0.1200,0.0300,0.2290,6.5000,29.1480,0.5000,29.8100,,,,,,,,,,,,,,,,,,,,
9.628,14.180,TAKEOFF,pronav,0,,,,,,,96.449,,,,,,,0.0000,,,,,0.0110,0.1200,0.0300,0.2290,6.5000,29.1480,0.5000,29.8100,,,,,,,,,,,,,,,,,,,,
9.829,14.292,TAKEOFF,pronav,0,,,,,,,96.444,,,,,,,0.0000,,,,,0.0120,0.1200,0.0300,0.2290,6.5000,29.1480,0.5000,29.8100,,,,,,,,,,,,,,,,,,,,
10.030,14.424,TAKEOFF,pronav,0,,,,,,,96.443,,,,,,,0.0000,,,,,0.0140,0.1200,0.0300,0.2290,6.5000,29.1480,0.5000,29.8100,,,,,,,,,,,,,,,,,,,,
10.232,14.524,TAKEOFF,pronav,0,,,,,,,96.440,,,,,,,0.0000,,,,,0.0150,0.1200,0.0300,0.2290,6.5000,29.1480,0.5000,29.8100,,,,,,,,,,,,,,,,,,,,
10.432,14.628,TAKEOFF,pronav,0,,,,,,,96.437,,,,,,,0.0000,,,,,0.0150,0.1200,0.0300,0.2290,6.5000,29.1480,0.5000,29.8100,,,,,,,,,,,,,,,,,,,,
10.633,14.752,TAKEOFF,pronav,0,,,,,,,96.433,,,,,,,0.0000,,,,,0.0160,0.1200,0.0300,0.2290,6.5000,29.1480,0.5000,29.8100,,,,,,,,,,,,,,,,,,,,
10.834,14.884,TAKEOFF,pronav,0,,,,,,,96.432,,,,,,,0.0000,,,,,0.0150,0.1200,0.0300,0.2290,6.5000,29.1480,0.5000,29.8100,,,,,,,,,,,,,,,,,,,,
11.035,15.008,TAKEOFF,pronav,0,,,,,,,96.431,,,,,,,0.0000,,,,,0.0130,0.1200,0.0300,0.2290,6.5000,29.1480,0.5000,29.8100,,,,,,,,,,,,,,,,,,,,
11.236,15.108,TAKEOFF,pronav,0,,,,,,,96.431,,,,,,,0.0000,,,,,0.0120,0.1200,0.0300,0.2290,6.5000,29.1480,0.5000,29.8100,,,,,,,,,,,,,,,,,,,,
11.437,15.216,TAKEOFF,pronav,0,,,,,,,96.429,,,,,,,0.0000,,,,,0.0100,0.1200,0.0300,0.2290,6.5000,29.1480,0.5000,29.8100,,,,,,,,,,,,,,,,,,,,
11.640,15.348,TAKEOFF,pronav,0,,,,,,,96.429,,,,,,,0.0000,,,,,0.0090,0.1200,0.0300,0.2290,6.5000,29.1480,0.5000,29.8100,,,,,,,,,,,,,,,,,,,,
11.841,15.472,TAKEOFF,pronav,0,,,,,,,96.434,,,,,,,0.0000,,,,,0.0090,0.1200,0.0300,0.2290,6.5000,29.1480,0.5000,29.8100,,,,,,,,,,,,,,,,,,,,
12.042,15.584,TAKEOFF,pronav,0,,,,,,,96.433,,,,,,,0.0000,,,,,0.0100,0.1201,0.0302,0.2291,6.5000,29.1480,0.5000,29.8098,,,,,,,,,,,,,,,,,,,,
12.243,15.684,TAKEOFF,pronav,0,,,,,,,96.412,,,,,,,0.0000,,,,,0.0110,0.1204,0.0308,0.2294,6.5000,29.1480,0.5000,29.8091,,,,,,,,,,,,,,,,,,,,
12.445,15.808,TAKEOFF,pronav,0,,,,,,,96.371,,,,,,,0.0000,,,,,0.0140,0.1214,0.0326,0.2302,6.5000,29.1480,0.5000,29.8071,,,,,,,,,,,,,,,,,,,,
12.647,15.940,TAKEOFF,pronav,0,,,,,,,96.341,,,,,,,0.0000,,,,,0.0200,0.1235,0.0366,0.2323,6.5000,29.1480,0.5000,29.8028,,,,,,,,,,,,,,,,,,,,
12.850,16.040,TAKEOFF,pronav,0,,,,,,,96.322,,,,,,,0.0000,,,,,0.0240,0.1262,0.0420,0.2361,6.5000,29.1480,0.5000,29.7969,,,,,,,,,,,,,,,,,,,,
13.051,16.148,TAKEOFF,pronav,0,,,,,,,96.305,,,,,,,0.0000,,,,,0.0320,0.1306,0.0508,0.2430,6.5000,29.1480,0.5000,29.7873,,,,,,,,,,,,,,,,,,,,
13.252,16.272,TAKEOFF,pronav,0,,,,,,,96.273,,,,,,,0.0000,,,,,0.0430,0.1363,0.0627,0.2534,6.5000,29.1480,0.5000,29.7743,,,,,,,,,,,,,,,,,,,,
13.455,16.404,TAKEOFF,pronav,0,,,,,,,96.216,,,,,,,0.0000,,,,,0.0590,0.1433,0.0772,0.2675,6.5000,29.1480,0.5000,29.7585,,,,,,,,,,,,,,,,,,,,
13.657,16.532,TAKEOFF,pronav,0,,,,,,,96.132,,,,,,,0.0000,,,,,0.0760,0.1502,0.0915,0.2837,6.5000,29.1480,0.5000,29.7430,,,,,,,,,,,,,,,,,,,,
13.859,16.636,TAKEOFF,pronav,0,,,,,,,96.072,,,,,,,0.0000,,,,,0.0930,0.1547,0.1008,0.2966,6.5000,29.1480,0.5000,29.7329,,,,,,,,,,,,,,,,,,,,
14.060,16.736,TAKEOFF,pronav,0,,,,,,,96.028,,,,,,,0.0000,,,,,0.1070,0.1594,0.1097,0.3126,6.5000,29.1480,0.5000,29.7230,,,,,,,,,,,,,,,,,,,,
14.263,16.864,TAKEOFF,pronav,0,,,,,,,96.033,,,,,,,0.0000,,,,,0.1250,0.1633,0.1166,0.3308,6.5000,29.1480,0.5000,29.7154,,,,,,,,,,,,,,,,,,,,
14.464,16.996,TAKEOFF,pronav,0,,,,,,,96.093,,,,,,,0.0000,,,,,0.1470,0.1664,0.1205,0.3516,6.5000,29.1480,0.5000,29.7109,,,,,,,,,,,,,,,,,,,,
14.666,17.096,TAKEOFF,pronav,0,,,,,,,96.153,,,,,,,0.0000,,,,,0.1640,0.1677,0.1208,0.3678,6.5000,29.1480,0.5000,29.7102,,,,,,,,,,,,,,,,,,,,
14.867,17.220,TAKEOFF,pronav,0,,,,,,,96.229,,,,,,,0.0000,,,,,0.1840,0.1683,0.1179,0.3895,6.5000,29.1480,0.5000,29.7128,,,,,,,,,,,,,,,,,,,,
15.068,17.340,TAKEOFF,pronav,0,,,,,,,96.308,,,,,,,0.0000,,,,,0.2030,0.1678,0.1129,0.4079,6.5000,29.1480,0.5000,29.7177,,,,,,,,,,,,,,,,,,,,
15.270,17.464,TAKEOFF,pronav,0,,,,,,,96.393,,,,,,,0.0000,,,,,0.2220,0.1661,0.1043,0.4296,6.5000,29.1480,0.5000,29.7264,,,,,,,,,,,,,,,,,,,,
15.471,17.560,TAKEOFF,pronav,0,,,,,,,96.436,,,,,,,0.0000,,,,,0.2360,0.1646,0.0977,0.4434,6.5000,29.1480,0.5000,29.7332,,,,,,,,,,,,,,,,,,,,
15.672,17.688,TAKEOFF,pronav,0,,,,,,,96.495,,,,,,,0.0000,,,,,0.2530,0.1617,0.0858,0.4651,6.5000,29.1480,0.5000,29.7453,,,,,,,,,,,,,,,,,,,,
15.873,17.808,TAKEOFF,pronav,0,,,,,,,96.557,,,,,,,0.0000,,,,,0.2700,0.1590,0.0748,0.4834,6.5000,29.1480,0.5000,29.7567,,,,,,,,,,,,,,,,,,,,
16.074,17.920,TAKEOFF,pronav,0,,,,,,,96.586,,,,,,,0.0000,,,,,0.2850,0.1560,0.0625,0.5001,6.5000,29.1480,0.5000,29.7694,,,,,,,,,,,,,,,,,,,,
16.281,18.052,TAKEOFF,pronav,0,,,,,,,96.547,,,,,,,0.0000,,,,,0.2910,0.1529,0.0488,0.5067,6.5000,29.1480,0.5000,29.7834,,,,,,,,,,,,,,,,,,,,
16.483,18.152,TAKEOFF,pronav,0,,,,,,,96.459,,,,,,,0.0000,,,,,0.2840,0.1507,0.0386,0.5027,6.5000,29.1480,0.5000,29.7938,,,,,,,,,,,,,,,,,,,,
16.684,18.284,TAKEOFF,pronav,0,,,,,,,96.325,,,,,,,0.0000,,,,,0.2710,0.1481,0.0256,0.4947,6.5000,29.1480,0.5000,29.8070,,,,,,,,,,,,,,,,,,,,
16.885,18.408,TAKEOFF,pronav,0,,,,,,,96.225,,,,,,,0.0000,,,,,0.2650,0.1460,0.0138,0.4923,6.5000,29.1480,0.5000,29.8191,,,,,,,,,,,,,,,,,,,,
17.087,18.520,TAKEOFF,pronav,0,,,,,,,96.165,,,,,,,0.0000,,,,,0.2660,0.1444,0.0048,0.4957,6.5000,29.1480,0.5000,29.8281,,,,,,,,,,,,,,,,,,,,
17.287,18.636,TAKEOFF,pronav,0,,,,,,,96.115,,,,,,,0.0000,,,,,0.2720,0.1432,-0.0021,0.5013,6.5000,29.1480,0.5000,29.8352,,,,,,,,,,,,,,,,,,,,
17.488,18.748,TAKEOFF,pronav,0,,,,,,,96.090,,,,,,,0.0000,,,,,0.2790,0.1418,-0.0090,0.5097,6.5000,29.1480,0.5000,29.8422,,,,,,,,,,,,,,,,,,,,
17.691,18.880,TAKEOFF,pronav,0,,,,,,,96.087,,,,,,,0.0000,,,,,0.2910,0.1401,-0.0150,0.5204,6.5000,29.1480,0.5000,29.8485,,,,,,,,,,,,,,,,,,,,
17.891,18.992,TAKEOFF,pronav,0,,,,,,,96.092,,,,,,,0.0000,,,,,0.3000,0.1385,-0.0188,0.5299,6.5000,29.1480,0.5000,29.8525,,,,,,,,,,,,,,,,,,,,
18.092,19.096,TAKEOFF,pronav,0,,,,,,,96.090,,,,,,,0.0000,,,,,0.3120,0.1368,-0.0211,0.5382,6.5000,29.1480,0.5000,29.8551,,,,,,,,,,,,,,,,,,,,
18.293,19.212,TAKEOFF,pronav,0,,,,,,,96.075,,,,,,,0.0000,,,,,0.3220,0.1347,-0.0228,0.5479,6.5000,29.1480,0.5000,29.8572,,,,,,,,,,,,,,,,,,,,
18.496,19.340,TAKEOFF,pronav,0,,,,,,,96.049,,,,,,,0.0000,,,,,0.3370,0.1322,-0.0234,0.5578,6.5000,29.1480,0.5000,29.8584,,,,,,,,,,,,,,,,,,,,
18.697,19.472,TAKEOFF,pronav,0,,,,,,,95.996,,,,,,,0.0000,,,,,0.3490,0.1296,-0.0230,0.5667,6.5000,29.1480,0.5000,29.8585,,,,,,,,,,,,,,,,,,,,
18.898,19.572,TAKEOFF,pronav,0,,,,,,,95.960,,,,,,,0.0000,,,,,0.3580,0.1276,-0.0220,0.5728,6.5000,29.1480,0.5000,29.8581,,,,,,,,,,,,,,,,,,,,
19.099,19.696,TAKEOFF,pronav,0,,,,,,,95.946,,,,,,,0.0000,,,,,0.3680,0.1256,-0.0205,0.5789,6.5000,29.1480,0.5000,29.8570,,,,,,,,,,,,,,,,,,,,
19.301,19.816,TAKEOFF,pronav,0,,,,,,,95.962,,,,,,,0.0000,,,,,0.3790,0.1234,-0.0182,0.5851,6.5000,29.1480,0.5000,29.8552,,,,,,,,,,,,,,,,,,,,
19.502,19.936,TAKEOFF,pronav,0,,,,,,,96.006,,,,,,,0.0000,,,,,0.3900,0.1218,-0.0157,0.5897,6.5000,29.1480,0.5000,29.8532,,,,,,,,,,,,,,,,,,,,
19.702,20.044,TAKEOFF,pronav,0,,,,,,,96.051,,,,,,,0.0000,,,,,0.3960,0.1203,-0.0133,0.5935,6.5000,29.1480,0.5000,29.8511,,,,,,,,,,,,,,,,,,,,
19.903,20.164,TAKEOFF,pronav,0,,,,,,,96.089,,,,,,,0.0000,,,,,0.4030,0.1190,-0.0105,0.5968,6.5000,29.1480,0.5000,29.8487,,,,,,,,,,,,,,,,,,,,
19.916,20.176,CUE_WAIT,pronav,0,,,,,,,96.091,,,,,4.5000,0.0000,0.0000,0.0000,0.0000,-0.0970,96.0907,0.4030,0.1188,-0.0103,0.5971,6.5000,29.1480,0.5000,29.8485,,,,0,,,,,,,,,,,,,,,,
19.966,20.204,CUE_WAIT,pronav,0,,,,,,,96.097,,,,,4.5000,0.0000,0.0000,0.0000,0.0000,-0.0950,96.0967,0.4050,0.1184,-0.0095,0.5979,6.5000,29.1480,0.5000,29.8478,,,,0,,,,,,,,,,,,,,,,
20.018,20.232,CUE_WAIT,pronav,0,,,,,,,96.100,,,,,4.5000,0.0000,0.0000,0.0000,0.0000,-0.0940,96.1001,0.4060,0.1182,-0.0090,0.5984,6.5000,29.1480,0.5000,29.8474,,,,0,,,,,,,,,,,,,,,,
20.071,20.264,CUE_WAIT,pronav,0,,,,,,,96.103,,,,,4.5000,0.0000,0.0000,0.0000,0.0000,-0.0920,96.1029,0.4080,0.1179,-0.0083,0.5991,6.5000,29.1480,0.5000,29.8468,,,,0,,,,,,,,,,,,,,,,
20.121,20.296,CUE_WAIT,pronav,0,,,,,,,96.104,,,,,4.5000,0.0000,0.0000,0.0000,0.0000,-0.0900,96.1042,0.4100,0.1175,-0.0076,0.5999,6.5000,29.1480,0.5000,29.8462,,,,0,,,,,,,,,,,,,,,,
20.171,20.320,CUE_WAIT,pronav,0,,,,,,,96.104,,,,,4.5000,0.0000,0.0000,0.0000,0.0000,-0.0890,96.1043,0.4110,0.1172,-0.0070,0.6008,6.5000,29.1480,0.5000,29.8456,,,,0,,,,,,,,,,,,,,,,
20.221,20.352,CUE_WAIT,pronav,0,,,,,,,96.100,,,,,4.5000,0.0000,0.0000,0.0000,0.0000,-0.0880,96.1003,0.4120,0.1170,-0.0066,0.6013,6.5000,29.1480,0.5000,29.8454,,,,0,,,,,,,,,,,,,,,,
20.272,20.384,CUE_WAIT,pronav,0,,,,,,,96.096,,,,,4.5000,0.0000,0.0000,0.0000,0.0000,-0.0860,11.7354,0.4140,0.1166,-0.0060,0.6022,6.5000,29.1480,0.5000,29.8448,29.5126,6.1150,0.4307,1,29.5126,6.1150,-0.1008,0.9207,0.1320,,,,,,,,,,,
20.323,20.412,CUE_WAIT,pronav,0,,,,,,,96.088,,,,,4.5000,0.0000,0.0000,0.0000,0.0000,-0.0850,11.8242,0.4150,0.1163,-0.0054,0.6032,6.5000,29.1480,0.5000,29.8443,,,,0,29.5075,6.1610,-0.1008,0.9207,,,,,,,,,,,,
20.373,20.440,CUE_WAIT,pronav,0,,,,,,,96.048,,,,,4.5000,0.0000,0.0000,0.0000,0.0000,-0.0830,11.9131,0.4170,0.1159,-0.0047,0.6043,6.5000,29.1480,0.5000,29.8437,,,,0,29.5025,6.2071,-0.1008,0.9207,,,,,,,,,,,,
20.424,20.476,CUE_WAIT,pronav,0,,,,,,,95.738,,,,,4.5000,0.0000,0.0000,0.0000,0.0000,-0.0820,12.0021,0.4180,0.1153,-0.0035,0.6063,6.5000,29.1480,0.5000,29.8427,,,,0,29.4975,6.2531,-0.1008,0.9207,,,,,,,,,,,,
20.475,20.504,CUE_WAIT,pronav,0,,,,,,,95.415,,,,,4.5000,0.0000,0.0000,0.0000,0.0000,-0.0790,11.9178,0.4210,0.1146,-0.0018,0.6079,6.5000,29.1480,0.5000,29.8411,29.5033,6.1456,0.3732,1,29.4989,6.2070,0.7349,0.3940,0.1440,,,,,,,,,,,
20.527,20.532,CUE_WAIT,pronav,0,,,,,,,94.645,,,,,4.5000,0.0000,0.0000,0.0000,0.0000,-0.0770,11.9399,0.4230,0.1137,0.0006,0.6088,6.5000,29.1480,0.5000,29.8390,,,,0,29.5357,6.2267,0.7349,0.3940,,,,,,,,,,,,
20.584,20.560,CUE_WAIT,pronav,0,,,,,,,93.719,,,,,4.5000,0.0000,0.0000,0.0000,0.0000,-0.0760,11.9638,0.4240,0.1131,0.0024,0.6088,6.5000,29.1480,0.5000,29.8374,,,,0,29.5724,6.2464,0.7349,0.3940,,,,,,,,,,,,
20.631,20.584,CUE_WAIT,pronav,0,,,,,,,92.378,,,,,4.5000,0.0000,0.0000,0.0000,0.0000,-0.0750,11.9876,0.4250,0.1119,0.0058,0.6079,6.5000,29.1480,0.5000,29.8343,,,,0,29.6092,6.2661,0.7349,0.3940,,,,,,,,,,,,
20.683,20.612,CUE_WAIT,pronav,0,,,,,,,91.391,,,,,4.5000,0.0000,0.0000,0.0000,0.0000,-0.0750,12.0118,0.4250,0.1112,0.0078,0.6071,6.5000,29.1480,0.5000,29.8325,,,,0,29.6459,6.2858,0.7349,0.3940,,,,,,,,,,,,
20.733,20.628,CUE_WAIT,pronav,0,,,,,,,90.290,,,,,4.5000,0.0000,0.0000,0.0000,0.0000,-0.0760,11.9123,0.4240,0.1102,0.0105,0.6058,6.5000,29.1480,0.5000,29.8301,29.4902,6.1553,0.3388,1,29.5672,6.2154,0.2085,-0.6354,0.1320,,,,,,,,,,,
20.787,20.660,CUE_WAIT,pronav,0,,,,,,,88.561,,,,,4.5000,0.0000,0.0000,0.0000,0.0000,-0.0790,11.7863,0.4210,0.1084,0.0154,0.6030,6.5000,29.1480,0.5000,29.8257,29.4767,6.1043,0.3943,1,29.5171,6.1360,-0.5904,0.2409,0.1080,,,,,,,,,,,
20.837,20.688,CUE_WAIT,pronav,0,,,,,,,86.323,,,,,4.5000,0.0000,0.0000,0.0000,0.0000,-0.0810,11.8219,0.4190,0.1061,0.0210,0.5993,6.5000,29.1480,0.5000,29.8207,,,,0,29.4876,6.1481,-0.5904,0.2409,,,,,,,,,,,,
20.888,20.712,CUE_WAIT,pronav,0,,,,,,,84.784,,,,,4.5000,0.0000,0.0000,0.0000,0.0000,-0.0840,11.8577,0.4160,0.1052,0.0233,0.5977,6.5000,29.1480,0.5000,29.8187,,,,0,29.4581,6.1601,-0.5904,0.2409,,,,,,,,,,,,
20.940,20.732,CUE_WAIT,pronav,0,,,,,,,82.449,,,,,4.5000,0.0000,0.0000,0.0000,0.0000,-0.0870,11.8937,0.4130,0.1019,0.0306,0.5923,6.5000,29.1480,0.5000,29.8122,,,,0,29.4285,6.1721,-0.5904,0.2409,,,,,,,,,,,,
20.992,20.760,DASH,pronav,0,,,,,,,80.655,,,,,4.5000,0.0000,0.0000,0.0000,0.0000,-0.0940,11.8710,0.4060,0.0997,0.0350,0.5890,6.5000,29.1480,0.5000,29.8083,29.4869,6.1519,0.3599,1,29.4518,6.1648,0.3172,0.8363,0.1080,,,,,,,,,,,
21.043,20.792,DASH,pronav,0,,,,,,,76.759,,,,,4.5000,0.0000,0.0000,15.4805,4.0441,-0.0990,11.9448,0.4010,0.0958,0.0425,0.5831,6.5000,29.1480,0.5000,29.8019,,,,0,29.4676,6.2066,0.3172,0.8363,,,,,,,,,,,,
21.096,20.824,DASH,pronav,0,,,,,,,73.357,,,,,4.5000,0.0000,0.0000,15.4754,4.0636,-0.1080,12.0193,0.3920,0.0912,0.0504,0.5767,6.5000,29.1480,0.5000,29.7951,,,,0,29.4835,6.2485,0.3172,0.8363,,,,,,,,,,,,
21.145,20.848,DASH,pronav,0,,,,,,,71.172,,,,,4.5000,0.0000,0.0000,15.5378,3.8179,-0.1120,11.9651,0.3880,0.0859,0.0584,0.5662,6.5000,29.1480,0.5000,29.7884,29.4692,6.1688,0.3686,1,29.4813,6.2174,-0.3293,0.4554,0.0960,,,,,,,,,,,
