t,t_sim,phase,law,detected,meas_x,meas_y,meas_z,meas_range,meas_conf,bearing_rad,psi_deg,lambda_deg,lambda_dot_deg_s,r_hat_m,rdot_hat_m_s,vc_m_s,a_cmd_m_s2,v_perp_m_s,cmd_vn,cmd_ve,cmd_vd,cmd_yaw_deg,alt_m,gt_cam_x,gt_cam_y,gt_cam_z,gt_tag_x,gt_tag_y,gt_tag_z,gt_range,ext_x,ext_y,ext_z,ext_fresh,tgt_n_hat,tgt_e_hat,tgt_vn_hat,tgt_ve_hat,ext_age_s,cue_stale,coast_phase,ekf_dn_hat,ekf_de_hat,ekf_dvn_hat,ekf_dve_hat,ekf_p_diag0,ekf_p_diag1,ekf_p_diag2,ekf_p_diag3,meas_source
2.580,9.968,TAKEOFF,pronav,0,,,,,,,96.522,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
2.781,10.088,TAKEOFF,pronav,0,,,,,,,96.519,,,,,,,0.0000,,,,,0.0030,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
2.982,10.200,TAKEOFF,pronav,0,,,,,,,96.521,,,,,,,0.0000,,,,,0.0040,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
3.182,10.304,TAKEOFF,pronav,0,,,,,,,96.524,,,,,,,0.0000,,,,,0.0040,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
3.384,10.432,TAKEOFF,pronav,0,,,,,,,96.526,,,,,,,0.0000,,,,,0.0040,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
3.585,10.552,TAKEOFF,pronav,0,,,,,,,96.520,,,,,,,0.0000,,,,,0.0040,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
3.792,10.660,TAKEOFF,pronav,0,,,,,,,96.512,,,,,,,0.0000,,,,,0.0050,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
3.993,10.764,TAKEOFF,pronav,0,,,,,,,96.507,,,,,,,0.0000,,,,,0.0070,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
4.195,10.892,TAKEOFF,pronav,0,,,,,,,96.510,,,,,,,0.0000,,,,,0.0090,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
4.398,11.024,TAKEOFF,pronav,0,,,,,,,96.522,,,,,,,0.0000,,,,,0.0120,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
4.602,11.156,TAKEOFF,pronav,0,,,,,,,96.532,,,,,,,0.0000,,,,,0.0150,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
4.803,11.256,TAKEOFF,pronav,0,,,,,,,96.541,,,,,,,0.0000,,,,,0.0170,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
5.004,11.372,TAKEOFF,pronav,0,,,,,,,96.547,,,,,,,0.0000,,,,,0.0200,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
5.206,11.488,TAKEOFF,pronav,0,,,,,,,96.546,,,,,,,0.0000,,,,,0.0230,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
5.407,11.612,TAKEOFF,pronav,0,,,,,,,96.546,,,,,,,0.0000,,,,,0.0250,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
5.608,11.716,TAKEOFF,pronav,0,,,,,,,96.551,,,,,,,0.0000,,,,,0.0270,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
5.813,11.816,TAKEOFF,pronav,0,,,,,,,96.558,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
6.014,11.936,TAKEOFF,pronav,0,,,,,,,96.574,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
6.216,12.048,TAKEOFF,pronav,0,,,,,,,96.591,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
6.418,12.180,TAKEOFF,pronav,0,,,,,,,96.605,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
6.621,12.280,TAKEOFF,pronav,0,,,,,,,96.606,,,,,,,0.0000,,,,,0.0010,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
6.822,12.400,TAKEOFF,pronav,0,,,,,,,96.604,,,,,,,0.0000,,,,,0.0020,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
7.023,12.512,TAKEOFF,pronav,0,,,,,,,96.601,,,,,,,0.0000,,,,,0.0040,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
7.224,12.632,TAKEOFF,pronav,0,,,,,,,96.597,,,,,,,0.0000,,,,,0.0070,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
7.425,12.740,TAKEOFF,pronav,0,,,,,,,96.594,,,,,,,0.0000,,,,,0.0100,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
7.626,12.840,TAKEOFF,pronav,0,,,,,,,96.590,,,,,,,0.0000,,,,,0.0120,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
7.827,12.956,TAKEOFF,pronav,0,,,,,,,96.589,,,,,,,0.0000,,,,,0.0130,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
8.029,13.072,TAKEOFF,pronav,0,,,,,,,96.587,,,,,,,0.0000,,,,,0.0150,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
8.230,13.204,TAKEOFF,pronav,0,,,,,,,96.587,,,,,,,0.0000,,,,,0.0160,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
8.432,13.300,TAKEOFF,pronav,0,,,,,,,96.588,,,,,,,0.0000,,,,,0.0150,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
8.633,13.400,TAKEOFF,pronav,0,,,,,,,96.587,,,,,,,0.0000,,,,,0.0130,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
8.834,13.532,TAKEOFF,pronav,0,,,,,,,96.583,,,,,,,0.0000,,,,,0.0080,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
9.038,13.640,TAKEOFF,pronav,0,,,,,,,96.582,,,,,,,0.0000,,,,,0.0040,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
9.240,13.728,TAKEOFF,pronav,0,,,,,,,96.584,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
9.444,13.828,TAKEOFF,pronav,0,,,,,,,96.583,,,,,,,0.0000,,,,,-0.0030,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
9.644,13.940,TAKEOFF,pronav,0,,,,,,,96.591,,,,,,,0.0000,,,,,-0.0070,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
9.845,14.036,TAKEOFF,pronav,0,,,,,,,96.598,,,,,,,0.0000,,,,,-0.0110,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
10.046,14.128,TAKEOFF,pronav,0,,,,,,,96.602,,,,,,,0.0000,,,,,-0.0140,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
10.248,14.224,TAKEOFF,pronav,0,,,,,,,96.604,,,,,,,0.0000,,,,,-0.0170,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
10.449,14.324,TAKEOFF,pronav,0,,,,,,,96.603,,,,,,,0.0000,,,,,-0.0190,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
10.651,14.424,TAKEOFF,pronav,0,,,,,,,96.600,,,,,,,0.0000,,,,,-0.0200,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
10.852,14.524,TAKEOFF,pronav,0,,,,,,,96.596,,,,,,,0.0000,,,,,-0.0210,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
11.053,14.620,TAKEOFF,pronav,0,,,,,,,96.591,,,,,,,0.0000,,,,,-0.0230,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
11.254,14.740,TAKEOFF,pronav,0,,,,,,,96.584,,,,,,,0.0000,,,,,-0.0240,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
11.456,14.852,TAKEOFF,pronav,0,,,,,,,96.583,,,,,,,0.0000,,,,,-0.0250,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
11.663,14.952,TAKEOFF,pronav,0,,,,,,,96.582,,,,,,,0.0000,,,,,-0.0260,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
11.866,15.052,TAKEOFF,pronav,0,,,,,,,96.585,,,,,,,0.0000,,,,,-0.0260,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
12.068,15.148,TAKEOFF,pronav,0,,,,,,,96.588,,,,,,,0.0000,,,,,-0.0250,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
12.269,15.272,TAKEOFF,pronav,0,,,,,,,96.591,,,,,,,0.0000,,,,,-0.0230,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
12.470,15.380,TAKEOFF,pronav,0,,,,,,,96.594,,,,,,,0.0000,,,,,-0.0200,0.1200,0.0300,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
12.672,15.492,TAKEOFF,pronav,0,,,,,,,96.593,,,,,,,0.0000,,,,,-0.0160,0.1200,0.0301,0.2290,6.5000,-30.7200,0.5000,31.4061,,,,,,,,,,,,,,,,,,,,
12.873,15.580,TAKEOFF,pronav,0,,,,,,,96.592,,,,,,,0.0000,,,,,-0.0130,0.1200,0.0305,0.2292,6.5000,-30.7200,0.5000,31.4066,,,,,,,,,,,,,,,,,,,,
13.074,15.700,TAKEOFF,pronav,0,,,,,,,96.560,,,,,,,0.0000,,,,,-0.0100,0.1202,0.0324,0.2301,6.5000,-30.7200,0.5000,31.4084,,,,,,,,,,,,,,,,,,,,
13.277,15.808,TAKEOFF,pronav,0,,,,,,,96.573,,,,,,,0.0000,,,,,-0.0050,0.1207,0.0350,0.2313,6.5000,-30.7200,0.5000,31.4108,,,,,,,,,,,,,,,,,,,,
13.478,15.940,TAKEOFF,pronav,0,,,,,,,96.844,,,,,,,0.0000,,,,,-0.0010,0.1220,0.0407,0.2333,6.5000,-30.7200,0.5000,31.4161,,,,,,,,,,,,,,,,,,,,
13.680,16.040,TAKEOFF,pronav,0,,,,,,,97.057,,,,,,,0.0000,,,,,0.0000,0.1241,0.0491,0.2356,6.5000,-30.7200,0.5000,31.4239,,,,,,,,,,,,,,,,,,,,
13.882,16.152,TAKEOFF,pronav,0,,,,,,,97.225,,,,,,,0.0000,,,,,0.0060,0.1281,0.0636,0.2408,6.5000,-30.7200,0.5000,31.4372,,,,,,,,,,,,,,,,,,,,
14.082,16.272,TAKEOFF,pronav,0,,,,,,,97.333,,,,,,,0.0000,,,,,0.0150,0.1343,0.0839,0.2495,6.5000,-30.7200,0.5000,31.4558,,,,,,,,,,,,,,,,,,,,
14.283,16.400,TAKEOFF,pronav,0,,,,,,,97.412,,,,,,,0.0000,,,,,0.0260,0.1428,0.1094,0.2624,6.5000,-30.7200,0.5000,31.4789,,,,,,,,,,,,,,,,,,,,
14.484,16.472,TAKEOFF,pronav,0,,,,,,,97.445,,,,,,,0.0000,,,,,0.0350,0.1480,0.1244,0.2711,6.5000,-30.7200,0.5000,31.4925,,,,,,,,,,,,,,,,,,,,
14.685,16.600,TAKEOFF,pronav,0,,,,,,,97.443,,,,,,,0.0000,,,,,0.0500,0.1563,0.1469,0.2864,6.5000,-30.7200,0.5000,31.5128,,,,,,,,,,,,,,,,,,,,
14.886,16.716,TAKEOFF,pronav,0,,,,,,,97.365,,,,,,,0.0000,,,,,0.0660,0.1635,0.1656,0.3019,6.5000,-30.7200,0.5000,31.5295,,,,,,,,,,,,,,,,,,,,
15.087,16.832,TAKEOFF,pronav,0,,,,,,,97.212,,,,,,,0.0000,,,,,0.0840,0.1703,0.1820,0.3197,6.5000,-30.7200,0.5000,31.5441,,,,,,,,,,,,,,,,,,,,
15.288,16.964,TAKEOFF,pronav,0,,,,,,,97.037,,,,,,,0.0000,,,,,0.1060,0.1765,0.1949,0.3401,6.5000,-30.7200,0.5000,31.5554,,,,,,,,,,,,,,,,,,,,
15.490,17.064,TAKEOFF,pronav,0,,,,,,,96.953,,,,,,,0.0000,,,,,0.1220,0.1802,0.2009,0.3560,6.5000,-30.7200,0.5000,31.5605,,,,,,,,,,,,,,,,,,,,
15.691,17.188,TAKEOFF,pronav,0,,,,,,,96.907,,,,,,,0.0000,,,,,0.1410,0.1838,0.2039,0.3774,6.5000,-30.7200,0.5000,31.5626,,,,,,,,,,,,,,,,,,,,
15.894,17.280,TAKEOFF,pronav,0,,,,,,,96.891,,,,,,,0.0000,,,,,0.1540,0.1853,0.2031,0.3898,6.5000,-30.7200,0.5000,31.5615,,,,,,,,,,,,,,,,,,,,
16.098,17.396,TAKEOFF,pronav,0,,,,,,,96.868,,,,,,,0.0000,,,,,0.1730,0.1870,0.1979,0.4116,6.5000,-30.7200,0.5000,31.5559,,,,,,,,,,,,,,,,,,,,
16.301,17.524,TAKEOFF,pronav,0,,,,,,,96.827,,,,,,,0.0000,,,,,0.1940,0.1875,0.1893,0.4315,6.5000,-30.7200,0.5000,31.5474,,,,,,,,,,,,,,,,,,,,
16.502,17.624,TAKEOFF,pronav,0,,,,,,,96.799,,,,,,,0.0000,,,,,0.2080,0.1873,0.1804,0.4475,6.5000,-30.7200,0.5000,31.5386,,,,,,,,,,,,,,,,,,,,
