t,t_sim,phase,law,detected,meas_x,meas_y,meas_z,meas_range,meas_conf,bearing_rad,psi_deg,lambda_deg,lambda_dot_deg_s,r_hat_m,rdot_hat_m_s,vc_m_s,a_cmd_m_s2,v_perp_m_s,cmd_vn,cmd_ve,cmd_vd,cmd_yaw_deg,alt_m,gt_cam_x,gt_cam_y,gt_cam_z,gt_tag_x,gt_tag_y,gt_tag_z,gt_range,ext_x,ext_y,ext_z,ext_fresh,tgt_n_hat,tgt_e_hat,tgt_vn_hat,tgt_ve_hat,ext_age_s,cue_stale,coast_phase,ekf_dn_hat,ekf_de_hat,ekf_dvn_hat,ekf_dve_hat,ekf_p_diag0,ekf_p_diag1,ekf_p_diag2,ekf_p_diag3,meas_source
3.909,10.964,TAKEOFF,pronav,0,,,,,,,96.461,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,28.4980,0.5000,29.1754,,,,,,,,,,,,,,,,,,,,
4.110,11.056,TAKEOFF,pronav,0,,,,,,,96.461,,,,,,,0.0000,,,,,0.0010,0.1200,0.0300,0.2290,6.5000,28.4980,0.5000,29.1754,,,,,,,,,,,,,,,,,,,,
4.311,11.188,TAKEOFF,pronav,0,,,,,,,96.466,,,,,,,0.0000,,,,,0.0040,0.1200,0.0300,0.2290,6.5000,28.4980,0.5000,29.1754,,,,,,,,,,,,,,,,,,,,
4.512,11.304,TAKEOFF,pronav,0,,,,,,,96.472,,,,,,,0.0000,,,,,0.0060,0.1200,0.0300,0.2290,6.5000,28.4980,0.5000,29.1754,,,,,,,,,,,,,,,,,,,,
4.713,11.420,TAKEOFF,pronav,0,,,,,,,96.476,,,,,,,0.0000,,,,,0.0070,0.1200,0.0300,0.2290,6.5000,28.4980,0.5000,29.1754,,,,,,,,,,,,,,,,,,,,
4.914,11.552,TAKEOFF,pronav,0,,,,,,,96.476,,,,,,,0.0000,,,,,0.0080,0.1200,0.0300,0.2290,6.5000,28.4980,0.5000,29.1754,,,,,,,,,,,,,,,,,,,,
5.116,11.652,TAKEOFF,pronav,0,,,,,,,96.475,,,,,,,0.0000,,,,,0.0080,0.1200,0.0300,0.2290,6.5000,28.4980,0.5000,29.1754,,,,,,,,,,,,,,,,,,,,
5.317,11.784,TAKEOFF,pronav,0,,,,,,,96.475,,,,,,,0.0000,,,,,0.0080,0.1200,0.0300,0.2290,6.5000,28.4980,0.5000,29.1754,,,,,,,,,,,,,,,,,,,,
5.518,11.912,TAKEOFF,pronav,0,,,,,,,96.472,,,,,,,0.0000,,,,,0.0080,0.1200,0.0300,0.2290,6.5000,28.4980,0.5000,29.1754,,,,,,,,,,,,,,,,,,,,
5.719,12.016,TAKEOFF,pronav,0,,,,,,,96.466,,,,,,,0.0000,,,,,0.0090,0.1200,0.0300,0.2290,6.5000,28.4980,0.5000,29.1754,,,,,,,,,,,,,,,,,,,,
5.920,12.120,TAKEOFF,pronav,0,,,,,,,96.458,,,,,,,0.0000,,,,,0.0090,0.1200,0.0300,0.2290,6.5000,28.4980,0.5000,29.1754,,,,,,,,,,,,,,,,,,,,
6.121,12.244,TAKEOFF,pronav,0,,,,,,,96.446,,,,,,,0.0000,,,,,0.0080,0.1200,0.0300,0.2290,6.5000,28.4980,0.5000,29.1754,,,,,,,,,,,,,,,,,,,,
6.323,12.376,TAKEOFF,pronav,0,,,,,,,96.434,,,,,,,0.0000,,,,,0.0070,0.1200,0.0300,0.2290,6.5000,28.4980,0.5000,29.1754,,,,,,,,,,,,,,,,,,,,
6.527,12.480,TAKEOFF,pronav,0,,,,,,,96.424,,,,,,,0.0000,,,,,0.0070,0.1200,0.0300,0.2290,6.5000,28.4980,0.5000,29.1754,,,,,,,,,,,,,,,,,,,,
6.728,12.604,TAKEOFF,pronav,0,,,,,,,96.414,,,,,,,0.0000,,,,,0.0070,0.1200,0.0300,0.2290,6.5000,28.4980,0.5000,29.1754,,,,,,,,,,,,,,,,,,,,
6.929,12.724,TAKEOFF,pronav,0,,,,,,,96.408,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,28.4980,0.5000,29.1754,,,,,,,,,,,,,,,,,,,,
7.131,12.852,TAKEOFF,pronav,0,,,,,,,96.412,,,,,,,0.0000,,,,,0.0010,0.1200,0.0300,0.2290,6.5000,28.4980,0.5000,29.1754,,,,,,,,,,,,,,,,,,,,
7.333,12.952,TAKEOFF,pronav,0,,,,,,,96.418,,,,,,,0.0000,,,,,0.0030,0.1200,0.0300,0.2290,6.5000,28.4980,0.5000,29.1754,,,,,,,,,,,,,,,,,,,,
7.534,13.072,TAKEOFF,pronav,0,,,,,,,96.423,,,,,,,0.0000,,,,,0.0060,0.1200,0.0300,0.2290,6.5000,28.4980,0.5000,29.1754,,,,,,,,,,,,,,,,,,,,
