run_idx,law,target_vx,target_vy,target_start_y,cue_seed,miss_m,clean,handoff,handoff_range_m,handoff_t_s,first_det_range_m,coverage,breakoff_reason,flight_csv_path,config,direction,target_start_x,py_exit_code,sim_log_path,run_log_path
0,pronav,0.000,6.000,-13.582,26226,2.4230,1,1,6.764,20.308,15.69,0.118,lost detection for >1.0s inside terminal range (5.0 m),/home/emerson/interceptor-sim/.claude/worktrees/s2-handoff/logs/m4_intercept_pronav_20260706T022811Z.csv,pronav_6.000,l2r,6.500,0,/home/emerson/interceptor-sim/.claude/worktrees/s2-handoff/logs/mc_batch_sim_0_20260706T022751Z.log,/home/emerson/interceptor-sim/.claude/worktrees/s2-handoff/logs/mc_batch_run_0_20260706T022751Z.log
1,pronav,0.000,-6.000,14.725,256788,1.1260,1,1,5.993,21.351,6.89,0.110,lost detection for >1.0s inside terminal range (5.0 m),/home/emerson/interceptor-sim/.claude/worktrees/s2-handoff/logs/m4_intercept_pronav_20260706T022909Z.csv,pronav_6.000,r2l,6.500,0,/home/emerson/interceptor-sim/.claude/worktrees/s2-handoff/logs/mc_batch_sim_1_20260706T022852Z.log,/home/emerson/interceptor-sim/.claude/worktrees/s2-handoff/logs/mc_batch_run_1_20260706T022852Z.log
2,pronav,0.000,6.000,-14.830,772247,0.9780,1,1,5.129,23.105,5.92,0.097,lost detection for >1.0s inside terminal range (5.0 m),/home/emerson/interceptor-sim/.claude/worktrees/s2-handoff/logs/m4_intercept_pronav_20260706T023007Z.csv,pronav_6.000,l2r,6.500,0,/home/emerson/interceptor-sim/.claude/worktrees/s2-handoff/logs/mc_batch_sim_2_20260706T022949Z.log,/home/emerson/interceptor-sim/.claude/worktrees/s2-handoff/logs/mc_batch_run_2_20260706T022949Z.log
3,pronav,0.000,-6.000,12.807,776647,2.6090,1,1,4.979,20.386,5.82,0.075,lost detection for >1.0s inside terminal range (5.0 m),/home/emerson/interceptor-sim/.claude/worktrees/s2-handoff/logs/m4_intercept_pronav_20260706T023108Z.csv,pronav_6.000,r2l,6.500,0,/home/emerson/interceptor-sim/.claude/worktrees/s2-handoff/logs/mc_batch_sim_3_20260706T023051Z.log,/home/emerson/interceptor-sim/.claude/worktrees/s2-handoff/logs/mc_batch_run_3_20260706T023051Z.log
4,pronav,0.000,6.000,-12.823,91162,0.3770,1,1,5.895,22.451,6.68,0.154,lost detection for >1.0s inside terminal range (5.0 m),/home/emerson/interceptor-sim/.claude/worktrees/s2-handoff/logs/m4_intercept_pronav_20260706T023205Z.csv,pronav_6.000,l2r,6.500,0,/home/emerson/interceptor-sim/.claude/worktrees/s2-handoff/logs/mc_batch_sim_4_20260706T023147Z.log,/home/emerson/interceptor-sim/.claude/worktrees/s2-handoff/logs/mc_batch_run_4_20260706T023147Z.log
5,pronav,0.000,-6.000,14.271,33327,3.3690,1,1,8.252,23.171,9.16,0.144,lost detection for >1.0s inside terminal range (5.0 m),/home/emerson/interceptor-sim/.claude/worktrees/s2-handoff/logs/m4_intercept_pronav_20260706T023309Z.csv,pronav_6.000,r2l,6.500,0,/home/emerson/interceptor-sim/.claude/worktrees/s2-handoff/logs/mc_batch_sim_5_20260706T023251Z.log,/home/emerson/interceptor-sim/.claude/worktrees/s2-handoff/logs/mc_batch_run_5_20260706T023251Z.log
6,pronav,0.000,6.000,-15.411,229259,1.3340,1,1,6.193,21.964,17.58,0.133,lost detection for >1.0s inside terminal range (5.0 m),/home/emerson/interceptor-sim/.claude/worktrees/s2-handoff/logs/m4_intercept_pronav_20260706T023409Z.csv,pronav_6.000,l2r,6.500,0,/home/emerson/interceptor-sim/.claude/worktrees/s2-handoff/logs/mc_batch_sim_6_20260706T023351Z.log,/home/emerson/interceptor-sim/.claude/worktrees/s2-handoff/logs/mc_batch_run_6_20260706T023351Z.log
7,pronav,0.000,-6.000,13.198,631263,2.2520,1,1,7.851,23.584,8.58,0.168,lost detection for >1.0s inside terminal range (5.0 m),/home/emerson/interceptor-sim/.claude/worktrees/s2-handoff/logs/m4_intercept_pronav_20260706T023509Z.csv,pronav_6.000,r2l,6.500,0,/home/emerson/interceptor-sim/.claude/worktrees/s2-handoff/logs/mc_batch_sim_7_20260706T023451Z.log,/home/emerson/interceptor-sim/.claude/worktrees/s2-handoff/logs/mc_batch_run_7_20260706T023451Z.log
