run_idx,law,target_vx,target_vy,target_start_y,cue_seed,miss_m,clean,handoff,handoff_range_m,handoff_t_s,first_det_range_m,coverage,breakoff_reason,flight_csv_path,config,direction,target_start_x,py_exit_code,sim_log_path,run_log_path
0,pronav,0.000,6.000,-13.582,26226,3.2570,1,1,7.761,20.059,8.50,0.131,lost detection for >1.0s inside terminal range (5.0 m),/home/emerson/interceptor-sim/.claude/worktrees/s2-handoff/logs/m4_intercept_pronav_20260706T021444Z.csv,pronav_6.000,l2r,6.500,0,/home/emerson/interceptor-sim/.claude/worktrees/s2-handoff/logs/mc_batch_sim_0_20260706T021427Z.log,/home/emerson/interceptor-sim/.claude/worktrees/s2-handoff/logs/mc_batch_run_0_20260706T021427Z.log
