background,attitude_axis,frame,gt_range,gcx,gcy,gbearing_deg,n_boxes,any_hit,top1_hit,target_hit_rank,top1_is_phantom
horizon,on,horizon_banked_000232_r016.0_pos,16.0,640.2,478.4,+0.0,13,1,1,2,0
horizon,off,horizon_banked_000233_r016.0_pos,16.0,485.2,479.8,-16.0,14,1,1,1,0
horizon,off,horizon_banked_000234_r016.0_pos,16.0,485.2,479.5,-16.0,16,1,1,4,0
horizon,off,horizon_banked_000235_r016.0_pos,16.0,485.2,479.2,-16.0,4,1,1,1,0
horizon,off,horizon_banked_000236_r016.0_pos,16.0,485.2,478.9,-16.0,4,1,1,1,0
horizon,off,horizon_banked_000237_r016.0_pos,16.0,485.2,478.8,-16.0,5,1,1,1,0
horizon,off,horizon_banked_000238_r016.0_pos,16.0,485.3,478.7,-16.0,7,1,1,1,0
horizon,off,horizon_banked_000239_r016.0_pos,16.0,485.3,478.5,-16.0,9,1,1,1,0
horizon,off,horizon_banked_000240_r016.0_pos,16.0,485.3,478.6,-16.0,8,1,1,1,0
horizon,off,horizon_banked_000241_r016.0_pos,16.0,485.2,479.0,-16.0,6,1,1,1,0
horizon,off,horizon_banked_000242_r016.0_pos,16.0,485.1,479.6,-16.0,10,1,1,1,0
horizon,off,horizon_banked_000243_r016.0_pos,16.0,485.0,480.1,-16.0,8,1,1,1,0
horizon,off,horizon_banked_000244_r016.0_pos,16.0,484.8,480.4,-16.0,4,1,1,1,0
horizon,off,horizon_banked_000245_r016.0_pos,16.0,484.7,480.3,-16.0,13,1,1,4,0
horizon,off,horizon_banked_000246_r016.0_pos,16.0,484.6,480.1,-16.1,11,1,1,1,0
horizon,off,horizon_banked_000247_r016.0_pos,16.0,484.6,479.7,-16.1,7,1,1,1,0
horizon,off,horizon_banked_000248_r016.0_pos,16.0,484.5,479.4,-16.1,8,1,1,1,0
horizon,off,horizon_banked_000249_r016.0_pos,16.0,484.5,479.2,-16.1,4,1,1,1,0
horizon,off,horizon_banked_000250_r016.0_pos,16.0,484.5,479.1,-16.1,4,1,1,1,0
horizon,off,horizon_banked_000251_r015.9_pos,15.9,484.6,479.4,-16.1,14,1,1,3,0
horizon,off,horizon_banked_000252_r015.9_pos,15.9,484.6,479.9,-16.1,17,1,1,2,0
horizon,off,horizon_banked_000253_r015.9_pos,15.9,484.7,480.3,-16.0,11,1,1,1,0
horizon,off,horizon_banked_000254_r015.9_pos,15.9,484.8,480.7,-16.0,8,1,1,1,0
horizon,off,horizon_banked_000255_r015.9_pos,15.9,484.9,481.2,-16.0,4,1,1,1,0
horizon,off,horizon_banked_000256_r015.9_pos,15.9,484.9,481.5,-16.0,4,1,1,1,0
horizon,on,horizon_banked_000257_r020.0_pos,20.0,640.0,480.1,+0.0,4,1,1,1,0
horizon,on,horizon_banked_000258_r020.0_pos,20.0,640.1,480.0,+0.0,4,1,1,1,0
horizon,on,horizon_banked_000259_r020.0_pos,20.0,640.2,479.8,+0.0,12,1,1,2,0
horizon,on,horizon_banked_000260_r020.0_pos,20.0,640.3,479.5,+0.0,20,1,1,8,0
horizon,on,horizon_banked_000261_r020.0_pos,20.0,640.3,479.2,+0.0,12,1,1,5,0
horizon,on,horizon_banked_000262_r020.0_pos,20.0,640.3,479.0,+0.0,6,1,1,1,0
horizon,on,horizon_banked_000263_r020.0_pos,20.0,640.2,479.0,+0.0,4,1,1,1,0
horizon,on,horizon_banked_000264_r020.0_pos,20.0,640.0,479.0,-0.0,4,1,1,1,0
horizon,on,horizon_banked_000265_r020.0_pos,20.0,639.6,479.3,-0.0,4,1,1,1,0
horizon,on,horizon_banked_000266_r020.0_pos,20.0,639.2,479.5,-0.1,13,1,1,6,0
horizon,on,horizon_banked_000267_r020.0_pos,20.0,638.8,479.8,-0.1,10,1,0,2,1
horizon,on,horizon_banked_000268_r020.0_pos,20.0,638.3,480.1,-0.2,15,1,0,7,1
horizon,on,horizon_banked_000269_r020.0_pos,20.0,638.0,480.0,-0.2,12,1,1,6,0
horizon,on,horizon_banked_000270_r020.0_pos,20.0,637.7,479.9,-0.2,7,1,1,1,0
horizon,on,horizon_banked_000271_r020.0_pos,20.0,637.6,479.6,-0.3,4,1,1,1,0
horizon,on,horizon_banked_000272_r020.0_pos,20.0,637.5,479.3,-0.3,13,1,1,7,0
horizon,on,horizon_banked_000273_r020.0_pos,20.0,637.4,479.0,-0.3,13,1,1,1,0
horizon,on,horizon_banked_000274_r020.0_pos,20.0,637.3,478.8,-0.3,10,1,1,2,0
horizon,on,horizon_banked_000275_r020.0_pos,20.0,637.3,478.7,-0.3,5,1,1,1,0
horizon,on,horizon_banked_000276_r020.0_pos,20.0,637.3,479.0,-0.3,4,1,1,1,0
horizon,on,horizon_banked_000277_r020.0_pos,20.0,637.4,479.4,-0.3,8,1,1,1,0
horizon,on,horizon_banked_000278_r020.0_pos,20.0,637.6,480.0,-0.3,12,1,1,7,0
horizon,on,horizon_banked_000279_r020.0_pos,20.0,638.0,480.5,-0.2,12,1,1,4,0
horizon,on,horizon_banked_000280_r020.0_pos,20.0,638.4,480.7,-0.2,10,1,1,2,0
horizon,off,horizon_banked_000281_r020.0_pos,20.0,485.4,479.9,-16.0,15,1,0,8,1
horizon,off,horizon_banked_000282_r020.0_pos,20.0,485.8,479.4,-15.9,7,1,0,2,1
horizon,off,horizon_banked_000283_r020.0_pos,20.0,486.0,478.6,-15.9,2,1,1,1,0
horizon,off,horizon_banked_000284_r020.0_pos,20.0,486.0,478.0,-15.9,2,1,1,1,0
horizon,off,horizon_banked_000285_r020.0_pos,20.0,485.9,477.5,-15.9,2,1,1,1,0
horizon,off,horizon_banked_000286_r020.0_pos,20.0,485.8,477.3,-15.9,9,1,1,5,0
horizon,off,horizon_banked_000287_r020.0_pos,20.0,485.7,477.3,-15.9,13,1,1,5,0
horizon,off,horizon_banked_000288_r020.0_pos,20.0,485.7,477.5,-15.9,7,1,0,3,1
horizon,off,horizon_banked_000289_r020.0_pos,20.0,485.8,477.6,-15.9,3,1,1,1,0
horizon,off,horizon_banked_000290_r020.0_pos,20.0,485.9,477.7,-15.9,10,1,1,7,0
horizon,off,horizon_banked_000291_r020.0_pos,20.0,486.0,477.8,-15.9,2,1,1,1,0
horizon,off,horizon_banked_000292_r020.0_pos,20.0,486.1,478.0,-15.9,2,1,1,1,0
horizon,off,horizon_banked_000293_r020.0_pos,20.0,486.1,478.3,-15.9,11,1,1,7,0
horizon,off,horizon_banked_000294_r020.0_pos,20.0,485.9,478.6,-15.9,9,1,1,4,0
horizon,off,horizon_banked_000295_r020.0_pos,20.0,485.8,478.8,-15.9,14,1,0,8,1
horizon,off,horizon_banked_000296_r020.0_pos,20.0,485.6,478.9,-16.0,14,1,0,11,1
horizon,off,horizon_banked_000297_r020.0_pos,20.0,485.4,478.8,-16.0,2,1,1,1,0
horizon,off,horizon_banked_000298_r020.0_pos,20.0,485.3,478.6,-16.0,2,1,1,1,0
horizon,off,horizon_banked_000299_r020.0_pos,20.0,485.3,478.5,-16.0,8,1,1,3,0
horizon,off,horizon_banked_000300_r020.0_pos,20.0,485.3,478.3,-16.0,10,1,1,4,0
horizon,off,horizon_banked_000301_r020.0_pos,20.0,485.4,478.4,-16.0,8,1,1,4,0
horizon,off,horizon_banked_000302_r020.0_pos,20.0,485.4,478.6,-16.0,5,1,0,3,1
horizon,off,horizon_banked_000303_r020.0_pos,20.0,485.3,478.9,-16.0,2,1,1,1,0
horizon,off,horizon_banked_000304_r020.0_pos,20.0,485.1,479.0,-16.0,10,1,1,7,0
ground,off,ground_banked_000001_r020.0_pos,20.0,482.4,328.9,-16.3,12,1,1,7,0
ground,off,ground_banked_000002_r020.0_pos,20.0,482.1,328.9,-16.3,8,1,1,1,0
ground,off,ground_banked_000003_r020.0_pos,20.0,481.7,328.9,-16.3,3,1,1,1,0
ground,off,ground_banked_000004_r020.0_pos,20.0,481.2,328.9,-16.4,12,1,1,7,0
ground,off,ground_banked_000005_r020.0_pos,20.0,480.8,328.6,-16.4,10,1,1,1,0
ground,off,ground_banked_000006_r020.0_pos,20.0,480.4,328.4,-16.5,7,1,0,6,1
ground,off,ground_banked_000007_r020.0_pos,20.0,480.3,328.2,-16.5,3,0,0,,1
ground,off,ground_banked_000008_r020.0_pos,20.0,480.3,328.1,-16.5,3,1,1,1,0
ground,off,ground_banked_000009_r020.0_pos,20.0,480.3,327.6,-16.5,3,1,1,1,0
ground,off,ground_banked_000010_r020.0_pos,20.0,480.4,327.0,-16.5,11,1,1,6,0
ground,off,ground_banked_000011_r020.0_pos,20.0,480.6,326.2,-16.5,11,1,1,2,0
ground,off,ground_banked_000012_r020.0_pos,20.0,480.6,325.5,-16.4,11,1,1,1,0
ground,off,ground_banked_000013_r020.0_pos,20.0,480.5,325.1,-16.5,8,0,0,,1
ground,on,ground_banked_000014_r006.0_pos,6.0,639.4,697.6,-0.1,13,1,1,1,0
ground,on,ground_banked_000015_r006.0_pos,6.0,639.0,697.9,-0.1,10,1,1,1,0
ground,on,ground_banked_000016_r006.0_pos,6.0,638.8,698.6,-0.1,10,1,1,1,0
ground,on,ground_banked_000017_r006.0_pos,6.0,638.9,699.7,-0.1,10,1,1,1,0
ground,on,ground_banked_000018_r006.0_pos,6.0,639.2,700.5,-0.1,19,1,1,1,0
ground,on,ground_banked_000019_r006.0_pos,6.0,639.7,700.8,-0.0,21,1,1,1,0
ground,on,ground_banked_000020_r006.0_pos,6.0,640.2,701.1,+0.0,13,1,1,1,0
ground,on,ground_banked_000021_r006.0_pos,6.0,640.6,701.5,+0.1,17,1,1,1,0
ground,on,ground_banked_000022_r006.0_pos,6.0,641.1,701.8,+0.1,10,1,1,1,0
ground,on,ground_banked_000023_r006.0_pos,6.0,641.7,701.9,+0.2,9,1,1,1,0
ground,on,ground_banked_000024_r006.0_pos,6.0,642.1,701.6,+0.2,14,1,1,1,0
ground,on,ground_banked_000025_r006.0_pos,6.0,642.5,700.8,+0.3,17,1,1,1,0
ground,on,ground_banked_000026_r006.0_pos,6.0,642.8,700.0,+0.3,15,1,1,1,0
ground,on,ground_banked_000027_r006.0_pos,6.0,642.9,699.1,+0.3,20,1,1,1,0
ground,on,ground_banked_000028_r006.0_pos,6.0,642.8,698.2,+0.3,12,1,1,1,0
ground,on,ground_banked_000029_r006.0_pos,6.0,642.5,698.2,+0.3,9,1,1,1,0
ground,on,ground_banked_000030_r006.0_pos,6.0,642.2,699.1,+0.2,9,1,1,1,0
ground,on,ground_banked_000031_r006.0_pos,6.0,642.0,700.3,+0.2,19,1,1,1,0
ground,on,ground_banked_000032_r006.0_pos,6.0,641.9,701.7,+0.2,17,1,1,1,0
ground,on,ground_banked_000033_r006.0_pos,6.0,642.0,702.8,+0.2,17,1,1,1,0
ground,on,ground_banked_000034_r006.0_pos,6.0,642.4,703.5,+0.3,13,1,1,1,0
ground,on,ground_banked_000035_r006.0_pos,6.0,642.8,704.1,+0.3,10,1,1,1,0
ground,on,ground_banked_000036_r006.0_pos,6.0,643.2,704.7,+0.3,20,1,1,1,0
ground,on,ground_banked_000037_r006.0_pos,6.0,643.3,705.2,+0.4,16,1,1,1,0
ground,off,ground_banked_000038_r006.0_pos,6.0,484.9,707.4,-16.0,12,1,1,1,0
ground,off,ground_banked_000039_r006.0_pos,6.0,484.4,708.0,-16.1,26,1,1,1,0
ground,off,ground_banked_000040_r006.0_pos,6.0,483.9,708.2,-16.1,17,1,1,1,0
ground,off,ground_banked_000041_r006.0_pos,6.0,483.6,707.2,-16.2,16,1,1,1,0
ground,off,ground_banked_000042_r006.0_pos,6.0,483.5,705.5,-16.2,13,1,1,1,0
ground,off,ground_banked_000043_r006.0_pos,6.0,483.8,703.4,-16.1,10,1,1,1,0
ground,off,ground_banked_000044_r006.0_pos,6.0,484.2,701.3,-16.1,10,1,1,1,0
ground,off,ground_banked_000045_r006.0_pos,6.0,484.7,699.4,-16.0,10,1,1,1,0
ground,off,ground_banked_000046_r006.0_pos,6.0,485.3,698.0,-16.0,28,1,1,1,0
ground,off,ground_banked_000047_r006.0_pos,6.0,485.8,696.9,-15.9,15,1,1,1,0
ground,off,ground_banked_000048_r006.0_pos,6.0,486.2,695.7,-15.9,14,1,1,1,0
ground,off,ground_banked_000049_r006.0_pos,6.0,486.6,694.7,-15.9,10,1,1,1,0
ground,off,ground_banked_000050_r006.0_pos,6.0,486.8,693.7,-15.8,10,1,1,1,0
ground,off,ground_banked_000051_r006.0_pos,6.0,486.8,692.8,-15.8,10,1,1,1,0
ground,off,ground_banked_000052_r006.0_pos,6.0,486.6,692.3,-15.9,19,1,1,1,0
ground,off,ground_banked_000053_r006.0_pos,6.0,486.4,691.9,-15.9,17,1,1,1,0
ground,off,ground_banked_000054_r006.0_pos,6.0,486.2,691.7,-15.9,26,1,1,1,0
ground,off,ground_banked_000055_r006.0_pos,6.0,485.9,691.9,-15.9,18,1,1,1,0
ground,off,ground_banked_000056_r006.0_pos,6.0,485.6,692.6,-16.0,10,1,1,1,0
ground,off,ground_banked_000057_r006.0_pos,6.0,485.2,693.3,-16.0,10,1,1,1,0
ground,off,ground_banked_000058_r006.0_pos,6.0,484.8,693.8,-16.0,10,1,1,1,0
ground,off,ground_banked_000059_r006.0_pos,6.0,484.3,693.8,-16.1,18,1,1,1,0
ground,off,ground_banked_000060_r006.0_pos,6.0,484.0,693.9,-16.1,16,1,1,1,0
ground,on,ground_banked_000061_r008.0_pos,8.0,640.1,698.1,+0.0,13,1,1,1,0
ground,on,ground_banked_000062_r008.0_pos,8.0,640.5,698.2,+0.1,13,1,1,1,0
ground,on,ground_banked_000063_r008.0_pos,8.0,641.1,698.4,+0.1,14,1,1,1,0
ground,on,ground_banked_000064_r008.0_pos,8.0,641.6,698.5,+0.2,9,1,1,1,0
ground,on,ground_banked_000065_r008.0_pos,8.0,642.2,698.4,+0.2,9,1,1,1,0
ground,on,ground_banked_000066_r008.0_pos,8.0,642.5,698.4,+0.3,17,1,1,1,0
ground,on,ground_banked_000067_r008.0_pos,8.0,642.5,698.7,+0.3,15,1,1,1,0
ground,on,ground_banked_000068_r008.0_pos,8.0,642.4,698.9,+0.3,14,1,1,1,0
ground,on,ground_banked_000069_r008.0_pos,8.0,642.1,699.1,+0.2,9,1,1,1,0
ground,on,ground_banked_000070_r008.0_pos,8.0,641.9,699.5,+0.2,10,1,1,1,0
ground,on,ground_banked_000071_r008.0_pos,8.0,641.5,700.0,+0.2,18,1,1,3,0
ground,on,ground_banked_000072_r008.0_pos,8.0,641.2,700.5,+0.1,23,1,1,1,0
ground,on,ground_banked_000073_r008.0_pos,8.0,640.8,700.8,+0.1,18,1,1,1,0
ground,on,ground_banked_000074_r008.0_pos,8.0,640.7,701.2,+0.1,16,1,1,1,0
ground,on,ground_banked_000075_r008.0_pos,8.0,640.6,701.8,+0.1,12,1,1,1,0
ground,on,ground_banked_000076_r008.0_pos,8.0,640.5,702.3,+0.1,10,1,1,1,0
ground,on,ground_banked_000077_r008.0_pos,8.0,640.4,702.6,+0.0,10,1,1,1,0
ground,on,ground_banked_000078_r008.0_pos,8.0,640.3,702.9,+0.0,10,1,1,1,0
ground,on,ground_banked_000079_r008.0_pos,8.0,640.4,703.4,+0.0,18,1,1,1,0
ground,on,ground_banked_000080_r008.0_pos,8.0,640.6,704.1,+0.1,27,1,1,1,0
ground,on,ground_banked_000081_r008.0_pos,8.0,640.8,704.9,+0.1,26,1,1,1,0
ground,on,ground_banked_000082_r008.0_pos,8.0,641.0,705.5,+0.1,16,1,1,1,0
ground,on,ground_banked_000083_r008.0_pos,8.0,641.3,705.5,+0.1,10,1,1,1,0
ground,on,ground_banked_000084_r008.0_pos,8.0,641.5,705.1,+0.2,10,1,1,1,0
ground,off,ground_banked_000085_r008.0_pos,8.0,485.2,706.7,-16.0,11,1,1,1,0
ground,off,ground_banked_000086_r008.0_pos,8.0,485.2,706.2,-16.0,16,1,1,1,0
ground,off,ground_banked_000087_r008.0_pos,8.0,485.0,705.8,-16.0,16,1,1,1,0
ground,off,ground_banked_000088_r008.0_pos,8.0,484.7,705.0,-16.1,16,1,1,1,0
ground,off,ground_banked_000089_r008.0_pos,8.0,484.1,704.4,-16.1,23,1,1,1,0
ground,off,ground_banked_000090_r008.0_pos,8.0,483.5,704.2,-16.2,16,1,1,1,0
ground,off,ground_banked_000091_r008.0_pos,8.0,482.8,704.0,-16.2,10,1,1,1,0
ground,off,ground_banked_000092_r008.0_pos,8.0,482.4,703.7,-16.3,17,1,1,1,0
ground,off,ground_banked_000093_r008.0_pos,8.0,482.4,703.3,-16.3,16,1,1,1,0
ground,off,ground_banked_000094_r008.0_pos,8.0,482.6,702.9,-16.3,17,1,1,1,0
ground,off,ground_banked_000095_r008.0_pos,8.0,483.0,702.6,-16.2,13,1,1,1,0
ground,off,ground_banked_000096_r008.0_pos,8.0,483.6,702.5,-16.2,15,1,1,1,0
ground,off,ground_banked_000097_r008.0_pos,8.0,484.0,702.6,-16.1,10,1,1,1,0
ground,off,ground_banked_000098_r008.0_pos,8.0,484.4,702.6,-16.1,20,1,1,1,0
ground,off,ground_banked_000099_r008.0_pos,8.0,484.7,702.6,-16.0,15,1,1,1,0
ground,off,ground_banked_000100_r008.0_pos,8.0,484.8,702.4,-16.0,19,1,1,1,0
ground,off,ground_banked_000101_r008.0_pos,8.0,484.8,702.3,-16.0,23,1,1,1,0
ground,off,ground_banked_000102_r008.0_pos,8.0,484.7,702.4,-16.0,15,1,1,1,0
ground,off,ground_banked_000103_r008.0_pos,8.0,484.4,702.9,-16.1,10,1,1,1,0
ground,off,ground_banked_000104_r008.0_pos,8.0,484.1,703.6,-16.1,10,1,1,1,0
ground,off,ground_banked_000105_r008.0_pos,8.0,484.0,704.5,-16.1,10,1,1,1,0
ground,off,ground_banked_000106_r008.0_pos,8.0,484.1,705.5,-16.1,10,1,1,1,0
ground,off,ground_banked_000107_r008.0_pos,8.0,484.1,706.2,-16.1,22,1,1,1,0
ground,off,ground_banked_000108_r008.0_pos,8.0,484.2,706.4,-16.1,17,1,1,1,0
ground,off,ground_banked_000109_r008.0_pos,8.0,484.4,706.2,-16.1,13,1,1,1,0
ground,on,ground_banked_000110_r010.0_pos,10.0,640.1,698.2,+0.0,20,1,1,1,0
ground,on,ground_banked_000111_r010.0_pos,10.0,640.5,698.2,+0.1,8,1,1,1,0
ground,on,ground_banked_000112_r010.0_pos,10.0,640.9,698.1,+0.1,9,1,1,1,0
ground,on,ground_banked_000113_r010.0_pos,10.0,641.1,698.1,+0.1,8,1,1,1,0
ground,on,ground_banked_000114_r010.0_pos,10.0,641.4,697.9,+0.2,16,1,1,1,0
ground,on,ground_banked_000115_r010.0_pos,10.0,641.7,698.0,+0.2,25,1,1,4,0
ground,on,ground_banked_000116_r010.0_pos,10.0,641.9,698.1,+0.2,21,1,1,2,0
ground,on,ground_banked_000117_r010.0_pos,10.0,641.9,698.1,+0.2,10,1,1,1,0
ground,on,ground_banked_000118_r010.0_pos,10.0,641.9,698.1,+0.2,10,1,1,1,0
ground,on,ground_banked_000119_r010.0_pos,10.0,641.9,698.5,+0.2,9,1,1,1,0
ground,on,ground_banked_000120_r010.0_pos,10.0,642.0,699.0,+0.2,18,1,1,2,0
ground,on,ground_banked_000121_r010.0_pos,10.0,642.2,699.5,+0.2,18,1,1,1,0
ground,on,ground_banked_000122_r010.0_pos,10.0,642.6,699.8,+0.3,16,1,1,1,0
ground,on,ground_banked_000123_r010.0_pos,10.0,643.0,700.0,+0.3,11,1,1,1,0
ground,on,ground_banked_000124_r010.0_pos,10.0,643.2,699.8,+0.3,19,1,1,3,0
ground,on,ground_banked_000125_r010.0_pos,10.0,643.3,699.5,+0.3,15,1,1,1,0
ground,on,ground_banked_000126_r010.0_pos,10.0,643.4,699.1,+0.4,10,1,1,1,0
ground,on,ground_banked_000127_r010.0_pos,10.0,643.5,698.5,+0.4,27,1,1,3,0
ground,on,ground_banked_000128_r010.0_pos,10.0,643.6,697.6,+0.4,15,1,1,1,0
ground,on,ground_banked_000129_r010.0_pos,10.0,643.6,696.6,+0.4,14,1,1,1,0
ground,on,ground_banked_000130_r010.0_pos,10.0,643.6,695.7,+0.4,12,1,1,1,0
ground,on,ground_banked_000131_r010.0_pos,10.0,643.7,695.4,+0.4,9,1,1,1,0
ground,on,ground_banked_000132_r010.0_pos,10.0,643.7,695.6,+0.4,9,1,1,1,0
ground,on,ground_banked_000133_r010.0_pos,10.0,643.8,696.1,+0.4,19,1,1,3,0
ground,on,ground_banked_000134_r010.0_pos,10.0,644.2,696.8,+0.4,25,1,1,2,0
ground,off,ground_banked_000135_r010.0_pos,10.0,485.6,708.1,-16.0,17,1,1,1,0
ground,off,ground_banked_000136_r010.0_pos,10.0,485.9,709.1,-15.9,15,1,1,1,0
ground,off,ground_banked_000137_r010.0_pos,10.0,485.9,709.9,-15.9,10,1,1,1,0
ground,off,ground_banked_000138_r010.0_pos,10.0,485.7,710.3,-15.9,9,1,1,1,0
ground,off,ground_banked_000139_r010.0_pos,10.0,485.2,710.4,-16.0,9,1,1,1,0
ground,off,ground_banked_000140_r010.0_pos,10.0,484.6,710.3,-16.1,9,1,1,1,0
ground,off,ground_banked_000141_r010.0_pos,10.0,484.1,710.2,-16.1,18,1,1,1,0
ground,off,ground_banked_000142_r010.0_pos,10.0,483.9,710.1,-16.1,26,1,1,1,0
ground,off,ground_banked_000143_r010.0_pos,10.0,484.0,710.1,-16.1,16,1,1,1,0
ground,off,ground_banked_000144_r010.0_pos,10.0,484.2,710.4,-16.1,16,1,1,1,0
ground,off,ground_banked_000145_r010.0_pos,10.0,484.3,711.0,-16.1,9,1,1,1,0
ground,off,ground_banked_000146_r010.0_pos,10.0,484.0,711.3,-16.1,9,1,1,1,0
ground,off,ground_banked_000147_r010.0_pos,10.0,483.4,711.2,-16.2,12,1,1,1,0
ground,off,ground_banked_000148_r010.0_pos,10.0,482.6,710.9,-16.2,17,1,1,1,0
ground,off,ground_banked_000149_r010.0_pos,10.0,481.9,710.3,-16.3,14,1,1,1,0
ground,off,ground_banked_000150_r010.0_pos,10.0,481.4,709.9,-16.4,12,1,1,1,0
ground,off,ground_banked_000151_r010.0_pos,10.0,480.9,709.7,-16.4,17,1,1,1,0
ground,off,ground_banked_000152_r010.0_pos,10.0,480.5,709.9,-16.5,10,1,1,1,0
ground,off,ground_banked_000153_r010.0_pos,10.0,480.3,710.2,-16.5,8,1,1,1,0
ground,off,ground_banked_000154_r010.0_pos,10.0,480.3,710.7,-16.5,9,1,1,1,0
ground,off,ground_banked_000155_r010.0_pos,10.0,480.3,711.1,-16.5,15,1,1,1,0
ground,off,ground_banked_000156_r010.0_pos,10.0,480.3,711.6,-16.5,15,1,1,1,0
ground,off,ground_banked_000157_r010.0_pos,10.0,480.4,712.2,-16.5,13,1,1,1,0
ground,off,ground_banked_000158_r010.0_pos,10.0,480.6,712.6,-16.4,18,1,1,1,0
ground,on,ground_banked_000159_r012.0_pos,12.0,640.1,697.9,+0.0,16,1,1,3,0
ground,on,ground_banked_000160_r012.0_pos,12.0,640.0,697.4,-0.0,14,1,1,4,0
ground,on,ground_banked_000161_r012.0_pos,12.0,639.8,696.6,-0.0,17,1,1,1,0
ground,on,ground_banked_000162_r012.0_pos,12.0,639.6,695.8,-0.0,14,1,1,1,0
ground,on,ground_banked_000163_r012.0_pos,12.0,639.3,695.1,-0.1,11,1,1,1,0
ground,on,ground_banked_000164_r012.0_pos,12.0,639.0,694.6,-0.1,9,1,1,1,0
ground,on,ground_banked_000165_r012.0_pos,12.0,638.7,694.2,-0.1,6,1,1,1,0
ground,on,ground_banked_000166_r012.0_pos,12.0,638.4,693.7,-0.2,6,1,1,1,0
ground,on,ground_banked_000167_r012.0_pos,12.0,638.3,693.3,-0.2,6,1,1,1,0
ground,on,ground_banked_000168_r012.0_pos,12.0,638.3,693.1,-0.2,23,1,1,7,0
ground,on,ground_banked_000169_r012.0_pos,12.0,638.3,693.2,-0.2,22,1,1,3,0
ground,on,ground_banked_000170_r012.0_pos,12.0,638.3,693.4,-0.2,18,1,1,1,0
ground,on,ground_banked_000171_r012.0_pos,12.0,638.3,693.8,-0.2,9,1,1,1,0
ground,on,ground_banked_000172_r012.0_pos,12.0,638.3,694.5,-0.2,6,1,1,1,0
ground,on,ground_banked_000173_r012.0_pos,12.0,638.5,695.4,-0.2,6,1,1,1,0
ground,on,ground_banked_000174_r012.0_pos,12.0,638.7,696.0,-0.1,6,1,1,1,0
ground,on,ground_banked_000175_r012.0_pos,12.0,639.0,696.4,-0.1,14,1,1,1,0
ground,on,ground_banked_000176_r012.0_pos,12.0,639.4,696.5,-0.1,11,1,1,1,0
ground,on,ground_banked_000177_r012.0_pos,12.0,639.7,696.7,-0.0,19,1,1,5,0
ground,on,ground_banked_000178_r012.0_pos,12.0,639.9,696.8,-0.0,17,1,1,3,0
ground,on,ground_banked_000179_r012.0_pos,12.0,639.9,697.0,-0.0,7,1,1,1,0
ground,on,ground_banked_000180_r012.0_pos,12.0,639.9,697.2,-0.0,6,1,1,1,0
ground,on,ground_banked_000181_r012.0_pos,12.0,639.9,697.1,-0.0,6,1,1,1,0
ground,on,ground_banked_000182_r012.0_pos,12.0,639.9,696.9,-0.0,15,1,1,4,0
ground,off,ground_banked_000183_r012.0_pos,12.0,485.1,706.6,-16.0,15,1,1,1,0
ground,off,ground_banked_000184_r012.0_pos,12.0,484.8,705.7,-16.0,12,1,1,1,0
ground,off,ground_banked_000185_r012.0_pos,12.0,484.6,705.2,-16.1,12,1,1,1,0
ground,off,ground_banked_000186_r012.0_pos,12.0,484.3,705.1,-16.1,17,1,1,2,0
ground,off,ground_banked_000187_r012.0_pos,12.0,484.0,705.4,-16.1,11,1,1,1,0
ground,off,ground_banked_000188_r012.0_pos,12.0,483.9,705.8,-16.1,12,1,1,1,0
ground,off,ground_banked_000189_r012.0_pos,12.0,483.7,706.6,-16.1,17,1,1,1,0
ground,off,ground_banked_000190_r012.0_pos,12.0,483.6,707.4,-16.2,15,1,1,1,0
ground,off,ground_banked_000191_r012.0_pos,12.0,483.6,708.1,-16.2,14,1,1,1,0
ground,off,ground_banked_000192_r012.0_pos,12.0,483.7,708.7,-16.1,9,1,1,1,0
ground,off,ground_banked_000193_r012.0_pos,12.0,483.8,709.2,-16.1,9,1,1,1,0
ground,off,ground_banked_000194_r012.0_pos,12.0,483.8,709.4,-16.1,9,1,1,1,0
ground,off,ground_banked_000195_r012.0_pos,12.0,483.7,709.3,-16.1,24,1,1,3,0
ground,off,ground_banked_000196_r012.0_pos,12.0,483.6,709.1,-16.2,22,1,1,1,0
ground,off,ground_banked_000197_r012.0_pos,12.0,483.7,708.5,-16.1,14,1,1,1,0
ground,off,ground_banked_000198_r012.0_pos,12.0,483.9,707.9,-16.1,12,1,1,1,0
ground,off,ground_banked_000199_r012.0_pos,12.0,484.2,707.3,-16.1,9,1,1,1,0
ground,off,ground_banked_000200_r012.0_pos,12.0,484.5,706.6,-16.1,9,1,1,1,0
ground,off,ground_banked_000201_r012.0_pos,12.0,485.0,706.0,-16.0,9,1,1,1,0
ground,off,ground_banked_000202_r012.0_pos,12.0,485.6,705.4,-16.0,8,1,1,1,0
ground,off,ground_banked_000203_r012.0_pos,12.0,486.1,704.8,-15.9,22,1,1,1,0
ground,off,ground_banked_000204_r012.0_pos,12.0,486.3,704.3,-15.9,21,1,1,3,0
ground,off,ground_banked_000205_r012.0_pos,12.0,486.2,703.8,-15.9,17,1,1,1,0
ground,off,ground_banked_000206_r012.0_pos,12.0,485.9,703.1,-15.9,15,1,1,1,0
ground,on,ground_banked_000207_r016.0_pos,16.0,639.8,697.9,-0.0,4,1,1,1,0
ground,on,ground_banked_000208_r016.0_pos,16.0,639.6,697.4,-0.0,4,1,1,1,0
