t,t_sim,phase,law,detected,meas_x,meas_y,meas_z,meas_range,meas_conf,bearing_rad,psi_deg,lambda_deg,lambda_dot_deg_s,r_hat_m,rdot_hat_m_s,vc_m_s,a_cmd_m_s2,v_perp_m_s,cmd_vn,cmd_ve,cmd_vd,cmd_yaw_deg,alt_m,gt_cam_x,gt_cam_y,gt_cam_z,gt_tag_x,gt_tag_y,gt_tag_z,gt_range,ext_x,ext_y,ext_z,ext_fresh,tgt_n_hat,tgt_e_hat,tgt_vn_hat,tgt_ve_hat,ext_age_s,cue_stale,coast_phase,ekf_dn_hat,ekf_de_hat,ekf_dvn_hat,ekf_dve_hat,ekf_p_diag0,ekf_p_diag1,ekf_p_diag2,ekf_p_diag3,meas_source
3.923,10.904,TAKEOFF,pronav,0,,,,,,,96.446,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,-30.1300,0.5000,30.8286,,,,,,,,,,,,,,,,,,,,
4.126,11.024,TAKEOFF,pronav,0,,,,,,,96.435,,,,,,,0.0000,,,,,-0.0010,0.1200,0.0300,0.2290,6.5000,-30.1300,0.5000,30.8286,,,,,,,,,,,,,,,,,,,,
4.328,11.124,TAKEOFF,pronav,0,,,,,,,96.431,,,,,,,0.0000,,,,,-0.0020,0.1200,0.0300,0.2290,6.5000,-30.1300,0.5000,30.8286,,,,,,,,,,,,,,,,,,,,
4.529,11.256,TAKEOFF,pronav,0,,,,,,,96.432,,,,,,,0.0000,,,,,-0.0040,0.1200,0.0300,0.2290,6.5000,-30.1300,0.5000,30.8286,,,,,,,,,,,,,,,,,,,,
4.730,11.372,TAKEOFF,pronav,0,,,,,,,96.436,,,,,,,0.0000,,,,,-0.0050,0.1200,0.0300,0.2290,6.5000,-30.1300,0.5000,30.8286,,,,,,,,,,,,,,,,,,,,
4.932,11.488,TAKEOFF,pronav,0,,,,,,,96.440,,,,,,,0.0000,,,,,-0.0060,0.1200,0.0300,0.2290,6.5000,-30.1300,0.5000,30.8286,,,,,,,,,,,,,,,,,,,,
5.133,11.616,TAKEOFF,pronav,0,,,,,,,96.441,,,,,,,0.0000,,,,,-0.0050,0.1200,0.0300,0.2290,6.5000,-30.1300,0.5000,30.8286,,,,,,,,,,,,,,,,,,,,
5.333,11.712,TAKEOFF,pronav,0,,,,,,,96.444,,,,,,,0.0000,,,,,-0.0050,0.1200,0.0300,0.2290,6.5000,-30.1300,0.5000,30.8286,,,,,,,,,,,,,,,,,,,,
5.534,11.824,TAKEOFF,pronav,0,,,,,,,96.448,,,,,,,0.0000,,,,,-0.0060,0.1200,0.0300,0.2290,6.5000,-30.1300,0.5000,30.8286,,,,,,,,,,,,,,,,,,,,
5.738,11.948,TAKEOFF,pronav,0,,,,,,,96.450,,,,,,,0.0000,,,,,-0.0050,0.1200,0.0300,0.2290,6.5000,-30.1300,0.5000,30.8286,,,,,,,,,,,,,,,,,,,,
5.938,12.080,TAKEOFF,pronav,0,,,,,,,96.455,,,,,,,0.0000,,,,,-0.0040,0.1200,0.0300,0.2290,6.5000,-30.1300,0.5000,30.8286,,,,,,,,,,,,,,,,,,,,
6.139,12.180,TAKEOFF,pronav,0,,,,,,,96.459,,,,,,,0.0000,,,,,-0.0040,0.1200,0.0300,0.2290,6.5000,-30.1300,0.5000,30.8286,,,,,,,,,,,,,,,,,,,,
6.341,12.288,TAKEOFF,pronav,0,,,,,,,96.461,,,,,,,0.0000,,,,,-0.0030,0.1200,0.0300,0.2290,6.5000,-30.1300,0.5000,30.8286,,,,,,,,,,,,,,,,,,,,
6.545,12.412,TAKEOFF,pronav,0,,,,,,,96.463,,,,,,,0.0000,,,,,-0.0040,0.1200,0.0300,0.2290,6.5000,-30.1300,0.5000,30.8286,,,,,,,,,,,,,,,,,,,,
6.745,12.544,TAKEOFF,pronav,0,,,,,,,96.461,,,,,,,0.0000,,,,,-0.0050,0.1200,0.0300,0.2290,6.5000,-30.1300,0.5000,30.8286,,,,,,,,,,,,,,,,,,,,
6.947,12.668,TAKEOFF,pronav,0,,,,,,,96.459,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,-30.1300,0.5000,30.8286,,,,,,,,,,,,,,,,,,,,
7.147,12.756,TAKEOFF,pronav,0,,,,,,,96.459,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,-30.1300,0.5000,30.8286,,,,,,,,,,,,,,,,,,,,
7.349,12.872,TAKEOFF,pronav,0,,,,,,,96.459,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,-30.1300,0.5000,30.8286,,,,,,,,,,,,,,,,,,,,
7.550,13.004,TAKEOFF,pronav,0,,,,,,,96.459,,,,,,,0.0000,,,,,0.0020,0.1200,0.0300,0.2290,6.5000,-30.1300,0.5000,30.8286,,,,,,,,,,,,,,,,,,,,
7.751,13.136,TAKEOFF,pronav,0,,,,,,,96.456,,,,,,,0.0000,,,,,0.0030,0.1200,0.0300,0.2290,6.5000,-30.1300,0.5000,30.8286,,,,,,,,,,,,,,,,,,,,
