t,phase,law,detected,meas_x,meas_y,meas_z,meas_range,bearing_rad,psi_deg,lambda_deg,lambda_dot_deg_s,r_hat_m,rdot_hat_m_s,vc_m_s,a_cmd_m_s2,v_perp_m_s,cmd_vn,cmd_ve,cmd_vd,cmd_yaw_deg,alt_m,gt_cam_x,gt_cam_y,gt_cam_z,gt_tag_x,gt_tag_y,gt_tag_z,gt_range
6.185,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.042,,,,,,,0.0000,,,,,-0.0040,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
6.387,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.041,,,,,,,0.0000,,,,,-0.0040,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
6.588,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.039,,,,,,,0.0000,,,,,-0.0040,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
6.791,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.037,,,,,,,0.0000,,,,,-0.0040,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
6.991,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.035,,,,,,,0.0000,,,,,-0.0040,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
7.192,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.033,,,,,,,0.0000,,,,,-0.0030,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
7.394,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.034,,,,,,,0.0000,,,,,-0.0030,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
7.595,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.038,,,,,,,0.0000,,,,,-0.0020,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
7.796,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.039,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
7.997,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.039,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
8.198,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.040,,,,,,,0.0000,,,,,0.0020,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
8.399,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.042,,,,,,,0.0000,,,,,0.0040,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
8.601,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.044,,,,,,,0.0000,,,,,0.0050,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
8.801,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.041,,,,,,,0.0000,,,,,0.0080,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
9.005,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.042,,,,,,,0.0000,,,,,0.0100,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
9.206,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.043,,,,,,,0.0000,,,,,0.0120,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
9.407,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.045,,,,,,,0.0000,,,,,0.0150,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
9.608,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.044,,,,,,,0.0000,,,,,0.0190,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
9.808,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.044,,,,,,,0.0000,,,,,0.0250,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
10.009,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.043,,,,,,,0.0000,,,,,0.0310,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
10.210,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.040,,,,,,,0.0000,,,,,0.0340,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
10.411,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.037,,,,,,,0.0000,,,,,0.0360,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
10.613,TAKEOFF,pursuit,1,4.1100,-0.2746,6.5052,7.6997,0.56348,96.034,,,,,,,0.0000,,,,,0.0370,0.1197,0.0300,0.2293,6.5000,-4.0000,0.5000,7.5513
10.814,TAKEOFF,pursuit,1,4.1274,-0.2532,6.5395,7.7373,0.56301,96.054,,,,,,,0.0000,,,,,0.0370,0.1185,0.0299,0.2308,6.5000,-4.0000,0.5000,7.5522
11.016,TAKEOFF,pursuit,1,4.1176,-0.2229,6.5356,7.7278,0.56220,96.070,,,,,,,0.0000,,,,,0.0410,0.1160,0.0295,0.2346,6.5000,-4.0000,0.5000,7.5540
11.220,TAKEOFF,pursuit,1,4.0986,-0.2222,6.5139,7.6993,0.56163,96.062,,,,,,,0.0000,,,,,0.0490,0.1113,0.0287,0.2423,6.5000,-4.0000,0.5000,7.5573
11.421,TAKEOFF,pursuit,1,4.1124,-0.2334,6.5423,7.7310,0.56117,96.045,,,,,,,0.0000,,,,,0.0600,0.1056,0.0277,0.2535,6.5000,-4.0000,0.5000,7.5612
11.621,TAKEOFF,pursuit,1,4.1082,-0.2400,6.5407,7.7276,0.56082,96.034,,,,,,,0.0000,,,,,0.0760,0.0991,0.0269,0.2694,6.5000,-4.0000,0.5000,7.5657
11.822,TAKEOFF,pursuit,1,4.1081,-0.2432,6.5430,7.7296,0.56065,96.039,,,,,,,0.0000,,,,,0.0930,0.0941,0.0267,0.2861,6.5000,-4.0000,0.5000,7.5694
12.023,TAKEOFF,pursuit,1,4.1183,-0.2371,6.5641,7.7526,0.56032,96.072,,,,,,,0.0000,,,,,0.1120,0.0898,0.0273,0.3069,6.5000,-4.0000,0.5000,7.5728
12.224,TAKEOFF,pursuit,1,4.1125,-0.2244,6.5551,7.7415,0.56030,96.126,,,,,,,0.0000,,,,,0.1350,0.0871,0.0289,0.3310,6.5000,-4.0000,0.5000,7.5753
12.425,TAKEOFF,pursuit,1,4.1351,-0.2070,6.5866,7.7798,0.56061,96.174,,,,,,,0.0000,,,,,0.1580,0.0864,0.0310,0.3530,6.5000,-4.0000,0.5000,7.5765
12.625,TAKEOFF,pursuit,1,4.1019,-0.1777,6.5270,7.7110,0.56108,96.210,,,,,,,0.0000,,,,,0.1820,0.0874,0.0336,0.3783,6.5000,-4.0000,0.5000,7.5767
12.826,TAKEOFF,pursuit,1,4.1013,-0.1521,6.5211,7.7051,0.56142,96.222,,,,,,,0.0000,,,,,0.2070,0.0900,0.0365,0.4048,6.5000,-4.0000,0.5000,7.5757
13.027,TAKEOFF,pursuit,1,4.1214,-0.1278,6.5463,7.7367,0.56188,96.219,,,,,,,0.0000,,,,,0.2300,0.0934,0.0390,0.4278,6.5000,-4.0000,0.5000,7.5739
13.227,TAKEOFF,pursuit,1,4.1169,-0.0931,6.5292,7.7193,0.56257,96.213,,,,,,,0.0000,,,,,0.2530,0.0982,0.0416,0.4527,6.5000,-4.0000,0.5000,7.5710
13.429,TAKEOFF,pursuit,1,4.1387,-0.0674,6.5539,7.7516,0.56325,96.214,,,,,,,0.0000,,,,,0.2750,0.1042,0.0440,0.4784,6.5000,-4.0000,0.5000,7.5671
13.630,TAKEOFF,pursuit,1,4.1296,-0.0405,6.5301,7.7264,0.56390,96.210,,,,,,,0.0000,,,,,0.2960,0.1101,0.0460,0.4962,6.5000,-4.0000,0.5000,7.5631
13.831,TAKEOFF,pursuit,1,4.1301,-0.0216,6.5182,7.7166,0.56478,96.194,,,,,,,0.0000,,,,,0.3000,0.1170,0.0478,0.4997,6.5000,-4.0000,0.5000,7.5583
14.031,TAKEOFF,pursuit,1,4.1325,-0.0228,6.5143,7.7145,0.56531,96.170,,,,,,,0.0000,,,,,0.2860,0.1244,0.0492,0.4900,6.5000,-4.0000,0.5000,7.5527
14.233,TAKEOFF,pursuit,1,4.1302,-0.0274,6.4993,7.7006,0.56610,96.166,,,,,,,0.0000,,,,,0.2750,0.1308,0.0499,0.4838,6.5000,-4.0000,0.5000,7.5477
14.434,TAKEOFF,pursuit,1,4.1313,-0.0205,6.4943,7.6970,0.56657,96.175,,,,,,,0.0000,,,,,0.2720,0.1376,0.0500,0.4854,6.5000,-4.0000,0.5000,7.5421
14.635,TAKEOFF,pursuit,1,4.1297,-0.0068,6.4837,7.6872,0.56714,96.186,,,,,,,0.0000,,,,,0.2780,0.1442,0.0495,0.4931,6.5000,-4.0000,0.5000,7.5362
14.837,TAKEOFF,pursuit,1,4.1351,0.0065,6.4856,7.6917,0.56760,96.191,,,,,,,0.0000,,,,,0.2880,0.1493,0.0487,0.5026,6.5000,-4.0000,0.5000,7.5314
15.038,TAKEOFF,pursuit,1,4.1323,0.0233,6.4780,7.6838,0.56782,96.177,,,,,,,0.0000,,,,,0.3000,0.1543,0.0473,0.5144,6.5000,-4.0000,0.5000,7.5265
15.238,TAKEOFF,pursuit,1,4.1283,0.0463,6.4694,7.6746,0.56799,96.150,,,,,,,0.0000,,,,,0.3120,0.1579,0.0458,0.5252,6.5000,-4.0000,0.5000,7.5227
15.442,TAKEOFF,pursuit,1,4.1422,0.0650,6.4887,7.6984,0.56816,96.117,,,,,,,0.0000,,,,,0.3250,0.1609,0.0438,0.5375,6.5000,-4.0000,0.5000,7.5192
15.643,TAKEOFF,pursuit,1,4.1430,0.0873,6.4901,7.7002,0.56815,96.097,,,,,,,0.0000,,,,,0.3370,0.1623,0.0417,0.5485,6.5000,-4.0000,0.5000,7.5169
15.843,TAKEOFF,pursuit,1,4.1420,0.0994,6.4927,7.7020,0.56786,96.103,,,,,,,0.0000,,,,,0.3490,0.1624,0.0397,0.5579,6.5000,-4.0000,0.5000,7.5158
16.045,TAKEOFF,pursuit,1,4.1257,0.1031,6.4705,7.6746,0.56762,96.105,,,,,,,0.0000,,,,,0.3590,0.1610,0.0373,0.5678,6.5000,-4.0000,0.5000,7.5158
16.246,TAKEOFF,pursuit,1,4.1300,0.1035,6.4870,7.6908,0.56694,96.086,,,,,,,0.0000,,,,,0.3690,0.1586,0.0351,0.5765,6.5000,-4.0000,0.5000,7.5168
16.447,TAKEOFF,pursuit,1,4.1255,0.1025,6.4848,7.6866,0.56660,96.035,,,,,,,0.0000,,,,,0.3800,0.1552,0.0330,0.5849,6.5000,-4.0000,0.5000,7.5185
16.650,TAKEOFF,pursuit,1,4.1285,0.1020,6.4934,7.6954,0.56632,95.977,,,,,,,0.0000,,,,,0.3900,0.1521,0.0314,0.5915,6.5000,-4.0000,0.5000,7.5204
16.851,TAKEOFF,pursuit,1,4.1229,0.1016,6.4963,7.6949,0.56551,95.925,,,,,,,0.0000,,,,,0.4000,0.1486,0.0300,0.5980,6.5000,-4.0000,0.5000,7.5227
16.868,ACQUIRE,pursuit,1,4.1229,0.1016,6.4963,7.6949,0.56551,95.921,128.322,0.000,7.6949,0.0000,1.5000,0.0000,0.0000,0.0000,0.0000,-0.0990,128.3222,0.4010,0.1481,0.0298,0.5988,6.5000,-4.0000,0.5000,7.5231
16.919,ACQUIRE,pursuit,1,4.1213,0.1020,6.4948,7.6928,0.56544,95.914,128.317,-0.061,7.6938,-0.0063,1.5000,-0.0064,0.0000,0.0000,0.0000,-0.0970,128.3119,0.4030,0.1472,0.0295,0.6002,6.5000,-4.0000,0.5000,7.5236
16.970,ACQUIRE,pursuit,1,4.1197,0.1024,6.4933,7.6906,0.56537,95.912,128.310,-0.113,7.6920,-0.0149,1.5000,-0.0118,0.0000,0.0000,0.0000,-0.0940,128.3052,0.4060,0.1464,0.0293,0.6015,6.5000,-4.0000,0.5000,7.5242
17.022,ACQUIRE,pursuit,1,4.1186,0.1026,6.4923,7.6892,0.56531,95.957,128.325,0.135,7.6902,-0.0211,1.5000,0.0142,0.0000,0.0000,0.0000,-0.0930,128.3466,0.4070,0.1457,0.0290,0.6028,6.5000,-4.0000,0.5000,7.5246
17.072,ACQUIRE,pursuit,1,4.1175,0.1028,6.4924,7.6887,0.56519,96.112,128.413,1.105,7.6889,-0.0225,1.5000,0.1158,0.0000,0.0000,0.0000,-0.0900,128.4948,0.4100,0.1451,0.0285,0.6044,6.5000,-4.0000,0.5000,7.5250
17.123,ACQUIRE,pursuit,1,4.1124,0.1013,6.5018,7.6939,0.56398,96.378,128.580,2.413,7.6908,-0.0047,1.5000,0.2527,0.0000,0.0000,0.0000,-0.0860,128.6918,0.4140,0.1444,0.0275,0.6069,6.5000,-4.0000,0.5000,7.5250
17.175,ACQUIRE,pursuit,1,4.0856,0.0897,6.5158,7.6913,0.56006,97.012,128.901,4.767,7.6910,-0.0026,1.5000,0.4992,0.0000,0.0000,0.0000,-0.0820,129.1016,0.4180,0.1439,0.0257,0.6109,6.5000,-4.0000,0.5000,7.5245
17.226,ACQUIRE,pursuit,1,3.9657,0.0657,6.5676,7.6723,0.54323,97.969,129.117,4.498,7.6816,-0.0568,1.5000,0.4710,0.0000,0.0000,0.0000,-0.0800,129.0937,0.4200,0.1436,0.0237,0.6144,6.5000,-4.0000,0.5000,7.5238
17.277,ACQUIRE,pursuit,1,3.8928,0.0565,6.6518,7.7074,0.52949,99.250,129.464,5.962,7.6931,0.0285,1.5000,0.6244,0.0000,0.0000,0.0000,-0.0740,129.5874,0.4260,0.1434,0.0209,0.6187,6.5000,-4.0000,0.5000,7.5225
17.326,ACQUIRE,pursuit,1,3.8928,0.0565,6.6518,7.7074,0.52949,100.007,129.763,5.962,7.6945,0.0285,1.5000,0.6244,0.0000,0.0000,0.0000,-0.0700,130.3450,0.4300,0.1434,0.0191,0.6213,6.5000,-4.0000,0.5000,7.5216
17.378,ACQUIRE,pursuit,1,3.7515,0.0464,6.7153,7.6923,0.50946,101.371,130.311,7.452,7.6941,0.0230,1.5000,0.7804,0.0000,0.0000,0.0000,-0.0640,130.5609,0.4360,0.1434,0.0158,0.6254,6.5000,-4.0000,0.5000,7.5199
17.427,ACQUIRE,pursuit,1,3.6205,0.0423,6.8198,7.7214,0.48805,102.311,130.479,5.032,7.7083,0.1003,1.5000,0.5270,0.0000,0.0000,0.0000,-0.0610,130.2740,0.4390,0.1434,0.0119,0.6296,6.5000,-4.0000,0.5000,7.5179
17.478,ACQUIRE,pursuit,1,3.4518,0.0433,6.9111,7.7253,0.46321,103.730,130.500,2.311,7.7193,0.1357,1.5000,0.2420,0.0000,0.0000,0.0000,-0.0550,130.2700,0.4450,0.1434,0.0104,0.6312,6.5000,-4.0000,0.5000,7.5171
17.529,ACQUIRE,pursuit,1,3.2689,0.0486,7.0235,7.7471,0.43560,105.486,130.530,1.293,7.7366,0.1980,1.5000,0.1354,0.0000,0.0000,0.0000,-0.0510,130.4443,0.4490,0.1433,0.0053,0.6357,6.5000,-4.0000,0.5000,7.5145
17.580,ACQUIRE,pursuit,1,3.0139,0.0574,7.1022,7.7154,0.40133,107.120,130.354,-1.545,7.7310,0.1064,1.5000,-0.1618,0.0000,0.0000,0.0000,-0.0450,130.1140,0.4550,0.1432,0.0004,0.6395,6.5000,-4.0000,0.5000,7.5121
17.630,ACQUIRE,pursuit,1,2.7812,0.0707,7.2037,7.7223,0.36845,109.075,130.232,-2.086,7.7293,0.0649,1.5000,-0.2185,0.0000,0.0000,0.0000,-0.0430,130.1860,0.4570,0.1430,-0.0049,0.6429,6.5000,-4.0000,0.5000,7.5095
17.681,ACQUIRE,pursuit,1,2.7812,0.0707,7.2037,7.7223,0.36845,110.848,130.127,-2.086,7.7325,0.0649,1.5000,-0.2185,0.0000,0.0000,0.0000,-0.0400,131.9586,0.4600,0.1426,-0.0104,0.6460,6.5000,-4.0000,0.5000,7.5069
17.732,ACQUIRE,pursuit,1,2.5245,0.0836,7.2774,7.7033,0.33390,112.916,131.035,3.854,7.7195,0.0172,1.5000,0.4036,0.0000,0.0000,0.0000,-0.0360,132.0471,0.4640,0.1424,-0.0139,0.6476,6.5000,-4.0000,0.5000,7.5053
17.784,ACQUIRE,pursuit,1,2.2569,0.0979,7.3504,7.6897,0.29791,114.746,131.521,7.284,7.7050,-0.0725,1.5000,0.7628,0.0000,0.0000,0.0000,-0.0320,131.8144,0.4680,0.1417,-0.0205,0.6502,6.5000,-4.0000,0.5000,7.5025
17.836,ACQUIRE,pursuit,1,1.9501,0.1151,7.4467,7.6987,0.25613,116.844,131.702,5.115,7.7000,-0.0807,1.5000,0.5357,0.0000,0.0000,0.0000,-0.0310,131.5188,0.4690,0.1409,-0.0263,0.6521,6.5000,-4.0000,0.5000,7.5001
17.886,ACQUIRE,pursuit,1,1.6715,0.1284,7.5178,7.7025,0.21878,118.666,131.579,0.683,7.6992,-0.0618,1.5000,0.0716,0.0000,0.0000,0.0000,-0.0290,131.2010,0.4710,0.1400,-0.0322,0.6536,6.5000,-4.0000,0.5000,7.4978
17.935,ACQUIRE,pursuit,1,1.3863,0.1431,7.5721,7.6992,0.18107,121.225,131.607,0.603,7.6977,-0.0526,1.5000,0.0632,0.0000,0.0000,0.0000,-0.0280,131.6001,0.4720,0.1390,-0.0379,0.6547,6.5000,-4.0000,0.5000,7.4956
17.986,ACQUIRE,pursuit,1,1.1021,0.1543,7.6087,7.6896,0.14385,123.212,131.545,-0.480,7.6923,-0.0687,1.5000,-0.0503,0.0000,0.0000,0.0000,-0.0270,131.4538,0.4730,0.1377,-0.0442,0.6556,6.5000,-4.0000,0.5000,7.4935
18.038,ACQUIRE,pursuit,1,0.7919,0.1664,7.6844,7.7268,0.10270,124.896,131.151,-4.847,7.7079,0.0430,1.5000,-0.5076,0.0000,0.0000,0.0000,-0.0270,130.7797,0.4730,0.1364,-0.0495,0.6561,6.5000,-4.0000,0.5000,7.4918
18.088,ACQUIRE,pursuit,1,0.5155,0.1749,7.6999,7.7192,0.06685,126.741,130.740,-6.835,7.7146,0.0700,1.5000,-0.7158,0.0000,0.0000,0.0000,-0.0260,130.5714,0.4740,0.1351,-0.0545,0.6565,6.5000,-4.0000,0.5000,7.4902
18.139,ACQUIRE,pursuit,1,0.2495,0.1798,7.6866,7.6927,0.03244,128.280,130.269,-8.378,7.7054,-0.0056,1.5000,-0.8773,0.0000,0.0000,0.0000,-0.0260,130.1393,0.4740,0.1346,-0.0563,0.6566,6.5000,-4.0000,0.5000,7.4897
18.188,ACQUIRE,pursuit,1,-0.0020,0.1852,7.6907,7.6929,-0.00027,129.945,129.890,-7.900,7.6990,-0.0422,1.5000,-0.8272,0.0000,0.0000,0.0000,-0.0270,129.9298,0.4730,0.1331,-0.0614,0.6569,6.5000,-4.0000,0.5000,7.4883
18.239,ACQUIRE,pursuit,1,-0.2711,0.1876,7.6939,7.7010,-0.03522,130.929,129.203,-11.364,7.6990,-0.0300,1.5000,-1.1900,0.0000,0.0000,0.0000,-0.0270,128.9115,0.4730,0.1318,-0.0654,0.6570,6.5000,-4.0000,0.5000,7.4873
18.290,ACQUIRE,pursuit,1,-0.2711,0.1876,7.6939,7.7010,-0.03522,132.226,128.635,-11.364,7.6975,-0.0300,1.5000,-1.1900,0.0000,0.0000,0.0000,-0.0270,130.2083,0.4730,0.1310,-0.0677,0.6571,6.5000,-4.0000,0.5000,7.4868
18.341,ACQUIRE,pursuit,1,-0.4917,0.1907,7.7122,7.7302,-0.06367,133.604,129.011,-5.770,7.7131,0.0208,1.5000,-0.6042,0.0000,0.0000,0.0000,-0.0270,129.9556,0.4730,0.1299,-0.0710,0.6573,6.5000,-4.0000,0.5000,7.4860
18.392,ACQUIRE,pursuit,1,-0.6945,0.1896,7.6728,7.7065,-0.09027,134.699,129.125,-1.037,7.7103,-0.0016,1.5000,-0.1086,0.0000,0.0000,0.0000,-0.0280,129.5271,0.4720,0.1289,-0.0738,0.6575,6.5000,-4.0000,0.5000,7.4854
18.442,ACQUIRE,pursuit,1,-0.8780,0.1900,7.6728,7.7252,-0.11394,135.425,128.985,-2.077,7.7177,0.0426,1.5000,-0.2175,0.0000,0.0000,0.0000,-0.0280,128.8972,0.4720,0.1284,-0.0750,0.6577,6.5000,-4.0000,0.5000,7.4851
18.494,ACQUIRE,pursuit,1,-0.8780,0.1900,7.6728,7.7252,-0.11394,136.109,128.881,-2.077,7.7199,0.0426,1.5000,-0.2175,0.0000,0.0000,0.0000,-0.0280,129.5808,0.4720,0.1279,-0.0764,0.6579,6.5000,-4.0000,0.5000,7.4849
18.544,ACQUIRE,pursuit,1,-1.0560,0.1877,7.6061,7.6814,-0.13795,137.083,128.978,-0.897,7.7017,-0.0171,1.5000,-0.0939,0.0000,0.0000,0.0000,-0.0280,129.1791,0.4720,0.1273,-0.0781,0.6582,6.5000,-4.0000,0.5000,7.4845
18.595,ACQUIRE,pursuit,1,-1.1954,0.1860,7.5879,7.6838,-0.15625,137.836,128.908,-1.192,7.6923,-0.0674,1.5000,-0.1248,0.0000,0.0000,0.0000,-0.0280,128.8833,0.4720,0.1269,-0.0793,0.6586,6.5000,-4.0000,0.5000,7.4842
18.646,ACQUIRE,pursuit,1,-1.3152,0.1842,7.5829,7.6983,-0.17174,138.131,128.570,-4.497,7.6936,-0.0395,1.5000,-0.4710,0.0000,0.0000,0.0000,-0.0290,128.2913,0.4710,0.1268,-0.0797,0.6588,6.5000,-4.0000,0.5000,7.4841
18.698,ACQUIRE,pursuit,1,-1.3152,0.1842,7.5829,7.6983,-0.17174,138.737,128.345,-4.497,7.6917,-0.0395,1.5000,-0.4710,0.0000,0.0000,0.0000,-0.0290,128.8968,0.4710,0.1267,-0.0801,0.6591,6.5000,-4.0000,0.5000,7.4840
18.750,ACQUIRE,pursuit,1,-1.4130,0.1837,7.5698,7.7028,-0.18454,139.311,128.429,-2.722,7.6962,-0.0206,1.5000,-0.2851,0.0000,0.0000,0.0000,-0.0290,128.7371,0.4710,0.1268,-0.0804,0.6597,6.5000,-4.0000,0.5000,7.4838
18.801,ACQUIRE,pursuit,1,-1.4953,0.1806,7.5339,7.6830,-0.19593,139.606,128.337,-2.204,7.6891,-0.0566,1.5000,-0.2308,0.0000,0.0000,0.0000,-0.0290,128.3806,0.4710,0.1271,-0.0801,0.6603,6.5000,-4.0000,0.5000,7.4837
18.853,ACQUIRE,pursuit,1,-1.4953,0.1806,7.5339,7.6830,-0.19593,139.708,128.226,-2.204,7.6863,-0.0566,1.5000,-0.2308,0.0000,0.0000,0.0000,-0.0280,128.4825,0.4720,0.1273,-0.0799,0.6605,6.5000,-4.0000,0.5000,7.4836
18.904,ACQUIRE,pursuit,1,-1.5488,0.1796,7.5181,7.6781,-0.20317,140.030,128.253,-1.408,7.6808,-0.0644,1.5000,-0.1475,0.0000,0.0000,0.0000,-0.0280,128.3894,0.4720,0.1276,-0.0794,0.6609,6.5000,-4.0000,0.5000,7.4836
