t,phase,law,detected,meas_x,meas_y,meas_z,meas_range,bearing_rad,psi_deg,lambda_deg,lambda_dot_deg_s,r_hat_m,rdot_hat_m_s,vc_m_s,a_cmd_m_s2,v_perp_m_s,cmd_vn,cmd_ve,cmd_vd,cmd_yaw_deg,alt_m,gt_cam_x,gt_cam_y,gt_cam_z,gt_tag_x,gt_tag_y,gt_tag_z,gt_range
6.488,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,95.966,,,,,,,0.0000,,,,,-0.0020,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
6.689,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,95.961,,,,,,,0.0000,,,,,-0.0020,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
6.890,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,95.959,,,,,,,0.0000,,,,,-0.0020,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
7.091,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,95.959,,,,,,,0.0000,,,,,-0.0010,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
7.291,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,95.960,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
7.493,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,95.964,,,,,,,0.0000,,,,,0.0010,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
7.695,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,95.967,,,,,,,0.0000,,,,,0.0020,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
7.896,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,95.966,,,,,,,0.0000,,,,,0.0040,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
8.097,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,95.964,,,,,,,0.0000,,,,,0.0060,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
8.297,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,95.961,,,,,,,0.0000,,,,,0.0080,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
8.498,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,95.961,,,,,,,0.0000,,,,,0.0090,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
8.699,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,95.966,,,,,,,0.0000,,,,,0.0100,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
8.900,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,95.972,,,,,,,0.0000,,,,,0.0110,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
9.101,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,95.977,,,,,,,0.0000,,,,,0.0110,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
9.302,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,95.983,,,,,,,0.0000,,,,,0.0100,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
9.503,TAKEOFF,pursuit,1,4.1321,-0.2788,6.5410,7.7419,0.56341,95.985,,,,,,,0.0000,,,,,0.0080,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
9.704,TAKEOFF,pursuit,1,4.1310,-0.2783,6.5393,7.7398,0.56342,95.987,,,,,,,0.0000,,,,,0.0090,0.1200,0.0301,0.2290,6.5000,-4.0000,0.5000,7.5511
9.905,TAKEOFF,pursuit,1,4.1228,-0.2675,6.5228,7.7212,0.56366,95.973,,,,,,,0.0000,,,,,0.0120,0.1201,0.0313,0.2296,6.5000,-4.0000,0.5000,7.5517
10.106,TAKEOFF,pursuit,1,4.1193,-0.2205,6.4923,7.6920,0.56539,95.936,,,,,,,0.0000,,,,,0.0180,0.1205,0.0345,0.2311,6.5000,-4.0000,0.5000,7.5530
10.307,TAKEOFF,pursuit,1,4.1354,-0.1893,6.5188,7.7222,0.56532,96.006,,,,,,,0.0000,,,,,0.0250,0.1217,0.0419,0.2343,6.5000,-4.0000,0.5000,7.5558
10.508,TAKEOFF,pursuit,1,4.1304,-0.1919,6.5058,7.7086,0.56567,96.015,,,,,,,0.0000,,,,,0.0350,0.1240,0.0549,0.2414,6.5000,-4.0000,0.5000,7.5606
10.709,TAKEOFF,pursuit,1,4.1432,-0.2205,6.5046,7.7152,0.56715,95.913,,,,,,,0.0000,,,,,0.0510,0.1276,0.0736,0.2534,6.5000,-4.0000,0.5000,7.5672
10.911,TAKEOFF,pursuit,1,4.1527,-0.2461,6.4956,7.7135,0.56882,95.799,,,,,,,0.0000,,,,,0.0670,0.1313,0.0916,0.2668,6.5000,-4.0000,0.5000,7.5734
11.112,TAKEOFF,pursuit,1,4.1692,-0.2625,6.4872,7.7159,0.57121,95.675,,,,,,,0.0000,,,,,0.0850,0.1352,0.1103,0.2842,6.5000,-4.0000,0.5000,7.5797
11.312,TAKEOFF,pursuit,1,4.1871,-0.2658,6.4889,7.7271,0.57304,95.543,,,,,,,0.0000,,,,,0.1080,0.1389,0.1269,0.3049,6.5000,-4.0000,0.5000,7.5850
11.514,TAKEOFF,pursuit,1,4.2126,-0.2600,6.5005,7.7505,0.57500,95.452,,,,,,,0.0000,,,,,0.1300,0.1418,0.1382,0.3262,6.5000,-4.0000,0.5000,7.5883
11.715,TAKEOFF,pursuit,1,4.2114,-0.2430,6.4818,7.7336,0.57618,95.464,,,,,,,0.0000,,,,,0.1550,0.1440,0.1449,0.3501,6.5000,-4.0000,0.5000,7.5895
11.917,TAKEOFF,pursuit,1,4.2171,-0.2129,6.4793,7.7337,0.57697,95.527,,,,,,,0.0000,,,,,0.1770,0.1455,0.1461,0.3742,6.5000,-4.0000,0.5000,7.5885
12.120,TAKEOFF,pursuit,1,4.2248,-0.1799,6.4904,7.7464,0.57703,95.585,,,,,,,0.0000,,,,,0.2000,0.1464,0.1426,0.3997,6.5000,-4.0000,0.5000,7.5855
12.321,TAKEOFF,pursuit,1,4.2117,-0.1364,6.4786,7.7284,0.57644,95.618,,,,,,,0.0000,,,,,0.2250,0.1465,0.1353,0.4242,6.5000,-4.0000,0.5000,7.5811
12.522,TAKEOFF,pursuit,1,4.2031,-0.0992,6.4767,7.7216,0.57564,95.600,,,,,,,0.0000,,,,,0.2470,0.1460,0.1243,0.4500,6.5000,-4.0000,0.5000,7.5753
12.723,TAKEOFF,pursuit,1,4.2001,-0.0575,6.4889,7.7298,0.57446,95.534,,,,,,,0.0000,,,,,0.2690,0.1449,0.1114,0.4741,6.5000,-4.0000,0.5000,7.5692
12.923,TAKEOFF,pursuit,1,4.1960,-0.0090,6.5076,7.7431,0.57270,95.443,,,,,,,0.0000,,,,,0.2910,0.1429,0.0964,0.4972,6.5000,-4.0000,0.5000,7.5626
13.125,TAKEOFF,pursuit,1,4.1691,0.0241,6.4925,7.7159,0.57083,95.426,,,,,,,0.0000,,,,,0.2980,0.1406,0.0830,0.5062,6.5000,-4.0000,0.5000,7.5573
13.326,TAKEOFF,pursuit,1,4.1501,0.0387,6.4894,7.7030,0.56898,95.509,,,,,,,0.0000,,,,,0.2870,0.1373,0.0685,0.5002,6.5000,-4.0000,0.5000,7.5523
13.528,TAKEOFF,pursuit,1,4.1537,0.0307,6.5214,7.7320,0.56713,95.555,,,,,,,0.0000,,,,,0.2720,0.1331,0.0542,0.4911,6.5000,-4.0000,0.5000,7.5482
13.729,TAKEOFF,pursuit,1,4.1335,0.0281,6.5173,7.7176,0.56521,95.523,,,,,,,0.0000,,,,,0.2680,0.1285,0.0419,0.4914,6.5000,-4.0000,0.5000,7.5454
13.930,TAKEOFF,pursuit,1,4.1192,0.0356,6.5142,7.7074,0.56386,95.447,,,,,,,0.0000,,,,,0.2750,0.1235,0.0310,0.4996,6.5000,-4.0000,0.5000,7.5438
14.131,TAKEOFF,pursuit,1,4.1054,0.0452,6.5093,7.6959,0.56268,95.364,,,,,,,0.0000,,,,,0.2850,0.1186,0.0226,0.5109,6.5000,-4.0000,0.5000,7.5435
14.331,TAKEOFF,pursuit,1,4.0980,0.0643,6.5162,7.6979,0.56140,95.308,,,,,,,0.0000,,,,,0.2980,0.1138,0.0163,0.5224,6.5000,-4.0000,0.5000,7.5442
14.532,TAKEOFF,pursuit,1,4.0874,0.0731,6.5157,7.6920,0.56026,95.289,,,,,,,0.0000,,,,,0.3090,0.1079,0.0107,0.5360,6.5000,-4.0000,0.5000,7.5463
14.733,TAKEOFF,pursuit,1,4.0984,0.0794,6.5469,7.7243,0.55932,95.291,,,,,,,0.0000,,,,,0.3190,0.1021,0.0070,0.5488,6.5000,-4.0000,0.5000,7.5493
14.934,TAKEOFF,pursuit,1,4.0831,0.0810,6.5320,7.7036,0.55867,95.299,,,,,,,0.0000,,,,,0.3320,0.0960,0.0049,0.5622,6.5000,-4.0000,0.5000,7.5534
15.135,TAKEOFF,pursuit,1,4.0924,0.0806,6.5532,7.7265,0.55823,95.304,,,,,,,0.0000,,,,,0.3430,0.0906,0.0042,0.5747,6.5000,-4.0000,0.5000,7.5578
15.337,TAKEOFF,pursuit,1,4.0972,0.0797,6.5651,7.7391,0.55794,95.296,,,,,,,0.0000,,,,,0.3550,0.0854,0.0045,0.5873,6.5000,-4.0000,0.5000,7.5624
15.537,TAKEOFF,pursuit,1,4.1124,0.0831,6.5937,7.7715,0.55766,95.322,,,,,,,0.0000,,,,,0.3640,0.0810,0.0053,0.5991,6.5000,-4.0000,0.5000,7.5668
15.738,TAKEOFF,pursuit,1,4.0822,0.0893,6.5471,7.7160,0.55753,95.390,,,,,,,0.0000,,,,,0.3730,0.0773,0.0065,0.6107,6.5000,-4.0000,0.5000,7.5707
15.939,TAKEOFF,pursuit,1,4.0814,0.1010,6.5471,7.7157,0.55744,95.437,,,,,,,0.0000,,,,,0.3820,0.0744,0.0076,0.6212,6.5000,-4.0000,0.5000,7.5739
16.140,TAKEOFF,pursuit,1,4.0933,0.1154,6.5672,7.7393,0.55737,95.427,,,,,,,0.0000,,,,,0.3930,0.0717,0.0086,0.6316,6.5000,-4.0000,0.5000,7.5769
16.341,TAKEOFF,pursuit,1,4.0742,0.1249,6.5373,7.7040,0.55732,95.393,,,,,,,0.0000,,,,,0.4000,0.0697,0.0093,0.6399,6.5000,-4.0000,0.5000,7.5791
16.353,ACQUIRE,pursuit,1,4.0742,0.1249,6.5373,7.7040,0.55732,95.393,127.325,0.000,7.7040,0.0000,1.5000,0.0000,0.0000,0.0000,0.0000,-0.1000,127.3250,0.4000,0.0695,0.0093,0.6406,6.5000,-4.0000,0.5000,7.5793
16.403,ACQUIRE,pursuit,1,4.0874,0.1272,6.5589,7.7293,0.55729,95.383,127.319,-0.070,7.7166,0.0744,1.5000,-0.0074,0.0000,0.0000,0.0000,-0.0980,127.3130,0.4020,0.0690,0.0094,0.6426,6.5000,-4.0000,0.5000,7.5798
16.454,ACQUIRE,pursuit,1,4.0934,0.1283,6.5687,7.7408,0.55728,95.371,127.308,-0.156,7.7306,0.1352,1.5000,-0.0164,0.0000,0.0000,0.0000,-0.0960,127.3010,0.4040,0.0685,0.0095,0.6448,6.5000,-4.0000,0.5000,7.5803
16.505,ACQUIRE,pursuit,1,4.1004,0.1301,6.5803,7.7544,0.55726,95.407,127.318,0.047,7.7459,0.1852,1.5000,0.0050,0.0000,0.0000,0.0000,-0.0940,127.3352,0.4060,0.0679,0.0095,0.6482,6.5000,-4.0000,0.5000,7.5809
16.556,ACQUIRE,pursuit,1,4.1128,0.1320,6.6053,7.7822,0.55691,95.609,127.419,1.217,7.7686,0.2653,1.5000,0.1275,0.0000,0.0000,0.0000,-0.0910,127.5177,0.4090,0.0676,0.0091,0.6508,6.5000,-4.0000,0.5000,7.5810
16.607,ACQUIRE,pursuit,1,4.0766,0.1283,6.5780,7.7399,0.55480,95.959,127.613,2.800,7.7609,0.1407,1.5000,0.2932,0.0000,0.0000,0.0000,-0.0880,127.7469,0.4120,0.0674,0.0082,0.6539,6.5000,-4.0000,0.5000,7.5808
16.659,ACQUIRE,pursuit,1,4.0550,0.1238,6.6115,7.7569,0.55016,96.671,127.973,5.343,7.7624,0.1090,1.5000,0.5595,0.0000,0.0000,0.0000,-0.0860,128.1934,0.4140,0.0673,0.0068,0.6581,6.5000,-4.0000,0.5000,7.5802
16.710,ACQUIRE,pursuit,1,3.9787,0.1129,6.6169,7.7217,0.54137,97.362,128.310,6.164,7.7448,-0.0265,1.5000,0.6455,0.0000,0.0000,0.0000,-0.0820,128.3804,0.4180,0.0673,0.0049,0.6622,6.5000,-4.0000,0.5000,7.5793
16.760,ACQUIRE,pursuit,1,3.9169,0.1068,6.6907,7.7537,0.52964,98.622,128.793,8.240,7.7486,0.0038,1.5000,0.8629,0.0000,0.0000,0.0000,-0.0770,128.9676,0.4230,0.0674,0.0014,0.6685,6.5000,-4.0000,0.5000,7.5775
16.810,ACQUIRE,pursuit,1,3.7986,0.0989,6.7254,7.7246,0.51414,99.851,129.257,8.858,7.7367,-0.0680,1.5000,0.9276,0.0000,0.0000,0.0000,-0.0730,129.3089,0.4270,0.0675,-0.0005,0.6714,6.5000,-4.0000,0.5000,7.5764
16.861,ACQUIRE,pursuit,1,3.6820,0.0950,6.8166,7.7481,0.49526,100.713,129.394,5.225,7.7407,-0.0241,1.5000,0.5472,0.0000,0.0000,0.0000,-0.0670,129.0888,0.4330,0.0677,-0.0046,0.6768,6.5000,-4.0000,0.5000,7.5743
16.912,ACQUIRE,pursuit,1,3.5052,0.0950,6.9053,7.7446,0.46971,102.030,129.299,1.024,7.7420,-0.0089,1.5000,0.1072,0.0000,0.0000,0.0000,-0.0650,128.9429,0.4350,0.0677,-0.0061,0.6786,6.5000,-4.0000,0.5000,7.5735
16.962,ACQUIRE,pursuit,1,3.3389,0.1006,7.0221,7.7761,0.44385,103.682,129.231,-0.392,7.7589,0.0936,1.5000,-0.0410,0.0000,0.0000,0.0000,-0.0610,129.1121,0.4390,0.0678,-0.0104,0.6833,6.5000,-4.0000,0.5000,7.5712
17.013,ACQUIRE,pursuit,1,3.1217,0.1073,7.0856,7.7435,0.41498,105.234,129.111,-1.588,7.7535,0.0341,1.5000,-0.1662,0.0000,0.0000,0.0000,-0.0550,129.0105,0.4450,0.0678,-0.0152,0.6878,6.5000,-4.0000,0.5000,7.5688
17.063,ACQUIRE,pursuit,1,3.1217,0.1073,7.0856,7.7435,0.41498,107.111,129.032,-1.588,7.7552,0.0341,1.5000,-0.1662,0.0000,0.0000,0.0000,-0.0530,130.8878,0.4470,0.0677,-0.0212,0.6925,6.5000,-4.0000,0.5000,7.5659
17.114,ACQUIRE,pursuit,1,2.9080,0.1193,7.2022,7.7680,0.38375,108.827,129.883,3.938,7.7625,0.0506,1.5000,0.4124,0.0000,0.0000,0.0000,-0.0480,130.8141,0.4520,0.0674,-0.0268,0.6963,6.5000,-4.0000,0.5000,7.5633
17.164,ACQUIRE,pursuit,1,2.6282,0.1338,7.2860,7.7467,0.34619,110.842,130.379,7.476,7.7559,-0.0037,1.5000,0.7829,0.0000,0.0000,0.0000,-0.0450,130.6773,0.4550,0.0670,-0.0327,0.6997,6.5000,-4.0000,0.5000,7.5606
17.216,ACQUIRE,pursuit,1,2.3828,0.1504,7.4069,7.7822,0.31124,112.644,130.615,5.867,7.7689,0.0737,1.5000,0.6144,0.0000,0.0000,0.0000,-0.0410,130.4773,0.4590,0.0666,-0.0365,0.7016,6.5000,-4.0000,0.5000,7.5590
17.267,ACQUIRE,pursuit,1,2.1119,0.1640,7.4903,7.7841,0.27481,114.722,130.688,3.258,7.7783,0.1077,1.5000,0.3411,0.0000,0.0000,0.0000,-0.0370,130.4671,0.4630,0.0659,-0.0426,0.7044,6.5000,-4.0000,0.5000,7.5565
17.321,ACQUIRE,pursuit,1,1.8282,0.1788,7.5325,7.7533,0.23810,116.541,130.517,-0.504,7.7685,0.0218,1.5000,-0.0528,0.0000,0.0000,0.0000,-0.0360,130.1836,0.4640,0.0649,-0.0497,0.7069,6.5000,-4.0000,0.5000,7.5537
17.371,ACQUIRE,pursuit,1,1.5064,0.1938,7.5926,7.7430,0.19586,119.113,130.413,-1.428,7.7563,-0.0564,1.5000,-0.1495,0.0000,0.0000,0.0000,-0.0340,130.3350,0.4660,0.0638,-0.0559,0.7088,6.5000,-4.0000,0.5000,7.5515
17.422,ACQUIRE,pursuit,1,1.2231,0.2070,7.6603,7.7601,0.15833,121.121,130.268,-2.304,7.7568,-0.0369,1.5000,-0.2413,0.0000,0.0000,0.0000,-0.0330,130.1932,0.4670,0.0625,-0.0620,0.7104,6.5000,-4.0000,0.5000,7.5494
17.473,ACQUIRE,pursuit,1,0.9418,0.2187,7.7217,7.7820,0.12137,122.830,129.968,-4.471,7.7685,0.0426,1.5000,-0.4682,0.0000,0.0000,0.0000,-0.0310,129.7837,0.4690,0.0612,-0.0679,0.7117,6.5000,-4.0000,0.5000,7.5475
17.524,ACQUIRE,pursuit,1,0.6584,0.2263,7.7201,7.7514,0.08508,125.165,129.892,-2.733,7.7610,-0.0138,1.5000,-0.2862,0.0000,0.0000,0.0000,-0.0300,130.0397,0.4700,0.0595,-0.0743,0.7129,6.5000,-4.0000,0.5000,7.5456
17.576,ACQUIRE,pursuit,1,0.3532,0.2338,7.7419,7.7535,0.04559,126.282,129.325,-7.805,7.7569,-0.0341,1.5000,-0.8173,0.0000,0.0000,0.0000,-0.0300,128.8947,0.4700,0.0580,-0.0797,0.7139,6.5000,-4.0000,0.5000,7.5441
17.625,ACQUIRE,pursuit,1,0.0920,0.2378,7.7341,7.7383,0.01189,127.991,128.803,-9.371,7.7467,-0.0845,1.5000,-0.9813,0.0000,0.0000,0.0000,-0.0300,128.6721,0.4700,0.0565,-0.0847,0.7147,6.5000,-4.0000,0.5000,7.5428
17.675,ACQUIRE,pursuit,1,-0.1548,0.2412,7.7299,7.7352,-0.02002,129.398,128.293,-9.868,7.7389,-0.1061,1.5000,-1.0334,0.0000,0.0000,0.0000,-0.0300,128.2511,0.4700,0.0551,-0.0893,0.7154,6.5000,-4.0000,0.5000,7.5417
17.727,ACQUIRE,pursuit,1,-0.3870,0.2435,7.7176,7.7311,-0.05010,130.905,127.917,-8.472,7.7323,-0.1134,1.5000,-0.8872,0.0000,0.0000,0.0000,-0.0290,128.0344,0.4710,0.0544,-0.0914,0.7158,6.5000,-4.0000,0.5000,7.5412
17.777,ACQUIRE,pursuit,1,-0.3870,0.2435,7.7176,7.7311,-0.05010,131.785,127.493,-8.472,7.7267,-0.1134,1.5000,-0.8872,0.0000,0.0000,0.0000,-0.0290,128.9146,0.4710,0.0535,-0.0939,0.7163,6.5000,-4.0000,0.5000,7.5407
17.831,ENGAGE,pursuit,1,-0.6297,0.2460,7.7299,7.7594,-0.08128,132.930,127.671,-4.913,7.7402,-0.0566,1.5000,-0.5145,0.0000,0.0000,0.0000,-0.0290,128.2724,0.4710,0.0522,-0.0976,0.7171,6.5000,-4.0000,0.5000,7.5399
17.880,ENGAGE,pursuit,1,-0.8208,0.2446,7.6895,7.7371,-0.10634,134.137,127.735,-1.359,7.7372,-0.0575,1.5000,-0.1423,0.0000,-1.8360,2.3726,-0.0290,128.0436,0.4710,0.0511,-0.1007,0.7179,6.5000,-4.0000,0.5000,7.5392
17.929,ENGAGE,pursuit,1,-0.9969,0.2449,7.6899,7.7581,-0.12892,135.078,127.679,-1.209,7.7462,0.0138,1.5000,-0.1266,0.0000,-1.8337,2.3743,-0.0290,127.6916,0.4710,0.0502,-0.1034,0.7187,6.5000,-4.0000,0.5000,7.5387
17.980,ENGAGE,pursuit,1,-0.9969,0.2449,7.6899,7.7581,-0.12892,135.455,127.619,-1.209,7.7469,0.0138,1.5000,-0.1266,0.0000,-1.8312,2.3763,-0.0280,128.0684,0.4720,0.0498,-0.1045,0.7181,6.5000,-4.0000,0.5000,7.5384
18.031,ENGAGE,pursuit,1,-1.1472,0.2424,7.6418,7.7313,-0.14901,135.455,127.238,-3.100,7.7394,-0.0104,1.5000,-0.3246,0.0000,-1.8154,2.3884,-0.0280,126.9172,0.4720,0.0498,-0.1045,0.7181,6.5000,-4.0000,0.5000,7.5384
18.082,ENGAGE,pursuit,1,-1.1472,0.2424,7.6418,7.7313,-0.14901,135.455,127.083,-3.100,7.7389,-0.0104,1.5000,-0.3246,0.0000,-1.8089,2.3933,-0.0280,126.9172,0.4720,0.0497,-0.1048,0.7178,6.5000,-4.0000,0.5000,7.5383
18.136,ENGAGE,pursuit,1,-1.1472,0.2424,7.6418,7.7313,-0.14901,136.309,126.928,-3.100,7.7384,-0.0104,1.5000,-0.3246,0.0000,-1.8024,2.3982,-0.0280,127.7713,0.4720,0.0492,-0.1061,0.7152,6.5000,-4.0000,0.5000,7.5380
18.187,ENGAGE,pursuit,1,-1.2994,0.1975,7.6539,7.7659,-0.16817,137.192,127.165,-1.593,7.7519,0.0166,1.5000,-0.1668,0.0000,-1.8123,2.3907,-0.0270,127.5564,0.4730,0.0488,-0.1075,0.7114,6.5000,-4.0000,0.5000,7.5375
18.238,ENGAGE,pursuit,1,-1.4117,-0.1117,7.6494,7.7794,-0.18250,137.892,127.260,0.468,7.7661,0.0949,1.5000,0.0490,0.0000,-1.8163,2.3877,-0.0250,127.4355,0.4750,0.0491,-0.1090,0.7089,6.5000,-3.9600,0.5000,7.5158
18.289,ENGAGE,pursuit,1,-1.4117,-0.1117,7.6494,7.7794,-0.18250,138.166,127.284,0.468,7.7708,0.0949,1.5000,0.0490,0.0000,-1.8173,2.3869,-0.0250,127.7091,0.4750,0.0496,-0.1096,0.7085,6.5000,-3.9600,0.5000,7.5151
18.341,ENGAGE,pursuit,1,-1.4899,-0.5407,7.5813,7.7452,-0.19405,138.727,127.458,1.350,7.7604,0.0505,1.5000,0.1414,0.0000,-1.8245,2.3814,-0.0190,127.6088,0.4810,0.0508,-0.1107,0.7084,6.5000,-3.9600,0.5000,7.5135
18.391,ENGAGE,pursuit,1,-1.5774,-0.9657,7.4982,7.7230,-0.20735,139.259,127.452,0.474,7.7429,-0.0682,1.5000,0.0497,0.0000,-1.8243,2.3816,-0.0110,127.3782,0.4890,0.0552,-0.1133,0.7104,6.5000,-3.8640,0.5000,7.4598
18.442,ENGAGE,pursuit,1,-1.6521,-1.4100,7.3876,7.7003,-0.22001,139.521,127.195,-2.858,7.7199,-0.1849,1.5000,-0.2993,0.0000,-1.8136,2.3897,-0.0070,126.9150,0.4930,0.0573,-0.1145,0.7116,6.5000,-3.8160,0.5000,7.4334
