t,phase,law,detected,meas_x,meas_y,meas_z,meas_range,bearing_rad,psi_deg,lambda_deg,lambda_dot_deg_s,r_hat_m,rdot_hat_m_s,vc_m_s,a_cmd_m_s2,v_perp_m_s,cmd_vn,cmd_ve,cmd_vd,cmd_yaw_deg,alt_m,gt_cam_x,gt_cam_y,gt_cam_z,gt_tag_x,gt_tag_y,gt_tag_z,gt_range
7.184,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.007,,,,,,,0.0000,,,,,0.0170,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
7.385,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.009,,,,,,,0.0000,,,,,0.0150,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
7.586,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.008,,,,,,,0.0000,,,,,0.0140,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
7.787,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.009,,,,,,,0.0000,,,,,0.0150,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
7.987,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.012,,,,,,,0.0000,,,,,0.0170,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
8.190,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.011,,,,,,,0.0000,,,,,0.0190,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
8.391,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.010,,,,,,,0.0000,,,,,0.0220,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
8.594,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.011,,,,,,,0.0000,,,,,0.0240,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
8.794,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.008,,,,,,,0.0000,,,,,0.0260,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
8.995,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,95.992,,,,,,,0.0000,,,,,0.0290,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
9.196,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,95.965,,,,,,,0.0000,,,,,0.0320,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
9.397,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,95.947,,,,,,,0.0000,,,,,0.0340,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
9.598,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,95.952,,,,,,,0.0000,,,,,0.0350,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
9.799,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,95.968,,,,,,,0.0000,,,,,0.0360,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
9.999,TAKEOFF,pronav,1,4.1267,-0.2768,6.5321,7.7314,0.56344,95.986,,,,,,,0.0000,,,,,0.0360,0.1200,0.0302,0.2291,6.5000,-4.0000,0.5000,7.5512
10.200,TAKEOFF,pronav,1,4.1184,-0.2609,6.5163,7.7131,0.56363,95.999,,,,,,,0.0000,,,,,0.0350,0.1200,0.0317,0.2298,6.5000,-4.0000,0.5000,7.5519
10.402,TAKEOFF,pronav,1,4.1288,-0.2185,6.5243,7.7240,0.56421,96.027,,,,,,,0.0000,,,,,0.0360,0.1202,0.0350,0.2313,6.5000,-4.0000,0.5000,7.5535
10.603,TAKEOFF,pronav,1,4.1243,-0.1829,6.5150,7.7128,0.56436,96.080,,,,,,,0.0000,,,,,0.0390,0.1208,0.0416,0.2347,6.5000,-4.0000,0.5000,7.5564
10.804,TAKEOFF,pronav,1,4.1275,-0.1945,6.5077,7.7087,0.56521,96.096,,,,,,,0.0000,,,,,0.0460,0.1221,0.0543,0.2429,6.5000,-4.0000,0.5000,7.5618
11.005,TAKEOFF,pronav,1,4.1384,-0.2238,6.5066,7.7145,0.56649,96.066,,,,,,,0.0000,,,,,0.0600,0.1246,0.0722,0.2564,6.5000,-4.0000,0.5000,7.5689
11.206,TAKEOFF,pronav,1,4.1832,-0.2562,6.5466,7.7732,0.56860,95.967,,,,,,,0.0000,,,,,0.0760,0.1274,0.0906,0.2730,6.5000,-4.0000,0.5000,7.5759
11.407,TAKEOFF,pronav,1,4.1716,-0.2699,6.5029,7.7306,0.57037,95.788,,,,,,,0.0000,,,,,0.0960,0.1306,0.1086,0.2935,6.5000,-4.0000,0.5000,7.5824
11.608,TAKEOFF,pronav,1,4.1911,-0.2726,6.5082,7.7458,0.57212,95.649,,,,,,,0.0000,,,,,0.1180,0.1332,0.1214,0.3130,6.5000,-4.0000,0.5000,7.5866
11.809,TAKEOFF,pronav,1,4.1932,-0.2632,6.4868,7.7285,0.57386,95.594,,,,,,,0.0000,,,,,0.1440,0.1360,0.1314,0.3360,6.5000,-4.0000,0.5000,7.5892
12.011,TAKEOFF,pronav,1,4.2037,-0.2445,6.4892,7.7357,0.57482,95.612,,,,,,,0.0000,,,,,0.1670,0.1386,0.1365,0.3606,6.5000,-4.0000,0.5000,7.5893
12.211,TAKEOFF,pronav,1,4.2146,-0.2131,6.4986,7.7486,0.57535,95.659,,,,,,,0.0000,,,,,0.1890,0.1409,0.1366,0.3846,6.5000,-4.0000,0.5000,7.5870
12.412,TAKEOFF,pronav,1,4.2311,-0.1804,6.5225,7.7767,0.57546,95.680,,,,,,,0.0000,,,,,0.2140,0.1432,0.1323,0.4105,6.5000,-4.0000,0.5000,7.5824
12.613,TAKEOFF,pronav,1,4.2227,-0.1413,6.5155,7.7655,0.57503,95.674,,,,,,,0.0000,,,,,0.2330,0.1451,0.1253,0.4333,6.5000,-4.0000,0.5000,7.5767
12.814,TAKEOFF,pronav,1,4.1986,-0.0955,6.4872,7.7280,0.57441,95.643,,,,,,,0.0000,,,,,0.2530,0.1465,0.1175,0.4526,6.5000,-4.0000,0.5000,7.5712
13.015,TAKEOFF,pronav,1,4.1817,-0.0516,6.4766,7.7095,0.57332,95.590,,,,,,,0.0000,,,,,0.2760,0.1480,0.1050,0.4783,6.5000,-4.0000,0.5000,7.5630
13.216,TAKEOFF,pronav,1,4.1766,-0.0078,6.4850,7.7136,0.57218,95.596,,,,,,,0.0000,,,,,0.2950,0.1489,0.0932,0.4959,6.5000,-4.0000,0.5000,7.5559
13.417,TAKEOFF,pronav,1,4.1650,0.0229,6.4906,7.7121,0.57051,95.678,,,,,,,0.0000,,,,,0.2970,0.1491,0.0801,0.4991,6.5000,-4.0000,0.5000,7.5485
13.617,TAKEOFF,pronav,1,4.1384,0.0241,6.4678,7.6785,0.56920,95.755,,,,,,,0.0000,,,,,0.2800,0.1487,0.0667,0.4893,6.5000,-4.0000,0.5000,7.5417
13.819,TAKEOFF,pronav,1,4.1497,0.0158,6.5016,7.7131,0.56808,95.808,,,,,,,0.0000,,,,,0.2670,0.1479,0.0552,0.4834,6.5000,-4.0000,0.5000,7.5362
14.019,TAKEOFF,pronav,1,4.1309,0.0159,6.4903,7.6934,0.56681,95.862,,,,,,,0.0000,,,,,0.2640,0.1470,0.0461,0.4860,6.5000,-4.0000,0.5000,7.5320
14.220,TAKEOFF,pronav,1,4.1269,0.0162,6.5008,7.7001,0.56563,95.914,,,,,,,0.0000,,,,,0.2700,0.1461,0.0376,0.4953,6.5000,-4.0000,0.5000,7.5282
14.421,TAKEOFF,pronav,1,4.1044,0.0211,6.4734,7.6649,0.56508,95.940,,,,,,,0.0000,,,,,0.2800,0.1458,0.0320,0.5066,6.5000,-4.0000,0.5000,7.5255
14.622,TAKEOFF,pronav,1,4.1098,0.0317,6.4921,7.6836,0.56436,95.952,,,,,,,0.0000,,,,,0.2930,0.1459,0.0277,0.5209,6.5000,-4.0000,0.5000,7.5231
14.825,TAKEOFF,pronav,1,4.1007,0.0414,6.4802,7.6688,0.56419,95.958,,,,,,,0.0000,,,,,0.3100,0.1468,0.0253,0.5361,6.5000,-4.0000,0.5000,7.5212
15.028,TAKEOFF,pronav,1,4.1117,0.0533,6.4987,7.6903,0.56411,95.962,,,,,,,0.0000,,,,,0.3260,0.1480,0.0245,0.5490,6.5000,-4.0000,0.5000,7.5198
15.229,TAKEOFF,pronav,1,4.1096,0.0644,6.4939,7.6852,0.56421,95.965,,,,,,,0.0000,,,,,0.3390,0.1496,0.0248,0.5611,6.5000,-4.0000,0.5000,7.5186
15.430,TAKEOFF,pronav,1,4.1099,0.0748,6.4893,7.6817,0.56457,95.975,,,,,,,0.0000,,,,,0.3530,0.1517,0.0259,0.5732,6.5000,-4.0000,0.5000,7.5176
15.631,TAKEOFF,pronav,1,4.1039,0.0854,6.4737,7.6654,0.56499,95.983,,,,,,,0.0000,,,,,0.3670,0.1541,0.0276,0.5846,6.5000,-4.0000,0.5000,7.5166
15.832,TAKEOFF,pronav,1,4.1109,0.0946,6.4811,7.6755,0.56525,95.974,,,,,,,0.0000,,,,,0.3770,0.1561,0.0292,0.5936,6.5000,-4.0000,0.5000,7.5159
16.034,TAKEOFF,pronav,1,4.1101,0.1069,6.4747,7.6698,0.56561,95.960,,,,,,,0.0000,,,,,0.3840,0.1582,0.0310,0.6026,6.5000,-4.0000,0.5000,7.5152
16.235,TAKEOFF,pronav,1,4.1198,0.1139,6.4819,7.6812,0.56618,95.951,,,,,,,0.0000,,,,,0.3890,0.1599,0.0326,0.6114,6.5000,-4.0000,0.5000,7.5147
16.436,TAKEOFF,pronav,1,4.1287,0.1255,6.4928,7.6954,0.56639,95.936,,,,,,,0.0000,,,,,0.3950,0.1610,0.0337,0.6190,6.5000,-4.0000,0.5000,7.5145
16.637,TAKEOFF,pronav,1,4.1094,0.1340,6.4600,7.6575,0.56656,95.915,,,,,,,0.0000,,,,,0.4010,0.1618,0.0346,0.6271,6.5000,-4.0000,0.5000,7.5144
16.656,ACQUIRE,pronav,1,4.1094,0.1340,6.4600,7.6575,0.56656,95.913,128.374,0.000,7.6575,0.0000,1.5000,0.0000,0.0000,0.0000,0.0000,-0.0990,128.3740,0.4010,0.1619,0.0347,0.6282,6.5000,-4.0000,0.5000,7.5144
16.705,ACQUIRE,pronav,1,4.1175,0.1353,6.4726,7.6724,0.56658,95.908,128.372,-0.018,7.6649,0.0447,1.5000,-0.0019,0.0000,0.0000,0.0000,-0.0970,128.3709,0.4030,0.1620,0.0348,0.6302,6.5000,-4.0000,0.5000,7.5144
16.756,ACQUIRE,pronav,1,4.1171,0.1360,6.4696,7.6698,0.56674,95.906,128.375,0.019,7.6685,0.0522,1.5000,0.0020,0.0000,0.0000,0.0000,-0.0950,128.3779,0.4050,0.1621,0.0349,0.6319,6.5000,-4.0000,0.5000,7.5145
16.808,ACQUIRE,pronav,1,4.1162,0.1373,6.4680,7.6679,0.56675,95.933,128.391,0.196,7.6695,0.0428,1.5000,0.0205,0.0000,0.0000,0.0000,-0.0940,128.4053,0.4060,0.1622,0.0350,0.6338,6.5000,-4.0000,0.5000,7.5145
16.859,ACQUIRE,pronav,1,4.1084,0.1382,6.4568,7.6543,0.56668,96.108,128.488,1.220,7.6630,-0.0076,1.5000,0.1277,0.0000,0.0000,0.0000,-0.0910,128.5765,0.4090,0.1624,0.0346,0.6372,6.5000,-4.0000,0.5000,7.5141
16.909,ACQUIRE,pronav,1,4.1214,0.1367,6.4909,7.6900,0.56572,96.426,128.695,2.939,7.6763,0.0736,1.5000,0.3078,0.0000,0.0000,0.0000,-0.0880,128.8397,0.4120,0.1626,0.0339,0.6401,6.5000,-4.0000,0.5000,7.5136
16.960,ACQUIRE,pronav,1,4.0856,0.1270,6.4825,7.6636,0.56237,97.097,129.080,5.737,7.6718,0.0256,1.5000,0.6008,0.0000,0.0000,0.0000,-0.0850,129.3183,0.4150,0.1629,0.0327,0.6435,6.5000,-4.0000,0.5000,7.5128
17.011,ACQUIRE,pronav,1,4.0456,0.1164,6.5100,7.6656,0.55604,97.758,129.492,7.208,7.6693,0.0035,1.5000,0.7548,0.0000,0.0000,0.0000,-0.0830,129.6171,0.4170,0.1633,0.0310,0.6474,6.5000,-4.0000,0.5000,7.5116
17.062,ACQUIRE,pronav,1,3.9061,0.0946,6.6174,7.6848,0.53324,98.979,129.692,5.301,7.6771,0.0489,1.5000,0.5551,0.0000,0.0000,0.0000,-0.0780,129.5315,0.4220,0.1638,0.0284,0.6523,6.5000,-4.0000,0.5000,7.5099
17.112,ACQUIRE,pronav,1,3.7808,0.0849,6.6983,7.6921,0.51386,100.513,129.956,5.291,7.6858,0.0859,1.5000,0.5541,0.0000,0.0000,0.0000,-0.0730,129.9553,0.4270,0.1644,0.0255,0.6569,6.5000,-4.0000,0.5000,7.5080
17.164,ACQUIRE,pronav,1,3.7808,0.0849,6.6983,7.6921,0.51386,101.030,130.221,5.291,7.6901,0.0859,1.5000,0.5541,0.0000,0.0000,0.0000,-0.0690,130.4718,0.4310,0.1647,0.0234,0.6598,6.5000,-4.0000,0.5000,7.5066
17.216,ACQUIRE,pronav,1,3.6448,0.0807,6.7864,7.7036,0.49286,102.330,130.527,5.536,7.6990,0.0993,1.5000,0.5797,0.0000,0.0000,0.0000,-0.0670,130.5694,0.4330,0.1653,0.0196,0.6645,6.5000,-4.0000,0.5000,7.5042
17.266,ACQUIRE,pronav,1,3.4760,0.0808,6.8679,7.6979,0.46854,103.964,130.807,5.568,7.7009,0.0811,1.5000,0.5830,0.0000,0.0000,0.0000,-0.0610,130.8095,0.4390,0.1658,0.0153,0.6692,6.5000,-4.0000,0.5000,7.5016
17.317,ACQUIRE,pronav,1,3.2889,0.0854,6.9671,7.7049,0.44105,105.507,130.931,3.744,7.7049,0.0808,1.5000,0.3921,0.0000,0.0000,0.0000,-0.0570,130.7771,0.4430,0.1663,0.0099,0.6742,6.5000,-4.0000,0.5000,7.4984
17.368,ACQUIRE,pronav,1,3.0425,0.0948,7.0587,7.6871,0.40696,107.380,130.907,1.232,7.6980,0.0156,1.5000,0.1291,0.0000,0.0000,0.0000,-0.0520,130.6966,0.4480,0.1664,0.0080,0.6758,6.5000,-4.0000,0.5000,7.4973
17.418,ACQUIRE,pronav,1,2.8111,0.1066,7.1555,7.6886,0.37433,109.093,130.755,-1.321,7.6937,-0.0149,1.5000,-0.1383,0.0000,0.0000,0.0000,-0.0500,130.5404,0.4500,0.1666,0.0026,0.6798,6.5000,-4.0000,0.5000,7.4943
17.468,ACQUIRE,pronav,1,2.8111,0.1066,7.1555,7.6886,0.37433,110.352,130.689,-1.321,7.6929,-0.0149,1.5000,-0.1383,0.0000,0.0000,0.0000,-0.0470,131.7998,0.4530,0.1667,-0.0031,0.6835,6.5000,-4.0000,0.5000,7.4913
17.519,ACQUIRE,pronav,1,2.5718,0.1211,7.2757,7.7179,0.33977,112.407,131.249,2.375,7.7050,0.0230,1.5000,0.2487,0.0000,0.0000,0.0000,-0.0420,131.8751,0.4580,0.1667,-0.0097,0.6871,6.5000,-4.0000,0.5000,7.4879
17.570,ACQUIRE,pronav,1,2.3039,0.1365,7.3486,7.7025,0.30380,114.232,131.503,3.987,7.7043,0.0120,1.5000,0.4176,0.0000,0.0000,0.0000,-0.0400,131.6383,0.4600,0.1665,-0.0135,0.6889,6.5000,-4.0000,0.5000,7.4860
17.622,ACQUIRE,pronav,1,1.9892,0.1526,7.4143,7.6780,0.26212,116.849,131.785,4.945,7.6915,-0.0660,1.5000,0.5178,0.0000,0.0000,0.0000,-0.0370,131.8676,0.4630,0.1661,-0.0197,0.6914,6.5000,-4.0000,0.5000,7.4832
17.673,ACQUIRE,pronav,1,1.7070,0.1670,7.4775,7.6717,0.22444,118.924,131.908,3.501,7.6799,-0.1140,1.5000,0.3666,0.0000,0.0000,0.0000,-0.0340,131.7838,0.4660,0.1656,-0.0258,0.6936,6.5000,-4.0000,0.5000,7.4804
17.724,ACQUIRE,pronav,1,1.4238,0.1806,7.5327,7.6682,0.18681,120.719,131.753,-0.370,7.6712,-0.1315,1.5000,-0.0387,0.0000,0.0000,0.0000,-0.0330,131.4222,0.4670,0.1649,-0.0319,0.6953,6.5000,-4.0000,0.5000,7.4778
17.775,ACQUIRE,pronav,1,1.1382,0.1937,7.5838,7.6712,0.14898,123.199,131.734,-0.367,7.6679,-0.1121,1.5000,-0.0384,0.0000,0.0000,0.0000,-0.0310,131.7346,0.4690,0.1639,-0.0386,0.6970,6.5000,-4.0000,0.5000,7.4751
17.826,ACQUIRE,pronav,1,0.8239,0.2062,7.6383,7.6854,0.10745,125.112,131.492,-2.992,7.6739,-0.0444,1.5000,-0.3133,0.0000,0.0000,0.0000,-0.0300,131.2682,0.4700,0.1629,-0.0444,0.6982,6.5000,-4.0000,0.5000,7.4729
17.879,ACQUIRE,pronav,1,0.5472,0.2139,7.6507,7.6733,0.07140,126.711,131.072,-6.147,7.6725,-0.0397,1.5000,-0.6437,0.0000,0.0000,0.0000,-0.0290,130.8021,0.4710,0.1619,-0.0498,0.6992,6.5000,-4.0000,0.5000,7.4710
17.928,ACQUIRE,pronav,1,0.2812,0.2223,7.6821,7.6905,0.03659,128.452,130.657,-7.416,7.6805,0.0191,1.5000,-0.7766,0.0000,0.0000,0.0000,-0.0290,130.5489,0.4710,0.1608,-0.0550,0.7000,6.5000,-4.0000,0.5000,7.4692
17.979,ACQUIRE,pronav,1,0.0262,0.2270,7.6771,7.6805,0.00341,129.897,130.189,-8.572,7.6810,0.0164,1.5000,-0.8977,0.0000,0.0000,0.0000,-0.0280,130.0926,0.4720,0.1596,-0.0603,0.7009,6.5000,-4.0000,0.5000,7.4674
18.031,ACQUIRE,pronav,1,-0.2473,0.2310,7.6787,7.6862,-0.03219,130.874,129.395,-12.787,7.6840,0.0290,1.5000,-1.3391,0.0000,0.0000,0.0000,-0.0280,129.0300,0.4720,0.1593,-0.0619,0.7012,6.5000,-4.0000,0.5000,7.4669
18.082,ACQUIRE,pronav,1,-0.2473,0.2310,7.6787,7.6862,-0.03219,132.342,128.756,-12.787,7.6854,0.0290,1.5000,-1.3391,0.0000,0.0000,0.0000,-0.0270,130.4980,0.4730,0.1583,-0.0660,0.7018,6.5000,-4.0000,0.5000,7.4655
18.133,ACQUIRE,pronav,1,-0.4695,0.2322,7.6517,7.6696,-0.06128,133.205,128.905,-8.169,7.6783,0.0038,1.5000,-0.8555,0.0000,0.0000,0.0000,-0.0270,129.6942,0.4730,0.1577,-0.0684,0.7023,6.5000,-4.0000,0.5000,7.4648
18.184,ACQUIRE,pronav,1,-0.6785,0.2345,7.6605,7.6941,-0.08834,134.774,129.105,-1.002,7.6863,0.0498,1.5000,-0.1049,0.0000,0.0000,0.0000,-0.0260,129.7122,0.4740,0.1569,-0.0717,0.7030,6.5000,-4.0000,0.5000,7.4637
18.235,ACQUIRE,pronav,1,-0.8655,0.2339,7.6336,7.6861,-0.11290,135.763,129.175,0.417,7.6874,0.0419,1.5000,0.0437,0.0000,0.0000,0.0000,-0.0260,129.2946,0.4740,0.1563,-0.0749,0.7038,6.5000,-4.0000,0.5000,7.4627
18.286,ACQUIRE,pronav,1,-1.0513,0.2330,7.6038,7.6797,-0.13739,136.158,128.741,-5.009,7.6846,0.0126,1.5000,-0.5245,0.0000,0.0000,0.0000,-0.0250,128.2863,0.4750,0.1561,-0.0758,0.7041,6.5000,-4.0000,0.5000,7.4623
18.338,ACQUIRE,pronav,1,-1.0513,0.2330,7.6038,7.6797,-0.13739,136.770,128.490,-5.009,7.6852,0.0126,1.5000,-0.5245,0.0000,0.0000,0.0000,-0.0250,128.8985,0.4750,0.1558,-0.0772,0.7046,6.5000,-4.0000,0.5000,7.4618
18.388,ACQUIRE,pronav,1,-1.1956,0.2315,7.5768,7.6740,-0.15651,137.541,128.407,-4.034,7.6800,-0.0046,1.5000,-0.4224,0.0000,0.0000,0.0000,-0.0250,128.5741,0.4750,0.1556,-0.0790,0.7054,6.5000,-4.0000,0.5000,7.4611
18.440,ACQUIRE,pronav,1,-1.3191,0.2302,7.5538,7.6716,-0.17288,138.042,128.171,-4.434,7.6756,-0.0284,1.5000,-0.4644,0.0000,0.0000,0.0000,-0.0240,128.1367,0.4760,0.1556,-0.0795,0.7057,6.5000,-4.0000,0.5000,7.4608
18.490,ACQUIRE,pronav,1,-1.3191,0.2302,7.5538,7.6716,-0.17288,138.485,127.949,-4.434,7.6742,-0.0284,1.5000,-0.4644,0.0000,0.0000,0.0000,-0.0240,128.5798,0.4760,0.1557,-0.0803,0.7063,6.5000,-4.0000,0.5000,7.4604
18.543,ACQUIRE,pronav,1,-1.4205,0.2290,7.5294,7.6657,-0.18646,139.094,128.069,-2.422,7.6692,-0.0389,1.5000,-0.2537,0.0000,0.0000,0.0000,-0.0230,128.4108,0.4770,0.1560,-0.0812,0.7073,6.5000,-4.0000,0.5000,7.4597
18.593,ACQUIRE,pronav,1,-1.5122,0.2281,7.5175,7.6715,-0.19851,139.524,128.049,-1.234,7.6694,-0.0266,1.5000,-0.1292,0.0000,0.0000,0.0000,-0.0230,128.1506,0.4770,0.1565,-0.0815,0.7082,6.5000,-4.0000,0.5000,7.4591
18.645,ACQUIRE,pronav,1,-1.5122,0.2281,7.5175,7.6715,-0.19851,139.524,127.988,-1.234,7.6681,-0.0266,1.5000,-0.1292,0.0000,0.0000,0.0000,-0.0230,128.1506,0.4770,0.1565,-0.0815,0.7082,6.5000,-4.0000,0.5000,7.4591
18.694,ACQUIRE,pronav,1,-1.5696,0.2274,7.4990,7.6649,-0.20633,139.956,128.030,-0.619,7.6658,-0.0292,1.5000,-0.0648,0.0000,0.0000,0.0000,-0.0220,128.1342,0.4780,0.1572,-0.0814,0.7091,6.5000,-4.0000,0.5000,7.4585
18.744,ACQUIRE,pronav,1,-1.6089,0.2264,7.4913,7.6655,-0.21156,140.106,127.992,-0.705,7.6649,-0.0260,1.5000,-0.0738,0.0000,0.0000,0.0000,-0.0210,127.9848,0.4790,0.1582,-0.0809,0.7099,6.5000,-4.0000,0.5000,7.4580
