t,phase,law,detected,meas_x,meas_y,meas_z,meas_range,bearing_rad,psi_deg,lambda_deg,lambda_dot_deg_s,r_hat_m,rdot_hat_m_s,vc_m_s,a_cmd_m_s2,v_perp_m_s,cmd_vn,cmd_ve,cmd_vd,cmd_yaw_deg,alt_m,gt_cam_x,gt_cam_y,gt_cam_z,gt_tag_x,gt_tag_y,gt_tag_z,gt_range
4.543,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.093,,,,,,,0.0000,,,,,-0.0110,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
4.744,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.093,,,,,,,0.0000,,,,,-0.0150,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
4.945,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.084,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
5.145,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.067,,,,,,,0.0000,,,,,-0.0050,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
5.346,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.052,,,,,,,0.0000,,,,,-0.0080,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
5.548,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.043,,,,,,,0.0000,,,,,-0.0090,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
5.749,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.041,,,,,,,0.0000,,,,,-0.0100,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
5.950,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.043,,,,,,,0.0000,,,,,-0.0110,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
6.151,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.046,,,,,,,0.0000,,,,,-0.0110,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
6.352,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.050,,,,,,,0.0000,,,,,-0.0110,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
6.553,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.052,,,,,,,0.0000,,,,,-0.0120,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
6.754,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.055,,,,,,,0.0000,,,,,-0.0150,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
6.956,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.056,,,,,,,0.0000,,,,,-0.0180,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
7.159,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.054,,,,,,,0.0000,,,,,-0.0200,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
7.360,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.050,,,,,,,0.0000,,,,,-0.0200,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
7.561,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.047,,,,,,,0.0000,,,,,-0.0190,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
7.763,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.048,,,,,,,0.0000,,,,,-0.0160,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
7.964,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.051,,,,,,,0.0000,,,,,-0.0130,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
8.164,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.055,,,,,,,0.0000,,,,,-0.0110,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
8.366,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.054,,,,,,,0.0000,,,,,-0.0090,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
8.566,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.061,,,,,,,0.0000,,,,,-0.0060,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
8.767,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.064,,,,,,,0.0000,,,,,-0.0040,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
8.968,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.057,,,,,,,0.0000,,,,,-0.0020,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
9.168,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.045,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
9.369,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.037,,,,,,,0.0000,,,,,0.0020,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
9.570,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.035,,,,,,,0.0000,,,,,0.0040,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
9.771,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.039,,,,,,,0.0000,,,,,0.0060,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
9.972,TAKEOFF,pronav,1,4.1321,-0.2788,6.5410,7.7419,0.56341,96.048,,,,,,,0.0000,,,,,0.0080,0.1200,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5511
10.173,TAKEOFF,pronav,1,4.1333,-0.2795,6.5429,7.7441,0.56342,96.054,,,,,,,0.0000,,,,,0.0100,0.1201,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5510
10.375,TAKEOFF,pronav,1,4.1209,-0.2917,6.5206,7.7191,0.56360,96.070,,,,,,,0.0000,,,,,0.0120,0.1210,0.0300,0.2290,6.5000,-4.0000,0.5000,7.5503
10.576,TAKEOFF,pronav,1,4.1196,-0.3220,6.5136,7.7138,0.56395,96.047,,,,,,,0.0000,,,,,0.0150,0.1231,0.0307,0.2299,6.5000,-4.0000,0.5000,7.5488
10.777,TAKEOFF,pronav,1,4.1248,-0.3117,6.5013,7.7057,0.56538,96.009,,,,,,,0.0000,,,,,0.0230,0.1275,0.0327,0.2351,6.5000,-4.0000,0.5000,7.5459
10.977,TAKEOFF,pronav,1,4.1359,-0.2795,6.5012,7.7104,0.56660,95.995,,,,,,,0.0000,,,,,0.0340,0.1332,0.0360,0.2439,6.5000,-4.0000,0.5000,7.5426
11.178,TAKEOFF,pronav,1,4.1402,-0.2383,6.4909,7.7026,0.56779,95.985,,,,,,,0.0000,,,,,0.0520,0.1404,0.0412,0.2574,6.5000,-4.0000,0.5000,7.5388
11.379,TAKEOFF,pronav,1,4.1450,-0.2099,6.4839,7.6984,0.56880,95.950,,,,,,,0.0000,,,,,0.0730,0.1470,0.0467,0.2723,6.5000,-4.0000,0.5000,7.5358
11.582,TAKEOFF,pronav,1,4.1583,-0.1854,6.4945,7.7139,0.56951,95.905,,,,,,,0.0000,,,,,0.0960,0.1534,0.0531,0.2915,6.5000,-4.0000,0.5000,7.5333
11.783,TAKEOFF,pronav,1,4.1620,-0.1638,6.4875,7.7095,0.57041,95.858,,,,,,,0.0000,,,,,0.1200,0.1577,0.0583,0.3110,6.5000,-4.0000,0.5000,7.5320
11.983,TAKEOFF,pronav,1,4.1469,-0.1420,6.4526,7.6716,0.57120,95.822,,,,,,,0.0000,,,,,0.1460,0.1599,0.0624,0.3325,6.5000,-4.0000,0.5000,7.5318
12.185,TAKEOFF,pronav,1,4.1684,-0.1285,6.4815,7.7072,0.57152,95.814,,,,,,,0.0000,,,,,0.1730,0.1598,0.0644,0.3516,6.5000,-4.0000,0.5000,7.5325
12.385,TAKEOFF,pronav,1,4.1564,-0.1135,6.4629,7.6849,0.57152,95.818,,,,,,,0.0000,,,,,0.1960,0.1577,0.0648,0.3735,6.5000,-4.0000,0.5000,7.5342
12.586,TAKEOFF,pronav,1,4.1652,-0.1031,6.4816,7.7052,0.57117,95.818,,,,,,,0.0000,,,,,0.2190,0.1536,0.0634,0.3961,6.5000,-4.0000,0.5000,7.5365
12.787,TAKEOFF,pronav,1,4.1637,-0.0914,6.4890,7.7105,0.57049,95.800,,,,,,,0.0000,,,,,0.2390,0.1491,0.0609,0.4160,6.5000,-4.0000,0.5000,7.5388
12.989,TAKEOFF,pronav,1,4.1654,-0.0697,6.5064,7.7259,0.56945,95.766,,,,,,,0.0000,,,,,0.2600,0.1434,0.0574,0.4379,6.5000,-4.0000,0.5000,7.5414
13.190,TAKEOFF,pronav,1,4.1507,-0.0535,6.4915,7.7052,0.56890,95.748,,,,,,,0.0000,,,,,0.2830,0.1373,0.0532,0.4610,6.5000,-4.0000,0.5000,7.5441
13.391,TAKEOFF,pronav,1,4.1430,-0.0353,6.4933,7.7025,0.56792,95.747,,,,,,,0.0000,,,,,0.2970,0.1323,0.0498,0.4760,6.5000,-4.0000,0.5000,7.5465
13.592,TAKEOFF,pronav,1,4.1306,-0.0295,6.4848,7.6887,0.56715,95.747,,,,,,,0.0000,,,,,0.2980,0.1273,0.0466,0.4761,6.5000,-4.0000,0.5000,7.5490
13.792,TAKEOFF,pronav,1,4.1400,-0.0394,6.5103,7.7153,0.56642,95.747,,,,,,,0.0000,,,,,0.2800,0.1234,0.0445,0.4662,6.5000,-4.0000,0.5000,7.5512
13.994,TAKEOFF,pronav,1,4.1418,-0.0475,6.5200,7.7244,0.56593,95.763,,,,,,,0.0000,,,,,0.2640,0.1199,0.0432,0.4588,6.5000,-4.0000,0.5000,7.5534
14.196,TAKEOFF,pronav,1,4.1304,-0.0497,6.5081,7.7084,0.56551,95.781,,,,,,,0.0000,,,,,0.2610,0.1177,0.0432,0.4616,6.5000,-4.0000,0.5000,7.5553
14.397,TAKEOFF,pronav,1,4.1394,-0.0442,6.5244,7.7268,0.56536,95.795,,,,,,,0.0000,,,,,0.2670,0.1164,0.0444,0.4715,6.5000,-4.0000,0.5000,7.5570
14.598,TAKEOFF,pronav,1,4.1398,-0.0330,6.5221,7.7251,0.56557,95.804,,,,,,,0.0000,,,,,0.2770,0.1159,0.0461,0.4830,6.5000,-4.0000,0.5000,7.5583
14.799,TAKEOFF,pronav,1,4.1388,-0.0182,6.5194,7.7222,0.56565,95.803,,,,,,,0.0000,,,,,0.2920,0.1159,0.0483,0.4972,6.5000,-4.0000,0.5000,7.5594
14.999,TAKEOFF,pronav,1,4.1435,-0.0060,6.5218,7.7267,0.56600,95.795,,,,,,,0.0000,,,,,0.3080,0.1162,0.0506,0.5120,6.5000,-4.0000,0.5000,7.5604
15.201,TAKEOFF,pronav,1,4.1431,0.0064,6.5170,7.7225,0.56629,95.796,,,,,,,0.0000,,,,,0.3220,0.1167,0.0524,0.5243,6.5000,-4.0000,0.5000,7.5610
15.403,TAKEOFF,pronav,1,4.1347,0.0199,6.5007,7.7043,0.56650,95.817,,,,,,,0.0000,,,,,0.3350,0.1172,0.0539,0.5370,6.5000,-4.0000,0.5000,7.5614
15.604,TAKEOFF,pronav,1,4.1465,0.0333,6.5179,7.7251,0.56660,95.844,,,,,,,0.0000,,,,,0.3470,0.1179,0.0550,0.5496,6.5000,-4.0000,0.5000,7.5615
15.805,TAKEOFF,pronav,1,4.1527,0.0462,6.5251,7.7346,0.56677,95.869,,,,,,,0.0000,,,,,0.3590,0.1185,0.0554,0.5598,6.5000,-4.0000,0.5000,7.5614
16.006,TAKEOFF,pronav,1,4.1358,0.0643,6.4971,7.7021,0.56687,95.890,,,,,,,0.0000,,,,,0.3690,0.1191,0.0556,0.5701,6.5000,-4.0000,0.5000,7.5610
16.207,TAKEOFF,pronav,1,4.1579,0.0769,6.5303,7.7420,0.56697,95.900,,,,,,,0.0000,,,,,0.3780,0.1197,0.0556,0.5803,6.5000,-4.0000,0.5000,7.5606
16.408,TAKEOFF,pronav,1,4.1388,0.0883,6.4987,7.7053,0.56709,95.906,,,,,,,0.0000,,,,,0.3840,0.1201,0.0556,0.5887,6.5000,-4.0000,0.5000,7.5603
16.609,TAKEOFF,pronav,1,4.1559,0.1029,6.5256,7.7373,0.56708,95.905,,,,,,,0.0000,,,,,0.3900,0.1205,0.0555,0.5977,6.5000,-4.0000,0.5000,7.5601
16.809,TAKEOFF,pronav,1,4.1377,0.1133,6.4965,7.7031,0.56711,95.903,,,,,,,0.0000,,,,,0.3970,0.1207,0.0556,0.6071,6.5000,-4.0000,0.5000,7.5601
17.010,TAKEOFF,pronav,1,4.1468,0.1236,6.5111,7.7205,0.56709,95.897,,,,,,,0.0000,,,,,0.4040,0.1208,0.0559,0.6150,6.5000,-4.0000,0.5000,7.5603
17.028,ACQUIRE,pronav,1,4.1524,0.1246,6.5197,7.7308,0.56710,95.896,128.388,0.000,7.7308,0.0000,1.5000,0.0000,0.0000,0.0000,0.0000,-0.0950,128.3883,0.4050,0.1208,0.0559,0.6160,6.5000,-4.0000,0.5000,7.5603
17.079,ACQUIRE,pronav,1,4.1524,0.1246,6.5197,7.7308,0.56710,95.896,128.388,0.000,7.7308,0.0000,1.5000,0.0000,0.0000,0.0000,0.0000,-0.0940,128.3884,0.4060,0.1207,0.0560,0.6179,6.5000,-4.0000,0.5000,7.5604
17.129,ACQUIRE,pronav,1,4.1565,0.1256,6.5261,7.7384,0.56712,95.895,128.388,0.001,7.7346,0.0113,1.5000,0.0001,0.0000,0.0000,0.0000,-0.0920,128.3887,0.4080,0.1207,0.0561,0.6197,6.5000,-4.0000,0.5000,7.5605
17.179,ACQUIRE,pronav,1,4.1516,0.1271,6.5185,7.7294,0.56711,95.930,128.406,0.207,7.7322,-0.0058,1.5000,0.0217,0.0000,0.0000,0.0000,-0.0890,128.4231,0.4110,0.1207,0.0561,0.6217,6.5000,-4.0000,0.5000,7.5606
17.231,ACQUIRE,pronav,1,4.1406,0.1269,6.5101,7.7163,0.56649,96.126,128.500,1.185,7.7242,-0.0514,1.5000,0.1241,0.0000,0.0000,0.0000,-0.0880,128.5838,0.4120,0.1208,0.0558,0.6244,6.5000,-4.0000,0.5000,7.5604
17.280,ACQUIRE,pronav,1,4.1275,0.1220,6.5343,7.7297,0.56337,96.581,128.710,2.981,7.7256,-0.0271,1.5000,0.3122,0.0000,0.0000,0.0000,-0.0850,128.8603,0.4150,0.1209,0.0552,0.6273,6.5000,-4.0000,0.5000,7.5600
17.332,ACQUIRE,pronav,1,4.0814,0.1115,6.5433,7.7127,0.55770,97.082,128.947,4.027,7.7185,-0.0614,1.5000,0.4217,0.0000,0.0000,0.0000,-0.0810,129.0361,0.4190,0.1213,0.0532,0.6331,6.5000,-4.0000,0.5000,7.5587
17.384,ACQUIRE,pronav,1,4.0214,0.1002,6.5806,7.7127,0.54855,98.075,129.327,6.118,7.7140,-0.0694,1.5000,0.6407,0.0000,0.0000,0.0000,-0.0760,129.5046,0.4240,0.1216,0.0513,0.6373,6.5000,-4.0000,0.5000,7.5575
17.433,ACQUIRE,pronav,1,3.9318,0.0903,6.6235,7.7031,0.53571,99.391,129.859,8.807,7.7068,-0.0917,1.5000,0.9223,0.0000,0.0000,0.0000,-0.0700,130.0850,0.4300,0.1221,0.0485,0.6423,6.5000,-4.0000,0.5000,7.5557
17.483,ACQUIRE,pronav,1,3.8197,0.0831,6.7213,7.7313,0.51678,100.667,130.288,8.673,7.7168,-0.0048,1.5000,0.9083,0.0000,0.0000,0.0000,-0.0640,130.2767,0.4360,0.1226,0.0454,0.6469,6.5000,-4.0000,0.5000,7.5537
17.535,ACQUIRE,pronav,1,3.8197,0.0831,6.7213,7.7313,0.51678,101.015,130.722,8.673,7.7165,-0.0048,1.5000,0.9083,0.0000,0.0000,0.0000,-0.0640,130.6246,0.4360,0.1227,0.0441,0.6487,6.5000,-4.0000,0.5000,7.5529
17.586,ACQUIRE,pronav,1,3.6826,0.0789,6.8059,7.7387,0.49598,101.932,130.752,6.305,7.7275,0.0281,1.5000,0.6603,0.0000,0.0000,0.0000,-0.0610,130.3497,0.4390,0.1230,0.0418,0.6516,6.5000,-4.0000,0.5000,7.5515
17.636,ACQUIRE,pronav,1,3.5204,0.0793,6.8920,7.7395,0.47225,103.955,131.040,5.983,7.7342,0.0593,1.5000,0.6265,0.0000,0.0000,0.0000,-0.0550,131.0132,0.4450,0.1234,0.0377,0.6562,6.5000,-4.0000,0.5000,7.5491
17.687,ACQUIRE,pronav,1,3.3323,0.0817,6.9867,7.7411,0.44504,105.732,131.285,5.335,7.7391,0.0709,1.5000,0.5587,0.0000,0.0000,0.0000,-0.0490,131.2306,0.4510,0.1237,0.0325,0.6612,6.5000,-4.0000,0.5000,7.5461
17.740,ACQUIRE,pronav,1,3.0884,0.0917,7.0785,7.7235,0.41141,107.385,131.254,1.827,7.7331,0.0144,1.5000,0.1914,0.0000,0.0000,0.0000,-0.0460,130.9568,0.4540,0.1239,0.0274,0.6652,6.5000,-4.0000,0.5000,7.5433
17.789,ACQUIRE,pronav,1,2.8546,0.1030,7.1690,7.7172,0.37895,109.865,131.461,3.195,7.7255,-0.0346,1.5000,0.3345,0.0000,0.0000,0.0000,-0.0410,131.5772,0.4590,0.1239,0.0220,0.6689,6.5000,-4.0000,0.5000,7.5405
17.840,ACQUIRE,pronav,1,2.6118,0.1175,7.2780,7.7334,0.34455,111.928,131.645,3.476,7.7285,-0.0064,1.5000,0.3640,0.0000,0.0000,0.0000,-0.0370,131.6689,0.4630,0.1238,0.0163,0.6722,6.5000,-4.0000,0.5000,7.5377
17.890,ACQUIRE,pronav,1,2.3451,0.1316,7.3562,7.7220,0.30861,113.761,131.631,1.243,7.7251,-0.0248,1.5000,0.1302,0.0000,0.0000,0.0000,-0.0350,131.4438,0.4650,0.1234,0.0098,0.6754,6.5000,-4.0000,0.5000,7.5346
17.940,ACQUIRE,pronav,1,2.0435,0.1493,7.4715,7.7473,0.26698,115.880,131.435,-1.829,7.7356,0.0450,1.5000,-0.1916,0.0000,0.0000,0.0000,-0.0320,131.1772,0.4680,0.1229,0.0038,0.6777,6.5000,-4.0000,0.5000,7.5319
17.991,ACQUIRE,pronav,1,1.7610,0.1639,7.5559,7.7601,0.22897,117.726,131.095,-4.767,7.7490,0.1106,1.5000,-0.4992,0.0000,0.0000,0.0000,-0.0310,130.8455,0.4690,0.1222,-0.0022,0.6796,6.5000,-4.0000,0.5000,7.5294
18.041,ACQUIRE,pronav,1,1.4676,0.1777,7.5894,7.7321,0.19102,119.815,130.808,-5.344,7.7433,0.0435,1.5000,-0.5596,0.0000,0.0000,0.0000,-0.0300,130.7598,0.4700,0.1218,-0.0044,0.6803,6.5000,-4.0000,0.5000,7.5285
18.092,ACQUIRE,pronav,1,1.1806,0.1899,7.6602,7.7530,0.15292,121.610,130.456,-6.348,7.7492,0.0659,1.5000,-0.6647,0.0000,0.0000,0.0000,-0.0290,130.3715,0.4710,0.1207,-0.0110,0.6819,6.5000,-4.0000,0.5000,7.5259
18.142,ACQUIRE,pronav,1,0.8558,0.2017,7.6818,7.7319,0.11095,123.593,130.044,-7.467,7.7422,0.0049,1.5000,-0.7819,0.0000,0.0000,0.0000,-0.0280,129.9497,0.4720,0.1196,-0.0167,0.6830,6.5000,-4.0000,0.5000,7.5239
18.193,ACQUIRE,pronav,1,0.8558,0.2017,7.6818,7.7319,0.11095,124.797,129.671,-7.467,7.7425,0.0049,1.5000,-0.7819,0.0000,0.0000,0.0000,-0.0270,131.1537,0.4730,0.1184,-0.0221,0.6839,6.5000,-4.0000,0.5000,7.5221
18.244,ACQUIRE,pronav,1,0.5737,0.2095,7.6952,7.7194,0.07442,126.421,129.991,-3.357,7.7311,-0.0297,1.5000,-0.3516,0.0000,0.0000,0.0000,-0.0270,130.6846,0.4730,0.1176,-0.0254,0.6844,6.5000,-4.0000,0.5000,7.5210
18.295,ACQUIRE,pronav,1,0.3045,0.2164,7.7180,7.7271,0.03944,128.605,130.344,2.788,7.7283,-0.0371,1.5000,0.2920,0.0000,0.0000,0.0000,-0.0270,130.8651,0.4730,0.1164,-0.0303,0.6851,6.5000,-4.0000,0.5000,7.5196
18.346,ACQUIRE,pronav,1,0.0450,0.2212,7.7598,7.7631,0.00580,130.233,130.524,3.263,7.7448,0.0696,1.5000,0.3417,0.0000,0.0000,0.0000,-0.0270,130.5651,0.4730,0.1149,-0.0353,0.6857,6.5000,-4.0000,0.5000,7.5182
18.397,ACQUIRE,pronav,1,-0.2281,0.2253,7.7275,7.7341,-0.02951,131.561,130.279,-1.545,7.7412,0.0281,1.5000,-0.1617,0.0000,0.0000,0.0000,-0.0270,129.8707,0.4730,0.1137,-0.0392,0.6863,6.5000,-4.0000,0.5000,7.5171
18.448,ACQUIRE,pronav,1,-0.4540,0.2268,7.7100,7.7267,-0.05882,132.452,129.642,-8.215,7.7346,-0.0194,1.5000,-0.8603,0.0000,0.0000,0.0000,-0.0270,129.0818,0.4730,0.1125,-0.0427,0.6868,6.5000,-4.0000,0.5000,7.5163
18.499,ENGAGE,pronav,1,-0.6630,0.2270,7.7176,7.7494,-0.08570,133.306,128.813,-13.170,7.7415,0.0272,1.5000,-1.3791,0.0000,0.0000,0.0000,-0.0270,128.3957,0.4730,0.1121,-0.0439,0.6870,6.5000,-4.0000,0.5000,7.5160
18.549,ENGAGE,pronav,1,-0.6630,0.2270,7.7176,7.7494,-0.08570,134.563,128.155,-13.170,7.7429,0.0272,1.5000,-1.3791,-0.0690,-1.7991,2.4016,-0.0270,129.6523,0.4730,0.1115,-0.0458,0.6873,6.5000,-4.0000,0.5000,7.5156
18.601,ENGAGE,pronav,1,-0.8514,0.2267,7.6710,7.7214,-0.11053,135.557,128.360,-8.113,7.7328,-0.0062,1.5000,-0.8496,-0.1114,-1.7744,2.4215,-0.0270,129.2245,0.4730,0.1106,-0.0486,0.6880,6.5000,-4.0000,0.5000,7.5149
18.651,ENGAGE,pronav,1,-1.0396,0.2250,7.6513,7.7249,-0.13505,136.225,128.221,-4.941,7.7287,-0.0290,1.5000,-0.5174,-0.1373,-1.7482,2.4418,-0.0270,128.4876,0.4730,0.1103,-0.0494,0.6878,6.5000,-4.0000,0.5000,7.5147
18.702,ENGAGE,pronav,1,-1.0396,0.2250,7.6513,7.7249,-0.13505,136.225,127.974,-4.941,7.7272,-0.0290,1.5000,-0.5174,-0.1632,-1.7173,2.4653,-0.0270,128.4876,0.4730,0.1103,-0.0494,0.6878,6.5000,-4.0000,0.5000,7.5147
18.753,ENGAGE,pronav,1,-1.0396,0.2250,7.6513,7.7249,-0.13505,136.482,127.727,-4.941,7.7258,-0.0290,1.5000,-0.5174,-0.1890,-1.6862,2.4885,-0.0270,128.7439,0.4730,0.1099,-0.0505,0.6859,6.5000,-4.0000,0.5000,7.5144
18.804,ENGAGE,pronav,1,-1.1829,0.2089,7.6119,7.7061,-0.15417,137.455,128.051,-2.701,7.7152,-0.0468,1.5000,-0.2829,-0.2032,-1.6891,2.4876,-0.0270,128.6219,0.4730,0.1093,-0.0524,0.6799,6.5000,-4.0000,0.5000,7.5138
18.854,ENGAGE,pronav,1,-1.3121,-0.0295,7.6179,7.7301,-0.17057,138.360,128.252,1.306,7.7215,0.0046,1.5000,0.1368,-0.1963,-1.7032,2.4775,-0.0240,128.5873,0.4760,0.1095,-0.0533,0.6775,6.5000,-4.0000,0.5000,7.5131
18.904,ENGAGE,pronav,1,-1.4093,-0.4506,7.5724,7.7156,-0.18401,138.864,128.319,1.333,7.7187,-0.0138,1.5000,0.1396,-0.1894,-1.7116,2.4711,-0.0240,128.3214,0.4760,0.1100,-0.0538,0.6766,6.5000,-4.0000,0.5000,7.5124
18.956,ENGAGE,pronav,1,-1.4093,-0.4506,7.5724,7.7156,-0.18401,139.323,128.386,1.333,7.7180,-0.0138,1.5000,0.1396,-0.1824,-1.7199,2.4648,-0.0180,128.7800,0.4820,0.1112,-0.0547,0.6761,6.5000,-3.9600,0.5000,7.4900
19.007,ENGAGE,pronav,1,-1.4898,-0.9370,7.5157,7.7190,-0.19569,139.907,128.573,2.046,7.7181,-0.0113,1.5000,0.2143,-0.1717,-1.7363,2.4525,-0.0150,128.6945,0.4850,0.1148,-0.0564,0.6772,6.5000,-3.9120,0.5000,7.4611
19.057,ENGAGE,pronav,1,-1.5620,-1.3409,7.4164,7.6969,-0.20758,140.253,128.517,0.156,7.7072,-0.0731,1.5000,0.0163,-0.1709,-1.7346,2.4537,-0.0100,128.3590,0.4900,0.1167,-0.0573,0.6781,6.5000,-3.8640,0.5000,7.4343
