t,t_sim,phase,law,detected,meas_x,meas_y,meas_z,meas_range,meas_conf,bearing_rad,psi_deg,lambda_deg,lambda_dot_deg_s,r_hat_m,rdot_hat_m_s,vc_m_s,a_cmd_m_s2,v_perp_m_s,cmd_vn,cmd_ve,cmd_vd,cmd_yaw_deg,alt_m,gt_cam_x,gt_cam_y,gt_cam_z,gt_tag_x,gt_tag_y,gt_tag_z,gt_range,ext_x,ext_y,ext_z,ext_fresh,tgt_n_hat,tgt_e_hat,tgt_vn_hat,tgt_ve_hat,ext_age_s,cue_stale,coast_phase,ekf_dn_hat,ekf_de_hat,ekf_dvn_hat,ekf_dve_hat,ekf_p_diag0,ekf_p_diag1,ekf_p_diag2,ekf_p_diag3,meas_source
3.935,10.956,TAKEOFF,pronav,0,,,,,,,96.504,,,,,,,0.0000,,,,,-0.0310,0.1200,0.0300,0.2290,6.5000,28.6340,0.5000,29.3081,,,,,,,,,,,,,,,,,,,,
4.137,11.056,TAKEOFF,pronav,0,,,,,,,96.505,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,28.6340,0.5000,29.3081,,,,,,,,,,,,,,,,,,,,
4.338,11.172,TAKEOFF,pronav,0,,,,,,,96.509,,,,,,,0.0000,,,,,-0.0010,0.1200,0.0300,0.2290,6.5000,28.6340,0.5000,29.3081,,,,,,,,,,,,,,,,,,,,
4.539,11.296,TAKEOFF,pronav,0,,,,,,,96.514,,,,,,,0.0000,,,,,-0.0030,0.1200,0.0300,0.2290,6.5000,28.6340,0.5000,29.3081,,,,,,,,,,,,,,,,,,,,
4.740,11.420,TAKEOFF,pronav,0,,,,,,,96.521,,,,,,,0.0000,,,,,-0.0040,0.1200,0.0300,0.2290,6.5000,28.6340,0.5000,29.3081,,,,,,,,,,,,,,,,,,,,
4.941,11.520,TAKEOFF,pronav,0,,,,,,,96.528,,,,,,,0.0000,,,,,-0.0040,0.1200,0.0300,0.2290,6.5000,28.6340,0.5000,29.3081,,,,,,,,,,,,,,,,,,,,
5.142,11.636,TAKEOFF,pronav,0,,,,,,,96.534,,,,,,,0.0000,,,,,-0.0010,0.1200,0.0300,0.2290,6.5000,28.6340,0.5000,29.3081,,,,,,,,,,,,,,,,,,,,
5.344,11.752,TAKEOFF,pronav,0,,,,,,,96.542,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,28.6340,0.5000,29.3081,,,,,,,,,,,,,,,,,,,,
5.545,11.884,TAKEOFF,pronav,0,,,,,,,96.551,,,,,,,0.0000,,,,,0.0030,0.1200,0.0300,0.2290,6.5000,28.6340,0.5000,29.3081,,,,,,,,,,,,,,,,,,,,
5.746,11.996,TAKEOFF,pronav,0,,,,,,,96.556,,,,,,,0.0000,,,,,0.0060,0.1200,0.0300,0.2290,6.5000,28.6340,0.5000,29.3081,,,,,,,,,,,,,,,,,,,,
5.948,12.092,TAKEOFF,pronav,0,,,,,,,96.557,,,,,,,0.0000,,,,,0.0090,0.1200,0.0300,0.2290,6.5000,28.6340,0.5000,29.3081,,,,,,,,,,,,,,,,,,,,
6.150,12.212,TAKEOFF,pronav,0,,,,,,,96.554,,,,,,,0.0000,,,,,0.0130,0.1200,0.0300,0.2290,6.5000,28.6340,0.5000,29.3081,,,,,,,,,,,,,,,,,,,,
6.351,12.344,TAKEOFF,pronav,0,,,,,,,96.553,,,,,,,0.0000,,,,,0.0190,0.1200,0.0300,0.2290,6.5000,28.6340,0.5000,29.3081,,,,,,,,,,,,,,,,,,,,
6.553,12.472,TAKEOFF,pronav,0,,,,,,,96.556,,,,,,,0.0000,,,,,0.0240,0.1200,0.0300,0.2290,6.5000,28.6340,0.5000,29.3081,,,,,,,,,,,,,,,,,,,,
6.754,12.592,TAKEOFF,pronav,0,,,,,,,96.559,,,,,,,0.0000,,,,,0.0260,0.1200,0.0300,0.2290,6.5000,28.6340,0.5000,29.3081,,,,,,,,,,,,,,,,,,,,
6.956,12.708,TAKEOFF,pronav,0,,,,,,,96.556,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,28.6340,0.5000,29.3081,,,,,,,,,,,,,,,,,,,,
7.158,12.832,TAKEOFF,pronav,0,,,,,,,96.553,,,,,,,0.0000,,,,,0.0000,0.1200,0.0300,0.2290,6.5000,28.6340,0.5000,29.3081,,,,,,,,,,,,,,,,,,,,
7.360,12.952,TAKEOFF,pronav,0,,,,,,,96.552,,,,,,,0.0000,,,,,-0.0010,0.1200,0.0300,0.2290,6.5000,28.6340,0.5000,29.3081,,,,,,,,,,,,,,,,,,,,
