t,phase,detected,meas_x,meas_y,meas_z,meas_range,bearing_rad,cmd_vf,cmd_vr,cmd_vd,cmd_yawrate_deg_s,alt_m,gt_cam_x,gt_cam_y,gt_cam_z,gt_tag_x,gt_tag_y,gt_tag_z,gt_range,settled
28.693,HOLD,1,-0.0180,0.7414,1.8460,1.9894,-0.00977,-0.0053,0.0000,-0.0180,-0.8397,0.9820,3.1804,-0.2740,1.2319,5.0000,0.0000,0.5000,1.9803,1
28.746,HOLD,1,-0.0179,0.7418,1.8482,1.9916,-0.00970,-0.0042,0.0000,-0.0180,-0.8337,0.9820,3.1802,-0.2747,1.2322,5.0000,0.0000,0.5000,1.9808,1
28.797,HOLD,1,-0.0177,0.7420,1.8494,1.9928,-0.00958,-0.0036,0.0000,-0.0180,-0.8231,0.9820,3.1799,-0.2755,1.2326,5.0000,0.0000,0.5000,1.9812,1
28.848,HOLD,1,-0.0174,0.7424,1.8510,1.9944,-0.00943,-0.0028,0.0000,-0.0180,-0.8102,0.9820,3.1796,-0.2763,1.2330,5.0000,0.0000,0.5000,1.9818,1
28.899,HOLD,1,-0.0171,0.7423,1.8514,1.9948,-0.00925,-0.0026,0.0000,-0.0180,-0.7950,0.9820,3.1793,-0.2770,1.2334,5.0000,0.0000,0.5000,1.9823,1
28.949,HOLD,1,-0.0168,0.7422,1.8513,1.9946,-0.00910,-0.0027,0.0000,-0.0180,-0.7818,0.9820,3.1789,-0.2777,1.2339,5.0000,0.0000,0.5000,1.9829,1
29.000,HOLD,1,-0.0163,0.7424,1.8521,1.9954,-0.00881,-0.0023,0.0000,-0.0180,-0.7573,0.9820,3.1788,-0.2779,1.2340,5.0000,0.0000,0.5000,1.9831,1
29.051,HOLD,1,-0.0163,0.7428,1.8539,1.9972,-0.00880,-0.0014,0.0000,-0.0170,-0.7565,0.9830,3.1784,-0.2787,1.2345,5.0000,0.0000,0.5000,1.9838,1
29.102,HOLD,1,-0.0161,0.7422,1.8528,1.9960,-0.00871,-0.0020,0.0000,-0.0170,-0.7489,0.9830,3.1780,-0.2793,1.2349,5.0000,0.0000,0.5000,1.9844,1
29.153,HOLD,1,-0.0161,0.7422,1.8528,1.9960,-0.00871,-0.0020,0.0000,-0.0170,-0.7489,0.9830,3.1777,-0.2797,1.2352,5.0000,0.0000,0.5000,1.9848,1
29.204,HOLD,1,-0.0159,0.7419,1.8526,1.9958,-0.00860,-0.0021,0.0000,-0.0160,-0.7391,0.9840,3.1773,-0.2803,1.2356,5.0000,0.0000,0.5000,1.9854,1
29.255,HOLD,1,-0.0157,0.7418,1.8530,1.9960,-0.00847,-0.0020,0.0000,-0.0160,-0.7277,0.9840,3.1769,-0.2809,1.2361,5.0000,0.0000,0.5000,1.9861,1
29.306,HOLD,1,-0.0152,0.7419,1.8542,1.9972,-0.00822,-0.0014,0.0000,-0.0150,-0.7066,0.9850,3.1764,-0.2815,1.2365,5.0000,0.0000,0.5000,1.9868,1
29.357,HOLD,1,-0.0148,0.7417,1.8547,1.9976,-0.00801,-0.0012,0.0000,-0.0150,-0.6880,0.9850,3.1759,-0.2821,1.2370,5.0000,0.0000,0.5000,1.9874,1
29.409,HOLD,1,-0.0144,0.7418,1.8562,1.9990,-0.00778,-0.0005,0.0000,-0.0140,-0.6685,0.9860,3.1755,-0.2826,1.2374,5.0000,0.0000,0.5000,1.9881,1
29.459,HOLD,1,-0.0139,0.7414,1.8559,1.9986,-0.00748,-0.0007,0.0000,-0.0140,-0.6425,0.9860,3.1753,-0.2828,1.2375,5.0000,0.0000,0.5000,1.9883,1
29.509,HOLD,1,-0.0136,0.7416,1.8567,1.9994,-0.00730,-0.0003,0.0000,-0.0130,-0.6275,0.9870,3.1748,-0.2834,1.2380,5.0000,0.0000,0.5000,1.9890,1
29.561,HOLD,1,-0.0136,0.7416,1.8567,1.9994,-0.00730,-0.0003,0.0000,-0.0130,-0.6275,0.9870,3.1744,-0.2838,1.2383,5.0000,0.0000,0.5000,1.9896,1
29.612,HOLD,1,-0.0136,0.7421,1.8587,2.0014,-0.00729,0.0007,0.0000,-0.0130,-0.6269,0.9870,3.1741,-0.2841,1.2386,5.0000,0.0000,0.5000,1.9900,1
29.663,HOLD,1,-0.0130,0.7414,1.8576,2.0002,-0.00701,0.0001,0.0000,-0.0120,-0.6021,0.9880,3.1736,-0.2845,1.2389,5.0000,0.0000,0.5000,1.9906,1
29.713,HOLD,1,-0.0128,0.7423,1.8605,2.0031,-0.00688,0.0016,0.0000,-0.0110,-0.5913,0.9890,3.1732,-0.2850,1.2392,5.0000,0.0000,0.5000,1.9912,1
