dataset,frame,gt_range,gcx,gcy,gw,gh,n_boxes,old_hit,new_hit
frametop_banked,frametop_banked_000495_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000496_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000497_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000498_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000499_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000500_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000501_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000502_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000503_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000504_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000505_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000506_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000507_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000508_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000509_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000510_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000511_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000512_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000513_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000514_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000515_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000516_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000517_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000518_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000519_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000520_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000521_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000522_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000523_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000524_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000525_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000526_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000527_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000528_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000529_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000530_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000531_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000532_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000533_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000534_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000535_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
frametop_banked,frametop_banked_000536_r025.0_pos,25.0,640.0,58.2,9.6,9.6,1,0,1
quad_approach,l2r_20260716T064738Z_000207_r006.2_pos,6.2,1239.7,12.4,80.6,24.8,3,0,0
quad_approach,l2r_20260716T064738Z_000208_r005.1_pos,5.1,1235.5,46.9,89.1,93.8,7,0,0
quad_approach,l2r_20260716T064738Z_000209_r004.3_pos,4.3,1259.4,88.5,41.3,177.0,22,1,1
quad_approach,l2r_20260716T064738Z_000284_r076.7_pos,76.7,1033.9,415.6,7.9,7.9,5,0,0
quad_approach,l2r_20260716T064738Z_000285_r077.2_pos,77.2,781.3,471.9,6.5,6.5,4,0,0
quad_approach,l2r_20260716T064738Z_000286_r077.6_pos,77.6,529.4,485.1,6.4,6.4,1,0,0
quad_approach,l2r_20260716T064738Z_000287_r078.1_pos,78.1,141.1,372.9,8.6,8.6,0,0,0
quad_approach,l2r_20260716T064738Z_000295_r081.1_pos,81.1,788.9,473.5,6.2,6.2,11,0,0
quad_approach,l2r_20260716T064738Z_000296_r081.3_pos,81.3,380.8,562.3,6.7,6.7,4,0,0
quad_approach,r2l_20260716T064738Z_000231_r011.3_pos,11.3,143.6,26.9,69.1,53.9,11,0,0
quad_approach,r2l_20260716T064738Z_000232_r010.5_pos,10.5,256.9,239.1,60.4,60.4,22,0,0
quad_approach,r2l_20260716T064738Z_000233_r009.9_pos,9.9,319.3,417.2,57.6,57.6,5,0,0
quad_approach,r2l_20260716T064738Z_000234_r009.0_pos,9.0,358.0,561.1,61.1,61.1,19,0,0
quad_approach,r2l_20260716T064738Z_000235_r008.2_pos,8.2,381.0,686.6,69.2,69.2,15,1,0
quad_approach,r2l_20260716T064738Z_000236_r007.6_pos,7.6,392.5,776.8,78.2,78.2,19,1,1
quad_approach,r2l_20260716T064738Z_000237_r006.7_pos,6.7,436.3,848.1,91.9,91.9,10,1,1
quad_approach,r2l_20260716T064738Z_000238_r006.1_pos,6.1,468.2,888.8,102.3,102.3,18,1,1
quad_approach,r2l_20260716T064738Z_000239_r005.4_pos,5.4,530.8,909.0,116.1,102.1,14,1,1
quad_approach,r2l_20260716T064738Z_000240_r004.8_pos,4.8,606.9,912.4,131.2,95.3,16,1,1
quad_approach,r2l_20260716T064738Z_000241_r004.2_pos,4.2,708.9,912.7,151.6,94.7,21,1,0
quad_approach,r2l_20260716T064738Z_000242_r003.8_pos,3.8,802.0,908.1,170.4,103.8,8,1,0
quad_approach,r2l_20260716T064738Z_000243_r003.4_pos,3.4,968.3,908.1,209.0,103.8,5,1,1
quad_approach,r2l_20260716T064738Z_000244_r003.2_pos,3.2,1132.6,903.5,249.2,113.0,14,1,1
quad_approach,r2l_20260716T064738Z_000307_r036.9_pos,36.9,27.8,499.9,19.9,19.9,15,1,0
quad_approach,r2l_20260716T064738Z_000308_r037.5_pos,37.5,53.0,500.6,19.1,19.1,0,0,0
quad_approach,r2l_20260716T064738Z_000309_r038.1_pos,38.1,67.0,500.8,18.6,18.6,6,0,0
quad_approach,r2l_20260716T064738Z_000310_r038.8_pos,38.8,73.5,501.2,18.2,18.2,7,0,0
quad_approach,r2l_20260716T064738Z_000311_r039.2_pos,39.2,73.4,501.5,18.0,18.0,0,0,0
quad_approach,r2l_20260716T064738Z_000312_r039.8_pos,39.8,68.7,501.2,17.8,17.8,0,0,0
quad_approach,r2l_20260716T064738Z_000313_r040.0_pos,40.0,58.5,500.6,17.8,17.8,5,0,0
quad_approach,r2l_20260716T064738Z_000314_r040.0_pos,40.0,43.1,498.0,18.1,18.1,0,0,0
quad_approach,r2l_20260716T064738Z_000315_r040.0_pos,40.0,26.9,495.1,18.4,18.4,14,0,0
quad_approach,r2l_20260716T064738Z_000316_r040.0_pos,40.0,10.6,492.8,18.7,18.7,0,0,0
