t_s,temp_c,throttled_hex,arm_hz
254.69,56.2,0x0,2400020480
256.69,56.2,0x0,2400033792
258.7,55.1,0x0,2400020480
260.7,55.65,0x0,2400030464
262.7,55.1,0x0,2400033792
264.71,55.1,0x0,2400033792
266.72,56.2,0x0,2400030464
268.73,55.65,0x0,2400030464
270.73,55.65,0x0,2400030464
272.73,56.75,0x0,2400030464
274.73,56.75,0x0,2400030464
276.74,55.1,0x0,2400033792
278.74,56.2,0x0,2400020480
280.75,55.65,0x0,2400020480
282.75,56.2,0x0,2400020480
284.76,56.2,0x0,2400020480
286.77,55.65,0x0,2400020480
288.78,55.65,0x0,2400030464
290.79,55.65,0x0,2400020480
292.79,55.65,0x0,2400020480
294.79,55.65,0x0,2400030464
296.8,55.65,0x0,2400027136
298.8,55.65,0x0,2400037120
300.81,56.75,0x0,2400020480
302.81,56.2,0x0,2400020480
304.81,56.75,0x0,2400033792
306.82,56.2,0x0,2400020480
308.82,56.75,0x0,2400020480
310.83,55.1,0x0,2400030464
312.84,56.2,0x0,2400033792
314.85,55.65,0x0,2400027136
316.85,55.65,0x0,2400020480
318.86,56.2,0x0,2400027136
320.87,56.2,0x0,2400030464
322.87,56.75,0x0,2400020480
324.87,56.2,0x0,2400027136
326.88,56.2,0x0,2400030464
328.88,56.2,0x0,2400033792
330.89,55.1,0x0,2400023808
332.9,56.75,0x0,2400030464
334.91,55.65,0x0,2400033792
336.91,56.2,0x0,2400027136
338.92,55.65,0x0,2400037120
340.92,56.75,0x0,2400030464
342.93,55.65,0x0,2400020480
344.94,56.75,0x0,2400017408
346.95,55.1,0x0,2400023808
348.96,56.75,0x0,2400033792
350.97,56.75,0x0,2400033792
352.97,56.2,0x0,2400037120
354.98,55.65,0x0,2400030464
356.98,57.3,0x0,2400030464
358.98,56.75,0x0,2400020480
360.99,55.65,0x0,2400033792
362.99,56.75,0x0,2400030464
365.0,55.65,0x0,2400027136
367.0,56.75,0x0,2400033792
369.01,56.75,0x0,2400033792
371.02,56.75,0x0,2400033792
373.02,56.2,0x0,2400030464
375.03,55.65,0x0,2400020480
377.03,56.75,0x0,2400020480
379.03,56.2,0x0,2400020480
381.04,56.75,0x0,2400020480
383.05,56.75,0x0,2400017408
385.05,56.75,0x0,2400030464
387.05,56.75,0x0,2400033792
389.05,57.3,0x0,2400027136
391.06,56.2,0x0,2400037120
393.06,56.75,0x0,2400020480
395.07,56.2,0x0,2400030464
397.08,55.65,0x0,2400030464
399.08,56.75,0x0,2400027136
401.09,56.75,0x0,2400030464
403.09,56.75,0x0,2400020480
405.09,55.65,0x0,2400033792
407.1,55.65,0x0,2400027136
409.1,56.75,0x0,2400020480
411.1,56.2,0x0,2400020480
413.11,56.2,0x0,2400027136
415.12,56.2,0x0,2400033792
417.13,55.65,0x0,2400020480
419.13,57.3,0x0,2400033792
421.13,57.3,0x0,2400027136
423.14,56.75,0x0,2400037120
425.15,56.75,0x0,2400033792
427.15,57.3,0x0,2400020480
429.16,56.2,0x0,2400033792
431.16,57.3,0x0,2400030464
433.17,57.3,0x0,2400030464
435.18,57.3,0x0,2400033792
437.19,56.2,0x0,2400020480
439.19,56.2,0x0,2400027136
441.2,56.75,0x0,2400017408
443.2,56.75,0x0,2400027136
445.2,56.2,0x0,2400027136
447.21,55.65,0x0,2400027136
449.22,56.75,0x0,2400030464
451.23,56.75,0x0,2400027136
453.23,57.3,0x0,2400033792
455.23,56.2,0x0,2400030464
457.24,56.2,0x0,2400020480
459.24,57.3,0x0,2400020480
461.24,55.65,0x0,2400020480
463.25,57.3,0x0,2400020480
465.26,56.2,0x0,2400027136
467.26,56.2,0x0,2400027136
469.26,56.75,0x0,2400020480
471.27,57.3,0x0,2400030464
473.28,57.3,0x0,2400030464
475.29,56.75,0x0,2400033792
477.3,56.2,0x0,2400017408
479.3,56.75,0x0,2400037120
481.31,56.75,0x0,2400033792
483.32,56.75,0x0,2400020480
485.32,57.3,0x0,2400030464
487.32,56.75,0x0,2400027136
489.33,56.2,0x0,2400033792
491.33,56.2,0x0,2400020480
493.33,56.75,0x0,2400020480
495.35,56.2,0x0,2400020480
497.35,56.2,0x0,2400027136
499.35,56.2,0x0,2400033792
501.36,56.2,0x0,2400017408
503.36,57.3,0x0,2400033792
505.37,57.3,0x0,2400020480
507.37,57.3,0x0,2400027136
509.37,57.3,0x0,2400030464
511.38,56.75,0x0,2400020480
513.38,57.3,0x0,2400037120
515.39,57.3,0x0,2400033792
517.39,56.75,0x0,2400020480
519.4,56.75,0x0,2400020480
521.41,56.75,0x0,2400030464
523.41,55.65,0x0,2400017408
525.41,57.3,0x0,2400033792
527.42,56.2,0x0,2400027136
529.42,57.3,0x0,2400030464
531.43,56.75,0x0,2400030464
533.43,56.75,0x0,2400017408
535.44,56.75,0x0,2400030464
537.45,56.75,0x0,2400030464
539.45,55.65,0x0,2400030464
541.46,56.75,0x0,2400027136
543.46,56.75,0x0,2400033792
545.47,57.3,0x0,2400030464
547.48,57.3,0x0,2400030464
549.48,57.3,0x0,2400030464
551.48,57.3,0x0,2400017408
553.49,57.3,0x0,2400027136
555.49,55.65,0x0,2400030464
557.5,57.3,0x0,2400030464
559.51,56.75,0x0,2400023808
561.52,57.85,0x0,2400030464
563.53,56.2,0x0,2400020480
565.53,57.3,0x0,2400027136
567.54,56.75,0x0,2400030464
569.55,56.75,0x0,2400033792
571.55,57.3,0x0,2400027136
573.55,56.2,0x0,2400020480
575.55,57.85,0x0,2400030464
577.56,57.3,0x0,2400030464
579.56,57.3,0x0,2400027136
581.57,57.3,0x0,2400033792
583.57,56.75,0x0,2400037120
585.58,56.75,0x0,2400027136
587.59,56.2,0x0,2400027136
589.59,56.75,0x0,2400027136
591.6,56.75,0x0,2400027136
593.6,56.75,0x0,2400030464
595.6,56.75,0x0,2400020480
597.6,56.2,0x0,2400033792
599.61,56.75,0x0,2400017408
601.61,57.3,0x0,2400020480
603.62,57.3,0x0,2400020480
605.62,55.65,0x0,2400020480
607.63,57.3,0x0,2400033792
609.64,57.3,0x0,2400027136
611.65,57.85,0x0,2400017408
613.66,56.2,0x0,2400030464
615.66,57.3,0x0,2400033792
617.67,57.3,0x0,2400020480
619.68,57.3,0x0,2400020480
621.68,56.75,0x0,2400017408
623.68,56.75,0x0,2400033792
625.69,56.2,0x0,2400033792
627.69,57.3,0x0,2400020480
629.7,56.2,0x0,2400020480
631.71,57.85,0x0,2400030464
633.72,56.75,0x0,2400020480
635.72,56.75,0x0,2400033792
637.73,57.3,0x0,2400033792
639.73,56.2,0x0,2400033792
641.74,57.3,0x0,2400020480
643.74,57.3,0x0,2400017408
645.74,57.3,0x0,2400020480
647.75,57.85,0x0,2400030464
649.76,56.2,0x0,2400020480
651.76,57.3,0x0,2400027136
653.77,57.3,0x0,2400033792
655.77,57.3,0x0,2400027136
657.78,56.75,0x0,2400033792
659.78,56.75,0x0,2400030464
661.79,56.75,0x0,2400023808
663.79,57.85,0x0,2400027136
665.8,57.3,0x0,2400037120
667.81,56.2,0x0,2400027136
669.81,57.3,0x0,2400033792
671.81,57.85,0x0,2400033792
673.82,57.3,0x0,2400033792
675.83,57.3,0x0,2400030464
677.83,56.2,0x0,2400020480
679.84,57.85,0x0,2400017408
681.84,56.75,0x0,2400033792
683.85,56.75,0x0,2400033792
685.85,56.2,0x0,2400030464
687.86,56.75,0x0,2400033792
689.86,56.2,0x0,2400033792
691.87,56.2,0x0,2400020480
693.87,57.3,0x0,2400023808
695.88,57.3,0x0,2400033792
697.88,57.3,0x0,2400023808
699.89,57.3,0x0,2400017408
701.89,57.3,0x0,2400020480
703.9,56.75,0x0,2400033792
705.9,57.3,0x0,2400020480
707.91,57.3,0x0,2400020480
709.92,57.3,0x0,2400020480
711.92,56.75,0x0,2400027136
713.93,56.75,0x0,2400033792
715.93,57.85,0x0,2400017408
717.94,57.3,0x0,2400030464
719.95,56.75,0x0,2400030464
721.95,57.3,0x0,2400027136
723.96,56.75,0x0,2400027136
725.96,56.2,0x0,2400017408
727.96,57.3,0x0,2400027136
729.97,56.2,0x0,2400033792
731.98,57.3,0x0,2400030464
733.98,56.75,0x0,2400033792
736.0,57.85,0x0,2400027136
738.01,57.3,0x0,2400030464
740.01,57.3,0x0,2400033792
742.02,57.3,0x0,2400020480
744.03,56.2,0x0,2400030464
746.03,56.2,0x0,2400020480
748.04,56.75,0x0,2400037120
