phase,t_sim,t_phase,pose_t_sim,east_m,north_m,up_m,tilt_deg,lean_bearing_deg
B,56.8880,16.2400,56.8720,-0.0143,0.0055,6.0118,0.2268,311.707
B,56.9880,16.3400,56.9720,-0.0161,0.0068,6.0149,0.2014,312.234
B,57.0880,16.4400,57.0720,-0.0182,0.0083,6.0179,0.1709,318.333
B,57.1920,16.5440,57.1720,-0.0206,0.0100,6.0207,0.1204,332.435
B,57.2920,16.6440,57.2720,-0.0231,0.0120,6.0231,0.0665,3.852
B,57.3880,16.7400,57.3720,-0.0256,0.0140,6.0251,0.0746,64.216
B,57.4800,16.8320,57.4800,-0.0280,0.0162,6.0267,0.1335,83.663
B,57.5760,16.9280,57.5760,-0.0299,0.0181,6.0278,0.1700,89.007
B,57.6760,17.0280,57.6760,-0.0315,0.0199,6.0287,0.1957,86.922
B,57.7760,17.1280,57.7760,-0.0327,0.0218,6.0293,0.2021,83.300
B,57.8800,17.2320,57.8760,-0.0335,0.0237,6.0298,0.1986,77.854
B,57.9800,17.3320,57.9760,-0.0339,0.0256,6.0300,0.1904,73.969
B,58.0800,17.4320,58.0760,-0.0340,0.0276,6.0302,0.1750,72.959
B,58.1800,17.5320,58.1720,-0.0338,0.0297,6.0303,0.1595,79.080
B,58.2800,17.6320,58.2720,-0.0334,0.0320,6.0304,0.1506,87.446
B,58.3800,17.7320,58.3720,-0.0326,0.0341,6.0303,0.1357,92.645
B,58.4840,17.8360,58.4720,-0.0317,0.0363,6.0303,0.1177,98.858
B,58.5840,17.9360,58.5720,-0.0305,0.0384,6.0302,0.1012,109.037
B,58.6840,18.0360,58.6720,-0.0292,0.0404,6.0301,0.0831,121.431
B,58.7840,18.1360,58.7720,-0.0279,0.0423,6.0300,0.0781,133.656
B,58.8880,18.2400,58.8720,-0.0264,0.0440,6.0299,0.0786,145.707
B,58.9880,18.3400,58.9720,-0.0249,0.0457,6.0298,0.0814,153.780
B,59.0880,18.4400,59.0720,-0.0234,0.0471,6.0298,0.0855,151.716
B,59.1920,18.5440,59.1720,-0.0219,0.0485,6.0297,0.0993,146.344
B,59.2920,18.6440,59.2920,-0.0201,0.0499,6.0296,0.1078,137.535
B,59.3840,18.7360,59.3720,-0.0187,0.0506,6.0295,0.1128,130.440
B,59.4680,18.8200,59.4600,-0.0171,0.0514,6.0293,0.1142,127.604
B,59.5720,18.9240,59.5520,-0.0153,0.0521,6.0291,0.1042,124.159
B,59.6720,19.0240,59.6720,-0.0127,0.0528,6.0287,0.0787,123.325
B,59.7720,19.1240,59.7720,-0.0104,0.0533,6.0282,0.0477,138.904
B,59.8720,19.2240,59.8720,-0.0080,0.0538,6.0276,0.0373,196.788
B,59.9760,19.3280,59.9720,-0.0056,0.0543,6.0269,0.0675,231.267
B,60.0760,19.4280,60.0720,-0.0034,0.0547,6.0261,0.1047,235.166
B,60.1760,19.5280,60.1720,-0.0015,0.0550,6.0253,0.1320,232.893
B,60.2760,19.6280,60.2720,0.0003,0.0552,6.0245,0.1576,230.282
B,60.3800,19.7320,60.3720,0.0018,0.0552,6.0237,0.1746,230.068
B,60.4800,19.8320,60.4720,0.0030,0.0550,6.0230,0.1801,230.060
B,60.5800,19.9320,60.5720,0.0040,0.0545,6.0224,0.1743,232.522
B,60.6800,20.0320,60.6720,0.0047,0.0538,6.0220,0.1650,236.699
B,60.7840,20.1360,60.7720,0.0052,0.0530,6.0218,0.1612,238.428
B,60.8840,20.2360,60.8720,0.0054,0.0521,6.0217,0.1563,236.720
B,60.9840,20.3360,60.9720,0.0053,0.0511,6.0217,0.1497,228.887
B,61.0840,20.4360,61.0720,0.0051,0.0499,6.0216,0.1288,223.815
B,61.1840,20.5360,61.1720,0.0047,0.0485,6.0213,0.1049,221.668
B,61.2880,20.6400,61.2720,0.0041,0.0470,6.0209,0.0897,214.740
B,61.3800,20.7320,61.3800,0.0035,0.0453,6.0201,0.0660,201.684
B,61.4680,20.8200,61.4520,0.0029,0.0440,6.0194,0.0541,178.797
B,61.5680,20.9200,61.5520,0.0022,0.0423,6.0183,0.0595,135.176
B,61.6720,21.0240,61.6520,0.0016,0.0404,6.0171,0.0872,98.432
B,61.7720,21.1240,61.7720,0.0010,0.0381,6.0154,0.1325,73.357
B,61.8720,21.2240,61.8720,0.0009,0.0363,6.0140,0.1633,65.933
B,61.9760,21.3280,61.9720,0.0010,0.0347,6.0126,0.1807,62.855
B,62.0760,21.4280,62.0720,0.0015,0.0332,6.0112,0.1869,55.713
B,62.1760,21.5280,62.1720,0.0023,0.0319,6.0099,0.1934,48.284
B,62.2760,21.6280,62.2720,0.0033,0.0309,6.0087,0.1897,43.157
B,62.3800,21.7320,62.3720,0.0045,0.0303,6.0076,0.1794,41.543
B,62.4800,21.8320,62.4720,0.0059,0.0299,6.0065,0.1536,46.104
B,62.5800,21.9320,62.5720,0.0075,0.0298,6.0054,0.1232,53.780
B,62.6800,22.0320,62.6720,0.0092,0.0297,6.0044,0.0907,61.639
B,62.7800,22.1320,62.7720,0.0111,0.0297,6.0035,0.0561,60.755
B,62.8840,22.2360,62.8720,0.0131,0.0297,6.0027,0.0344,29.896
B,62.9840,22.3360,62.9720,0.0151,0.0297,6.0020,0.0372,355.893
B,63.0840,22.4360,63.0720,0.0169,0.0298,6.0014,0.0341,347.494
B,63.1840,22.5360,63.1720,0.0187,0.0299,6.0008,0.0261,349.106
B,63.2880,22.6400,63.2720,0.0205,0.0302,6.0002,0.0073,348.664
B,63.3800,22.7320,63.3680,0.0222,0.0305,5.9994,0.0279,182.179
B,63.4640,22.8160,63.4640,0.0238,0.0309,5.9986,0.0743,184.406
B,63.5600,22.9120,63.5520,0.0254,0.0311,5.9978,0.1171,185.005
B,63.6520,23.0040,63.6360,0.0268,0.0311,5.9969,0.1558,183.934
B,63.7520,23.1040,63.7360,0.0284,0.0309,5.9959,0.1914,181.536
B,63.8560,23.2080,63.8360,0.0300,0.0302,5.9947,0.2111,180.960
B,63.9560,23.3080,63.9360,0.0316,0.0293,5.9935,0.2260,183.255
B,64.0560,23.4080,64.0560,0.0335,0.0275,5.9922,0.2268,186.934
B,64.1560,23.5080,64.1560,0.0351,0.0255,5.9911,0.2098,192.856
B,64.2560,23.6080,64.2560,0.0365,0.0232,5.9900,0.1798,200.918
B,64.3600,23.7120,64.3560,0.0378,0.0206,5.9889,0.1434,211.825
B,64.4600,23.8120,64.4560,0.0389,0.0177,5.9878,0.1013,229.251
B,64.5600,23.9120,64.5560,0.0398,0.0148,5.9866,0.0733,257.484
B,64.6600,24.0120,64.6560,0.0406,0.0119,5.9854,0.0645,288.090
B,64.7640,24.1160,64.7560,0.0413,0.0091,5.9843,0.0733,314.769
B,64.8640,24.2160,64.8560,0.0419,0.0065,5.9833,0.1007,332.138
B,64.9640,24.3160,64.9560,0.0424,0.0039,5.9823,0.1429,340.062
B,65.0680,24.4200,65.0560,0.0429,0.0017,5.9815,0.1880,342.495
B,65.1680,24.5200,65.1560,0.0433,-0.0002,5.9808,0.2255,342.662
B,65.2680,24.6200,65.2560,0.0435,-0.0017,5.9803,0.2549,343.100
B,65.3720,24.7240,65.3560,0.0436,-0.0028,5.9800,0.2775,343.543
B,65.4720,24.8240,65.4560,0.0436,-0.0033,5.9798,0.3016,346.292
B,65.5600,24.9120,65.5440,0.0434,-0.0034,5.9797,0.3174,349.928
B,65.6560,25.0080,65.6400,0.0430,-0.0030,5.9797,0.3292,354.594
B,65.7560,25.1080,65.7400,0.0426,-0.0020,5.9797,0.3265,0.620
B,65.8560,25.2080,65.8400,0.0422,-0.0004,5.9796,0.3112,5.221
B,65.9560,25.3080,65.9400,0.0419,0.0019,5.9794,0.2633,7.738
B,66.0560,25.4080,66.0400,0.0417,0.0047,5.9790,0.1900,14.462
B,66.1560,25.5080,66.1400,0.0416,0.0079,5.9784,0.1184,34.180
B,66.2600,25.6120,66.2560,0.0415,0.0116,5.9775,0.0944,87.000
B,66.3600,25.7120,66.3560,0.0416,0.0148,5.9767,0.1424,119.507
B,66.4600,25.8120,66.4560,0.0419,0.0178,5.9760,0.1918,132.738
B,66.5600,25.9120,66.5560,0.0425,0.0205,5.9754,0.2300,138.835
B,66.6600,26.0120,66.6560,0.0435,0.0228,5.9751,0.2462,145.242
B,66.7640,26.1160,66.7560,0.0447,0.0246,5.9750,0.2494,153.425
B,66.8640,26.2160,66.8560,0.0462,0.0260,5.9751,0.2383,161.738
B,66.9640,26.3160,66.9560,0.0478,0.0270,5.9756,0.2188,171.533
B,67.0640,26.4160,67.0560,0.0494,0.0275,5.9764,0.1989,183.593
B,67.1680,26.5200,67.1560,0.0510,0.0277,5.9775,0.1915,194.615
B,67.2680,26.6200,67.2560,0.0525,0.0276,5.9786,0.2012,206.866
B,67.3680,26.7200,67.3560,0.0538,0.0272,5.9799,0.2009,218.047
B,67.4720,26.8240,67.4520,0.0548,0.0265,5.9811,0.1944,228.181
B,67.5520,26.9040,67.5440,0.0555,0.0256,5.9822,0.1878,237.176
B,67.6560,27.0080,67.6400,0.0559,0.0245,5.9832,0.1885,247.059
B,67.7560,27.1080,67.7400,0.0562,0.0233,5.9841,0.1918,260.307
B,67.8560,27.2080,67.8400,0.0560,0.0220,5.9847,0.2077,271.954
B,67.9600,27.3120,67.9400,0.0556,0.0208,5.9852,0.2309,279.082
B,68.0600,27.4120,68.0600,0.0545,0.0194,5.9856,0.2618,286.499
B,68.1600,27.5120,68.1600,0.0532,0.0184,5.9857,0.2822,292.364
B,68.2600,27.6120,68.2600,0.0514,0.0176,5.9856,0.2935,296.238
B,68.3640,27.7160,68.3600,0.0490,0.0171,5.9853,0.2829,300.960
B,68.4640,27.8160,68.4600,0.0462,0.0168,5.9848,0.2615,308.482
B,68.5640,27.9160,68.5600,0.0430,0.0168,5.9843,0.2408,320.500
B,68.6680,28.0200,68.6600,0.0397,0.0172,5.9836,0.2194,331.481
B,68.7680,28.1200,68.7600,0.0362,0.0179,5.9829,0.1909,340.176
B,68.8680,28.2200,68.8600,0.0326,0.0190,5.9823,0.1593,353.738
B,68.9720,28.3240,68.9600,0.0290,0.0204,5.9816,0.1317,13.355
B,69.0720,28.4240,69.0600,0.0255,0.0220,5.9811,0.1196,36.477
B,69.1720,28.5240,69.1600,0.0223,0.0238,5.9805,0.1124,52.263
B,69.2760,28.6280,69.2600,0.0193,0.0255,5.9801,0.1150,57.931
B,69.3760,28.7280,69.3600,0.0165,0.0273,5.9796,0.1251,56.842
B,69.4680,28.8200,69.4600,0.0140,0.0291,5.9792,0.1433,52.237
B,69.5640,28.9160,69.5600,0.0116,0.0310,5.9789,0.1642,48.965
B,69.6640,29.0160,69.6560,0.0096,0.0331,5.9786,0.1763,47.694
B,69.7640,29.1160,69.7560,0.0077,0.0354,5.9785,0.1876,45.840
B,69.8640,29.2160,69.8560,0.0061,0.0379,5.9785,0.1983,46.756
B,69.9680,29.3200,69.9560,0.0047,0.0407,5.9787,0.2007,47.353
B,70.0680,29.4200,70.0560,0.0037,0.0437,5.9789,0.1793,52.344
B,70.1680,29.5200,70.1560,0.0029,0.0470,5.9793,0.1485,65.233
B,70.2680,29.6200,70.2560,0.0024,0.0504,5.9796,0.1205,83.423
B,70.3720,29.7240,70.3560,0.0021,0.0537,5.9798,0.1107,106.087
B,70.4720,29.8240,70.4560,0.0020,0.0570,5.9799,0.1257,126.128
B,70.5720,29.9240,70.5560,0.0020,0.0600,5.9800,0.1435,137.832
B,70.6720,30.0240,70.6560,0.0021,0.0628,5.9799,0.1604,143.398
C,70.7880,0.0000,70.7760,0.0026,0.0657,5.9799,0.1768,147.458
C,70.8880,0.1000,70.8760,0.0031,0.0679,5.9798,0.1885,148.545
C,70.9880,0.2000,70.9760,0.0037,0.0697,5.9797,0.1954,150.574
C,71.0920,0.3040,71.0760,0.0046,0.0712,5.9795,0.1947,150.222
C,71.1920,0.4040,71.1760,0.0056,0.0724,5.9792,0.1965,151.234
C,71.2920,0.5040,71.2760,0.0067,0.0734,5.9787,0.2102,154.413
C,71.3920,0.6040,71.3760,0.0080,0.0740,5.9781,0.2319,157.808
C,71.4840,0.6960,71.4840,0.0095,0.0744,5.9773,0.2667,162.746
C,71.5800,0.7920,71.5720,0.0109,0.0742,5.9765,0.2815,166.777
C,71.6680,0.8800,71.6680,0.0125,0.0736,5.9756,0.2815,169.345
C,71.7600,0.9720,71.7560,0.0140,0.0726,5.9748,0.2710,170.348
C,71.8600,1.0720,71.8560,0.0158,0.0710,5.9739,0.2520,171.240
C,71.9640,1.1760,71.9560,0.0176,0.0689,5.9731,0.2139,170.169
C,72.0640,1.2760,72.0560,0.0194,0.0664,5.9723,0.1535,168.635
C,72.1640,1.3760,72.1560,0.0213,0.0636,5.9716,0.0911,170.187
C,72.2640,1.4760,72.2560,0.0232,0.0608,5.9710,0.0346,181.618
C,72.3680,1.5800,72.3560,0.0251,0.0579,5.9705,0.0161,328.932
C,72.4680,1.6800,72.4560,0.0269,0.0552,5.9700,0.0443,349.994
C,72.5680,1.7800,72.5560,0.0286,0.0527,5.9696,0.0610,1.075
C,72.6720,1.8840,72.6560,0.0303,0.0503,5.9693,0.0710,13.581
C,72.7720,1.9840,72.7560,0.0320,0.0481,5.9690,0.0671,22.208
C,72.8720,2.0840,72.8560,0.0337,0.0461,5.9687,0.0553,46.169
C,72.9720,2.1840,72.9560,0.0354,0.0442,5.9685,0.0611,82.183
C,73.0760,2.2880,73.0560,0.0373,0.0424,5.9683,0.0764,98.606
C,73.1760,2.3880,73.1760,0.0396,0.0401,5.9681,0.0924,106.504
C,73.2760,2.4880,73.2760,0.0418,0.0381,5.9680,0.0912,110.366
C,73.3760,2.5880,73.3760,0.0441,0.0361,5.9678,0.0743,112.756
C,73.4760,2.6880,73.4760,0.0466,0.0340,5.9677,0.0411,111.074
C,73.5760,2.7880,73.5760,0.0492,0.0319,5.9676,0.0038,39.176
C,73.6680,2.8800,73.6640,0.0514,0.0300,5.9676,0.0432,319.638
C,73.7640,2.9760,73.7560,0.0536,0.0281,5.9677,0.0826,322.824
C,73.8640,3.0760,73.8560,0.0559,0.0262,5.9677,0.1204,325.750
C,73.9640,3.1760,73.9560,0.0580,0.0244,5.9678,0.1564,326.118
C,74.0680,3.2800,74.0560,0.0600,0.0230,5.9678,0.1889,326.312
C,74.1680,3.3800,74.1560,0.0617,0.0218,5.9678,0.2076,325.041
C,74.2680,3.4800,74.2560,0.0632,0.0210,5.9676,0.2166,323.954
C,74.3720,3.5840,74.3560,0.0645,0.0206,5.9674,0.2139,319.106
C,74.4720,3.6840,74.4560,0.0656,0.0205,5.9671,0.2080,310.590
C,74.5720,3.7840,74.5560,0.0664,0.0206,5.9667,0.2091,300.187
C,74.6720,3.8840,74.6560,0.0669,0.0209,5.9665,0.2297,294.839
C,74.7760,3.9880,74.7560,0.0670,0.0213,5.9664,0.2470,290.065
C,74.8760,4.0880,74.8760,0.0666,0.0220,5.9666,0.2691,284.789
C,74.9760,4.1880,74.9760,0.0658,0.0227,5.9668,0.2747,279.875
C,75.0760,4.2880,75.0760,0.0644,0.0236,5.9672,0.2607,272.095
C,75.1800,4.3920,75.1760,0.0625,0.0244,5.9676,0.2406,264.861
C,75.2800,4.4920,75.2760,0.0603,0.0252,5.9681,0.2195,260.421
C,75.3800,4.5920,75.3760,0.0576,0.0258,5.9688,0.1874,258.863
C,75.4800,4.6920,75.4760,0.0547,0.0263,5.9697,0.1446,258.514
C,75.5760,4.7880,75.5760,0.0515,0.0268,5.9708,0.1067,257.262
C,75.6720,4.8840,75.6680,0.0485,0.0272,5.9721,0.0768,250.385
C,75.7680,4.9800,75.7600,0.0455,0.0275,5.9735,0.0530,252.088
C,75.8680,5.0800,75.8560,0.0423,0.0278,5.9750,0.0379,275.268
C,75.9720,5.1840,75.9560,0.0390,0.0280,5.9766,0.0529,332.139
C,76.0720,5.2840,76.0560,0.0356,0.0283,5.9782,0.0725,355.998
C,76.1760,5.3880,76.1560,0.0323,0.0288,5.9797,0.0910,11.152
C,76.2760,5.4880,76.2760,0.0283,0.0297,5.9814,0.1166,31.893
C,76.3760,5.5880,76.3760,0.0251,0.0306,5.9828,0.1267,48.588
C,76.4760,5.6880,76.4760,0.0221,0.0318,5.9840,0.1363,72.723
C,76.5800,5.7920,76.5760,0.0195,0.0331,5.9852,0.1583,95.609
C,76.6800,5.8920,76.6760,0.0171,0.0344,5.9862,0.1839,111.962
C,76.7800,5.9920,76.7760,0.0151,0.0356,5.9870,0.2198,124.837
C,76.8800,6.0920,76.8760,0.0135,0.0365,5.9875,0.2696,135.647
C,76.9800,6.1920,76.9760,0.0122,0.0372,5.9877,0.3162,145.488
C,77.0840,6.2960,77.0760,0.0113,0.0373,5.9876,0.3494,153.046
C,77.1840,6.3960,77.1760,0.0107,0.0368,5.9874,0.3679,157.694
C,77.2840,6.4960,77.2760,0.0103,0.0356,5.9871,0.3664,159.693
C,77.3880,6.6000,77.3760,0.0102,0.0338,5.9867,0.3524,160.460
C,77.4880,6.7000,77.4760,0.0102,0.0314,5.9864,0.3105,159.874
C,77.5840,6.7960,77.5760,0.0104,0.0283,5.9860,0.2449,156.012
C,77.6800,6.8920,77.6640,0.0107,0.0253,5.9856,0.1792,149.684
C,77.7760,6.9880,77.7560,0.0111,0.0220,5.9850,0.1201,133.374
C,77.8760,7.0880,77.8760,0.0119,0.0175,5.9840,0.0824,84.975
C,77.9760,7.1880,77.9760,0.0126,0.0139,5.9831,0.1118,47.446
C,78.0760,7.2880,78.0760,0.0136,0.0105,5.9821,0.1442,26.549
C,78.1760,7.3880,78.1760,0.0146,0.0074,5.9810,0.1785,15.405
C,78.2760,7.4880,78.2760,0.0158,0.0047,5.9799,0.1919,7.739
C,78.3800,7.5920,78.3760,0.0169,0.0025,5.9787,0.1884,1.518
C,78.4800,7.6920,78.4760,0.0181,0.0006,5.9776,0.1813,351.966
C,78.5800,7.7920,78.5760,0.0193,-0.0009,5.9765,0.1768,341.200
C,78.6800,7.8920,78.6760,0.0203,-0.0021,5.9755,0.1709,332.164
C,78.7800,7.9920,78.7760,0.0211,-0.0031,5.9748,0.1685,325.011
C,78.8840,8.0960,78.8760,0.0218,-0.0038,5.9742,0.1730,318.713
C,78.9840,8.1960,78.9760,0.0223,-0.0043,5.9737,0.1869,312.572
C,79.0840,8.2960,79.0760,0.0225,-0.0045,5.9734,0.1884,308.966
C,79.1880,8.4000,79.1760,0.0223,-0.0046,5.9731,0.1822,309.022
C,79.2880,8.5000,79.2760,0.0219,-0.0045,5.9727,0.1677,314.921
C,79.3880,8.6000,79.3760,0.0212,-0.0043,5.9722,0.1554,329.634
C,79.4880,8.7000,79.4760,0.0204,-0.0039,5.9717,0.1729,347.842
C,79.5800,8.7920,79.5720,0.0196,-0.0032,5.9711,0.1896,359.348
C,79.6720,8.8840,79.6640,0.0188,-0.0022,5.9706,0.1957,6.074
C,79.7760,8.9880,79.7640,0.0181,-0.0008,5.9700,0.2068,8.718
C,79.8760,9.0880,79.8640,0.0175,0.0008,5.9695,0.2401,6.421
C,79.9760,9.1880,79.9640,0.0170,0.0028,5.9693,0.2508,3.856
C,80.0760,9.2880,80.0640,0.0165,0.0054,5.9693,0.2419,359.872
C,80.1800,9.3920,80.1640,0.0161,0.0084,5.9696,0.2288,355.249
C,80.2800,9.4920,80.2640,0.0156,0.0117,5.9700,0.2133,350.477
C,80.3800,9.5920,80.3640,0.0150,0.0154,5.9705,0.1912,348.871
C,80.4800,9.6920,80.4640,0.0144,0.0193,5.9712,0.1611,347.973
C,80.5840,9.7960,80.5840,0.0135,0.0245,5.9722,0.1103,347.965
C,80.6840,9.8960,80.6840,0.0127,0.0290,5.9732,0.0475,350.071
C,80.7840,9.9960,80.7840,0.0119,0.0335,5.9744,0.0188,147.558
C,80.8840,10.0960,80.8840,0.0111,0.0379,5.9756,0.0701,155.183
C,80.9880,10.2000,80.9840,0.0104,0.0421,5.9770,0.1048,154.962
C,81.0880,10.3000,81.0840,0.0098,0.0460,5.9784,0.1197,157.594
C,81.1880,10.4000,81.1800,0.0094,0.0494,5.9799,0.1185,165.137
C,81.2880,10.5000,81.2800,0.0090,0.0528,5.9815,0.1225,174.198
C,81.3880,10.6000,81.3800,0.0087,0.0560,5.9831,0.1279,185.142
C,81.4880,10.7000,81.4800,0.0083,0.0589,5.9848,0.1451,190.590
C,81.5800,10.7920,81.5680,0.0079,0.0613,5.9862,0.1658,189.444
C,81.6680,10.8800,81.6680,0.0074,0.0637,5.9877,0.1859,183.488
C,81.7600,10.9720,81.7520,0.0068,0.0655,5.9889,0.1981,176.315
C,81.8560,11.0680,81.8440,0.0062,0.0671,5.9902,0.2104,167.202
C,81.9560,11.1680,81.9440,0.0056,0.0684,5.9914,0.2304,155.269
C,82.0560,11.2680,82.0440,0.0052,0.0693,5.9924,0.2486,143.878
C,82.1560,11.3680,82.1440,0.0050,0.0699,5.9932,0.2728,135.121
C,82.2560,11.4680,82.2440,0.0052,0.0702,5.9936,0.2936,130.332
C,82.3600,11.5720,82.3440,0.0059,0.0701,5.9939,0.2941,126.755
C,82.4600,11.6720,82.4440,0.0070,0.0697,5.9941,0.2790,125.080
C,82.5600,11.7720,82.5440,0.0086,0.0691,5.9943,0.2650,128.791
C,82.6600,11.8720,82.6440,0.0106,0.0682,5.9945,0.2338,133.415
C,82.7600,11.9720,82.7440,0.0128,0.0670,5.9948,0.1895,138.023
C,82.8600,12.0720,82.8440,0.0152,0.0654,5.9950,0.1367,139.154
C,82.9640,12.1760,82.9440,0.0178,0.0637,5.9953,0.0847,134.410
C,83.0640,12.2760,83.0600,0.0207,0.0616,5.9956,0.0340,118.463
C,83.1640,12.3760,83.1600,0.0234,0.0598,5.9958,0.0317,6.735
C,83.2640,12.4760,83.2600,0.0259,0.0580,5.9960,0.0847,343.349
C,83.3680,12.5800,83.3600,0.0285,0.0564,5.9961,0.1422,337.663
C,83.4680,12.6800,83.4600,0.0309,0.0550,5.9962,0.2024,335.629
C,83.5680,12.7800,83.5600,0.0331,0.0540,5.9961,0.2562,335.930
C,83.6680,12.8800,83.6600,0.0351,0.0535,5.9959,0.2849,333.373
C,83.7560,12.9680,83.7480,0.0366,0.0535,5.9956,0.2804,330.550
C,83.8560,13.0680,83.8520,0.0382,0.0540,5.9950,0.2542,325.340
C,83.9560,13.1680,83.9520,0.0393,0.0549,5.9943,0.2084,318.816
C,84.0560,13.2680,84.0520,0.0402,0.0562,5.9936,0.1542,308.152
C,84.1520,13.3640,84.1520,0.0408,0.0576,5.9927,0.1005,287.892
C,84.2520,13.4640,84.2440,0.0412,0.0588,5.9919,0.0825,259.953
C,84.3520,13.5640,84.3360,0.0416,0.0600,5.9912,0.0814,238.348
C,84.4520,13.6640,84.4520,0.0419,0.0613,5.9903,0.0928,220.743
C,84.5560,13.7680,84.5520,0.0420,0.0623,5.9895,0.1004,212.804
C,84.6560,13.8680,84.6520,0.0421,0.0631,5.9887,0.1010,210.959
C,84.7560,13.9680,84.7520,0.0420,0.0637,5.9878,0.0930,204.541
C,84.8480,14.0600,84.8440,0.0418,0.0641,5.9870,0.0887,185.810
C,84.9480,14.1600,84.9440,0.0416,0.0644,5.9863,0.0911,161.521
C,85.0520,14.2640,85.0440,0.0414,0.0645,5.9857,0.1043,145.545
C,85.1520,14.3640,85.1440,0.0414,0.0646,5.9854,0.1341,138.453
C,85.2520,14.4640,85.2440,0.0415,0.0645,5.9852,0.1728,137.371
C,85.3520,14.5640,85.3440,0.0418,0.0642,5.9852,0.2064,137.052
C,85.4560,14.6680,85.4440,0.0424,0.0636,5.9855,0.2224,135.143
C,85.5560,14.7680,85.5440,0.0432,0.0627,5.9859,0.2252,131.891
C,85.6480,14.8600,85.6400,0.0443,0.0616,5.9865,0.2196,129.033
C,85.7360,14.9480,85.7280,0.0456,0.0604,5.9871,0.2083,129.436
C,85.8320,15.0440,85.8200,0.0473,0.0589,5.9878,0.1834,134.394
