phase,t_sim,t_phase,pose_t_sim,east_m,north_m,up_m,tilt_deg,lean_bearing_deg
A_baseline__settle,47.4520,2.0720,47.4360,-0.0545,0.0051,5.9673,0.2931,292.018
A_baseline__settle,47.5520,2.1720,47.5360,-0.0562,0.0060,5.9660,0.2708,294.598
A_baseline__settle,47.6520,2.2720,47.6360,-0.0583,0.0072,5.9646,0.2268,299.227
A_baseline__settle,47.7520,2.3720,47.7520,-0.0612,0.0088,5.9630,0.1737,308.905
A_baseline__settle,47.8520,2.4720,47.8480,-0.0638,0.0102,5.9617,0.1448,325.393
A_baseline__settle,47.9520,2.5720,47.9480,-0.0666,0.0119,5.9606,0.1329,348.255
A_baseline__settle,48.0520,2.6720,48.0480,-0.0694,0.0138,5.9596,0.1358,10.112
A_baseline__settle,48.1560,2.7760,48.1480,-0.0721,0.0159,5.9587,0.1560,24.110
A_baseline__settle,48.2480,2.8680,48.2400,-0.0745,0.0180,5.9581,0.1748,31.975
A_baseline__settle,48.3400,2.9600,48.3400,-0.0768,0.0205,5.9578,0.1981,37.530
A_baseline__settle,48.4440,3.0640,48.4400,-0.0789,0.0232,5.9576,0.2199,39.195
A_baseline__settle,48.5440,3.1640,48.5400,-0.0806,0.0262,5.9576,0.2358,37.897
A_baseline__settle,48.6440,3.2640,48.6400,-0.0821,0.0295,5.9578,0.2427,39.616
A_baseline__settle,48.7440,3.3640,48.7400,-0.0834,0.0332,5.9581,0.2510,44.003
A_baseline__settle,48.8480,3.4680,48.8400,-0.0844,0.0371,5.9585,0.2643,51.287
A_baseline__settle,48.9480,3.5680,48.9400,-0.0851,0.0413,5.9589,0.2845,60.049
A_baseline__settle,49.0480,3.6680,49.0400,-0.0853,0.0458,5.9595,0.2991,70.725
A_baseline__settle,49.1520,3.7720,49.1400,-0.0851,0.0504,5.9600,0.3131,81.141
A_baseline__settle,49.2480,3.8680,49.2360,-0.0842,0.0548,5.9604,0.3222,89.450
A_baseline__settle,49.3400,3.9600,49.3360,-0.0828,0.0594,5.9607,0.3214,97.599
A_baseline__settle,49.4440,4.0640,49.4280,-0.0809,0.0636,5.9610,0.3121,107.720
A_baseline__settle,49.5440,4.1640,49.5280,-0.0784,0.0679,5.9611,0.3032,119.419
A_baseline__settle,49.6440,4.2640,49.6280,-0.0754,0.0719,5.9612,0.2945,133.375
A_baseline__settle,49.7440,4.3640,49.7280,-0.0720,0.0754,5.9612,0.2819,148.112
A_baseline__settle,49.8400,4.4600,49.8360,-0.0680,0.0787,5.9611,0.2717,166.665
A_baseline__settle,49.9320,4.5520,49.9320,-0.0644,0.0811,5.9610,0.2798,184.071
A_baseline__settle,50.0320,4.6520,50.0240,-0.0609,0.0829,5.9609,0.2998,198.386
A_baseline__settle,50.1280,4.7480,50.1200,-0.0576,0.0842,5.9608,0.3091,211.208
A_baseline__settle,50.2200,4.8400,50.2000,-0.0551,0.0850,5.9608,0.3182,218.381
A_baseline__settle,50.3040,4.9240,50.2840,-0.0529,0.0855,5.9608,0.3136,223.595
A_baseline__settle,50.4040,5.0240,50.4040,-0.0502,0.0858,5.9610,0.3011,228.403
A_baseline__settle,50.5040,5.1240,50.5040,-0.0484,0.0856,5.9611,0.2902,231.257
A_baseline__settle,50.6040,5.2240,50.6040,-0.0471,0.0851,5.9613,0.2717,234.786
A_baseline__settle,50.7080,5.3280,50.7040,-0.0462,0.0844,5.9616,0.2528,235.946
A_baseline__settle,50.8080,5.4280,50.8040,-0.0457,0.0835,5.9620,0.2313,235.038
A_baseline__settle,50.9080,5.5280,50.9040,-0.0456,0.0824,5.9625,0.1971,234.562
A_baseline__settle,51.0120,5.6320,51.0040,-0.0458,0.0810,5.9632,0.1516,231.492
A_baseline__settle,51.1120,5.7320,51.1040,-0.0461,0.0795,5.9640,0.1067,229.809
A_baseline__settle,51.2120,5.8320,51.2040,-0.0467,0.0778,5.9648,0.0557,225.517
A_baseline__settle,51.3160,5.9360,51.3040,-0.0473,0.0763,5.9657,0.0376,173.707
A_baseline__settle,51.4160,6.0360,51.4040,-0.0478,0.0747,5.9666,0.0577,147.770
A_baseline__settle,51.5160,6.1360,51.5040,-0.0482,0.0731,5.9675,0.0746,140.163
A_baseline__settle,51.6200,6.2400,51.6040,-0.0485,0.0713,5.9683,0.0884,136.002
A_baseline__settle,51.7200,6.3400,51.7200,-0.0487,0.0692,5.9690,0.0931,138.420
A_baseline__settle,51.8200,6.4400,51.8200,-0.0487,0.0672,5.9695,0.0903,136.321
A_baseline__settle,51.9200,6.5400,51.9200,-0.0487,0.0651,5.9698,0.0747,122.810
A_baseline__settle,52.0200,6.6400,52.0200,-0.0485,0.0628,5.9699,0.0597,87.090
A_baseline__settle,52.1200,6.7400,52.1160,-0.0482,0.0607,5.9700,0.0759,51.491
A_baseline__settle,52.2080,6.8280,52.2000,-0.0479,0.0589,5.9699,0.0911,39.910
A_baseline__settle,52.3000,6.9200,52.2800,-0.0476,0.0574,5.9699,0.1012,30.669
A_baseline__settle,52.3760,6.9960,52.3760,-0.0470,0.0557,5.9697,0.0992,19.157
A_baseline__settle,52.4720,7.0920,52.4720,-0.0463,0.0543,5.9693,0.0746,5.657
A_baseline__settle,52.5720,7.1920,52.5720,-0.0457,0.0531,5.9689,0.0471,338.790
A_baseline__settle,52.6760,7.2960,52.6720,-0.0451,0.0519,5.9683,0.0352,289.269
A_baseline__settle,52.7760,7.3960,52.7720,-0.0446,0.0508,5.9676,0.0491,259.916
A_baseline__settle,52.8760,7.4960,52.8720,-0.0441,0.0495,5.9668,0.0618,254.577
A_baseline__settle,52.9760,7.5960,52.9720,-0.0439,0.0483,5.9659,0.0604,253.435
A_baseline__settle,53.0800,7.7000,53.0720,-0.0438,0.0470,5.9650,0.0453,258.298
A_baseline__settle,53.1800,7.8000,53.1720,-0.0438,0.0456,5.9639,0.0226,290.859
A_baseline__settle,53.2800,7.9000,53.2720,-0.0438,0.0443,5.9627,0.0243,355.509
A_baseline__settle,53.3800,8.0000,53.3720,-0.0438,0.0430,5.9616,0.0367,9.500
B_persistent_scoped_once,53.3800,0.0000,53.3720,-0.0438,0.0430,5.9616,0.0367,9.500
B_persistent_scoped_once,53.4800,0.1000,53.4720,-0.0391,0.0418,5.9606,0.1578,291.931
B_persistent_scoped_once,53.5840,0.2040,53.5720,-0.0236,0.0407,5.9598,0.8251,275.609
B_persistent_scoped_once,53.6840,0.3040,53.6720,0.0001,0.0399,5.9592,1.6868,272.817
B_persistent_scoped_once,53.7840,0.4040,53.7720,0.0297,0.0392,5.9589,2.5564,271.604
B_persistent_scoped_once,53.8840,0.5040,53.8720,0.0634,0.0387,5.9589,3.3914,270.979
B_persistent_scoped_once,53.9880,0.6080,53.9720,0.0998,0.0383,5.9592,4.1738,270.496
B_persistent_scoped_once,54.0560,0.6760,54.0520,0.1299,0.0381,5.9597,4.7485,270.061
B_persistent_scoped_once,54.1520,0.7720,54.1400,0.1629,0.0379,5.9603,5.3129,269.655
B_persistent_scoped_once,54.2520,0.8720,54.2400,0.1997,0.0376,5.9611,5.8680,269.258
B_persistent_scoped_once,54.3320,0.9520,54.3240,0.2291,0.0373,5.9618,6.2524,268.940
B_persistent_scoped_once,54.4240,1.0440,54.4160,0.2593,0.0369,5.9625,6.6013,268.529
B_persistent_scoped_once,54.5240,1.1440,54.5160,0.2892,0.0361,5.9633,6.8860,268.161
B_persistent_scoped_once,54.6240,1.2440,54.6160,0.3156,0.0350,5.9639,7.0788,267.786
B_persistent_scoped_once,54.7240,1.3440,54.7160,0.3383,0.0333,5.9646,7.1928,267.459
B_persistent_scoped_once,54.8240,1.4440,54.8120,0.3564,0.0313,5.9654,7.2302,267.140
B_persistent_scoped_once,54.9280,1.5480,54.9120,0.3714,0.0285,5.9661,7.1952,266.840
B_persistent_scoped_once,55.0280,1.6480,55.0120,0.3827,0.0251,5.9669,7.1112,266.654
B_persistent_scoped_once,55.1280,1.7480,55.1120,0.3906,0.0209,5.9676,6.9881,266.551
B_persistent_scoped_once,55.2320,1.8520,55.2120,0.3954,0.0160,5.9682,6.8343,266.485
B_persistent_scoped_once,55.3320,1.9520,55.3320,0.3974,0.0092,5.9689,6.6233,266.377
B_persistent_scoped_once,55.4320,2.0520,55.4320,0.3964,0.0029,5.9695,6.4379,266.317
B_persistent_scoped_once,55.5360,2.1560,55.5320,0.3934,-0.0042,5.9701,6.2479,266.356
B_persistent_scoped_once,55.6360,2.2560,55.6320,0.3888,-0.0118,5.9707,6.0647,266.558
B_persistent_scoped_once,55.7360,2.3560,55.7320,0.3829,-0.0202,5.9714,5.8953,267.017
B_persistent_scoped_once,55.8400,2.4600,55.8320,0.3762,-0.0290,5.9722,5.7529,267.672
B_persistent_scoped_once,55.9400,2.5600,55.9280,0.3691,-0.0378,5.9730,5.6477,268.627
B_persistent_scoped_once,56.0400,2.6600,56.0280,0.3613,-0.0473,5.9739,5.5689,269.865
B_persistent_scoped_once,56.1400,2.7600,56.1280,0.3530,-0.0566,5.9748,5.5048,271.096
B_persistent_scoped_once,56.2240,2.8440,56.2120,0.3459,-0.0642,5.9755,5.4574,272.039
B_persistent_scoped_once,56.3080,2.9280,56.3000,0.3383,-0.0717,5.9762,5.4087,272.926
B_persistent_scoped_once,56.4080,3.0280,56.3920,0.3302,-0.0790,5.9768,5.3646,273.587
B_persistent_scoped_once,56.5120,3.1320,56.4920,0.3215,-0.0863,5.9774,5.3246,274.163
B_persistent_scoped_once,56.6120,3.2320,56.6080,0.3114,-0.0937,5.9780,5.2950,274.612
B_persistent_scoped_once,56.7120,3.3320,56.7080,0.3028,-0.0992,5.9785,5.2741,274.885
B_persistent_scoped_once,56.8080,3.4280,56.8040,0.2948,-0.1036,5.9789,5.2660,274.884
B_persistent_scoped_once,56.9080,3.5280,56.9000,0.2869,-0.1072,5.9792,5.2725,274.716
B_persistent_scoped_once,57.0120,3.6320,56.9960,0.2792,-0.1100,5.9796,5.2906,274.355
B_persistent_scoped_once,57.1080,3.7280,57.1080,0.2704,-0.1123,5.9800,5.3167,273.829
B_persistent_scoped_once,57.2080,3.8280,57.1920,0.2638,-0.1137,5.9803,5.3461,273.558
B_persistent_scoped_once,57.3080,3.9280,57.2920,0.2559,-0.1147,5.9808,5.3748,273.288
B_persistent_scoped_once,57.4120,4.0320,57.4120,0.2462,-0.1152,5.9814,5.3939,273.011
B_persistent_scoped_once,57.5120,4.1320,57.5120,0.2380,-0.1152,5.9819,5.3923,272.925
B_persistent_scoped_once,57.6160,4.2360,57.6120,0.2295,-0.1148,5.9826,5.3707,273.000
B_persistent_scoped_once,57.7160,4.3360,57.7120,0.2209,-0.1138,5.9832,5.3305,273.100
B_persistent_scoped_once,57.8160,4.4360,57.8120,0.2123,-0.1124,5.9839,5.2868,273.120
B_persistent_scoped_once,57.9200,4.5400,57.9120,0.2037,-0.1105,5.9847,5.2312,273.169
B_persistent_scoped_once,58.0200,4.6400,58.0120,0.1952,-0.1081,5.9854,5.1767,273.152
B_persistent_scoped_once,58.1200,4.7400,58.1120,0.1870,-0.1052,5.9861,5.1124,273.079
B_persistent_scoped_once,58.1960,4.8160,58.1840,0.1814,-0.1029,5.9866,5.0737,272.916
B_persistent_scoped_once,58.2840,4.9040,58.2720,0.1748,-0.0996,5.9871,5.0315,272.518
B_persistent_scoped_once,58.3840,5.0040,58.3720,0.1679,-0.0956,5.9877,4.9931,271.999
B_persistent_scoped_once,58.4880,5.1080,58.4680,0.1618,-0.0915,5.9883,4.9735,271.540
B_persistent_scoped_once,58.5880,5.2080,58.5880,0.1550,-0.0861,5.9889,4.9678,270.863
B_persistent_scoped_once,58.6880,5.3080,58.6880,0.1500,-0.0815,5.9895,4.9671,270.247
B_persistent_scoped_once,58.7880,5.4080,58.7880,0.1455,-0.0769,5.9899,4.9654,269.474
B_persistent_scoped_once,58.8920,5.5120,58.8880,0.1417,-0.0724,5.9902,4.9677,268.909
B_persistent_scoped_once,58.9920,5.6120,58.9880,0.1385,-0.0683,5.9904,4.9792,268.476
B_persistent_scoped_once,59.0920,5.7120,59.0880,0.1358,-0.0644,5.9907,5.0063,268.243
B_persistent_scoped_once,59.1960,5.8160,59.1880,0.1337,-0.0610,5.9911,5.0418,268.289
B_persistent_scoped_once,59.2960,5.9160,59.2880,0.1320,-0.0579,5.9916,5.0861,268.368
B_persistent_scoped_once,59.3960,6.0160,59.3880,0.1307,-0.0551,5.9924,5.1438,268.394
B_persistent_scoped_once,59.4960,6.1160,59.4880,0.1296,-0.0525,5.9933,5.2198,268.367
B_persistent_scoped_once,59.6000,6.2200,59.5840,0.1287,-0.0502,5.9944,5.2907,268.273
B_persistent_scoped_once,59.7000,6.3200,59.6840,0.1276,-0.0482,5.9957,5.3571,268.146
B_persistent_scoped_once,59.8000,6.4200,59.7840,0.1263,-0.0464,5.9971,5.4018,268.075
B_persistent_scoped_once,59.9000,6.5200,59.8840,0.1247,-0.0451,5.9986,5.4209,268.118
B_persistent_scoped_once,60.0000,6.6200,59.9840,0.1228,-0.0441,6.0001,5.4154,268.075
B_persistent_scoped_once,60.0960,6.7160,60.0840,0.1205,-0.0433,6.0016,5.3943,267.933
B_persistent_scoped_once,60.1800,6.8000,60.1640,0.1186,-0.0430,6.0028,5.3724,267.927
B_persistent_scoped_once,60.2600,6.8800,60.2520,0.1163,-0.0429,6.0042,5.3432,268.031
B_persistent_scoped_once,60.3480,6.9680,60.3320,0.1141,-0.0431,6.0055,5.3159,268.200
B_persistent_scoped_once,60.4360,7.0560,60.4360,0.1113,-0.0436,6.0072,5.2805,268.568
B_persistent_scoped_once,60.5360,7.1560,60.5360,0.1085,-0.0444,6.0090,5.2459,268.983
B_persistent_scoped_once,60.6400,7.2600,60.6360,0.1058,-0.0454,6.0108,5.2175,269.497
B_persistent_scoped_once,60.7400,7.3600,60.7320,0.1034,-0.0463,6.0127,5.1940,269.808
B_persistent_scoped_once,60.8400,7.4600,60.8320,0.1010,-0.0472,6.0148,5.1883,269.829
B_persistent_scoped_once,60.9400,7.5600,60.9320,0.0989,-0.0481,6.0169,5.2011,269.751
B_persistent_scoped_once,61.0440,7.6640,61.0280,0.0971,-0.0489,6.0188,5.2278,269.723
B_persistent_scoped_once,61.1440,7.7640,61.1280,0.0953,-0.0498,6.0208,5.2623,269.671
B_persistent_scoped_once,61.2440,7.8640,61.2280,0.0935,-0.0508,6.0225,5.2960,269.624
B_persistent_scoped_once,61.3440,7.9640,61.3280,0.0917,-0.0518,6.0242,5.3269,269.579
B_persistent_scoped_once,61.4440,8.0640,61.4280,0.0898,-0.0529,6.0256,5.3554,269.576
B_persistent_scoped_once,61.5480,8.1680,61.5280,0.0878,-0.0540,6.0269,5.3740,269.583
B_persistent_scoped_once,61.6480,8.2680,61.6480,0.0851,-0.0555,6.0283,5.3694,269.721
B_persistent_scoped_once,61.7480,8.3680,61.7480,0.0826,-0.0568,6.0294,5.3628,269.846
B_persistent_scoped_once,61.8520,8.4720,61.8480,0.0800,-0.0581,6.0305,5.3535,270.025
B_persistent_scoped_once,61.9520,8.5720,61.9480,0.0772,-0.0594,6.0316,5.3438,270.273
B_persistent_scoped_once,62.0520,8.6720,62.0480,0.0744,-0.0607,6.0327,5.3318,270.573
B_persistent_scoped_once,62.1560,8.7760,62.1480,0.0715,-0.0619,6.0339,5.3216,270.945
B_persistent_scoped_once,62.2560,8.8760,62.2440,0.0686,-0.0629,6.0352,5.3192,271.271
B_persistent_scoped_once,62.3400,8.9600,62.3360,0.0658,-0.0636,6.0364,5.3148,271.587
B_persistent_scoped_once,62.4320,9.0520,62.4160,0.0633,-0.0641,6.0374,5.3093,271.874
B_persistent_scoped_once,62.5320,9.1520,62.5160,0.0602,-0.0645,6.0388,5.2962,272.200
B_persistent_scoped_once,62.6320,9.2520,62.6160,0.0570,-0.0644,6.0402,5.2825,272.381
B_persistent_scoped_once,62.7320,9.3520,62.7160,0.0538,-0.0639,6.0417,5.2650,272.342
B_persistent_scoped_once,62.8320,9.4520,62.8160,0.0507,-0.0629,6.0432,5.2428,272.178
B_persistent_scoped_once,62.9360,9.5560,62.9360,0.0470,-0.0613,6.0449,5.2201,271.769
B_persistent_scoped_once,63.0360,9.6560,63.0360,0.0441,-0.0596,6.0463,5.1998,271.286
B_persistent_scoped_once,63.1360,9.7560,63.1360,0.0414,-0.0577,6.0476,5.1883,270.802
B_persistent_scoped_once,63.2400,9.8600,63.2360,0.0389,-0.0557,6.0486,5.1788,270.455
B_persistent_scoped_once,63.3400,9.9600,63.3360,0.0365,-0.0538,6.0495,5.1685,270.221
B_persistent_scoped_once,63.4400,10.0600,63.4360,0.0344,-0.0518,6.0500,5.1562,269.914
B_persistent_scoped_once,63.5400,10.1600,63.5360,0.0325,-0.0499,6.0503,5.1566,269.613
B_persistent_scoped_once,63.6440,10.2640,63.6360,0.0310,-0.0480,6.0505,5.1680,269.376
B_persistent_scoped_once,63.7440,10.3640,63.7360,0.0296,-0.0463,6.0504,5.1931,269.221
B_persistent_scoped_once,63.8440,10.4640,63.8360,0.0285,-0.0448,6.0501,5.2229,269.181
B_persistent_scoped_once,63.9440,10.5640,63.9360,0.0274,-0.0435,6.0497,5.2392,269.356
B_persistent_scoped_once,64.0440,10.6640,64.0320,0.0264,-0.0424,6.0493,5.2529,269.657
B_persistent_scoped_once,64.1480,10.7680,64.1320,0.0254,-0.0413,6.0489,5.2605,269.942
B_persistent_scoped_once,64.2480,10.8680,64.2480,0.0242,-0.0401,6.0484,5.2694,270.250
B_persistent_scoped_once,64.3320,10.9520,64.3240,0.0234,-0.0393,6.0482,5.2734,270.478
B_persistent_scoped_once,64.4280,11.0480,64.4120,0.0225,-0.0384,6.0479,5.2738,270.794
B_persistent_scoped_once,64.5280,11.1480,64.5120,0.0214,-0.0372,6.0476,5.2717,271.236
B_persistent_scoped_once,64.6320,11.2520,64.6280,0.0202,-0.0356,6.0471,5.2659,271.550
B_persistent_scoped_once,64.7320,11.3520,64.7280,0.0192,-0.0338,6.0466,5.2633,271.581
B_persistent_scoped_once,64.8360,11.4560,64.8280,0.0181,-0.0317,6.0461,5.2525,271.332
B_persistent_scoped_once,64.9360,11.5560,64.9280,0.0172,-0.0294,6.0456,5.2465,271.008
B_persistent_scoped_once,65.0360,11.6560,65.0280,0.0162,-0.0270,6.0453,5.2364,270.638
B_persistent_scoped_once,65.1400,11.7600,65.1280,0.0152,-0.0245,6.0451,5.2168,270.315
B_persistent_scoped_once,65.2400,11.8600,65.2280,0.0144,-0.0220,6.0450,5.1935,270.045
B_persistent_scoped_once,65.3400,11.9600,65.3280,0.0136,-0.0195,6.0450,5.1816,269.908
B_persistent_scoped_once,65.4400,12.0600,65.4280,0.0131,-0.0172,6.0452,5.1788,269.799
B_persistent_scoped_once,65.5400,12.1600,65.5240,0.0128,-0.0150,6.0453,5.1922,269.753
B_persistent_scoped_once,65.6400,12.2600,65.6240,0.0127,-0.0128,6.0455,5.2253,269.843
B_persistent_scoped_once,65.7400,12.3600,65.7240,0.0126,-0.0107,6.0455,5.2658,270.043
B_persistent_scoped_once,65.8440,12.4640,65.8440,0.0127,-0.0082,6.0452,5.3190,270.343
B_persistent_scoped_once,65.9440,12.5640,65.9440,0.0127,-0.0060,6.0447,5.3638,270.349
B_persistent_scoped_once,66.0440,12.6640,66.0440,0.0125,-0.0038,6.0440,5.4071,270.220
B_persistent_scoped_once,66.1480,12.7680,66.1440,0.0120,-0.0015,6.0432,5.4266,270.064
B_persistent_scoped_once,66.2320,12.8520,66.2240,0.0114,0.0003,6.0426,5.4417,269.882
B_persistent_scoped_once,66.3200,12.9400,66.3040,0.0105,0.0021,6.0420,5.4527,269.725
B_persistent_scoped_once,66.4200,13.0400,66.4040,0.0091,0.0042,6.0413,5.4413,269.639
B_persistent_scoped_once,66.5200,13.1400,66.5200,0.0071,0.0066,6.0405,5.4116,269.557
B_persistent_scoped_once,66.6200,13.2400,66.6200,0.0052,0.0086,6.0395,5.3968,269.473
B_persistent_scoped_once,66.7200,13.3400,66.7200,0.0030,0.0103,6.0384,5.3654,269.517
B_persistent_scoped_once,66.8240,13.4440,66.8200,0.0006,0.0120,6.0371,5.3234,269.737
B_persistent_scoped_once,66.9240,13.5440,66.9160,-0.0018,0.0135,6.0357,5.2794,269.971
B_persistent_scoped_once,67.0240,13.6440,67.0160,-0.0041,0.0150,6.0340,5.2444,270.238
B_persistent_scoped_once,67.1200,13.7400,67.1080,-0.0062,0.0164,6.0324,5.2256,270.440
B_persistent_scoped_once,67.2200,13.8400,67.2080,-0.0083,0.0180,6.0305,5.2090,270.660
B_persistent_scoped_once,67.3200,13.9400,67.3080,-0.0103,0.0197,6.0286,5.1967,270.868
B_persistent_scoped_once,67.4200,14.0400,67.4080,-0.0121,0.0215,6.0267,5.1922,270.980
B_persistent_scoped_once,67.5200,14.1400,67.5080,-0.0139,0.0235,6.0249,5.1763,271.021
B_persistent_scoped_once,67.6240,14.2440,67.6040,-0.0153,0.0256,6.0233,5.1628,270.886
B_persistent_scoped_once,67.7240,14.3440,67.7240,-0.0170,0.0285,6.0215,5.1461,270.455
B_persistent_scoped_once,67.8240,14.4440,67.8240,-0.0181,0.0309,6.0202,5.1319,270.112
B_persistent_scoped_once,67.9240,14.5440,67.9240,-0.0190,0.0334,6.0192,5.1245,269.662
B_persistent_scoped_once,68.0240,14.6440,68.0240,-0.0196,0.0358,6.0184,5.1314,269.140
B_persistent_scoped_once,68.1240,14.7440,68.1240,-0.0198,0.0380,6.0177,5.1580,268.848
B_persistent_scoped_once,68.2120,14.8320,68.2080,-0.0200,0.0396,6.0171,5.1765,268.699
B_persistent_scoped_once,68.3000,14.9200,68.2880,-0.0200,0.0410,6.0166,5.1845,268.707
B_persistent_scoped_once,68.4000,15.0200,68.3880,-0.0199,0.0425,6.0159,5.1916,268.742
B_persistent_scoped_once__settle,68.4000,0.0000,68.3880,-0.0199,0.0425,6.0159,5.1916,268.742
B_persistent_scoped_once__settle,68.5000,0.1000,68.4880,-0.0239,0.0437,6.0150,5.0680,268.686
B_persistent_scoped_once__settle,68.6000,0.2000,68.5880,-0.0385,0.0448,6.0137,4.4225,268.491
B_persistent_scoped_once__settle,68.7040,0.3040,68.6880,-0.0614,0.0456,6.0123,3.5687,268.485
B_persistent_scoped_once__settle,68.8040,0.4040,68.7880,-0.0902,0.0462,6.0109,2.7021,268.339
B_persistent_scoped_once__settle,68.9040,0.5040,68.8880,-0.1231,0.0468,6.0098,1.8876,267.402
B_persistent_scoped_once__settle,69.0040,0.6040,68.9880,-0.1586,0.0473,6.0089,1.1408,263.640
B_persistent_scoped_once__settle,69.1040,0.7040,69.0880,-0.1953,0.0478,6.0084,0.5070,247.193
B_persistent_scoped_once__settle,69.2040,0.8040,69.1880,-0.2320,0.0480,6.0082,0.3160,159.000
B_persistent_scoped_once__settle,69.3080,0.9080,69.3080,-0.2748,0.0477,6.0083,0.8169,121.640
B_persistent_scoped_once__settle,69.4080,1.0080,69.4080,-0.3084,0.0466,6.0086,1.2080,116.414
B_persistent_scoped_once__settle,69.5120,1.1120,69.5080,-0.3394,0.0446,6.0088,1.5160,114.141
B_persistent_scoped_once__settle,69.6120,1.2120,69.6080,-0.3674,0.0413,6.0090,1.7467,112.682
B_persistent_scoped_once__settle,69.7120,1.3120,69.7080,-0.3921,0.0370,6.0089,1.9151,112.086
B_persistent_scoped_once__settle,69.8160,1.4160,69.8080,-0.4133,0.0313,6.0086,2.0204,111.421
B_persistent_scoped_once__settle,69.9160,1.5160,69.9080,-0.4308,0.0243,6.0080,2.0526,110.338
B_persistent_scoped_once__settle,70.0160,1.6160,70.0080,-0.4446,0.0161,6.0073,2.0293,108.995
B_persistent_scoped_once__settle,70.1160,1.7160,70.1080,-0.4548,0.0066,6.0065,1.9563,107.180
B_persistent_scoped_once__settle,70.1960,1.7960,70.1920,-0.4607,-0.0021,6.0058,1.8690,105.073
B_persistent_scoped_once__settle,70.3000,1.9000,70.2840,-0.4646,-0.0122,6.0051,1.7619,101.849
B_persistent_scoped_once__settle,70.4000,2.0000,70.3840,-0.4659,-0.0239,6.0044,1.6454,97.114
B_persistent_scoped_once__settle,70.5000,2.1000,70.4840,-0.4644,-0.0358,6.0039,1.5363,91.125
B_persistent_scoped_once__settle,70.6000,2.2000,70.6000,-0.4594,-0.0495,6.0033,1.4039,83.088
B_persistent_scoped_once__settle,70.7040,2.3040,70.7000,-0.4523,-0.0608,6.0029,1.2877,75.222
B_persistent_scoped_once__settle,70.8040,2.4040,70.8000,-0.4432,-0.0715,6.0025,1.1821,66.126
B_persistent_scoped_once__settle,70.9040,2.5040,70.9000,-0.4323,-0.0811,6.0021,1.1019,56.359
B_persistent_scoped_once__settle,71.0040,2.6040,71.0000,-0.4200,-0.0895,6.0016,1.0583,45.747
B_persistent_scoped_once__settle,71.1040,2.7040,71.1000,-0.4066,-0.0965,6.0012,1.0313,35.731
B_persistent_scoped_once__settle,71.2080,2.8080,71.2000,-0.3923,-0.1019,6.0008,1.0189,26.204
B_persistent_scoped_once__settle,71.3080,2.9080,71.3000,-0.3775,-0.1055,6.0004,1.0073,17.879
B_persistent_scoped_once__settle,71.4080,3.0080,71.4000,-0.3623,-0.1074,5.9999,1.0052,10.917
B_persistent_scoped_once__settle,71.5120,3.1120,71.5000,-0.3471,-0.1074,5.9995,0.9866,5.418
B_persistent_scoped_once__settle,71.6120,3.2120,71.6000,-0.3320,-0.1057,5.9991,0.9509,0.143
B_persistent_scoped_once__settle,71.7120,3.3120,71.7000,-0.3171,-0.1023,5.9987,0.8915,354.780
B_persistent_scoped_once__settle,71.8120,3.4120,71.8000,-0.3024,-0.0972,5.9982,0.8093,348.568
B_persistent_scoped_once__settle,71.9120,3.5120,71.9000,-0.2883,-0.0908,5.9976,0.7281,341.205
B_persistent_scoped_once__settle,72.0120,3.6120,72.0000,-0.2747,-0.0832,5.9967,0.6449,332.250
B_persistent_scoped_once__settle,72.1160,3.7160,72.1000,-0.2619,-0.0748,5.9958,0.5714,322.562
B_persistent_scoped_once__settle,72.2000,3.8000,72.2000,-0.2499,-0.0657,5.9948,0.5046,310.829
B_persistent_scoped_once__settle,72.2880,3.8880,72.2880,-0.2400,-0.0573,5.9938,0.4611,299.557
B_persistent_scoped_once__settle,72.3920,3.9920,72.3880,-0.2296,-0.0475,5.9928,0.4241,287.328
B_persistent_scoped_once__settle,72.4920,4.0920,72.4880,-0.2200,-0.0377,5.9918,0.4065,274.199
B_persistent_scoped_once__settle,72.5920,4.1920,72.5880,-0.2113,-0.0280,5.9909,0.4028,264.109
B_persistent_scoped_once__settle,72.6960,4.2960,72.6880,-0.2033,-0.0186,5.9902,0.4057,255.957
B_persistent_scoped_once__settle,72.7960,4.3960,72.7880,-0.1961,-0.0095,5.9897,0.4110,251.087
B_persistent_scoped_once__settle,72.8960,4.4960,72.8880,-0.1897,-0.0008,5.9894,0.4190,247.457
B_persistent_scoped_once__settle,73.0000,4.6000,72.9880,-0.1840,0.0075,5.9892,0.4212,244.630
B_persistent_scoped_once__settle,73.1000,4.7000,73.0880,-0.1790,0.0154,5.9893,0.4213,241.490
B_persistent_scoped_once__settle,73.2000,4.8000,73.1880,-0.1747,0.0229,5.9894,0.4263,238.801
B_persistent_scoped_once__settle,73.3000,4.9000,73.2880,-0.1711,0.0299,5.9896,0.4258,237.161
B_persistent_scoped_once__settle,73.4040,5.0040,73.3880,-0.1682,0.0363,5.9897,0.4083,234.315
B_persistent_scoped_once__settle,73.5040,5.1040,73.4880,-0.1659,0.0423,5.9898,0.3869,229.760
B_persistent_scoped_once__settle,73.6040,5.2040,73.5880,-0.1642,0.0479,5.9897,0.3682,225.117
B_persistent_scoped_once__settle,73.7040,5.3040,73.6880,-0.1629,0.0529,5.9895,0.3507,220.337
